"X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20"
0.000431492195827655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.678912183054508,0.689032151239104,0.716109011649094,0.637280443674985,0.615521045706028,0.638533612158004,0.602548766000798,0.663993170804044,0.660852709544574,0.683334211308831,0.740212139771636,0.701251253176389,0.681130933311559,0.615228121968567,0.680952583243285,0.682371437311954,0.629710500813087
0.879659299486174,0.907321194281411,0.905272710136586,0.914025286036441,0.939644495894418,0.96494090573707,0.888174037691177,0.898370273100428,0.911283385295398,0.961777044679747,0.948119717448176,0.974863055695886,0.919756750830565,0.879858351454911,0.961639250846908,0.891627633320958,0.815556249103205
0.974665820082513,0.994832253536809,0.951565940342825,0.986559439923172,0.977755191958078,0.976941726151645,0.947988546315342,0.974301334318905,0.947031385043034,0.987224428577917,0.955368489036127,0.99537587101082,0.93838563945459,0.938751574471748,0.97066659293246,0.943582623461427,0.958428247619501
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
