"X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20"
0.00046513202149421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.581516239171296,0.627890971433548,0.63305698638995,0.700396245983311,0.59609491442742,0.716344622720252,0.699889821474324,0.639312022630264,0.703828504719781,0.653367311281383,0.640055760753452,0.570563409403205,0.634423268439719,0.701423684148166,0.612401747450395,0.694226851323136,0.640751321360419
0.785441264922456,0.907410593445436,0.919940994057946,0.943589204841803,0.871533257444369,0.94952362240938,0.918058331763189,0.899779750774703,0.839097038103762,0.860309807653404,0.851886594616942,0.974574500075181,0.86531065102583,0.961084774890907,0.84777192400043,0.901727483262898,0.871063841454967
0.889393842752197,0.929062673772894,0.937138976014998,0.968488144651628,0.890246533870667,0.977408253214772,0.997544082231788,0.976275548579086,0.91202546259935,0.930927444322757,0.880699953427185,0.993005836072465,0.89455579916473,0.968151799164627,0.922828884846789,0.937279682901598,0.949444940994563
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
