"X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20"
0.00127779813319882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.660333639013511,0.816695330545283,0.725433515193761,0.694140940628827,0.679155895185448,0.646097402919681,0.702367173635907,0.710161399918689,0.748103908483707,0.774846263778883,0.745786809057831,0.87620237594973,0.751584442736195,0.763425382059482,0.728671702561952,0.631037746497708,0.836168835822122
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
