"X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20"
0.000408422375937872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.660408191047066,0.684219620807577,0.693025016787394,0.754618095627594,0.682217861555078,0.698457334761978,0.723944004294495,0.660091884875843,0.674008231495641,0.692680406304565,0.747512395185901,0.756704076437424,0.719394069848922,0.680818082588173,0.658190189281253,0.713270744989346,0.638172480662474
0.965444408076686,0.908322943543951,0.90267941709425,0.891816295170543,0.987465934768661,0.922020151094401,0.968880158555797,0.938291543351029,0.98075476087957,0.861695542063989,0.978196163595902,0.930005666214466,0.978766541860333,0.972861731222727,0.921861182218403,0.975990020055776,0.94582236190496
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
