"X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20"
0.00128328958955955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.689307313989683,0.636099193593808,0.678010803385039,0.562116402724826,0.674862206573361,0.695637346736859,0.622987725146447,0.664989253626573,0.627482803657511,0.649308639731651,0.570202900552563,0.547392288986691,0.644973695561705,0.69264456254538,0.660443652025373,0.547942508245643,0.671503875670628
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
