"wk_1","wk_2","wk_3","wk_4","wk_5","wk_6","wk_7","wk_8","wk_9","wk_10","wk_11","wk_12","wk_13","wk_14","wk_15","wk_16","wk_17","wk_18","wk_19","wk_20"
25.05,3.53,14.52,42.68,24.85,50.01,37.4,5.79,32.77,69.45,39.63,20.98,0,34.73,32.62,0,10.58,1.4,0.42,27.69
12.68,9.76,36.34,8.8,11.1,14.33,0.38,41.15,16.87,10.9,11.59,13.03,4.16,22.7,0,8.15,8.27,16.51,20.09,93.14
25.95,0.96,21.45,30.78,34.52,22.31,9.83,18.41,7.08,17.97,17.34,33.73,68.01,20.48,126.02,84.16,1.48,22.21,26.06,85.99
2.82,28.25,57.02,20.03,0,4.18,17.69,0.36,11.33,11.93,20.32,13.69,51.96,3.86,7.84,9.03,22.12,48.46,14.12,45.36
48.44,41.21,21.55,69.02,14.51,34.58,110.7,33.56,0.1,96.57,5.71,8.53,29.07,0,29.17,28.06,4.92,33.2,15.57,0
46.61,12.17,8.82,35.19,56.11,0.26,65.41,27.43,0.21,83.02,0.57,18.79,63.06,34.15,31.65,2.71,11.85,0.32,4.43,38.88
