"wk_1","wk_2","wk_3","wk_4","wk_5","wk_6","wk_7","wk_8","wk_9","wk_10","wk_11","wk_12","wk_13","wk_14","wk_15","wk_16","wk_17","wk_18","wk_19","wk_20"
NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,5.4,4.1,5.1,5.8,5.4,4.1,5.2,4.61,5.4,5.5
3.4,3.9,5.5,5.01,5.81,7.11,4.5,4,5.71,6.5,5.6,4.3,5.21,6.01,4.8,6.01,5.31,5.7,6.7,7.91
6.11,8.41,5.2,4.9,5.7,6.5,5.01,5.72,6.4,5.01,4.5,5.7,4.7,6.9,4.8,5.2,5.9,3.7,6.31,8.41
3.9,5.7,3.9,5.4,5,6.8,5.8,3.4,6.21,6.9,4.9,3.4,4.5,4.22000000000001,6.3,4.2,3.7,8.21,5.9,3.3
6.5,4.6,5.4,5.61,4.1,4.7,4.8,5.3,4.6,5.7,4.6,4.8,6.6,4.3,4.5,6,4.8,5.6,7.5,5.6
NA,NA,5.32,6.9,6.1,5.8,6.5,4.5,5.1,4.9,4.8,5.1,4.6,4.6,4.8,4.7,3.3,4.21,4.5,7.71
