site,date,year,month,week,dayofmonth,dayofyr,coloniesperL,filbundperL,totalperL,totalperL_diff,log_gloeo,light_sum,watertemp_mean,watertemp_min,watertemp_max,watertemp_median,ysi_readings,buoy_interp,watertemp_weekly_max,watertemp_weekly_mean,watertemp_weekly_median,watertemp_weekly_min,watertemp_weekly_sd,watertemp_weekly_range,watertemp_weekly_cv,watertemp_weekly_obs
Midge,2015-07-16,2015,7,28,16,197,0.141472081,0.049515228,0.190987309,0.148545685,-0.710885488,702552.6,23.03708333,22.81,23.48,22.97,0,0,24.52,23.25577381,23.31,22.13,0.708579161,2.39,0.030468957,168
Midge,2015-07-30,2015,7,30,30,211,1.237880706,0.162692893,1.400573599,1.20958629,0.147420803,623329.5,25.44916667,24.34,25.91,25.645,0,0,25.91,23.6614881,23.66,22.81,0.697499074,3.1,0.029478242,168
Midge,2015-08-06,2015,8,31,6,218,0.106104061,0.077809644,0.183913705,-1.216659894,-0.726966985,632135.3,24.1275,24,24.34,24.17,0,0,25.91,25.13416667,25.125,24.34,0.394965953,1.57,0.015714305,168
Midge,2015-08-13,2015,8,32,13,225,0.261723349,0.120251269,0.381974618,0.198060913,-0.413891563,331401.1,23.44833333,23.14,23.83,23.48,0,0,24.69,23.70386905,23.66,23.14,0.352479541,1.55,0.014870127,168
Midge,2015-08-20,2015,8,33,20,232,0.721507611,0.077809644,0.799317256,0.417342638,-0.095329208,313026.6,25.85708333,25.56,26.26,25.91,0,0,26.61,24.46589286,24.17,22.97,0.916216073,3.64,0.037448708,168
Midge,2015-08-25,2015,8,34,25,237,0.565888323,0.099030457,0.664918779,-0.134398477,-0.174886389,201167.3,24.89541667,24.34,25.38,24.87,0,0,26.26,24.91160714,24.87,24,0.521383845,2.26,0.020929354,168
Midge,2015-09-03,2015,9,35,3,246,0.884200504,0.063662436,0.94786294,0.282944161,-0.021608123,314135.1,24.03041667,23.66,24.52,23.915,0,0,24.69,23.86892857,23.83,23.31,0.314888129,1.38,0.013192386,168
Midge,2015-09-10,2015,9,36,10,253,13.59546695,0.50929949,14.10476644,13.1569035,1.149476731,157950.5,24.74291667,24.34,25.04,24.69,0,0,25.56,24.11666667,24.17,22.97,0.559374829,2.59,0.023194533,168
Midge,2015-09-17,2015,9,37,17,260,2.100860398,0,2.100860398,-12.00390604,0.323140758,161352.1,22.57958333,22.13,23.14,22.47,0,0,25.04,22.94434524,22.63,21.47,1.058376137,3.57,0.046127973,168
Midge,2015-09-24,2015,9,38,24,267,0.77102284,0,0.77102284,-1.329837558,-0.110909702,NA,20.73125,20.48,21.13,20.64,0,0,23.48,21.98922619,22.3,20.48,0.853542808,3,0.03881641,168
Midge,2015-10-02,2015,10,39,2,275,0.381974618,0,0.381974618,-0.389048222,-0.413891563,NA,NA,NA,NA,NA,0,0,20.81,20.55222222,20.48,20.48,0.118930418,0.33,0.005786743,9
Midge,2015-10-12,2015,10,41,12,285,0.063662436,0,0.063662436,-0.318312182,-1.172227408,NA,15.7663,15.43699,16.34864,15.62417,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2016-05-26,2016,5,21,26,147,0.063662436,0.03536802,0.099030457,0.03536802,-0.988723737,NA,16.53595,14.77083,18.48333,16.51892,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2016-06-03,2016,6,22,3,155,0.049515228,0.014147208,0.063662436,-0.03536802,-1.172227408,NA,20.16958333,19.67,20.81,20.16,0,0,21.13,20.47148148,20.48,19.99,0.236327303,1.14,0.011544221,54
Midge,2016-06-16,2016,6,24,16,168,0.091956852,0.014147208,0.106104061,0.042441624,-0.959777296,379203.6,16.28083333,15.66,17.24,16.13,0,0,17.57,16.19916667,16.13,15.03,0.594756949,2.54,0.036715281,168
Midge,2016-06-23,2016,6,25,23,175,1.117629437,0.488078678,1.605708116,1.499604055,0.206639202,413798.7,20.82666667,20.48,21.13,20.81,0,0,22.63,19.8277381,20.48,15.82,2.048806488,6.81,0.103330318,168
Midge,2016-06-30,2016,6,26,30,182,2.603086284,0.919568524,3.522654809,1.916946693,0.547313691,531847.5,23.42041667,22.97,24,23.31,0,0,24,22.40660714,22.81,20.32,1.085782276,3.68,0.04845813,168
Midge,2016-07-07,2016,7,27,7,189,0.212208121,0.091956852,0.304164973,-3.218489835,-0.511780809,392066.6,23.62833333,22.47,24.69,23.48,0,0,24.87,22.91934524,22.81,21.8,0.756234875,3.07,0.032995483,168
Midge,2016-07-14,2016,7,28,14,196,5.347644649,3.515581204,8.863225854,8.55906088,0.947768179,401463,24.13541667,23.83,24.52,24.17,0,0,24.52,22.88136905,22.81,21.47,0.942243422,3.05,0.041179504,168
Midge,2016-07-21,2016,7,29,21,203,2.914324862,0.728581215,3.642906077,-5.220319777,0.561876942,421926.1,23.77625,23.14,24.69,23.48,0,0,25.21,24.24303571,24.34,23.14,0.473377163,2.07,0.019526315,168
Midge,2016-07-27,2016,7,30,27,209,5.510337542,1.881578673,7.391916215,3.749010138,0.868968494,524818.1,24.76916667,24.17,25.56,24.52,0,0,25.56,24.4697619,24.34,23.66,0.478364169,1.9,0.019549196,168
Midge,2016-08-04,2016,8,31,4,217,1.386426391,0.233428933,1.619855324,-5.772060891,0.210440342,402141.5,24.705,24.17,25.56,24.52,0,0,25.56,24.27232143,24.17,23.14,0.595821752,2.42,0.024547374,168
Midge,2016-08-15,2016,8,33,15,228,3.451918768,0.654308373,4.106227141,2.486371818,0.613823556,498899,25.35333333,25.21,25.56,25.38,0,0,26.43,25.00892857,25.04,23.66,0.741617455,2.77,0.029654107,168
Midge,2016-08-22,2016,8,34,22,235,0.537593907,0.042441624,0.580035531,-3.526191611,-0.233858277,285244.9,23.65041667,23.31,23.83,23.66,0,0,24.69,23.84244048,23.83,22.81,0.424638623,1.88,0.0178102,168
Midge,2016-08-31,2016,8,35,31,244,1.987682733,0.198060913,2.185743646,1.605708116,0.340313935,304824.4,23.69333333,23.48,23.83,23.66,0,0,24.52,23.78880952,23.83,23.14,0.329840843,1.38,0.013865378,168
Midge,2016-09-07,2016,9,36,7,251,0.466857866,0.084883248,0.551741115,-1.634002532,-0.255440172,275191.3,22.28583333,22.13,22.47,22.3,0,0,23.48,22.55690476,22.47,21.8,0.374245672,1.68,0.01659118,168
Midge,2016-09-14,2016,9,37,14,258,1.358131974,0.084883248,1.443015223,0.891274108,0.160353031,328914.1,22.20166667,21.97,22.47,22.13,0,0,24,22.52321429,22.47,21.47,0.634115274,2.53,0.028153853,168
Midge,2016-09-21,2016,9,38,21,265,0.954936545,0.091956852,1.046893397,-0.396121826,0.021393327,192125.6,22.08416667,21.8,22.3,22.13,0,0,22.47,21.6575,21.47,21.13,0.366100588,1.34,0.016904102,168
Midge,2016-09-28,2016,9,39,28,272,0.084883248,0.021220812,0.106104061,-0.940789336,-0.959777296,NA,19.465,19.18,19.83,19.425,0,0,22.3,20.18969925,19.83,18.86,0.933759865,3.44,0.04624932,133
Midge,2016-10-05,2016,10,40,5,279,0.134398477,0,0.134398477,0.028294416,-0.860125707,NA,17.73153,17.53,18.13833,17.725,0,1,NA,NA,NA,NA,NA,NA,NA,NA
