site,date,year,month,dayofmonth,dayofyr,coloniesperL,filbundperL,totalperL,totalperL_diff,week
Fichter,2009-06-17T00:00:00Z,2009,6,17,168,0.007073604,0,0.007073604,-1.4147208099999999E-2,24
Fichter,2009-06-25T00:00:00Z,2009,6,25,176,0.0848832484,0,0.0848832484,7.7809644400000003E-2,25
Fichter,2009-07-02T00:00:00Z,2009,7,2,183,0.0636624363,0,0.0636624363,-2.12208121E-2,26
Fichter,2009-07-09T00:00:00Z,2009,7,9,190,0.1061040605,4.24416242E-2,0.1485456847,8.4883248400000014E-2,27
Fichter,2009-07-16T00:00:00Z,2009,7,16,197,0.0424416242,0,0.0424416242,-0.10610406050000001,28
Fichter,2009-07-23T00:00:00Z,2009,7,23,204,0.007073604,0,0.007073604,-3.5368020200000003E-2,29
Fichter,2009-07-30T00:00:00Z,2009,7,30,211,0.2334289331,7.0736039999999998E-3,0.2405025371,0.23342893309999999,30
Fichter,2009-08-06T00:00:00Z,2009,8,6,218,0.212208121,0,0.212208121,-2.8294416099999997E-2,31
Fichter,2009-08-13T00:00:00Z,2009,8,13,225,0.205134517,0,0.205134517,-7.0736040000000111E-3,32
Fichter,2009-08-20T00:00:00Z,2009,8,20,232,0.2970913694,0,0.2970913694,9.1956852400000039E-2,33
Fichter,2009-08-27T00:00:00Z,2009,8,27,239,0.4880786783,0,0.4880786783,0.19098730889999999,34
Fichter,2009-09-01T00:00:00Z,2009,9,1,244,0.3819746178,0,0.3819746178,-0.10610406049999999,35
Fichter,2009-09-08T00:00:00Z,2009,9,8,251,0.6295507589,0,0.6295507589,0.24757614109999998,36
Fichter,2009-09-15T00:00:00Z,2009,9,15,258,0.9407893364,0,0.9407893364,0.31123857749999995,37
Fichter,2009-09-21T00:00:00Z,2009,9,21,264,4.0956167352,0,4.0956167352,3.1548273988000002,38
Fichter,2009-10-05T00:00:00Z,2009,10,5,278,0.2263553291,0,0.2263553291,-3.8692614061000001,40
Fichter,2010-04-15T00:00:00Z,2010,4,15,105,0.0778096444,0,0.0778096444,-0.14854568470000001,15
Fichter,2010-04-30T00:00:00Z,2010,4,30,120,0.0636624363,0,0.0636624363,-1.4147208100000003E-2,17
Fichter,2010-05-13T00:00:00Z,2010,5,13,133,0,0,0,-6.36624363E-2,19
Fichter,2010-05-25T00:00:00Z,2010,5,25,145,0.0495152282,0,0.0495152282,4.9515228199999997E-2,21
Fichter,2010-06-04T00:00:00Z,2010,6,4,155,0.0212208121,0,0.0212208121,-2.8294416099999997E-2,22
Fichter,2010-06-10T00:00:00Z,2010,6,10,161,0.00707360405,0,0.00707360405,-1.414720805E-2,23
Fichter,2010-06-15T00:00:00Z,2010,6,15,166,0.0424416242,7.0736039999999998E-3,0.0495152282,4.2441624149999996E-2,24
Fichter,2010-06-24T00:00:00Z,2010,6,24,175,0.0919568524,0,0.0919568524,4.24416242E-2,25
Fichter,2010-07-01T00:00:00Z,2010,7,1,182,0.3678274097,0.2263553291,0.5941827388,0.5022258864000001,26
Fichter,2010-07-08T00:00:00Z,2010,7,8,189,0.3466065976,0.1061040605,0.4527106581,-0.14147208070000006,27
Fichter,2010-07-15T00:00:00Z,2010,7,15,196,0.431489846,0.21928172500000001,0.650771571,0.19806091290000005,28
Fichter,2010-07-22T00:00:00Z,2010,7,22,203,0.6578451751,0.38197461780000003,1.0398197929,0.38904822189999988,29
Fichter,2010-07-29T00:00:00Z,2010,7,29,210,0.2758705573,0.14854568470000001,0.424416242,-0.61540355089999998,30
Fichter,2010-08-05T00:00:00Z,2010,8,5,217,5.7154720587,5.5032639376999999,11.218735996,10.794319754,31
Fichter,2010-08-12T00:00:00Z,2010,8,12,224,1.4783832429,1.3652055783999999,2.8435888213,-8.3751471747000004,32
Fichter,2010-08-19T00:00:00Z,2010,8,19,231,0.8842005041,0.60832994679999997,1.492530451,-1.3510583703000001,33
Fichter,2010-08-26T00:00:00Z,2010,8,26,238,0.4597842622,4.24416242E-2,0.5022258863,-0.99030456469999995,34
Fichter,2010-09-02T00:00:00Z,2010,9,2,245,2.4686878075,0,2.4686878075,1.9664619211999999,35
Fichter,2010-09-09T00:00:00Z,2010,9,9,252,0.3819746178,0,0.3819746178,-2.0867131896999997,36
Fichter,2010-09-16T00:00:00Z,2010,9,16,259,0.0424416242,0,0.0424416242,-0.3395329936,37
Fichter,2010-09-23T00:00:00Z,2010,9,23,266,0.0778096444,0,0.0778096444,3.5368020200000003E-2,38
Fichter,2010-09-30T00:00:00Z,2010,9,30,273,0,0,0,-7.7809644400000003E-2,39
Fichter,2010-10-07T00:00:00Z,2010,10,7,280,0.007073604,0,0.007073604,7.0736039999999998E-3,40
Fichter,2011-04-28T00:00:00Z,2011,4,28,118,0,0,0,-7.0736039999999998E-3,17
Fichter,2011-05-05T00:00:00Z,2011,5,5,125,0,0,0,0,18
Fichter,2011-05-12T00:00:00Z,2011,5,12,132,0,0,0,0,19
Fichter,2011-05-19T00:00:00Z,2011,5,19,139,0,0,0,0,20
Fichter,2011-05-26T00:00:00Z,2011,5,26,146,0,0,0,0,21
Fichter,2011-06-02T00:00:00Z,2011,6,2,153,0,0,0,0,22
Fichter,2011-06-10T00:00:00Z,2011,6,10,161,0,0,0,0,23
Fichter,2011-06-16T00:00:00Z,2011,6,16,167,0,0,0,0,24
Fichter,2011-06-23T00:00:00Z,2011,6,23,174,0.0282944161,0,0.0282944161,2.8294416100000001E-2,25
Fichter,2011-06-30T00:00:00Z,2011,6,30,181,0,0,0,-2.8294416100000001E-2,26
Fichter,2011-07-07T00:00:00Z,2011,7,7,188,0.0424416242,2.8294416100000001E-2,0.0707360403,7.0736040299999997E-2,27
Fichter,2011-07-14T00:00:00Z,2011,7,14,195,0.0141472081,0,0.0141472081,-5.6588832199999994E-2,28
Fichter,2011-07-21T00:00:00Z,2011,7,21,202,0.1273248726,7.0736039999999998E-3,0.1343984766,0.12025126850000001,29
Fichter,2011-07-28T00:00:00Z,2011,7,28,209,0.0990304565,0,0.0990304565,-3.5368020100000008E-2,30
Fichter,2011-08-04T00:00:00Z,2011,8,4,216,0.8700532961,9.9030456500000003E-2,0.9690837525,0.87005329600000003,31
Fichter,2011-08-11T00:00:00Z,2011,8,11,223,1.3722791824,0.212208121,1.5844873034,0.61540355089999998,32
Fichter,2011-08-18T00:00:00Z,2011,8,18,230,1.9593883172,0.3395329936,2.2989213108,0.71443400739999996,33
Fichter,2011-08-25T00:00:00Z,2011,8,25,237,1.0822614171,4.9515228199999997E-2,1.1317766453,-1.1671446655,34
Fichter,2011-09-01T00:00:00Z,2011,9,1,244,3.0416497342,0,3.0416497342,1.9098730889,35
Fichter,2011-09-08T00:00:00Z,2011,9,8,251,0.4810050742,0,0.4810050742,-2.5606446599999999,36
Fichter,2011-09-15T00:00:00Z,2011,9,15,258,0.0636624363,0,0.0636624363,-0.41734263789999998,37
Fichter,2011-09-22T00:00:00Z,2011,9,22,265,0,0,0,-6.36624363E-2,38
Fichter,2011-09-29T00:00:00Z,2011,9,29,272,0,0,0,0,39
Fichter,2011-10-06T00:00:00Z,2011,10,6,279,0.007073604,0,0.007073604,7.0736039999999998E-3,40
Fichter,2012-03-29T00:00:00Z,2012,3,29,89,0,0,0,-7.0736039999999998E-3,13
Fichter,2012-04-13T00:00:00Z,2012,4,13,104,0,0,0,0,15
Fichter,2012-04-19T00:00:00Z,2012,4,19,110,0,0,0,0,16
Fichter,2012-05-03T00:00:00Z,2012,5,3,124,0,0,0,0,18
Fichter,2012-05-10T00:00:00Z,2012,5,10,131,0,0,0,0,19
Fichter,2012-05-17T00:00:00Z,2012,5,17,138,0,0,0,0,20
Fichter,2012-05-24T00:00:00Z,2012,5,24,145,0,0,0,0,21
Fichter,2012-05-31T00:00:00Z,2012,5,31,152,0.007073604,0,0.007073604,7.0736039999999998E-3,22
Fichter,2012-06-07T00:00:00Z,2012,6,7,159,0,0,0,-7.0736039999999998E-3,23
Fichter,2012-06-14T00:00:00Z,2012,6,14,166,0.0212208121,0,0.0212208121,2.12208121E-2,24
Fichter,2012-06-21T00:00:00Z,2012,6,21,173,0.0495152282,0,0.0495152282,2.8294416099999997E-2,25
Fichter,2012-06-28T00:00:00Z,2012,6,28,180,0.0707360403,7.0736039999999998E-3,0.0778096444,2.8294416200000005E-2,26
Fichter,2012-07-05T00:00:00Z,2012,7,5,187,0.1061040605,0,0.1061040605,2.8294416099999997E-2,27
Fichter,2012-07-12T00:00:00Z,2012,7,12,194,0.6649187791,0.19098730890000001,0.855906088,0.74980202750000002,28
Fichter,2012-07-19T00:00:00Z,2012,7,19,201,0.8134644638,0.1980609129,1.0115253767,0.15561928870000008,29
Fichter,2012-07-26T00:00:00Z,2012,7,26,208,0.4527106581,0.1131776645,0.5658883226,-0.4456370541000001,30
Fichter,2012-08-02T00:00:00Z,2012,8,2,215,0.431489846,0.14854568470000001,0.5800355307,1.414720810000003E-2,31
Fichter,2012-08-09T00:00:00Z,2012,8,9,222,0.5871091347,0.24757614119999999,0.8346852759,0.25464974519999994,32
Fichter,2012-08-16T00:00:00Z,2012,8,16,229,0.1556192887,2.12208121E-2,0.1768401008,-0.65784517509999996,33
Fichter,2012-08-23T00:00:00Z,2012,8,23,236,0.2546497452,9.1956852399999997E-2,0.3466065976,0.1697664968,34
Fichter,2012-08-30T00:00:00Z,2012,8,30,243,0.2687969533,7.0736039999999998E-3,0.2758705573,-7.0736040300000025E-2,35
Fichter,2012-09-06T00:00:00Z,2012,9,6,250,0.8983477122,0,0.8983477122,0.6224771549,36
Fichter,2012-09-13T00:00:00Z,2012,9,13,257,0.1485456847,0,0.1485456847,-0.74980202749999991,37
Fichter,2012-09-20T00:00:00Z,2012,9,20,264,0.0990304565,0,0.0990304565,-4.9515228200000011E-2,38
Fichter,2012-09-27T00:00:00Z,2012,9,27,271,0.0636624363,0,0.0636624363,-3.5368020200000003E-2,39
Fichter,2012-10-05T00:00:00Z,2012,10,5,279,0.007073604,0,0.007073604,-5.6588832300000003E-2,40
Fichter,2013-05-14T00:00:00Z,2013,5,14,134,0,0,0,-7.0736039999999998E-3,19
Fichter,2013-05-23T00:00:00Z,2013,5,23,143,0,0,0,0,20
Fichter,2013-05-30T00:00:00Z,2013,5,30,150,0,0,0,0,21
Fichter,2013-06-06T00:00:00Z,2013,6,6,157,0,0,0,0,22
Fichter,2013-06-13T00:00:00Z,2013,6,13,164,0,0,0,0,23
Fichter,2013-06-20T00:00:00Z,2013,6,20,171,0.007073604,7.0736039999999998E-3,0.0141472081,1.4147208099999999E-2,24
Fichter,2013-06-27T00:00:00Z,2013,6,27,178,0,0,0,-1.4147208099999999E-2,25
Fichter,2013-07-03T00:00:00Z,2013,7,3,184,0.0212208121,0,0.0212208121,2.12208121E-2,26
Fichter,2013-07-11T00:00:00Z,2013,7,11,192,0,0,0,-2.12208121E-2,27
Fichter,2013-07-18T00:00:00Z,2013,7,18,199,0.0353680202,0,0.0353680202,3.5368020200000003E-2,28
Fichter,2013-07-25T00:00:00Z,2013,7,25,206,0.3536802017,0.13439847660000001,0.4880786783,0.4527106581,29
Fichter,2013-08-01T00:00:00Z,2013,8,1,213,0.3466065976,9.9030456500000003E-2,0.4456370541,-4.2441624200000028E-2,30
Fichter,2013-08-08T00:00:00Z,2013,8,8,220,0.4102690339,0.1414720807,0.5517411146,0.10610406049999999,31
Fichter,2013-08-15T00:00:00Z,2013,8,15,227,0.9407893364,5.6588832300000003E-2,0.9973781687,0.44563705409999999,32
Fichter,2013-08-22T00:00:00Z,2013,8,22,234,2.355510143,0.17684010080000001,2.5323502438,1.5349720750999998,33
Fichter,2013-08-29T00:00:00Z,2013,8,29,241,0.9973781687,0.19098730890000001,1.1883654776,-1.3439847661999997,34
Fichter,2013-09-05T00:00:00Z,2013,9,5,248,1.3581319744,7.0736040299999997E-2,1.4288680147,0.2405025370999998,35
Fichter,2013-09-11T00:00:00Z,2013,9,11,254,6.4723476903,0.1697664968,6.6421141871,5.2132461723999999,36
Fichter,2013-09-18T00:00:00Z,2013,9,18,261,0.9124949203,0,0.9124949203,-5.7296192667999994,37
Fichter,2013-09-25T00:00:00Z,2013,9,25,268,0.431489846,0,0.431489846,-0.4810050743,38
Fichter,2013-10-02T00:00:00Z,2013,10,2,275,0.2475761412,0,0.2475761412,-0.18391370480000002,39
Fichter,2013-10-09T00:00:00Z,2013,10,9,282,0.0565888323,0,0.0565888323,-0.19098730889999999,40
Fichter,2014-05-29T00:00:00Z,2014,5,29,149,0,0,0,-5.6588832300000003E-2,21
Fichter,2014-06-05T00:00:00Z,2014,6,5,156,0,7.0736039999999998E-3,0.007073604,7.0736039999999998E-3,22
Fichter,2014-06-12T00:00:00Z,2014,6,12,163,0.0141472081,1.4147208099999999E-2,0.0282944161,2.12208121E-2,23
Fichter,2014-06-19T00:00:00Z,2014,6,19,170,0.1131776645,9.1956852399999997E-2,0.205134517,0.17684010089999999,24
Fichter,2014-06-26T00:00:00Z,2014,6,26,177,0.0353680202,3.5368020200000003E-2,0.0707360403,-0.13439847669999999,25
Fichter,2014-07-02T00:00:00Z,2014,7,2,183,0.1273248726,5.6588832300000003E-2,0.1839137049,0.11317766460000001,26
Fichter,2014-07-09T00:00:00Z,2014,7,9,190,0.3607538057,0.16269289279999999,0.5234466984,0.33953299349999999,27
Fichter,2014-07-17T00:00:00Z,2014,7,17,198,0.0990304565,7.0736039999999998E-3,0.1061040605,-0.41734263790000004,28
Fichter,2014-07-23T00:00:00Z,2014,7,23,204,0.3819746178,5.6588832300000003E-2,0.4385634501,0.33245938959999999,29
Fichter,2014-07-30T00:00:00Z,2014,7,30,211,0.3678274097,7.0736039999999998E-3,0.3749010138,-6.3662436299999958E-2,30
Fichter,2014-08-06T00:00:00Z,2014,8,6,218,0.5305203025,2.8294416100000001E-2,0.5588147186,0.18391370479999997,31
Fichter,2014-08-12T00:00:00Z,2014,8,12,224,0.4456370541,2.8294416100000001E-2,0.4739314702,-8.48832484E-2,32
Fichter,2014-08-20T00:00:00Z,2014,8,20,232,3.1194593786000002,0.212208121,3.3316674996,2.8577360293999998,33
Fichter,2014-08-27T00:00:00Z,2014,8,27,239,1.1954390816,4.24416242E-2,1.2378807058,-2.0937867937999997,34
Fichter,2014-09-04T00:00:00Z,2014,9,4,247,0.8842005041,4.24416242E-2,0.9266421283,-0.31123857750000006,35
Fichter,2014-09-10T00:00:00Z,2014,9,10,253,0.2617233492,1.4147208099999999E-2,0.2758705573,-0.65077157100000005,36
Fichter,2014-09-17T00:00:00Z,2014,9,17,260,0.2405025371,0,0.2405025371,-3.5368020199999989E-2,37
Fichter,2014-09-25T00:00:00Z,2014,9,25,268,0.0282944161,0,0.0282944161,-0.212208121,38
Fichter,2014-10-03T00:00:00Z,2014,10,3,276,0.007073604,0,0.007073604,-2.12208121E-2,39
Fichter,2014-10-10T00:00:00Z,2014,10,10,283,0.007073604,0,0.007073604,0,40
Fichter,2015-05-14T00:00:00Z,2015,5,14,134,0,0,0,-7.0736039999999998E-3,19
Fichter,2015-05-21T00:00:00Z,2015,5,21,141,0,0,0,0,20
Fichter,2015-05-28T00:00:00Z,2015,5,28,148,0.007073604,0,0.007073604,7.0736039999999998E-3,21
Fichter,2015-06-05T00:00:00Z,2015,6,5,156,0,0,0,-7.0736039999999998E-3,22
Fichter,2015-06-19T00:00:00Z,2015,6,19,170,0.0353680202,1.4147208099999999E-2,0.0495152282,4.9515228199999997E-2,24
Fichter,2015-07-02T00:00:00Z,2015,7,2,183,0.0636624363,7.0736039999999998E-3,0.0707360403,2.12208121E-2,26
Fichter,2015-07-09T00:00:00Z,2015,7,9,190,0.0353680202,0,0.0353680202,-3.5368020099999994E-2,27
Fichter,2015-07-16T00:00:00Z,2015,7,16,197,0.0565888323,3.5368020200000003E-2,0.0919568524,5.6588832199999994E-2,28
Fichter,2015-07-23T00:00:00Z,2015,7,23,204,0.1909873089,8.48832484E-2,0.2758705573,0.18391370489999997,29
Fichter,2015-07-30T00:00:00Z,2015,7,30,211,1.1954390816,0.21928172500000001,1.4147208066,1.1388502493000001,30
Fichter,2015-08-06T00:00:00Z,2015,8,6,218,0.1343984766,5.6588832300000003E-2,0.1909873089,-1.2237334977000001,31
Fichter,2015-08-13T00:00:00Z,2015,8,13,225,0.6790659872,8.48832484E-2,0.7639492356,0.57296192670000001,32
Fichter,2015-08-25T00:00:00Z,2015,8,25,237,0.424416242,0.1839137049,0.6083299468,-0.15561928880000009,34
Fichter,2015-09-03T00:00:00Z,2015,9,3,246,4.3007512521,0.34660659760000001,4.6473578497,4.0390279029,35
Fichter,2015-09-10T00:00:00Z,2015,9,10,253,2.7233375527,0.14854568470000001,2.8718832374,-1.7754746122999996,36
Fichter,2015-09-17T00:00:00Z,2015,9,17,260,1.9523147131,5.6588832300000003E-2,2.0089035454,-0.86297969200000013,37
Fichter,2015-09-24T00:00:00Z,2015,9,24,267,0.5375939065,7.0736039999999998E-3,0.5446675105,-1.4642360348999999,38
Fichter,2015-10-02T00:00:00Z,2015,10,2,275,0.1697664968,0,0.1697664968,-0.37490101369999995,39
Fichter,2015-10-12T00:00:00Z,2015,10,12,285,0.1414720807,0,0.1414720807,-2.8294416099999997E-2,41
Fichter,2016-05-26T00:00:00Z,2016,5,26,147,0.0636624363,0,0.0636624363,-7.7809644400000003E-2,21
Fichter,2016-06-03T00:00:00Z,2016,6,3,155,0.0282944161,0,0.0282944161,-3.5368020200000003E-2,22
Fichter,2016-06-16T00:00:00Z,2016,6,16,168,0.0990304565,4.24416242E-2,0.1414720807,0.11317766460000001,24
Fichter,2016-06-23T00:00:00Z,2016,6,23,175,0.3041649734,0.2405025371,0.5446675105,0.40319542979999995,25
Fichter,2016-06-30T00:00:00Z,2016,6,30,182,0.0636624363,2.8294416100000001E-2,0.0919568524,-0.45271065809999994,26
Fichter,2016-07-07T00:00:00Z,2016,7,7,189,0.0707360403,4.24416242E-2,0.1131776645,2.12208121E-2,27
Fichter,2016-07-14T00:00:00Z,2016,7,14,196,0.8983477122,0.95493654449999998,1.8532842567,1.7401065922000001,28
Fichter,2016-07-21T00:00:00Z,2016,7,21,203,0.1909873089,7.0736040299999997E-2,0.2617233492,-1.5915609075000001,29
Fichter,2016-07-27T00:00:00Z,2016,7,27,209,1.8957258809,0.56588832259999999,2.4616142035,2.1998908543,30
Fichter,2016-08-04T00:00:00Z,2016,8,4,217,2.0018299414,0.77809644359999997,2.779926385,0.31831218150000007,31
Fichter,2016-08-15T00:00:00Z,2016,8,15,228,0.60479314485,0.212208121,0.81700126585,-1.9629251191499999,33
Fichter,2016-08-22T00:00:00Z,2016,8,22,235,1.6057081155,0.3961218259,2.0018299414,1.1848286755499999,34
Fichter,2016-08-31T00:00:00Z,2016,8,31,244,1.6127817195,6.36624363E-2,1.6764441558,-0.32538578559999998,35
Fichter,2016-09-07T00:00:00Z,2016,9,7,251,0.7073604033,0.16269289279999999,0.8700532961,-0.80639085970000002,36
Fichter,2016-09-14T00:00:00Z,2016,9,14,258,0.6295507589,4.24416242E-2,0.6719923831,-0.19806091300000006,37
Fichter,2016-09-21T00:00:00Z,2016,9,21,265,0.650771571,2.8294416100000001E-2,0.6790659872,7.0736041000000194E-3,38
Fichter,2016-09-28T00:00:00Z,2016,9,28,272,0.1485456847,0,0.1485456847,-0.53052030250000004,39
Fichter,2016-10-05T00:00:00Z,2016,10,5,279,0.1343984766,7.0736039999999998E-3,0.1414720807,-7.0736040000000111E-3,40
Midge,2005-07-21T00:00:00Z,2005,7,21,202,0.0778096444,"NA",0.0778096444,"NA",29
Midge,2005-07-28T00:00:00Z,2005,7,28,209,0.4527106581,"NA",0.4527106581,0.37490101370000001,30
Midge,2005-08-04T00:00:00Z,2005,8,4,216,0.1131776645,"NA",0.1131776645,-0.3395329936,31
Midge,2005-08-11T00:00:00Z,2005,8,11,223,1.1529974574,"NA",1.1529974574,1.0398197928999999,32
Midge,2005-08-18T00:00:00Z,2005,8,18,230,0.6578451751,"NA",0.6578451751,-0.49515228229999997,33
Midge,2005-08-25T00:00:00Z,2005,8,25,237,0.4880786783,"NA",0.4880786783,-0.16976649679999994,34
Midge,2005-09-03T00:00:00Z,2005,9,3,246,1.8179162365,"NA",1.8179162365,1.3298375581999999,35
Midge,2005-09-12T00:00:00Z,2005,9,12,255,3.2326370431,"NA",3.2326370431,1.4147208066000001,37
Midge,2005-09-20T00:00:00Z,2005,9,20,263,0.0141472081,"NA",0.0141472081,-3.2184898350000002,38
Midge,2005-09-25T00:00:00Z,2005,9,25,268,0.1839137049,"NA",0.1839137049,0.1697664968,39
Midge,2006-06-29T00:00:00Z,2006,6,29,180,0.33245939,"NA",0.33245939,0.14854568510000002,26
Midge,2006-07-06T00:00:00Z,2006,7,6,187,0.275870557,"NA",0.275870557,-5.6588833000000005E-2,27
Midge,2006-07-13T00:00:00Z,2006,7,13,194,2.284774103,"NA",2.284774103,2.008903546,28
Midge,2006-07-17T00:00:00Z,2006,7,17,198,3.246784251,"NA",3.246784251,0.96201014799999962,29
Midge,2006-07-23T00:00:00Z,2006,7,23,204,0.007073604,"NA",0.007073604,-3.2397106469999999,30
Midge,2006-07-31T00:00:00Z,2006,7,31,212,3.317520292,"NA",3.317520292,3.3104466880000003,31
Midge,2006-08-07T00:00:00Z,2006,8,7,219,1.846210653,"NA",1.846210653,-1.4713096390000002,32
Midge,2006-08-14T00:00:00Z,2006,8,14,226,1.068114209,"NA",1.068114209,-0.778096444,33
Midge,2006-08-21T00:00:00Z,2006,8,21,233,0.94786294,"NA",0.94786294,-0.12025126899999994,34
Midge,2006-08-28T00:00:00Z,2006,8,28,240,1.124703041,"NA",1.124703041,0.17684010100000003,35
Midge,2006-09-08T00:00:00Z,2006,9,8,251,2.857736029,"NA",2.857736029,1.7330329879999997,36
Midge,2006-09-12T00:00:00Z,2006,9,12,255,0.346606598,"NA",0.346606598,-2.5111294309999996,37
Midge,2006-09-18T00:00:00Z,2006,9,18,261,0.268796953,"NA",0.268796953,-7.7809644999999983E-2,38
Midge,2007-06-21T00:00:00Z,2007,6,21,172,0,0,0,-0.26879695300000001,24
Midge,2007-06-28T00:00:00Z,2007,6,28,179,0.0141472081,0,0.0141472081,1.4147208099999999E-2,25
Midge,2007-07-05T00:00:00Z,2007,7,5,186,0.2405025371,0,0.2405025371,0.22635532899999999,26
Midge,2007-07-12T00:00:00Z,2007,7,12,193,0.0565888323,1.4147208099999999E-2,0.0707360403,-0.1697664968,27
Midge,2007-07-19T00:00:00Z,2007,7,19,200,0.0919568524,0.19098730890000001,0.2829441613,0.212208121,28
Midge,2007-07-26T00:00:00Z,2007,7,26,207,0.5517411146,0.17684010080000001,0.7285812154,0.44563705409999999,29
Midge,2007-08-02T00:00:00Z,2007,8,2,214,1.6198553236,3.0770177543999999,4.696873078,3.9682918626000001,30
Midge,2007-08-09T00:00:00Z,2007,8,9,221,5.6588832265,10.560890820999999,16.219774048,11.522900970000002,31
Midge,2007-08-16T00:00:00Z,2007,8,16,228,0.8771269001,0.6790659872,1.5561928873,-14.663581160700002,32
Midge,2007-08-23T00:00:00Z,2007,8,23,235,0.5800355307,7.7809644400000003E-2,0.6578451751,-0.89834771219999998,33
Midge,2007-08-30T00:00:00Z,2007,8,30,242,22.154527832,0.43856345009999997,22.593091282,21.935246106899999,34
Midge,2007-09-06T00:00:00Z,2007,9,6,249,4.7888299304,0,4.7888299304,-17.804261351599997,35
Midge,2007-09-13T00:00:00Z,2007,9,13,256,3.4660659762,0,3.4660659762,-1.3227639542000005,36
Midge,2007-09-20T00:00:00Z,2007,9,20,263,2.4403933914,1.4147208099999999E-2,2.4545405995,-1.0115253766999999,37
Midge,2008-06-05T00:00:00Z,2008,6,5,157,0,0,0,-2.4545405995,22
Midge,2008-06-12T00:00:00Z,2008,6,12,164,0.0565888323,0,0.0565888323,5.6588832300000003E-2,23
Midge,2008-06-19T00:00:00Z,2008,6,19,171,0.5729619267,0,0.5729619267,0.51637309440000001,24
Midge,2008-06-26T00:00:00Z,2008,6,26,178,0.2475761412,0,0.2475761412,-0.32538578550000002,25
Midge,2008-07-03T00:00:00Z,2008,7,3,185,2.8294416132,0.1131776645,2.9426192778,2.6950431365999998,26
Midge,2008-07-10T00:00:00Z,2008,7,10,192,0.9549365445,0,0.9549365445,-1.9876827333,27
Midge,2008-07-17T00:00:00Z,2008,7,17,199,3.7277893254,0,3.7277893254,2.7728527809000001,28
Midge,2008-07-24T00:00:00Z,2008,7,24,206,0.5234466984,7.0736039999999998E-3,0.5305203025,-3.1972690228999996,29
Midge,2008-07-31T00:00:00Z,2008,7,31,213,10.872129399,0.1131776645,10.985307063,10.454786760500001,30
Midge,2008-08-07T00:00:00Z,2008,8,7,220,1.1812918735,1.4147208099999999E-2,1.1954390816,-9.7898679814000005,31
Midge,2008-08-14T00:00:00Z,2008,8,14,227,0.22281852705,3.5368020149999999E-2,0.25818654725,-0.93725253435,32
Midge,2008-08-21T00:00:00Z,2008,8,21,234,0.6224771549,1.4147208099999999E-2,0.636624363,0.37843781575000002,33
Midge,2008-08-26T00:00:00Z,2008,8,26,239,0.1061040605,0,0.1061040605,-0.53052030250000004,34
Midge,2008-09-04T00:00:00Z,2008,9,4,248,0.7498020275,0,0.7498020275,0.64369796700000004,35
Midge,2008-09-10T00:00:00Z,2008,9,10,254,0.0141472081,0,0.0141472081,-0.73565481939999999,36
Midge,2008-09-17T00:00:00Z,2008,9,17,261,0.1980609129,0,0.1980609129,0.18391370479999999,37
Midge,2008-09-24T00:00:00Z,2008,9,24,268,0.2263553291,0,0.2263553291,2.8294416200000005E-2,38
Midge,2009-05-15T00:00:00Z,2009,5,15,135,0,0,0,-0.2263553291,19
Midge,2009-05-29T00:00:00Z,2009,5,29,149,0.0141472081,0,0.0141472081,1.4147208099999999E-2,21
Midge,2009-06-04T00:00:00Z,2009,6,4,155,0.007073604,0,0.007073604,-7.0736040999999994E-3,22
Midge,2009-06-17T00:00:00Z,2009,6,17,168,0.0353680202,0,0.0353680202,2.8294416200000002E-2,24
Midge,2009-06-25T00:00:00Z,2009,6,25,176,0.0141472081,0,0.0141472081,-2.1220812100000003E-2,25
Midge,2009-07-02T00:00:00Z,2009,7,2,183,0,0,0,-1.4147208099999999E-2,26
Midge,2009-07-09T00:00:00Z,2009,7,9,190,0.0565888323,2.12208121E-2,0.0778096444,7.7809644400000003E-2,27
Midge,2009-07-16T00:00:00Z,2009,7,16,197,0.205134517,7.0736039999999998E-3,0.212208121,0.13439847659999998,28
Midge,2009-07-23T00:00:00Z,2009,7,23,204,0.5446675105,7.0736039999999998E-3,0.5517411146,0.3395329936,29
Midge,2009-07-30T00:00:00Z,2009,7,30,211,0.7993172557,7.0736039999999998E-3,0.8063908598,0.25464974520000005,30
Midge,2009-08-06T00:00:00Z,2009,8,6,218,0.3466065976,7.0736039999999998E-3,0.3536802017,-0.45271065810000005,31
Midge,2009-08-13T00:00:00Z,2009,8,13,225,0.0707360403,0,0.0707360403,-0.2829441614,32
Midge,2009-08-20T00:00:00Z,2009,8,20,232,3.2467842512,7.0736039999999998E-3,3.2538578552,3.1831218149000002,33
Midge,2009-08-27T00:00:00Z,2009,8,27,239,0.9832309606,0,0.9832309606,-2.2706268946000003,34
Midge,2009-09-01T00:00:00Z,2009,9,1,244,0.5588147186,0,0.5588147186,-0.42441624200000005,35
Midge,2009-09-08T00:00:00Z,2009,9,8,251,0.2617233492,0,0.2617233492,-0.29709136939999997,36
Midge,2009-09-15T00:00:00Z,2009,9,15,258,0.0990304565,0,0.0990304565,-0.16269289270000001,37
Midge,2009-09-21T00:00:00Z,2009,9,21,264,4.5624746013,0,4.5624746013,4.4634441447999995,38
Midge,2009-10-05T00:00:00Z,2009,10,5,278,0.7568756315,0,0.7568756315,-3.8055989698000001,40
