"wk_1","wk_2","wk_3","wk_4","wk_5","wk_6","wk_7","wk_8","wk_9","wk_10","wk_11","wk_12","wk_13","wk_14","wk_15","wk_16","wk_17","wk_18","wk_19","wk_20"
0,0,NA,1,5,1,4,8,3,3,22,19,417,489,212,802,958,5814,NA,68
11,5,1,18,25,654,64,226,224,181,43,301,617,462,3460,11,19,7,0,0
0,1,4,0,1,0,19,46,36,152,349,136,466,84,455,7,12,0,0,1
0,1,0,6,2,14,24,92,570,153,23,66,28,96,45,22,60,8,2,0
0,0,0,1,2,0,1,5,4,260,56,13,364,1174,30,329,872,1575,50,96
0,0,2,51,23,6,18,NA,14,119,67,33,586,3351,877,15,87,2,3,2
