datetime,year,time,dayofyr,coffin,fichter,newbury,midge,,cf,cn,cm,fn,fm,nm
2006-07-13 18:00,2006,18:00:00,194,NA,NA,NA,23.72,,NA,NA,NA,NA,NA,NA
2006-07-13 19:00,2006,19:00:00,194,NA,NA,NA,23.89,,NA,NA,NA,NA,NA,NA
2006-07-13 20:00,2006,20:00:00,194,NA,NA,NA,23.89,,NA,NA,NA,NA,NA,NA
2006-07-13 21:00,2006,21:00:00,194,NA,NA,NA,24.06,,NA,NA,NA,NA,NA,NA
2006-07-13 22:00,2006,22:00:00,194,NA,NA,NA,24.24,,NA,NA,NA,NA,NA,NA
2006-07-13 23:00,2006,23:00:00,194,NA,NA,NA,24.06,,NA,NA,NA,NA,NA,NA
2006-07-14 00:00,2006,0:00:00,195,NA,NA,NA,24.06,,NA,NA,NA,NA,NA,NA
2006-07-14 01:00,2006,1:00:00,195,NA,NA,NA,23.89,,NA,NA,NA,NA,NA,NA
2006-07-14 02:00,2006,2:00:00,195,NA,NA,NA,23.89,,NA,NA,NA,NA,NA,NA
2006-07-14 03:00,2006,3:00:00,195,NA,NA,NA,23.72,,NA,NA,NA,NA,NA,NA
2006-07-14 04:00,2006,4:00:00,195,NA,NA,NA,23.72,,NA,NA,NA,NA,NA,NA
2006-07-14 05:00,2006,5:00:00,195,NA,NA,NA,23.72,,NA,NA,NA,NA,NA,NA
2006-07-14 06:00,2006,6:00:00,195,NA,NA,NA,23.55,,NA,NA,NA,NA,NA,NA
2006-07-14 07:00,2006,7:00:00,195,NA,NA,NA,23.55,,NA,NA,NA,NA,NA,NA
2006-07-14 08:00,2006,8:00:00,195,NA,NA,NA,23.72,,NA,NA,NA,NA,NA,NA
2006-07-14 09:00,2006,9:00:00,195,NA,NA,NA,23.72,,NA,NA,NA,NA,NA,NA
2006-07-14 10:00,2006,10:00:00,195,NA,NA,NA,23.72,,NA,NA,NA,NA,NA,NA
2006-07-14 11:00,2006,11:00:00,195,NA,NA,NA,23.72,,NA,NA,NA,NA,NA,NA
2006-07-14 12:00,2006,12:00:00,195,NA,NA,NA,23.89,,NA,NA,NA,NA,NA,NA
2006-07-14 13:00,2006,13:00:00,195,NA,NA,NA,24.24,,NA,NA,NA,NA,NA,NA
2006-07-14 14:00,2006,14:00:00,195,NA,NA,NA,24.41,,NA,NA,NA,NA,NA,NA
2006-07-14 15:00,2006,15:00:00,195,NA,NA,NA,24.76,,NA,NA,NA,NA,NA,NA
2006-07-14 16:00,2006,16:00:00,195,NA,NA,NA,24.93,,NA,NA,NA,NA,NA,NA
2006-07-14 17:00,2006,17:00:00,195,NA,NA,NA,25.11,,NA,NA,NA,NA,NA,NA
2006-07-14 18:00,2006,18:00:00,195,NA,NA,NA,25.45,,NA,NA,NA,NA,NA,NA
2006-07-14 19:00,2006,19:00:00,195,NA,NA,NA,25.45,,NA,NA,NA,NA,NA,NA
2006-07-14 20:00,2006,20:00:00,195,NA,NA,NA,25.45,,NA,NA,NA,NA,NA,NA
2006-07-14 21:00,2006,21:00:00,195,NA,NA,NA,25.11,,NA,NA,NA,NA,NA,NA
2006-07-14 22:00,2006,22:00:00,195,NA,NA,NA,25.11,,NA,NA,NA,NA,NA,NA
2006-07-14 23:00,2006,23:00:00,195,NA,NA,NA,24.24,,NA,NA,NA,NA,NA,NA
2006-07-15 00:00,2006,0:00:00,196,NA,NA,NA,24.24,,NA,NA,NA,NA,NA,NA
2006-07-15 01:00,2006,1:00:00,196,NA,NA,NA,24.06,,NA,NA,NA,NA,NA,NA
2006-07-15 02:00,2006,2:00:00,196,NA,NA,NA,23.89,,NA,NA,NA,NA,NA,NA
2006-07-15 03:00,2006,3:00:00,196,NA,NA,NA,24.06,,NA,NA,NA,NA,NA,NA
2006-07-15 04:00,2006,4:00:00,196,NA,NA,NA,24.06,,NA,NA,NA,NA,NA,NA
2006-07-15 05:00,2006,5:00:00,196,NA,NA,NA,24.06,,NA,NA,NA,NA,NA,NA
2006-07-15 06:00,2006,6:00:00,196,NA,NA,NA,24.06,,NA,NA,NA,NA,NA,NA
2006-07-15 07:00,2006,7:00:00,196,NA,NA,NA,24.24,,NA,NA,NA,NA,NA,NA
2006-07-15 08:00,2006,8:00:00,196,NA,NA,NA,24.06,,NA,NA,NA,NA,NA,NA
2006-07-15 09:00,2006,9:00:00,196,NA,NA,NA,24.06,,NA,NA,NA,NA,NA,NA
2006-07-15 10:00,2006,10:00:00,196,NA,NA,NA,24.24,,NA,NA,NA,NA,NA,NA
2006-07-15 11:00,2006,11:00:00,196,NA,NA,NA,24.24,,NA,NA,NA,NA,NA,NA
2006-07-15 12:00,2006,12:00:00,196,NA,NA,NA,24.24,,NA,NA,NA,NA,NA,NA
2006-07-15 13:00,2006,13:00:00,196,NA,NA,NA,24.24,,NA,NA,NA,NA,NA,NA
2006-07-15 14:00,2006,14:00:00,196,NA,NA,NA,24.41,,NA,NA,NA,NA,NA,NA
2006-07-15 15:00,2006,15:00:00,196,NA,NA,NA,24.58,,NA,NA,NA,NA,NA,NA
2006-07-15 16:00,2006,16:00:00,196,NA,NA,NA,24.76,,NA,NA,NA,NA,NA,NA
2006-07-15 17:00,2006,17:00:00,196,NA,NA,NA,25.11,,NA,NA,NA,NA,NA,NA
2006-07-15 18:00,2006,18:00:00,196,NA,NA,NA,25.45,,NA,NA,NA,NA,NA,NA
2006-07-15 19:00,2006,19:00:00,196,NA,NA,NA,25.45,,NA,NA,NA,NA,NA,NA
2006-07-15 20:00,2006,20:00:00,196,NA,NA,NA,25.45,,NA,NA,NA,NA,NA,NA
2006-07-15 21:00,2006,21:00:00,196,NA,NA,NA,25.45,,NA,NA,NA,NA,NA,NA
2006-07-15 22:00,2006,22:00:00,196,NA,NA,NA,25.28,,NA,NA,NA,NA,NA,NA
2006-07-15 23:00,2006,23:00:00,196,NA,NA,NA,25.28,,NA,NA,NA,NA,NA,NA
2006-07-16 00:00,2006,0:00:00,197,NA,NA,NA,25.28,,NA,NA,NA,NA,NA,NA
2006-07-16 01:00,2006,1:00:00,197,NA,NA,NA,25.28,,NA,NA,NA,NA,NA,NA
2006-07-16 02:00,2006,2:00:00,197,NA,NA,NA,25.11,,NA,NA,NA,NA,NA,NA
2006-07-16 03:00,2006,3:00:00,197,NA,NA,NA,25.11,,NA,NA,NA,NA,NA,NA
2006-07-16 04:00,2006,4:00:00,197,NA,NA,NA,25.11,,NA,NA,NA,NA,NA,NA
2006-07-16 05:00,2006,5:00:00,197,NA,NA,NA,25.11,,NA,NA,NA,NA,NA,NA
2006-07-16 06:00,2006,6:00:00,197,NA,NA,NA,25.11,,NA,NA,NA,NA,NA,NA
2006-07-16 07:00,2006,7:00:00,197,NA,NA,NA,24.93,,NA,NA,NA,NA,NA,NA
2006-07-16 08:00,2006,8:00:00,197,NA,NA,NA,25.11,,NA,NA,NA,NA,NA,NA
2006-07-16 09:00,2006,9:00:00,197,NA,NA,NA,25.11,,NA,NA,NA,NA,NA,NA
2006-07-16 10:00,2006,10:00:00,197,NA,NA,NA,25.28,,NA,NA,NA,NA,NA,NA
2006-07-16 11:00,2006,11:00:00,197,NA,NA,NA,25.28,,NA,NA,NA,NA,NA,NA
2006-07-16 12:00,2006,12:00:00,197,NA,NA,NA,25.45,,NA,NA,NA,NA,NA,NA
2006-07-16 13:00,2006,13:00:00,197,NA,NA,NA,25.62,,NA,NA,NA,NA,NA,NA
2006-07-16 14:00,2006,14:00:00,197,NA,NA,NA,25.79,,NA,NA,NA,NA,NA,NA
2006-07-16 15:00,2006,15:00:00,197,NA,NA,NA,25.97,,NA,NA,NA,NA,NA,NA
2006-07-16 16:00,2006,16:00:00,197,NA,NA,NA,26.14,,NA,NA,NA,NA,NA,NA
2006-07-16 17:00,2006,17:00:00,197,NA,NA,NA,26.32,,NA,NA,NA,NA,NA,NA
2006-07-16 18:00,2006,18:00:00,197,NA,NA,NA,25.79,,NA,NA,NA,NA,NA,NA
2006-07-16 19:00,2006,19:00:00,197,NA,NA,NA,25.97,,NA,NA,NA,NA,NA,NA
2006-07-16 20:00,2006,20:00:00,197,NA,NA,NA,24.93,,NA,NA,NA,NA,NA,NA
2006-07-16 21:00,2006,21:00:00,197,NA,NA,NA,24.06,,NA,NA,NA,NA,NA,NA
2006-07-16 22:00,2006,22:00:00,197,NA,NA,NA,24.24,,NA,NA,NA,NA,NA,NA
2006-07-16 23:00,2006,23:00:00,197,NA,NA,NA,24.24,,NA,NA,NA,NA,NA,NA
2006-07-17 00:00,2006,0:00:00,198,NA,NA,NA,24.58,,NA,NA,NA,NA,NA,NA
2006-07-17 01:00,2006,1:00:00,198,NA,NA,NA,24.93,,NA,NA,NA,NA,NA,NA
2006-07-17 02:00,2006,2:00:00,198,NA,NA,NA,24.58,,NA,NA,NA,NA,NA,NA
2006-07-17 03:00,2006,3:00:00,198,NA,NA,NA,25.11,,NA,NA,NA,NA,NA,NA
2006-07-17 04:00,2006,4:00:00,198,NA,NA,NA,24.93,,NA,NA,NA,NA,NA,NA
2006-07-17 05:00,2006,5:00:00,198,NA,NA,NA,24.41,,NA,NA,NA,NA,NA,NA
2006-07-17 06:00,2006,6:00:00,198,NA,NA,NA,24.06,,NA,NA,NA,NA,NA,NA
2006-07-17 07:00,2006,7:00:00,198,NA,NA,NA,24.24,,NA,NA,NA,NA,NA,NA
2006-07-17 08:00,2006,8:00:00,198,NA,NA,NA,23.72,,NA,NA,NA,NA,NA,NA
2006-07-17 09:00,2006,9:00:00,198,NA,NA,NA,24.06,,NA,NA,NA,NA,NA,NA
2006-07-17 10:00,2006,10:00:00,198,NA,NA,NA,24.06,,NA,NA,NA,NA,NA,NA
2006-07-17 11:00,2006,11:00:00,198,NA,NA,NA,24.24,,NA,NA,NA,NA,NA,NA
2006-07-17 12:00,2006,12:00:00,198,NA,NA,NA,24.93,,NA,NA,NA,NA,NA,NA
2006-07-17 13:00,2006,13:00:00,198,NA,NA,NA,25.79,,NA,NA,NA,NA,NA,NA
2006-07-17 14:00,2006,14:00:00,198,NA,NA,NA,26.14,,NA,NA,NA,NA,NA,NA
2006-07-17 15:00,2006,15:00:00,198,NA,NA,NA,26.67,,NA,NA,NA,NA,NA,NA
2006-07-17 16:00,2006,16:00:00,198,NA,NA,NA,26.14,,NA,NA,NA,NA,NA,NA
2006-07-17 17:00,2006,17:00:00,198,NA,NA,NA,26.32,,NA,NA,NA,NA,NA,NA
2006-07-17 18:00,2006,18:00:00,198,NA,NA,NA,26.67,,NA,NA,NA,NA,NA,NA
2006-07-17 19:00,2006,19:00:00,198,NA,NA,NA,27.92,,NA,NA,NA,NA,NA,NA
2006-07-17 20:00,2006,20:00:00,198,NA,NA,NA,27.92,,NA,NA,NA,NA,NA,NA
2006-07-17 21:00,2006,21:00:00,198,NA,NA,NA,27.38,,NA,NA,NA,NA,NA,NA
2006-07-17 22:00,2006,22:00:00,198,NA,NA,NA,27.38,,NA,NA,NA,NA,NA,NA
2006-07-17 23:00,2006,23:00:00,198,NA,NA,NA,27.38,,NA,NA,NA,NA,NA,NA
2006-07-18 00:00,2006,0:00:00,199,NA,NA,NA,26.32,,NA,NA,NA,NA,NA,NA
2006-07-18 01:00,2006,1:00:00,199,NA,NA,NA,27.02,,NA,NA,NA,NA,NA,NA
2006-07-18 02:00,2006,2:00:00,199,NA,NA,NA,27.02,,NA,NA,NA,NA,NA,NA
2006-07-18 03:00,2006,3:00:00,199,NA,NA,NA,27.38,,NA,NA,NA,NA,NA,NA
2006-07-18 04:00,2006,4:00:00,199,NA,NA,NA,27.38,,NA,NA,NA,NA,NA,NA
2006-07-18 05:00,2006,5:00:00,199,NA,NA,NA,27.02,,NA,NA,NA,NA,NA,NA
2006-07-18 06:00,2006,6:00:00,199,NA,NA,NA,27.2,,NA,NA,NA,NA,NA,NA
2006-07-18 07:00,2006,7:00:00,199,NA,NA,NA,27.2,,NA,NA,NA,NA,NA,NA
2006-07-18 08:00,2006,8:00:00,199,NA,NA,NA,27.2,,NA,NA,NA,NA,NA,NA
2006-07-18 09:00,2006,9:00:00,199,NA,NA,NA,27.38,,NA,NA,NA,NA,NA,NA
2006-07-18 10:00,2006,10:00:00,199,NA,NA,NA,27.38,,NA,NA,NA,NA,NA,NA
2006-07-18 11:00,2006,11:00:00,199,NA,NA,NA,27.38,,NA,NA,NA,NA,NA,NA
2006-07-18 12:00,2006,12:00:00,199,NA,NA,NA,27.56,,NA,NA,NA,NA,NA,NA
2006-07-18 13:00,2006,13:00:00,199,NA,NA,NA,27.56,,NA,NA,NA,NA,NA,NA
2006-07-18 14:00,2006,14:00:00,199,NA,NA,NA,27.74,,NA,NA,NA,NA,NA,NA
2006-07-18 15:00,2006,15:00:00,199,NA,NA,NA,27.92,,NA,NA,NA,NA,NA,NA
2006-07-18 16:00,2006,16:00:00,199,NA,NA,NA,28.09,,NA,NA,NA,NA,NA,NA
2006-07-18 17:00,2006,17:00:00,199,NA,NA,NA,27.92,,NA,NA,NA,NA,NA,NA
2006-07-18 18:00,2006,18:00:00,199,NA,NA,NA,27.92,,NA,NA,NA,NA,NA,NA
2006-07-18 19:00,2006,19:00:00,199,NA,NA,NA,27.92,,NA,NA,NA,NA,NA,NA
2006-07-18 20:00,2006,20:00:00,199,NA,NA,NA,27.74,,NA,NA,NA,NA,NA,NA
2006-07-18 21:00,2006,21:00:00,199,NA,NA,NA,27.74,,NA,NA,NA,NA,NA,NA
2006-07-18 22:00,2006,22:00:00,199,NA,NA,NA,27.74,,NA,NA,NA,NA,NA,NA
2006-07-18 23:00,2006,23:00:00,199,NA,NA,NA,27.74,,NA,NA,NA,NA,NA,NA
2006-07-19 00:00,2006,0:00:00,200,NA,NA,NA,27.56,,NA,NA,NA,NA,NA,NA
2006-07-19 01:00,2006,1:00:00,200,NA,NA,NA,27.56,,NA,NA,NA,NA,NA,NA
2006-07-19 02:00,2006,2:00:00,200,NA,NA,NA,27.38,,NA,NA,NA,NA,NA,NA
2006-07-19 03:00,2006,3:00:00,200,NA,NA,NA,27.2,,NA,NA,NA,NA,NA,NA
2006-07-19 04:00,2006,4:00:00,200,NA,NA,NA,27.02,,NA,NA,NA,NA,NA,NA
2006-07-19 05:00,2006,5:00:00,200,NA,NA,NA,26.67,,NA,NA,NA,NA,NA,NA
2006-07-19 06:00,2006,6:00:00,200,NA,NA,NA,26.49,,NA,NA,NA,NA,NA,NA
2006-07-19 07:00,2006,7:00:00,200,NA,NA,NA,25.45,,NA,NA,NA,NA,NA,NA
2006-07-19 08:00,2006,8:00:00,200,NA,NA,NA,25.97,,NA,NA,NA,NA,NA,NA
2006-07-19 09:00,2006,9:00:00,200,NA,NA,NA,26.49,,NA,NA,NA,NA,NA,NA
2006-07-19 10:00,2006,10:00:00,200,NA,NA,NA,26.84,,NA,NA,NA,NA,NA,NA
2006-07-19 11:00,2006,11:00:00,200,NA,NA,NA,26.49,,NA,NA,NA,NA,NA,NA
2006-07-19 12:00,2006,12:00:00,200,NA,NA,NA,25.97,,NA,NA,NA,NA,NA,NA
2006-07-19 13:00,2006,13:00:00,200,NA,NA,NA,26.14,,NA,NA,NA,NA,NA,NA
2006-07-19 14:00,2006,14:00:00,200,NA,NA,NA,25.62,,NA,NA,NA,NA,NA,NA
2006-07-19 15:00,2006,15:00:00,200,NA,NA,NA,25.28,,NA,NA,NA,NA,NA,NA
2006-07-19 16:00,2006,16:00:00,200,NA,NA,NA,25.45,,NA,NA,NA,NA,NA,NA
2006-07-19 17:00,2006,17:00:00,200,NA,NA,NA,26.49,,NA,NA,NA,NA,NA,NA
2006-07-19 18:00,2006,18:00:00,200,NA,NA,NA,27.02,,NA,NA,NA,NA,NA,NA
2006-07-19 19:00,2006,19:00:00,200,NA,NA,NA,27.02,,NA,NA,NA,NA,NA,NA
2006-07-19 20:00,2006,20:00:00,200,NA,NA,NA,27.02,,NA,NA,NA,NA,NA,NA
2006-07-19 21:00,2006,21:00:00,200,NA,NA,NA,27.02,,NA,NA,NA,NA,NA,NA
2006-07-19 22:00,2006,22:00:00,200,NA,NA,NA,26.84,,NA,NA,NA,NA,NA,NA
2006-07-19 23:00,2006,23:00:00,200,NA,NA,NA,26.84,,NA,NA,NA,NA,NA,NA
2006-07-20 00:00,2006,0:00:00,201,NA,NA,NA,26.84,,NA,NA,NA,NA,NA,NA
2006-07-20 01:00,2006,1:00:00,201,NA,NA,NA,26.67,,NA,NA,NA,NA,NA,NA
2006-07-20 02:00,2006,2:00:00,201,NA,NA,NA,26.49,,NA,NA,NA,NA,NA,NA
2006-07-20 03:00,2006,3:00:00,201,NA,NA,NA,26.49,,NA,NA,NA,NA,NA,NA
2006-07-20 04:00,2006,4:00:00,201,NA,NA,NA,26.32,,NA,NA,NA,NA,NA,NA
2006-07-20 05:00,2006,5:00:00,201,NA,NA,NA,26.32,,NA,NA,NA,NA,NA,NA
2006-07-20 06:00,2006,6:00:00,201,NA,NA,NA,26.14,,NA,NA,NA,NA,NA,NA
2006-07-20 07:00,2006,7:00:00,201,NA,NA,NA,25.97,,NA,NA,NA,NA,NA,NA
2006-07-20 08:00,2006,8:00:00,201,NA,NA,NA,26.14,,NA,NA,NA,NA,NA,NA
2006-07-20 09:00,2006,9:00:00,201,NA,NA,NA,26.14,,NA,NA,NA,NA,NA,NA
2006-07-20 10:00,2006,10:00:00,201,NA,NA,NA,26.14,,NA,NA,NA,NA,NA,NA
2006-07-20 11:00,2006,11:00:00,201,NA,NA,NA,26.14,,NA,NA,NA,NA,NA,NA
2006-07-20 12:00,2006,12:00:00,201,NA,NA,NA,26.14,,NA,NA,NA,NA,NA,NA
2006-07-20 13:00,2006,13:00:00,201,NA,NA,NA,26.32,,NA,NA,NA,NA,NA,NA
2006-07-20 14:00,2006,14:00:00,201,NA,NA,NA,26.49,,NA,NA,NA,NA,NA,NA
2006-07-20 15:00,2006,15:00:00,201,NA,NA,NA,26.67,,NA,NA,NA,NA,NA,NA
2006-07-20 16:00,2006,16:00:00,201,NA,NA,NA,26.67,,NA,NA,NA,NA,NA,NA
2006-07-20 17:00,2006,17:00:00,201,NA,NA,NA,26.67,,NA,NA,NA,NA,NA,NA
2006-07-20 18:00,2006,18:00:00,201,NA,NA,NA,26.67,,NA,NA,NA,NA,NA,NA
2006-07-20 19:00,2006,19:00:00,201,NA,NA,NA,26.67,,NA,NA,NA,NA,NA,NA
2006-07-20 20:00,2006,20:00:00,201,NA,NA,NA,26.49,,NA,NA,NA,NA,NA,NA
2006-07-20 21:00,2006,21:00:00,201,NA,NA,NA,26.49,,NA,NA,NA,NA,NA,NA
2006-07-20 22:00,2006,22:00:00,201,NA,NA,NA,26.32,,NA,NA,NA,NA,NA,NA
2006-07-20 23:00,2006,23:00:00,201,NA,NA,NA,26.32,,NA,NA,NA,NA,NA,NA
2006-07-21 00:00,2006,0:00:00,202,NA,NA,NA,26.32,,NA,NA,NA,NA,NA,NA
2006-07-21 01:00,2006,1:00:00,202,NA,NA,NA,26.32,,NA,NA,NA,NA,NA,NA
2006-07-21 02:00,2006,2:00:00,202,NA,NA,NA,26.32,,NA,NA,NA,NA,NA,NA
2006-07-21 03:00,2006,3:00:00,202,NA,NA,NA,26.14,,NA,NA,NA,NA,NA,NA
2006-07-21 04:00,2006,4:00:00,202,NA,NA,NA,26.14,,NA,NA,NA,NA,NA,NA
2006-07-21 05:00,2006,5:00:00,202,NA,NA,NA,26.14,,NA,NA,NA,NA,NA,NA
2006-07-21 06:00,2006,6:00:00,202,NA,NA,NA,26.14,,NA,NA,NA,NA,NA,NA
2006-07-21 07:00,2006,7:00:00,202,NA,NA,NA,26.14,,NA,NA,NA,NA,NA,NA
2006-07-21 08:00,2006,8:00:00,202,NA,NA,NA,26.14,,NA,NA,NA,NA,NA,NA
2006-07-21 09:00,2006,9:00:00,202,NA,NA,NA,26.14,,NA,NA,NA,NA,NA,NA
2006-07-21 10:00,2006,10:00:00,202,NA,NA,NA,26.14,,NA,NA,NA,NA,NA,NA
2006-07-21 11:00,2006,11:00:00,202,NA,NA,NA,26.14,,NA,NA,NA,NA,NA,NA
2006-07-21 12:00,2006,12:00:00,202,NA,NA,NA,26.32,,NA,NA,NA,NA,NA,NA
2006-07-21 13:00,2006,13:00:00,202,NA,NA,NA,26.32,,NA,NA,NA,NA,NA,NA
2006-07-21 14:00,2006,14:00:00,202,NA,NA,NA,26.32,,NA,NA,NA,NA,NA,NA
2006-07-21 15:00,2006,15:00:00,202,NA,NA,NA,26.49,,NA,NA,NA,NA,NA,NA
2006-07-21 16:00,2006,16:00:00,202,NA,NA,NA,26.67,,NA,NA,NA,NA,NA,NA
2006-07-21 17:00,2006,17:00:00,202,NA,NA,NA,26.84,,NA,NA,NA,NA,NA,NA
2006-07-21 18:00,2006,18:00:00,202,NA,NA,NA,26.84,,NA,NA,NA,NA,NA,NA
2006-07-21 19:00,2006,19:00:00,202,NA,NA,NA,26.84,,NA,NA,NA,NA,NA,NA
2006-07-21 20:00,2006,20:00:00,202,NA,NA,NA,26.67,,NA,NA,NA,NA,NA,NA
2006-07-21 21:00,2006,21:00:00,202,NA,NA,NA,26.67,,NA,NA,NA,NA,NA,NA
2006-07-21 22:00,2006,22:00:00,202,NA,NA,NA,26.49,,NA,NA,NA,NA,NA,NA
2006-07-21 23:00,2006,23:00:00,202,NA,NA,NA,26.49,,NA,NA,NA,NA,NA,NA
2006-07-22 00:00,2006,0:00:00,203,NA,NA,NA,26.49,,NA,NA,NA,NA,NA,NA
2006-07-22 01:00,2006,1:00:00,203,NA,NA,NA,26.32,,NA,NA,NA,NA,NA,NA
2006-07-22 02:00,2006,2:00:00,203,NA,NA,NA,26.32,,NA,NA,NA,NA,NA,NA
2006-07-22 03:00,2006,3:00:00,203,NA,NA,NA,26.14,,NA,NA,NA,NA,NA,NA
2006-07-22 04:00,2006,4:00:00,203,NA,NA,NA,26.14,,NA,NA,NA,NA,NA,NA
2006-07-22 05:00,2006,5:00:00,203,NA,NA,NA,25.97,,NA,NA,NA,NA,NA,NA
2006-07-22 06:00,2006,6:00:00,203,NA,NA,NA,25.97,,NA,NA,NA,NA,NA,NA
2006-07-22 07:00,2006,7:00:00,203,NA,NA,NA,25.97,,NA,NA,NA,NA,NA,NA
2006-07-22 08:00,2006,8:00:00,203,NA,NA,NA,25.97,,NA,NA,NA,NA,NA,NA
2006-07-22 09:00,2006,9:00:00,203,NA,NA,NA,25.97,,NA,NA,NA,NA,NA,NA
2006-07-22 10:00,2006,10:00:00,203,NA,NA,NA,25.97,,NA,NA,NA,NA,NA,NA
2006-07-22 11:00,2006,11:00:00,203,NA,NA,NA,25.79,,NA,NA,NA,NA,NA,NA
2006-07-22 12:00,2006,12:00:00,203,NA,NA,NA,25.79,,NA,NA,NA,NA,NA,NA
2006-07-22 13:00,2006,13:00:00,203,NA,NA,NA,25.62,,NA,NA,NA,NA,NA,NA
2006-07-22 14:00,2006,14:00:00,203,NA,NA,NA,25.45,,NA,NA,NA,NA,NA,NA
2006-07-22 15:00,2006,15:00:00,203,NA,NA,NA,25.45,,NA,NA,NA,NA,NA,NA
2006-07-22 16:00,2006,16:00:00,203,NA,NA,NA,25.28,,NA,NA,NA,NA,NA,NA
2006-07-22 17:00,2006,17:00:00,203,NA,NA,NA,25.11,,NA,NA,NA,NA,NA,NA
2006-07-22 18:00,2006,18:00:00,203,NA,NA,NA,24.93,,NA,NA,NA,NA,NA,NA
2006-07-22 19:00,2006,19:00:00,203,NA,NA,NA,24.76,,NA,NA,NA,NA,NA,NA
2006-07-22 20:00,2006,20:00:00,203,NA,NA,NA,24.76,,NA,NA,NA,NA,NA,NA
2006-07-22 21:00,2006,21:00:00,203,NA,NA,NA,24.58,,NA,NA,NA,NA,NA,NA
2006-07-22 22:00,2006,22:00:00,203,NA,NA,NA,23.72,,NA,NA,NA,NA,NA,NA
2006-07-22 23:00,2006,23:00:00,203,NA,NA,NA,24.24,,NA,NA,NA,NA,NA,NA
2006-07-23 00:00,2006,0:00:00,204,NA,NA,NA,24.24,,NA,NA,NA,NA,NA,NA
2006-07-23 01:00,2006,1:00:00,204,NA,NA,NA,24.24,,NA,NA,NA,NA,NA,NA
2006-07-23 02:00,2006,2:00:00,204,NA,NA,NA,24.24,,NA,NA,NA,NA,NA,NA
2006-07-23 03:00,2006,3:00:00,204,NA,NA,NA,24.24,,NA,NA,NA,NA,NA,NA
2006-07-23 04:00,2006,4:00:00,204,NA,NA,NA,24.06,,NA,NA,NA,NA,NA,NA
2006-07-23 05:00,2006,5:00:00,204,NA,NA,NA,24.06,,NA,NA,NA,NA,NA,NA
2006-07-23 06:00,2006,6:00:00,204,NA,NA,NA,23.89,,NA,NA,NA,NA,NA,NA
2006-07-23 07:00,2006,7:00:00,204,NA,NA,NA,23.89,,NA,NA,NA,NA,NA,NA
2006-07-23 08:00,2006,8:00:00,204,NA,NA,NA,23.89,,NA,NA,NA,NA,NA,NA
2006-07-23 09:00,2006,9:00:00,204,NA,NA,NA,23.72,,NA,NA,NA,NA,NA,NA
2006-07-23 10:00,2006,10:00:00,204,NA,NA,NA,23.72,,NA,NA,NA,NA,NA,NA
2006-07-23 11:00,2006,11:00:00,204,NA,NA,NA,23.72,,NA,NA,NA,NA,NA,NA
2006-07-23 12:00,2006,12:00:00,204,NA,NA,NA,23.72,,NA,NA,NA,NA,NA,NA
2006-07-23 13:00,2006,13:00:00,204,NA,NA,NA,23.72,,NA,NA,NA,NA,NA,NA
2006-07-23 14:00,2006,14:00:00,204,NA,NA,NA,23.72,,NA,NA,NA,NA,NA,NA
2006-07-23 15:00,2006,15:00:00,204,NA,NA,NA,23.72,,NA,NA,NA,NA,NA,NA
2006-07-23 16:00,2006,16:00:00,204,NA,NA,NA,23.72,,NA,NA,NA,NA,NA,NA
2006-07-23 17:00,2006,17:00:00,204,NA,NA,NA,23.55,,NA,NA,NA,NA,NA,NA
2006-07-23 18:00,2006,18:00:00,204,NA,NA,NA,23.72,,NA,NA,NA,NA,NA,NA
2006-07-23 19:00,2006,19:00:00,204,NA,NA,NA,23.72,,NA,NA,NA,NA,NA,NA
2006-07-23 20:00,2006,20:00:00,204,NA,NA,NA,23.72,,NA,NA,NA,NA,NA,NA
2006-07-23 21:00,2006,21:00:00,204,NA,NA,NA,23.55,,NA,NA,NA,NA,NA,NA
2006-07-23 22:00,2006,22:00:00,204,NA,NA,NA,23.55,,NA,NA,NA,NA,NA,NA
2006-07-23 23:00,2006,23:00:00,204,NA,NA,NA,23.38,,NA,NA,NA,NA,NA,NA
2006-07-24 00:00,2006,0:00:00,205,NA,NA,NA,23.38,,NA,NA,NA,NA,NA,NA
2006-07-24 01:00,2006,1:00:00,205,NA,NA,NA,23.38,,NA,NA,NA,NA,NA,NA
2006-07-24 02:00,2006,2:00:00,205,NA,NA,NA,23.21,,NA,NA,NA,NA,NA,NA
2006-07-24 03:00,2006,3:00:00,205,NA,NA,NA,23.21,,NA,NA,NA,NA,NA,NA
2006-07-24 04:00,2006,4:00:00,205,NA,NA,NA,23.21,,NA,NA,NA,NA,NA,NA
2006-07-24 05:00,2006,5:00:00,205,NA,NA,NA,23.21,,NA,NA,NA,NA,NA,NA
2006-07-24 06:00,2006,6:00:00,205,NA,NA,NA,23.04,,NA,NA,NA,NA,NA,NA
2006-07-24 07:00,2006,7:00:00,205,NA,NA,NA,23.21,,NA,NA,NA,NA,NA,NA
2006-07-24 08:00,2006,8:00:00,205,NA,NA,NA,23.21,,NA,NA,NA,NA,NA,NA
2006-07-24 09:00,2006,9:00:00,205,NA,NA,NA,23.21,,NA,NA,NA,NA,NA,NA
2006-07-24 10:00,2006,10:00:00,205,NA,NA,NA,23.21,,NA,NA,NA,NA,NA,NA
2006-07-24 11:00,2006,11:00:00,205,NA,NA,NA,23.21,,NA,NA,NA,NA,NA,NA
