"wk_1","wk_2","wk_3","wk_4","wk_5","wk_6","wk_7","wk_8","wk_9","wk_10","wk_11","wk_12","wk_13","wk_14","wk_15","wk_16","wk_17","wk_18","wk_19","wk_20"
2,1,NA,5,2,0,11,30,78,114,50,10,460,139,79,37,14,645,NA,107
7,21,2,3,10,272,9,8,69,15,2226,5062,6269,668,70,57,21,7,2,6
0,1,0,0,1,0,0,30,22,32,119,24,580,337,149,65,8,2,0,0
0,0,7,20,72,1,43,16,40,70,96,166,22,39,96,80,91,46,3,4
0,0,0,3,3,3,9,10,11,51,76,61,77,411,224,595,1335,11541,65,33
0,1,0,19,32,187,527,132,243,184,241,82,346,43,162,57,278,14,2,18
