"wk_1","wk_2","wk_3","wk_4","wk_5","wk_6","wk_7","wk_8","wk_9","wk_10","wk_11","wk_12","wk_13","wk_14","wk_15","wk_16","wk_17","wk_18","wk_19","wk_20"
10.2,22.53,NA,37.02,52.08,67.465,83.17,99.93,117.52,137.81,157.76,176.765,198.615,218.645,236.07,253,268.705,282.47,NA,293.7263
13.47,30.65,44.74,59.315,77.405,95.16,116.405,138.52,160.105,180.395,201.115,220.89,241.175,258.6,278.63,295.725,310.38,324.39,338.2764,349.968535
11.273735,23.068735,38.803735,53.868735,69.093735,86.438735,106.133735,125.493735,147.173735,167.983735,188.363735,208.143735,227.243735,245.753735,263.183735,280.193735,296.718735,311.538735,327.007485,339.04061
14.815,31.335,44.705,60.82,80.35,96.785,116.22,136.86,158.015,177.79,198.86,220.36,241.685,262.06,281.575,300.33,317.84,332.98,347.23,360.135
10.99,21.36,34.81,47.07,61.49,79.5,98.61,119.78,142.705,162.23,182.27,200.86,218.37,237.815,256.24,274.5,291.44,306.18,319.31,332.607335
11.155,24.45,38.865,54.9,71.26,91.74,111.01,131.22,152.915,172.185,192.225,212.435,229.61,248.63,267.65,285.41,300.23,313.68,326.9145,338.015
