date,MaxWindDir_deg,MaxWindSp_ms
11/7/15,354.6,5.9
11/8/15,318.3,5.5
11/9/15,303.5,3.5
11/10/15,334.9,2.8
11/11/15,354.9,2
11/12/15,236.2,5.5
11/13/15,281.1,8.4
11/14/15,359.4,7.6
11/15/15,348.2,5.5
11/16/15,358.9,4.5
11/17/15,296.1,2.4
11/18/15,305.5,3.3
11/19/15,359.5,18.3
11/20/15,350.2,5
11/21/15,359,2.7
11/22/15,359,3.9
11/23/15,358.5,5.9
11/24/15,289.5,4.4
11/25/15,351,2.7
11/26/15,351.4,5.4
11/27/15,305.5,5.6
11/28/15,357.4,2.9
11/29/15,354.3,3
11/30/15,357.8,3.8
12/1/15,359,3.3
12/2/15,358.4,5.6
12/3/15,349.9,4.8
12/4/15,347.7,4.8
12/5/15,336.5,2.9
12/6/15,330.3,3.2
12/7/15,346,2.7
12/8/15,355.9,1.5
12/9/15,358,4
12/10/15,358,1.8
12/11/15,356,4
12/12/15,349.7,4.2
12/13/15,358.8,2.4
12/14/15,354,3.4
12/15/15,346.3,5.6
12/16/15,358.9,4.6
12/17/15,321.5,1.5
12/18/15,356.6,4.5
12/19/15,276.5,7
12/20/15,349,6.5
12/21/15,315.3,5.1
12/22/15,353,2.8
12/23/15,355.6,2.8
12/24/15,359.5,4.4
12/25/15,332.8,2.6
12/26/15,358,4
12/27/15,356.8,6.2
12/28/15,359.3,5.8
12/29/15,359.8,10.3
12/30/15,357.6,21.4
12/31/15,356.1,19.7
1/1/16,269.9,5
1/2/16,276.1,5.8
1/3/16,353.1,4.2
1/4/16,359.7,4.6
1/5/16,357.5,3.4
1/6/16,300.9,3.9
1/7/16,351.4,1.6
1/8/16,342.2,1.5
1/9/16,351.7,13
1/10/16,356.8,6.9
1/11/16,316.2,8.2
1/12/16,356.5,4.7
1/13/16,357.8,7.6
1/14/16,332,4.2
1/15/16,356.9,6.1
1/16/16,296.5,22.3
1/17/16,354.7,4.3
1/18/16,359,6.3
1/19/16,349.1,7.3
1/20/16,359.4,5.6
1/21/16,359,6
1/22/16,357.1,5.5
1/23/16,301.3,1.7
1/24/16,347.3,4
1/25/16,359.6,2.4
1/26/16,353.9,6.7
1/27/16,353.5,6.6
1/28/16,327.5,4.7
1/29/16,354.8,4.1
1/30/16,337.8,4.4
1/31/16,359,3.5
2/1/16,352.7,7.3
2/2/16,358,2.7
2/3/16,359.7,5.4
2/4/16,298.7,4.9
2/5/16,353.1,5.5
2/6/16,295.3,4.7
2/7/16,306.4,3.2
2/8/16,359,6.5
2/9/16,359.8,1.2
2/10/16,357.8,4.2
2/11/16,335.6,5.3
2/12/16,325.3,5.1
2/13/16,359.2,5.9
2/14/16,354.1,5.1
2/15/16,359.6,4.7
2/16/16,334,15.4
2/17/16,349,4.1
2/18/16,356.5,4.8
2/19/16,355.4,4.1
2/20/16,322.1,6.4
2/21/16,355.9,4.9
2/22/16,358,5
2/23/16,292,1.3
2/24/16,358.2,16.5
2/25/16,356.3,7.3
2/26/16,359.9,7.5
2/27/16,358,5.1
2/28/16,323,6.1
2/29/16,356.3,6.4
3/1/16,344.6,7.5
3/2/16,355.9,12.5
3/3/16,358.9,5.3
3/4/16,352,3.9
3/5/16,349,3.1
3/6/16,354,3.4
3/7/16,352.6,6.7
3/8/16,356.1,3.4
3/9/16,355.5,5.6
3/10/16,357.3,6.3
3/11/16,356.7,5.1
3/12/16,307.3,6.5
3/13/16,359.4,5.7
3/14/16,359.9,8.7
3/15/16,359.3,21.3
3/16/16,359,4.1
3/17/16,352.7,6.8
3/18/16,355.8,5.4
3/19/16,353.6,4.7
3/20/16,343.4,3.3
3/21/16,358.9,5.6
3/22/16,349.5,7.4
3/23/16,355.7,4.3
3/24/16,358.4,4.8
3/25/16,345.5,16.6
3/26/16,359.2,4
3/27/16,NA,NA
3/28/16,345,4.6
3/29/16,359.7,6.6
3/30/16,339,5
3/31/16,321.7,7.9
4/1/16,358,5.9
4/2/16,352,5
4/3/16,358.2,9
4/4/16,356.9,2
4/5/16,355,5.5
4/6/16,306.4,5.4
4/7/16,359.9,4.9
4/8/16,318.1,6.8
4/9/16,359.1,4.4
4/10/16,353.4,6.2
4/11/16,328.9,5.2
4/12/16,352.7,6.3
4/13/16,347.7,4.8
4/14/16,329.7,3.2
4/15/16,359.2,3.7
4/16/16,281.1,1.2
4/17/16,348.9,3.5
4/18/16,342.8,3.8
4/19/16,355.6,5.9
4/20/16,356,4.6
4/21/16,354.6,5
4/22/16,357.9,5.7
4/23/16,352.2,6.2
4/24/16,358.2,5.3
4/25/16,354.3,4.7
4/26/16,359.6,2.8
4/27/16,351.9,5.1
4/28/16,353.4,4.1
4/29/16,357.3,1.5
4/30/16,337.8,3.4
5/1/16,358.2,2.2
5/2/16,348.8,1.9
5/3/16,359.6,4.1
5/4/16,283,5
5/5/16,273,6.2
5/6/16,357.6,8.1
5/7/16,301,5.2
5/8/16,333.2,13.2
5/9/16,345.6,11.8
5/10/16,356.3,10
5/11/16,349.5,7.7
5/12/16,357,4.6
5/13/16,345.8,7.8
5/14/16,348.8,10.8
5/15/16,293.5,12.8
5/16/16,315.6,15.8
5/17/16,358.3,11.5
5/18/16,359.6,7.2
5/19/16,359.1,7.6
5/20/16,359.5,7.5
5/21/16,354.5,6.2
5/22/16,358.7,8.7
5/23/16,359.4,5.8
5/24/16,357.9,4.8
5/25/16,331.4,10.1
5/26/16,358.2,5.7
5/27/16,318,7.2
5/28/16,359.5,7.2
5/29/16,357.2,6.1
5/30/16,341.7,7.2
5/31/16,349.4,10.1
6/1/16,345.5,7.9
6/2/16,277,7.5
6/3/16,302,5.4
6/4/16,357.9,5.4
6/5/16,355.1,8.3
6/6/16,350.4,10.1
6/7/16,357.3,10.8
6/8/16,357.7,11.2
6/9/16,343.4,14
6/10/16,358.8,10.3
6/11/16,342.9,6.7
6/12/16,340.1,13.6
6/13/16,350.7,10.7
6/14/16,359.9,11.3
6/15/16,359,10.1
6/16/16,359.5,6.4
6/17/16,358.8,5.5
6/18/16,353.9,8.5
6/19/16,359.3,8.4
6/20/16,334.1,8.7
6/21/16,321.4,10.3
6/22/16,355.3,9.8
6/23/16,358.2,6.8
6/24/16,357.6,6.6
6/25/16,341,3.4
6/26/16,359.2,5
6/27/16,313.9,9.3
6/28/16,286.6,9.9
6/29/16,324.7,8.6
6/30/16,356.9,9.7
7/1/16,359.3,9.7
7/2/16,352.9,12.2
7/3/16,333.8,9.3
7/4/16,329.1,7
7/5/16,347.5,7.1
7/6/16,357,6
7/7/16,353.5,7.7
7/8/16,352.2,5.3
7/9/16,273,6.3
7/10/16,345.9,4.8
7/11/16,358.4,8.4
7/12/16,358.8,5.9
7/13/16,306.1,10.1
7/14/16,319.9,9.3
7/15/16,319.9,9.4
7/16/16,357,8.7
7/17/16,352.3,6
7/18/16,358.8,10.1
7/19/16,352.9,9.3
7/20/16,348.2,7.9
7/21/16,350.3,7.6
7/22/16,318.9,11.2
7/23/16,358.9,16.6
7/24/16,358.8,8.2
7/25/16,355.4,5.5
7/26/16,353.8,9.6
7/27/16,353.9,7.2
7/28/16,359.6,6.7
7/29/16,359.7,6.4
7/30/16,358.4,7.2
7/31/16,351.6,5
8/1/16,346,10.6
8/2/16,348.2,3.9
8/3/16,354.3,4.5
8/4/16,358.9,4.4
8/5/16,313,7.3
8/6/16,340.4,13.6
8/7/16,357.4,8.1
8/8/16,357.8,8
8/9/16,356.3,6.6
8/10/16,346.3,5.3
8/11/16,349.5,9.9
8/12/16,351.6,9.9
8/13/16,316.9,6.7
8/14/16,346.6,8.4
8/15/16,355.9,7.1
8/16/16,348.6,9.2
8/17/16,356.1,11.3
8/18/16,345.8,7.6
8/19/16,357.9,6.3
8/20/16,354.9,7.4
8/21/16,268,10.3
8/22/16,350.4,10.9
8/23/16,295.7,7.2
8/24/16,338.8,5.7
8/25/16,358.7,8.4
8/26/16,357.6,14.3
8/27/16,356.5,3.2
8/28/16,297,7.9
8/29/16,359.1,11.1
8/30/16,319.7,6.1
8/31/16,340.4,7.5
9/1/16,359.1,8.4
9/2/16,359.3,10.2
9/3/16,355,4.8
9/4/16,359.2,4.5
9/5/16,357.5,6.1
9/6/16,289.8,13.1
9/7/16,354.5,5.1
9/8/16,359.9,6
9/9/16,359.8,7.7
9/10/16,356.4,4.1
9/11/16,359.5,12.3
9/12/16,347.3,5.9
9/13/16,355.6,8
9/14/16,353.4,10.9
9/15/16,358.9,7.2
9/16/16,354.9,5.7
9/17/16,302,8.8
9/18/16,354.1,8.5
9/19/16,359.3,3.5
9/20/16,324.1,6
9/21/16,353.7,7.4
9/22/16,351.5,6.5
9/23/16,359,8.7
9/24/16,358.9,9.4
9/25/16,352.2,10.8
9/26/16,351.2,5.8
9/27/16,358.3,9.9
9/28/16,281.8,6.5
9/29/16,292,7.3
9/30/16,300,6.8
10/1/16,279,6.1
10/2/16,295,4.9
10/3/16,341,4.6
10/4/16,342.8,5.9
10/5/16,358.5,3.5
10/6/16,343.4,5
10/7/16,359.9,4.5
10/8/16,358.2,6.5
10/9/16,359.9,11.2
10/10/16,358.9,12.8
10/11/16,356.4,5.4
10/12/16,357.7,2.4
10/13/16,355.7,4.8
10/14/16,359.9,5.9
10/15/16,269,2.6
10/16/16,330.9,4.3
10/17/16,344.1,3.4
10/18/16,339.2,1.8
10/19/16,339.2,4.7
10/20/16,359.1,11.2
10/21/16,353,5.5
10/22/16,354.7,9.2
10/23/16,305.6,7.8
10/24/16,357.3,5.8
10/25/16,347.5,6.2
10/26/16,358.8,5.2
10/27/16,347.6,12.1
10/28/16,359.5,17.8
10/29/16,358,3.4
10/30/16,357.5,3.6
10/31/16,357.7,4.5
11/1/16,348.5,3.3
11/2/16,326.5,3.2
11/3/16,353.5,8.5
11/4/16,353.4,4.3
11/5/16,314.7,3
11/6/16,358.7,3.5
11/7/16,355.2,3
11/8/16,313.5,2.8
11/9/16,352,3.9
11/10/16,358.7,3.5
11/11/16,356.9,8
11/12/16,357.7,5.1
11/13/16,290.9,4.3
11/14/16,316.1,5.3
11/15/16,305.2,3.6
11/16/16,350,7.5
11/17/16,357.5,4.5
11/18/16,357.9,2.7
11/19/16,339.3,2.5
11/20/16,342.5,6.3
11/21/16,296,8.2
11/22/16,359,5.6
11/23/16,358.5,5.8
11/24/16,358.9,3.2
11/25/16,351.7,2.4
11/26/16,339.6,2.3
11/27/16,357.8,4.1
11/28/16,358.3,4
11/29/16,308,5.6
11/30/16,358.8,6.8
12/1/16,306.2,8.8
12/2/16,349.5,5.7
12/3/16,359.5,5.4
12/4/16,357.4,4.2
12/5/16,359.7,4.2
12/6/16,308.5,2.8
12/7/16,309,2.1
12/8/16,304.8,4.6
12/9/16,352,6.4
12/10/16,358.8,5.4
12/11/16,358.3,3.9
12/12/16,331.6,5.3
12/13/16,334.9,5.5
12/14/16,312,5.3
12/15/16,352,6.8
12/16/16,351.5,4.7
12/17/16,359,4.1
12/18/16,340.4,6.9
12/19/16,350.1,3.4
12/20/16,309.4,3
12/21/16,358,4.5
12/22/16,341.8,3
12/23/16,345.1,4.6
12/24/16,326.5,5.1
12/25/16,357.5,5.5
12/26/16,351.5,4.4
12/27/16,347,8.6
12/28/16,345.1,4
12/29/16,355.5,3.8
12/30/16,298.8,7.2
12/31/16,342.5,5
