date,schmidt_mean_diff,schmidt_median_diff,schmidt_max_diff,schmidt_min_diff,schmidt_sd_diff,schmidt_range_diff
2011-10-24,0.9414025060000002,0.5619634069999999,1.453160388,0.8983652179999995,0.48119137599999995,0.5547951700000002
2011-10-25,0.3611302209999998,0.25954901600000024,-0.845896064,0.5747224199999996,-0.14027561300000002,-1.4206184840000002
2011-10-26,NA,NA,NA,NA,NA,NA
2012-04-25,NA,NA,NA,NA,NA,NA
2012-04-26,-24.062807224,-24.772348138,-24.10866638,-22.922888924,-0.2763885730000002,-1.1857774500000016
2012-04-27,-26.86155766,-30.64254623,-34.40557235,-5.761292031,-8.710569339000001,-28.64428032
2012-04-28,-18.572807556,-18.923092054,-29.904138264000004,-5.0813830929999995,-5.511285946,-24.822755179
2012-04-29,-42.785451038,-43.415315808,-57.877868086,-9.454989011999999,-13.493752708999999,-48.422879075
2012-04-30,-0.9219938060000006,-0.3206078250000002,-7.16762383,1.6085396159999998,-2.4238724439999997,-8.776163440000001
2012-05-01,-3.542553709,-5.254706183000001,-4.19623915,-0.8892008649999998,0.038656936999999836,-3.3070382900000013
2012-05-02,-4.703392289,-4.389194353,-9.232936519999999,-1.182315107,-2.120478041,-8.050621413
2012-05-03,-2.429704381,-1.578527128,-9.456222395000001,-0.21954173499999996,-2.0285307020000003,-9.236680665999998
2012-05-04,1.0209495139999998,1.2789671830000002,-4.677254659999999,2.62436593,-1.0386743230000002,-7.301620585999999
2012-05-05,3.8807914610000003,4.13419369,3.9649650790000006,2.134576028,0.5504666980000001,1.8303890520000001
2012-05-06,12.437964378,11.262119737999999,34.736999675999996,2.873971112,10.018957309,31.863028565
2012-05-07,24.736719049,25.175491811,35.83984106,18.023135608999997,4.325249877,17.81670545
2012-05-08,19.856359669,22.984976568999997,20.970653430000002,9.403015426,2.597350155,11.567637999999999
2012-05-09,19.663037479,19.711868728000002,28.947240011,8.975972226,5.953702563,19.971267783000002
2012-05-10,35.575935585,35.929770076,44.593264265,21.441683639,5.0920873040000005,23.151580626
2012-05-11,16.688409856,18.386199887,34.15440435,-0.55220415,9.718836372,34.706608506
2012-05-12,15.380672165,14.246229044000001,26.937781095,1.9134086319999999,6.695758024,25.024372467000003
2012-05-13,15.46581453,15.96753414,14.486748130000002,11.452056159,-0.8197878099999993,3.0346919699999972
2012-05-14,18.01306235,20.756918729999995,12.802738339999998,13.511875170000003,-0.5713283390000008,-0.7091368299999985
2012-05-15,31.734066209999998,32.33390192,36.07326051999999,24.365532181,3.4641401380000003,11.70772834
