site,date,year,month,dayofmonth,dayofyr,coloniesperL,filbundperL,totalperL,totalperL_diff,log_gloeo,week,WindDir_deg_mean,WindSp_ms_mean,AveWindSp_ms_mean,MaxWindSp_ms_mean,WindDir_deg_median,WindSp_ms_median,AveWindSp_ms_median,MaxWindSp_ms_median,WindDir_deg_min,WindSp_ms_min,AveWindSp_ms_min,MaxWindSp_ms_min,WindDir_deg_max,WindSp_ms_max,AveWindSp_ms_max,MaxWindSp_ms_max,WindDir_deg_sd,WindSp_ms_sd,AveWindSp_ms_sd,MaxWindSp_ms_sd,WindSp_ms_cv,AveWindSp_ms_cv,MaxWindSp_ms_cv
Midge,2014-06-26,2014,6,26,177,0.091956852,0.134398477,0.226355329,0.091956853,-0.638356522,25,303.32065217391306,3.4804347826086954,3.496304347826087,4.451086956521739,314.15,3.25,3.295,4.15,212,0.1,0.32,0.6,359.8,7.7,6.68,8.5,42.521788953826146,1.5801126076463061,1.4786128912527075,1.8066114577817882,0.4539986255573397,0.4229073742313284,0.4058809624320501
Midge,2014-07-02,2014,7,2,183,0.671992383,0.650771571,1.322763954,1.096408625,0.122662711,26,239.7896,3.48,3.40064,4.48,235.9,3.3,3.26,4.4,180.5,0.5,0.73,1.2,354.3,13.1,8.98,13.3,33.36016270169963,1.6782287129301612,1.3619203377773654,1.6373660989331256,0.4822496301523452,0.40048941898506324,0.36548350422614406
Midge,2014-07-09,2014,7,9,190,3.027502526,0.700286799,3.727789325,2.405025371,0.571870565,27,239.29856115107913,4.141726618705036,4.167194244604317,5.507913669064748,234.5,3.9,4.26,5.5,182.4,0.9,1.2,1.6,350.5,9.5,8.38,12.1,30.32466109255765,2.008348491634738,1.6770747603642167,2.293881741016377,0.4849060975112534,0.40244698517130395,0.4164701698031301
Midge,2014-07-17,2014,7,17,198,0.742728424,0.190987309,0.933715732,-2.794073593,-0.028114094,28,267.03194444444443,3.0347222222222223,3.1039583333333334,3.9722222222222223,268.05,2.9,2.96,3.6,200.1,1.2,1.36,1.6,327.7,6,5.79,8.1,21.662889710246194,1.0310778829077851,0.9375106293103721,1.3664022713151378,0.3397602177087438,0.30203711797367516,0.3439893829884263
Midge,2014-07-23,2014,7,23,204,1.025672585,0.693213195,1.71888578,0.785170048,0.236155645,29,240.76433566433568,3.925174825174825,3.766755244755245,5.004195804195804,235,4,3.88,5,180.3,0.8,1.1,1.5,354.7,12.4,8.79,13.2,29.54324690022515,1.7297100844543787,1.4221188081386642,2.0462220125809916,0.44067083926060246,0.3775447874185067,0.408901268584519
Midge,2014-07-30,2014,7,30,211,1.202512686,0.099030457,1.301543142,-0.417342638,0.115658146,30,266.4190476190476,2.0704761904761906,2.147847619047619,2.684761904761905,271.9,2.2,2.29,2.9,182.5,0.4,0.37,0.8,333.4,3.6,3.87,4.5,27.693286104001725,0.789464741932519,0.7295432551755661,0.7499719164461263,0.3812962185046665,0.3396624828995337,0.27934392063442093
Midge,2014-08-06,2014,8,6,218,1.626928928,0.077809644,1.704738572,0.40319543,0.232573947,31,300.7,3.402857142857143,3.4306571428571426,4.410714285714286,302.25,3.3499999999999996,3.365,4.1,211.1,0.6,0.93,1.2,356.2,7.3,6.18,8.8,27.908785136042447,1.5226322747772087,1.4018458631566213,1.848650934463371,0.44745700770111085,0.40862313101597986,0.41912733736821367
Midge,2014-08-12,2014,8,12,224,0.551741115,0.028294416,0.580035531,-1.124703041,-0.233858277,32,268.409375,2.325,2.2456875,2.96875,266.4,2.2,2.19,2.8,190,0.3,0.45,0.9,353.8,4.5,4.55,5.3,39.06072492741064,1.0509596229314702,0.9686660078052802,1.1277832953587859,0.4520256442716,0.43134497021748586,0.37988489948927523
Midge,2014-08-20,2014,8,20,232,2.440393391,0.007073604,2.447466995,1.867431465,0.389355182,33,282.5206896551724,1.4758620689655173,1.5106896551724138,2.086206896551724,279.1,1.3,1.48,2.2,216.5,0.2,0.38,0.5,352.7,3.7,3.3,3.8,33.33305287238334,0.9923475674285097,0.8345740189482587,0.9299478241627456,0.6723850340052986,0.5524457098721639,0.44576011406148136
Midge,2014-08-27,2014,8,27,239,0.282944161,0.021220812,0.304164973,-2.143302022,-0.511780809,34,263.0764705882353,3.490441176470588,3.52625,4.514705882352941,257,3.4,3.5549999999999997,4.5,207.3,0.9,0.8,1.4,359.4,5.9,5.92,7.3,33.74939941368311,1.2302892569527788,1.1044549099660645,1.351242468674785,0.3524738549517125,0.3132094746447542,0.29929800609083185
Midge,2014-09-04,2014,9,4,247,1.138850249,0.007073604,1.145923853,0.84175888,0.060517987,35,260.8233333333333,2.2175,2.1651666666666665,2.714166666666667,267.65,2.05,1.99,2.5,186.6,0.5,0.54,0.8,359.3,5.3,4.81,6.3,37.53552431276502,1.1159397065126007,1.0045476287241686,1.1919404300532461,0.5032422577283431,0.46395856918982464,0.4391552091077357
Midge,2014-09-10,2014,9,10,253,0.40319543,0,0.40319543,-0.742728424,-0.390623935,36,253.66666666666666,1.619047619047619,1.7676190476190476,2.676190476190476,261.2,1.5,1.69,2.5,181,0.3,0.75,1.5,332.8,3.6,3.62,4.3,50.09289703474269,0.8829603884767695,0.7291152498878676,0.7455902104405353,0.5453578870003576,0.41248438167147683,0.27860132418596517
Midge,2014-09-17,2014,9,17,260,1.945241109,0.021220812,1.966461921,1.563266491,0.294479877,37,266.1976923076923,2.249230769230769,2.1684615384615387,2.8576923076923078,265.9,2.1,2.035,2.7,183.5,0.2,0.43,0.6,352.7,4.9,4.28,5.3,30.091997095688363,0.966833411481804,0.7909071050994797,0.9912692814328823,0.4298506959392426,0.3647319037351272,0.34687754128203147
Midge,2014-09-25,2014,9,25,268,0.099030457,0,0.099030457,-1.867431465,-0.988723737,38,269.6566265060241,1.5554216867469879,1.5743373493975903,2.055421686746988,270.9,1.6,1.54,2,184.7,0.3,0.76,1,359.8,2.7,2.68,3.4,40.301371376445935,0.5282860025588029,0.48480368863576107,0.5376672767609718,0.3396416592748307,0.30794142616337467,0.26158490018265335
Midge,2014-10-03,2014,10,3,276,0.014147208,0,0.014147208,-0.084883248,-1.750869961,39,264.7935483870968,1.8161290322580645,1.7319354838709677,2.3741935483870966,271.6,2,1.57,2.4,189.7,0.2,0.44,1,353.9,3.8,3.53,3.9,40.09908507255388,1.0023627999859626,0.770741717891879,0.7793021416350588,0.5519226785002636,0.4450175685350763,0.3282386737865058
Midge,2014-10-10,2014,10,10,283,0.127324873,0,0.127324873,0.113177665,-0.882977839,40,262.0340277777778,3.4583333333333335,3.5035416666666666,4.475694444444445,261.1,3.25,3.26,4,180.2,0.6,0.38,0.8,337.4,8.1,6.72,9.1,26.57090833369354,1.6170637293857975,1.562313359482272,1.9746026077240095,0.4675846928344474,0.4459240129342276,0.4411835151470246
Midge,2015-05-14,2015,5,14,134,0,0,0,-0.127324873,-2.443697499,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2015-05-21,2015,5,21,141,0.007073604,0,0.007073604,0.007073604,-1.971688914,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2015-05-28,2015,5,28,148,0.113177665,0.014147208,0.127324873,0.120251269,-0.882977839,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2015-06-05,2015,6,5,156,0.007073604,0,0.007073604,-0.120251269,-1.971688914,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2015-06-11,2015,6,11,162,0.014147208,0,0.014147208,0.007073604,-1.750869961,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2015-06-19,2015,6,19,170,0.077809644,0.014147208,0.091956852,0.077809644,-1.019738166,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2015-07-02,2015,7,2,183,0.07073604,0.007073604,0.077809644,-0.014147208,-1.089324144,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2015-07-09,2015,7,9,190,0.028294416,0.014147208,0.042441624,-0.03536802,-1.336849366,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2015-07-16,2015,7,16,197,0.141472081,0.049515228,0.190987309,0.148545685,-0.710885488,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2015-07-30,2015,7,30,211,1.237880706,0.162692893,1.400573599,1.20958629,0.147420803,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2015-08-06,2015,8,6,218,0.106104061,0.077809644,0.183913705,-1.216659894,-0.726966985,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2015-08-13,2015,8,13,225,0.261723349,0.120251269,0.381974618,0.198060913,-0.413891563,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2015-08-20,2015,8,20,232,0.721507611,0.077809644,0.799317256,0.417342638,-0.095329208,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2015-08-25,2015,8,25,237,0.565888323,0.099030457,0.664918779,-0.134398477,-0.174886389,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2015-09-03,2015,9,3,246,0.884200504,0.063662436,0.94786294,0.282944161,-0.021608123,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2015-09-10,2015,9,10,253,13.59546695,0.50929949,14.10476644,13.1569035,1.149476731,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2015-09-17,2015,9,17,260,2.100860398,0,2.100860398,-12.00390604,0.323140758,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2015-09-24,2015,9,24,267,0.77102284,0,0.77102284,-1.329837558,-0.110909702,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2015-10-02,2015,10,2,275,0.381974618,0,0.381974618,-0.389048222,-0.413891563,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2015-10-12,2015,10,12,285,0.063662436,0,0.063662436,-0.318312182,-1.172227408,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2016-05-26,2016,5,26,147,0.063662436,0.03536802,0.099030457,0.03536802,-0.988723737,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2016-06-03,2016,6,3,155,0.049515228,0.014147208,0.063662436,-0.03536802,-1.172227408,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2016-06-16,2016,6,16,168,0.091956852,0.014147208,0.106104061,0.042441624,-0.959777296,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2016-06-23,2016,6,23,175,1.117629437,0.488078678,1.605708116,1.499604055,0.206639202,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2016-06-30,2016,6,30,182,2.603086284,0.919568524,3.522654809,1.916946693,0.547313691,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2016-07-07,2016,7,7,189,0.212208121,0.091956852,0.304164973,-3.218489835,-0.511780809,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2016-07-14,2016,7,14,196,5.347644649,3.515581204,8.863225854,8.55906088,0.947768179,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2016-07-21,2016,7,21,203,2.914324862,0.728581215,3.642906077,-5.220319777,0.561876942,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2016-07-27,2016,7,27,209,5.510337542,1.881578673,7.391916215,3.749010138,0.868968494,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2016-08-04,2016,8,4,217,1.386426391,0.233428933,1.619855324,-5.772060891,0.210440342,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2016-08-15,2016,8,15,228,3.451918768,0.654308373,4.106227141,2.486371818,0.613823556,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2016-08-22,2016,8,22,235,0.537593907,0.042441624,0.580035531,-3.526191611,-0.233858277,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2016-08-31,2016,8,31,244,1.987682733,0.198060913,2.185743646,1.605708116,0.340313935,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2016-09-07,2016,9,7,251,0.466857866,0.084883248,0.551741115,-1.634002532,-0.255440172,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2016-09-14,2016,9,14,258,1.358131974,0.084883248,1.443015223,0.891274108,0.160353031,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2016-09-21,2016,9,21,265,0.954936545,0.091956852,1.046893397,-0.396121826,0.021393327,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2016-09-28,2016,9,28,272,0.084883248,0.021220812,0.106104061,-0.940789336,-0.959777296,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midge,2016-10-05,2016,10,5,279,0.134398477,0,0.134398477,0.028294416,-0.860125707,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
