site,date,year,month,dayofmonth,dayofyr,coloniesperL,filbundperL,totalperL,totalperL_diff,week,light_sum,watertemp_mean,watertemp_min,watertemp_max,watertemp_median,ysi_readings,buoy_interp,,
Coffin,2015-10-10,2015,10,10,283,0.127324873,0.03536802,0.162692893,0.099030457,40,NA,15.45408,15.2448,15.71226,15.44362,0,1,,
Coffin,2015-10-12,2015,10,12,285,0.014147208,0,0.014147208,-0.148545685,41,NA,15.2463,14.91699,15.82864,15.10417,0,1,,
Fichter,2015-05-14,2015,5,14,134,0,0,0,-0.007073604,19,NA,10.43961,9.77427,11.19114,10.5687,0,1,,
Fichter,2015-05-21,2015,5,21,141,0,0,0,0,20,NA,12.30421,11.72729,13.18862,12.16414,0,1,,
Fichter,2015-05-28,2015,5,28,148,0.007073604,0,0.007073604,0.007073604,21,NA,15.38146,14.27994,16.09315,15.5918,0,1,,
Fichter,2015-06-05,2015,6,5,156,0,0,0,-0.007073604,22,NA,15.32833,14.89,16,15.37,0,0,,
Fichter,2015-06-19,2015,6,19,170,0.03536802,0.014147208,0.049515228,0.049515228,24,1123596,19.315,18.72,20.01,19.2,0,0,,
Fichter,2015-07-02,2015,7,2,183,0.063662436,0.007073604,0.07073604,0.021220812,26,734500.1,19.86625,19.36,20.49,19.85,0,0,,
Fichter,2015-07-09,2015,7,9,190,0.03536802,0,0.03536802,-0.03536802,27,572018.4,21.42791667,21.15,21.98,21.4,0,0,,
Fichter,2015-07-16,2015,7,16,197,0.056588832,0.03536802,0.091956852,0.056588832,28,1303461.7,21.91333333,21.48,22.32,21.98,0,0,,
Fichter,2015-07-23,2015,7,23,204,0.190987309,0.084883248,0.275870557,0.183913705,29,965979.2,23.20708333,22.82,23.49,23.15,0,0,,
Fichter,2015-07-30,2015,7,30,211,1.195439082,0.219281725,1.414720807,1.138850249,30,575064.2,25.24375,24.7,25.74,25.305,0,0,,
Fichter,2015-08-06,2015,8,6,218,0.134398477,0.056588832,0.190987309,-1.223733498,31,988605.2,23.56083333,23.32,23.83,23.49,0,0,,
Fichter,2015-08-13,2015,8,13,225,0.679065987,0.084883248,0.763949236,0.572961927,32,1179009,23.09041667,22.65,23.66,22.98,0,0,,
Fichter,2015-08-25,2015,8,25,237,0.424416242,0.183913705,0.608329947,-0.155619289,34,485422.4,23.82625,23.32,24.01,23.83,0,0,,
Fichter,2015-09-03,2015,9,3,246,4.300751252,0.346606598,4.64735785,4.039027903,35,602630.9,23.86875,23.66,24.18,23.83,0,0,,
Fichter,2015-09-10,2015,9,10,253,2.723337553,0.148545685,2.871883237,-1.775474612,36,139092,24.11625,23.66,24.7,24.01,0,0,,
Fichter,2015-09-17,2015,9,17,260,1.952314713,0.056588832,2.008903545,-0.862979692,37,1025019.7,21.99708333,21.48,22.82,21.9,0,0,,
Fichter,2015-09-24,2015,9,24,267,0.537593907,0.007073604,0.544667511,-1.464236035,38,NA,20.285,20.01,20.66,20.17,0,0,,
Fichter,2015-10-02,2015,10,2,275,0.169766497,0,0.169766497,-0.374901014,39,NA,NA,NA,NA,NA,0,0,,
Fichter,2015-10-12,2015,10,12,285,0.141472081,0,0.141472081,-0.028294416,41,NA,14.29815,13.91507,14.97555,14.13281,0,1,,
Midge,2015-05-14,2015,5,14,134,0,0,0,-0.127324873,19,NA,12.50968,11.96376,13.12632,12.6156,0,1,,
Midge,2015-05-21,2015,5,21,141,0.007073604,0,0.007073604,0.007073604,20,NA,14.03961,13.56624,14.76528,13.92468,0,1,,
Midge,2015-05-28,2015,5,28,148,0.113177665,0.014147208,0.127324873,0.120251269,21,NA,16.56453,15.66072,17.14848,16.73712,0,1,,
Midge,2015-06-05,2015,6,5,156,0.007073604,0,0.007073604,-0.120251269,22,NA,16.98875,16.29,17.57,17.09,0,0,,
Midge,2015-06-11,2015,6,11,162,0.014147208,0,0.014147208,0.007073604,23,634159.1,19.1275,18.53,19.67,19.02,0,0,,
Midge,2015-06-19,2015,6,19,170,0.077809644,0.014147208,0.091956852,0.077809644,24,533720.4,20.39166667,19.99,20.97,20.48,0,0,,
Midge,2015-07-02,2015,7,2,183,0.07073604,0.007073604,0.077809644,-0.014147208,26,403089,20.41416667,19.99,20.81,20.4,0,0,,
Midge,2015-07-09,2015,7,9,190,0.028294416,0.014147208,0.042441624,-0.03536802,27,407630.9,22.45916667,22.3,22.63,22.47,0,0,,
Midge,2015-07-16,2015,7,16,197,0.141472081,0.049515228,0.190987309,0.148545685,28,702552.6,23.03708333,22.81,23.48,22.97,0,0,,
Midge,2015-07-30,2015,7,30,211,1.237880706,0.162692893,1.400573599,1.20958629,30,623329.5,25.44916667,24.34,25.91,25.645,0,0,,
Midge,2015-08-06,2015,8,6,218,0.106104061,0.077809644,0.183913705,-1.216659894,31,632135.3,24.1275,24,24.34,24.17,0,0,,
Midge,2015-08-13,2015,8,13,225,0.261723349,0.120251269,0.381974618,0.198060913,32,331401.1,23.44833333,23.14,23.83,23.48,0,0,,
Midge,2015-08-20,2015,8,20,232,0.721507611,0.077809644,0.799317256,0.417342638,33,313026.6,25.85708333,25.56,26.26,25.91,0,0,,
Midge,2015-08-25,2015,8,25,237,0.565888323,0.099030457,0.664918779,-0.134398477,34,201167.3,24.89541667,24.34,25.38,24.87,0,0,,
Midge,2015-09-03,2015,9,3,246,0.884200504,0.063662436,0.94786294,0.282944161,35,314135.1,24.03041667,23.66,24.52,23.915,0,0,,
Midge,2015-09-10,2015,9,10,253,13.59546695,0.50929949,14.10476644,13.1569035,36,157950.5,24.74291667,24.34,25.04,24.69,0,0,,
Midge,2015-09-17,2015,9,17,260,2.100860398,0,2.100860398,-12.00390604,37,161352.1,22.57958333,22.13,23.14,22.47,0,0,,
Midge,2015-09-24,2015,9,24,267,0.77102284,0,0.77102284,-1.329837558,38,NA,20.73125,20.48,21.13,20.64,0,0,,
Midge,2015-10-02,2015,10,2,275,0.381974618,0,0.381974618,-0.389048222,39,NA,NA,NA,NA,NA,0,0,,
Midge,2015-10-12,2015,10,12,285,0.063662436,0,0.063662436,-0.318312182,41,NA,15.7663,15.43699,16.34864,15.62417,0,1,,
Newbury,2015-05-14,2015,5,14,134,0,0,0,-0.014147208,19,NA,8.339523,7.52633,9.25806,8.4973,0,1,,
Newbury,2015-05-21,2015,5,21,141,0,0,0,0,20,NA,10.618482,9.913358,11.69943,10.44728,0,1,,
Newbury,2015-05-28,2015,5,28,148,0,0,0,0,21,NA,14.37956,13.03326,15.2494,14.63665,0,1,,
Newbury,2015-06-05,2015,6,5,156,0,0,0,0,22,NA,14.89,14.42,15.36,14.885,0,0,,
Newbury,2015-06-11,2015,6,11,162,0,0,0,0,23,1065588.8,16.9475,14.57,18.39,16.95,0,0,,
Newbury,2015-06-19,2015,6,19,170,0.007073604,0.007073604,0.014147208,0.014147208,24,933062.9,19.13791667,18.07,19.86,19.21,0,0,,
Newbury,2015-07-02,2015,7,2,183,0.028294416,0.028294416,0.056588832,0.042441624,26,960748,18.52083333,16.95,20.02,18.555,0,0,,
Newbury,2015-07-09,2015,7,9,190,0.077809644,0.03536802,0.113177665,0.056588832,27,434325.5,21.39,21.16,21.66,21.33,0,0,,
Newbury,2015-07-16,2015,7,16,197,0.077809644,0.021220812,0.099030457,-0.014147208,28,309926,22.04958333,21.66,22.49,21.99,0,0,,
Newbury,2015-07-23,2015,7,23,204,0.304164973,0.042441624,0.346606598,0.247576141,29,774833,23.79958333,23.33,24.19,23.85,0,0,,
Newbury,2015-07-30,2015,7,30,211,0.629550759,0.091956852,0.721507611,0.374901014,30,845874.7,25.045,24.19,25.76,25.33,0,0,,
Newbury,2015-08-06,2015,8,6,218,0.162692893,0.049515228,0.212208121,-0.50929949,31,1003287.2,24.05041667,23.68,24.54,24.02,0,0,,
Newbury,2015-08-13,2015,8,13,225,0.516373094,0.134398477,0.650771571,0.43856345,32,1368281.9,23.52,22.99,24.19,23.51,0,0,,
Newbury,2015-08-20,2015,8,20,232,0.353680202,0.106104061,0.459784262,-0.190987309,33,323101.3,23.7275,22.66,24.19,24.02,0,0,,
Newbury,2015-08-25,2015,8,25,237,0.459784262,0.042441624,0.502225886,0.042441624,34,367030,23.50083333,23.16,23.85,23.51,0,0,,
Newbury,2015-09-03,2015,9,3,246,12.85981213,0.594182739,13.45399487,12.95176898,35,449104.6,24.5575,24.02,25.07,24.63,0,0,,
Newbury,2015-09-10,2015,9,10,253,1.598634512,0.134398477,1.733032988,-11.72096188,36,186055,23.97041667,23.68,24.19,24.02,0,0,,
Newbury,2015-09-17,2015,9,17,260,25.7762131,0.120251269,25.89646437,24.16343138,37,275460.5,22.33375,21.83,22.99,22.245,0,0,,
Newbury,2015-09-24,2015,9,24,267,2.206964458,0.007073604,2.214038062,-23.6824263,38,NA,20.49167,20.02,20.99,20.505,0,0,,
Newbury,2015-10-02,2015,10,2,275,0.113177665,0,0.113177665,-2.100860398,39,NA,NA,NA,NA,NA,0,0,,
Newbury,2015-10-12,2015,10,12,285,0.148545685,0,0.148545685,0.03536802,41,NA,13.72907,13.31911,14.45402,13.55213,0,1,,
Coffin,2016-05-26,2016,5,26,147,0.007073604,0,0.007073604,-0.007073604,21,NA,15.61706,13.90008,17.51133,15.60049,0,1,,
Coffin,2016-06-03,2016,6,3,155,0.084883248,0.042441624,0.127324873,0.120251269,22,NA,20.28333,19.19,20.82,20.41,0,0,,
Coffin,2016-06-16,2016,6,16,168,0.183913705,0.183913705,0.36782741,0.240502537,24,NA,16.19333333,15.67,17.9,16.31,0,0,,
Coffin,2016-06-23,2016,6,23,175,0.056588832,0.042441624,0.099030457,-0.268796953,25,1351791.4,19.1825,18.71,19.52,19.36,0,0,,
Coffin,2016-06-30,2016,6,30,182,0.028294416,0.03536802,0.063662436,-0.03536802,26,1503908.2,21.95541667,21.48,22.31,22.14,0,0,,
Coffin,2016-07-07,2016,7,7,189,0.028294416,0.014147208,0.042441624,-0.021220812,27,457564.8,23.13125,22.48,23.83,23.06,0,0,,
Coffin,2016-07-14,2016,7,14,196,0.134398477,0.141472081,0.275870557,0.233428933,28,399396.6,22.36583333,21.64,23.32,22.31,0,0,,
Coffin,2016-07-21,2016,7,21,203,0.049515228,0.028294416,0.077809644,-0.198060913,29,1509483.7,22.8875,22.48,23.32,22.98,0,0,,
Coffin,2016-07-27,2016,7,27,209,0.523446698,0.148545685,0.671992383,0.594182739,30,1602947.7,23.73791667,23.14,24.18,23.83,0,0,,
Coffin,2016-08-15,2016,8,15,228,0.477468272,0.343069796,0.820538068,0.148545685,33,867004.8,24.36958333,24,24.69,24.35,0,0,,
Coffin,2016-08-22,2016,8,22,235,1.294469538,0.396121826,1.690591364,0.870053296,34,1409831.2,23.83083333,23.14,24.35,23.83,0,0,,
Coffin,2016-08-31,2016,8,31,244,0.551741115,0.077809644,0.629550759,-1.061040605,35,635085,22.74166667,22.48,23.14,22.725,0,0,,
Coffin,2016-09-07,2016,9,7,251,0.488078678,0.028294416,0.516373094,-0.113177665,36,426285.5,22.7275,22.31,23.32,22.725,0,0,,
Coffin,2016-09-14,2016,9,14,258,0.318312182,0.014147208,0.33245939,-0.183913705,37,471806,21.55208333,21.14,22.14,21.64,0,0,,
Coffin,2016-09-21,2016,9,21,265,0.608329947,0.056588832,0.664918779,0.33245939,38,760247.5,20.99,20.49,21.48,20.98,0,0,,
Coffin,2016-09-28,2016,9,28,272,0.028294416,0.021220812,0.049515228,-0.615403551,39,NA,19.275,18.87,19.68,19.275,0,0,,
Coffin,2016-10-05,2016,10,5,279,0.049515228,0,0.049515228,0,40,NA,17.29447,17.0869,17.71348,17.28775,0,1,,
Fichter,2016-05-26,2016,5,26,147,0.063662436,0,0.063662436,-0.077809644,21,NA,16.73742,15.61417,17.97667,16.72658,0,1,,
Fichter,2016-06-03,2016,6,3,155,0.028294416,0,0.028294416,-0.03536802,22,709291.3,16.64791667,14.89,17.59,16.87,0,0,,
Fichter,2016-06-16,2016,6,16,168,0.099030457,0.042441624,0.141472081,0.113177665,24,1014384.8,16.8375,16.32,17.27,17.11,0,0,,
Fichter,2016-06-23,2016,6,23,175,0.304164973,0.240502537,0.544667511,0.40319543,25,716954.6,19.40791667,18.88,19.85,19.52,0,0,,
Fichter,2016-06-30,2016,6,30,182,0.063662436,0.028294416,0.091956852,-0.452710658,26,593718.5,21.27833333,20.66,21.82,21.4,0,0,,
Fichter,2016-07-07,2016,7,7,189,0.07073604,0.042441624,0.113177665,0.021220812,27,687526.6,23.38375,23.15,23.66,23.32,0,0,,
Fichter,2016-07-14,2016,7,14,196,0.898347712,0.954936545,1.853284257,1.740106592,28,745253.4,22.44166667,21.48,23.83,22.32,0,0,,
Fichter,2016-07-21,2016,7,21,203,0.190987309,0.07073604,0.261723349,-1.591560908,29,878414,22.90291667,22.32,23.83,22.9,0,0,,
Fichter,2016-07-27,2016,7,27,209,1.895725881,0.565888323,2.461614204,2.199890854,30,767653,24.05875,23.49,24.53,24.095,0,0,,
Fichter,2016-08-04,2016,8,4,217,2.001829941,0.778096444,2.779926385,0.318312182,31,1280642.2,24.10333333,23.32,25.05,24.095,0,0,,
Fichter,2016-08-15,2016,8,15,228,0.604793145,0.212208121,0.817001266,-1.962925119,33,764391.6,24.25583333,24.01,24.53,24.27,0,0,,
Fichter,2016-08-22,2016,8,22,235,1.605708116,0.396121826,2.001829941,1.184828676,34,1056073.6,23.265,22.65,23.66,23.32,0,0,,
Fichter,2016-08-31,2016,8,31,244,1.61278172,0.063662436,1.676444156,-0.325385786,35,95002.9,22.94958333,22.65,23.32,22.9,0,0,,
Fichter,2016-09-07,2016,9,7,251,0.707360403,0.162692893,0.870053296,-0.80639086,36,516680.7,22.40708333,22.15,22.98,22.32,0,0,,
Fichter,2016-09-14,2016,9,14,258,0.629550759,0.042441624,0.671992383,-0.198060913,37,476111.9,21.74083333,21.32,22.32,21.82,0,0,,
Fichter,2016-09-21,2016,9,21,265,0.650771571,0.028294416,0.679065987,0.007073604,38,907553,21.28333333,20.99,22.15,21.15,0,0,,
Fichter,2016-09-28,2016,9,28,272,0.148545685,0,0.148545685,-0.530520303,39,NA,19.16,18.88,19.52,19.2,0,0,,
Fichter,2016-10-05,2016,10,5,279,0.134398477,0.007073604,0.141472081,-0.007073604,40,NA,17.4329,17.2354,17.83157,17.4265,0,1,,
Midge,2016-05-26,2016,5,26,147,0.063662436,0.03536802,0.099030457,0.03536802,21,NA,16.53595,14.77083,18.48333,16.51892,0,1,,
Midge,2016-06-03,2016,6,3,155,0.049515228,0.014147208,0.063662436,-0.03536802,22,NA,20.16958333,19.67,20.81,20.16,0,0,,
Midge,2016-06-16,2016,6,16,168,0.091956852,0.014147208,0.106104061,0.042441624,24,379203.6,16.28083333,15.66,17.24,16.13,0,0,,
Midge,2016-06-23,2016,6,23,175,1.117629437,0.488078678,1.605708116,1.499604055,25,413798.7,20.82666667,20.48,21.13,20.81,0,0,,
Midge,2016-06-30,2016,6,30,182,2.603086284,0.919568524,3.522654809,1.916946693,26,531847.5,23.42041667,22.97,24,23.31,0,0,,
Midge,2016-07-07,2016,7,7,189,0.212208121,0.091956852,0.304164973,-3.218489835,27,392066.6,23.62833333,22.47,24.69,23.48,0,0,,
Midge,2016-07-14,2016,7,14,196,5.347644649,3.515581204,8.863225854,8.55906088,28,401463,24.13541667,23.83,24.52,24.17,0,0,,
Midge,2016-07-21,2016,7,21,203,2.914324862,0.728581215,3.642906077,-5.220319777,29,421926.1,23.77625,23.14,24.69,23.48,0,0,,
Midge,2016-07-27,2016,7,27,209,5.510337542,1.881578673,7.391916215,3.749010138,30,524818.1,24.76916667,24.17,25.56,24.52,0,0,,
Midge,2016-08-04,2016,8,4,217,1.386426391,0.233428933,1.619855324,-5.772060891,31,402141.5,24.705,24.17,25.56,24.52,0,0,,
Midge,2016-08-15,2016,8,15,228,3.451918768,0.654308373,4.106227141,2.486371818,33,498899,25.35333333,25.21,25.56,25.38,0,0,,
Midge,2016-08-22,2016,8,22,235,0.537593907,0.042441624,0.580035531,-3.526191611,34,285244.9,23.65041667,23.31,23.83,23.66,0,0,,
Midge,2016-08-31,2016,8,31,244,1.987682733,0.198060913,2.185743646,1.605708116,35,304824.4,23.69333333,23.48,23.83,23.66,0,0,,
Midge,2016-09-07,2016,9,7,251,0.466857866,0.084883248,0.551741115,-1.634002532,36,275191.3,22.28583333,22.13,22.47,22.3,0,0,,
Midge,2016-09-14,2016,9,14,258,1.358131974,0.084883248,1.443015223,0.891274108,37,328914.1,22.20166667,21.97,22.47,22.13,0,0,,
Midge,2016-09-21,2016,9,21,265,0.954936545,0.091956852,1.046893397,-0.396121826,38,192125.6,22.08416667,21.8,22.3,22.13,0,0,,
Midge,2016-09-28,2016,9,28,272,0.084883248,0.021220812,0.106104061,-0.940789336,39,NA,19.465,19.18,19.83,19.425,0,0,,
Midge,2016-10-05,2016,10,5,279,0.134398477,0,0.134398477,0.028294416,40,NA,17.73153,17.53,18.13833,17.725,0,1,,
Newbury,2016-05-26,2016,5,26,147,0.077809644,0.03536802,0.113177665,-0.03536802,21,NA,16.6789,15.76425,17.688,16.67007,0,1,,
Newbury,2016-06-03,2016,6,3,155,0.014147208,0.007073604,0.021220812,-0.091956852,22,NA,14.07166667,11.63,15.36,14.575,0,0,,
Newbury,2016-06-16,2016,6,16,168,0.311238578,0.169766497,0.481005074,0.459784262,24,NA,17.94875,16.79,19.37,17.91,0,0,,
Newbury,2016-06-23,2016,6,23,175,2.92847207,0.891274108,3.819746178,3.338741104,25,NA,20.14541667,19.53,20.99,20.18,0,0,,
Newbury,2016-06-30,2016,6,30,182,0.099030457,0.042441624,0.141472081,-3.678274097,26,NA,22.10416667,21.33,22.83,22.16,0,0,,
Newbury,2016-07-07,2016,7,7,189,0.014147208,0.021220812,0.03536802,-0.106104061,27,NA,22.89833333,21.99,24.37,22.49,0,0,,
Newbury,2016-07-14,2016,7,14,196,0.198060913,0.36782741,0.565888323,0.530520302,28,880847.2,21.12708333,20.5,21.66,21.075,0,0,,
Newbury,2016-07-21,2016,7,21,203,0.176840101,0.176840101,0.353680202,-0.212208121,29,1301578,23.48125,22.83,24.37,23.595,0,0,,
Newbury,2016-07-27,2016,7,27,209,3.550949225,1.216659894,4.767609118,4.413928917,30,414347.7,24.71083333,23.85,25.59,24.89,0,0,,
Newbury,2016-08-04,2016,8,4,217,0.834685276,0.481005074,1.31569035,-3.451918768,31,1611827.8,24.03125,23.16,25.24,24.105,0,0,,
Newbury,2016-08-15,2016,8,15,228,1.421794411,0.82407487,2.245869281,0.93017893,33,890189.9,24.885,24.54,25.42,24.89,0,0,,
Newbury,2016-08-22,2016,8,22,235,0.643697967,0.03536802,0.679065987,-1.566803293,34,921427.6,23.02833333,22.49,23.33,23.075,0,0,,
Newbury,2016-08-31,2016,8,31,244,3.939997446,0.219281725,4.159279172,3.480213184,35,606818.1,23.2625,22.99,23.68,23.16,0,0,,
Newbury,2016-09-07,2016,9,7,251,0.594182739,0.155619289,0.749802028,-3.409477144,36,496196.7,22.16666667,21.99,22.49,22.16,0,0,,
Newbury,2016-09-14,2016,9,14,258,0.679065987,0.028294416,0.707360403,-0.042441624,37,532880.4,22.03541667,21.66,22.66,21.99,0,0,,
Newbury,2016-09-21,2016,9,21,265,0.799317256,0.077809644,0.8771269,0.169766497,38,496498,21.84041667,21.49,22.33,21.83,0,0,,
Newbury,2016-09-28,2016,9,28,272,0.148545685,0,0.148545685,-0.728581215,39,NA,19.15167,18.72,19.53,19.125,0,0,,
Newbury,2016-10-05,2016,10,5,279,0.063662436,0.014147208,0.077809644,-0.07073604,40,NA,17.19173,16.9761,17.62702,17.18475,0,1,,
