site,date,year,month,dayofmonth,dayofyr,coloniesperL,filbundperL,totalperL,totalperL_diff,week,light_sum,watertemp_mean,watertemp_min,watertemp_max,watertemp_median,ysi_readings,buoy_interp,,
Newbury,2012-09-20,2012,9,20,264,0.056588832,0,0.056588832,-0.36782741,38,NA,18.58291667,18.07,19.21,18.56,0,0,,
Newbury,2012-09-27,2012,9,27,271,0.014147208,0,0.014147208,-0.042441624,39,NA,17.56333,17.27,18.23,17.59,0,0,,
Newbury,2012-10-05,2012,10,5,279,0,0,0,-0.014147208,40,NA,15.844883,15.6638,16.0383,15.87245,0,1,,
Coffin,2013-04-24,2013,4,24,114,0,0,0,-0.014147208,16,NA,NA,NA,NA,NA,0,0,,
Coffin,2013-05-02,2013,5,2,122,0,0,0,0,17,NA,NA,NA,NA,NA,0,0,,
Coffin,2013-05-14,2013,5,14,134,0,0,0,0,19,NA,11.95476,11.8234,12.1402,11.88885,0,1,,
Coffin,2013-05-23,2013,5,23,143,0,0,0,0,20,NA,13.67211,13.3018,13.8166,13.7275,0,1,,
Coffin,2013-05-30,2013,5,30,150,0,0.007073604,0.007073604,0.007073604,21,NA,13.97792,13.48,14.41,13.94,0,0,,
Coffin,2013-06-06,2013,6,6,157,0,0,0,-0.007073604,22,94050,17.7325,17.09,18.38,17.74,0,0,,
Coffin,2013-06-13,2013,6,13,164,0,0,0,0,23,NA,16.26375,15.83,16.62,16.225,0,0,,
Coffin,2013-06-20,2013,6,20,171,0,0,0,0,24,1031994.1,17.43833333,16.78,18.06,17.5,0,0,,
Coffin,2013-06-27,2013,6,27,178,0,0,0,0,25,746404.9,21.76833333,21.31,22.31,21.725,0,0,,
Coffin,2013-07-03,2013,7,3,184,0.007073604,0,0.007073604,0.007073604,26,965419.6,22.36708333,21.98,22.98,22.31,0,0,,
Coffin,2013-07-11,2013,7,11,192,0,0,0,-0.007073604,27,679560.8,24.47041667,24.18,24.69,24.52,0,0,,
Coffin,2013-07-18,2013,7,18,199,0.007073604,0,0.007073604,0.007073604,28,1222236.7,25.73666667,25.22,25.92,25.92,0,0,,
Coffin,2013-07-25,2013,7,25,206,0.226355329,0.042441624,0.268796953,0.261723349,29,800193.3,23.99,23.49,24.69,24,0,0,,
Coffin,2013-08-01,2013,8,1,213,0.077809644,0,0.077809644,-0.190987309,30,431882.8,23.675,22.98,24.18,23.66,0,0,,
Coffin,2013-08-08,2013,8,8,220,0.03536802,0,0.03536802,-0.042441624,31,432323.8,22.32375,21.98,22.81,22.31,0,0,,
Coffin,2013-08-15,2013,8,15,227,0.042441624,0,0.042441624,0.007073604,32,947486.5,20.95333333,20.49,21.31,20.98,0,0,,
Coffin,2013-08-22,2013,8,22,234,0.028294416,0,0.028294416,-0.014147208,33,896541.4,21.82375,21.64,22.14,21.81,0,0,,
Coffin,2013-08-29,2013,8,29,241,1.294469538,0.056588832,1.35105837,1.322763954,34,375522.1,22.84541667,22.31,23.49,22.81,0,0,,
Coffin,2013-09-05,2013,9,5,248,0.297091369,0.014147208,0.311238578,-1.039819793,35,1169321.7,22.02458333,21.64,22.31,22.06,0,0,,
Coffin,2013-09-11,2013,9,11,254,0.014147208,0,0.014147208,-0.297091369,36,902687.2,19.91833333,19.68,20.17,19.925,0,0,,
Coffin,2013-09-18,2013,9,18,261,0.077809644,0,0.077809644,0.063662436,37,NA,18.52417,18.06,18.87,18.54,0,0,,
Coffin,2013-09-25,2013,9,25,268,0.063662436,0,0.063662436,-0.014147208,38,NA,16.93678,16.79603,17.0612,16.9494,0,1,,
Coffin,2013-10-02,2013,10,2,275,0.03536802,0.014147208,0.049515228,-0.014147208,39,NA,17.26443,17.087,17.48833,17.24467,0,1,,
Coffin,2013-10-09,2013,10,9,282,0.028294416,0,0.028294416,-0.021220812,40,NA,16.25817,16.1109,16.5194,16.2442,0,1,,
Fichter,2013-05-14,2013,5,14,134,0,0,0,-0.007073604,19,NA,12.13531,12.0139,12.3067,12.07439,0,1,,
Fichter,2013-05-23,2013,5,23,143,0,0,0,0,20,NA,13.165,12.56,13.79,13.255,0,0,,
Fichter,2013-05-30,2013,5,30,150,0,0,0,0,21,NA,13.12208333,12.56,13.64,13.18,0,0,,
Fichter,2013-06-06,2013,6,6,157,0,0,0,0,22,NA,17.44333333,17.11,17.91,17.43,0,0,,
Fichter,2013-06-13,2013,6,13,164,0,0,0,0,23,NA,15.29666667,15.05,15.53,15.37,0,0,,
Fichter,2013-06-20,2013,6,20,171,0.007073604,0.007073604,0.014147208,0.014147208,24,524151.1,17.63833333,16.95,19.2,17.59,0,0,,
Fichter,2013-06-27,2013,6,27,178,0,0,0,-0.014147208,25,210639.8,21.7825,20.66,22.32,21.82,0,0,,
Fichter,2013-07-03,2013,7,3,184,0.021220812,0,0.021220812,0.021220812,26,269949.3,21.52333333,19.52,23.15,21.48,0,0,,
Fichter,2013-07-11,2013,7,11,192,0,0,0,-0.021220812,27,443420.7,23.05541667,22.32,23.66,23.15,0,0,,
Fichter,2013-07-18,2013,7,18,199,0.03536802,0,0.03536802,0.03536802,28,584063.4,26.45083333,26.09,27.33,26.355,0,0,,
Fichter,2013-07-25,2013,7,25,206,0.353680202,0.134398477,0.488078678,0.452710658,29,343682.2,23.63416667,23.32,24.18,23.66,0,0,,
Fichter,2013-08-01,2013,8,1,213,0.346606598,0.099030457,0.445637054,-0.042441624,30,96488.3,23.5625,23.15,24.01,23.575,0,0,,
Fichter,2013-08-08,2013,8,8,220,0.410269034,0.141472081,0.551741115,0.106104061,31,515540.1,22.28166667,21.82,22.82,22.235,0,0,,
Fichter,2013-08-15,2013,8,15,227,0.940789336,0.056588832,0.997378169,0.445637054,32,625666.5,21.0775,20.66,21.48,21.07,0,0,,
Fichter,2013-08-22,2013,8,22,234,2.355510143,0.176840101,2.532350244,1.534972075,33,619950.2,22.99166667,22.48,23.66,22.98,0,0,,
Fichter,2013-08-29,2013,8,29,241,0.997378169,0.190987309,1.188365478,-1.343984766,34,170888.4,22.65041667,22.15,23.32,22.65,0,0,,
Fichter,2013-09-05,2013,9,5,248,1.358131974,0.07073604,1.428868015,0.240502537,35,695029.5,21.72041667,21.32,21.98,21.82,0,0,,
Fichter,2013-09-11,2013,9,11,254,6.47234769,0.169766497,6.642114187,5.213246172,36,714134.9,20.3475,19.52,21.48,20.25,0,0,,
Fichter,2013-09-18,2013,9,18,261,0.91249492,0,0.91249492,-5.729619267,37,NA,18.15042,17.91,18.56,18.15,0,0,,
Fichter,2013-09-25,2013,9,25,268,0.431489846,0,0.431489846,-0.481005074,38,NA,15.810172,15.59905,15.9968,15.8291,0,1,,
Fichter,2013-10-02,2013,10,2,275,0.247576141,0,0.247576141,-0.183913705,39,NA,16.301652,16.0355,16.6375,16.272,0,1,,
Fichter,2013-10-09,2013,10,9,282,0.056588832,0,0.056588832,-0.190987309,40,NA,14.792262,14.57135,15.1841,14.7713,0,1,,
Midge,2013-04-24,2013,4,24,114,0,0,0,-0.028294416,16,NA,NA,NA,NA,NA,0,0,,
Midge,2013-05-02,2013,5,2,122,0,0,0,0,17,NA,NA,NA,NA,NA,0,0,,
Midge,2013-05-14,2013,5,14,134,0,0,0,0,19,NA,11.71708,11.4464,12.0992,11.58127,0,1,,
Midge,2013-05-23,2013,5,23,143,0,0,0,0,20,NA,14.97667,14.67,15.31,14.99,0,0,,
Midge,2013-05-30,2013,5,30,150,0,0,0,0,21,473237.5,14.35416667,13.43,15.31,14.285,0,0,,
Midge,2013-06-06,2013,6,6,157,0,0,0,0,22,655051.4,17.49666667,17.05,17.85,17.53,0,0,,
Midge,2013-06-13,2013,6,13,164,0.014147208,0.007073604,0.021220812,0.021220812,23,282694.4,16.22666667,16.1,16.42,16.26,0,0,,
Midge,2013-06-20,2013,6,20,171,0.021220812,0,0.021220812,0,24,386684.8,18.32333333,17.37,19.47,18.01,0,0,,
Midge,2013-06-27,2013,6,27,178,0.021220812,0,0.021220812,0,25,311659.7,22.16333333,21.59,22.43,22.175,0,0,,
Midge,2013-07-03,2013,7,3,184,0.063662436,0,0.063662436,0.042441624,26,319786.5,22.93625,22.09,24.13,22.43,0,0,,
Midge,2013-07-11,2013,7,11,192,0.07073604,0,0.07073604,0.007073604,27,291627.6,25.04333333,24.82,25.52,24.99,0,0,,
Midge,2013-07-18,2013,7,18,199,0.077809644,0,0.077809644,0.007073604,28,302219.6,27.07333333,26.22,27.63,27.005,0,0,,
Midge,2013-07-25,2013,7,25,206,0.304164973,0.056588832,0.360753806,0.282944161,29,286342.5,23.54625,23.27,23.78,23.61,0,0,,
Midge,2013-08-01,2013,8,1,213,0.141472081,0.396121826,0.537593907,0.176840101,30,283845.5,23.96625,23.78,24.3,23.95,0,0,,
Midge,2013-08-08,2013,8,8,220,0.346606598,0.084883248,0.431489846,-0.106104061,31,217044.4,22.61375,22.09,23.09,22.51,0,0,,
Midge,2013-08-15,2013,8,15,227,0.466857866,0.077809644,0.544667511,0.113177665,32,192577.8,21.55166667,21.26,21.76,21.59,0,0,,
Midge,2013-08-22,2013,8,22,234,2.397951767,0.50929949,2.907251258,2.362583747,33,200274.6,23.375,22.76,24.13,23.27,0,0,,
Midge,2013-08-29,2013,8,29,241,1.343984766,0.240502537,1.584487303,-1.322763954,34,198121.3,22.35125,22.09,22.76,22.345,0,0,,
Midge,2013-09-05,2013,9,5,248,4.166352776,0.042441624,4.2087944,2.624307096,35,122493.9,22.39291667,21.93,22.59,22.43,0,0,,
Midge,2013-09-11,2013,9,11,254,9.252274075,0.190987309,9.443261384,5.234466985,36,105659.2,20.75625,19.95,21.93,20.35,0,0,,
Midge,2013-09-18,2013,9,18,261,81.36766719,0.268796953,81.63646415,72.19320276,37,60881.3,18.64208333,18.17,19.31,18.49,0,0,,
Midge,2013-09-25,2013,9,25,268,0.459784262,0,0.459784262,-81.17667988,38,NA,17.07667,16.89,17.37,17.05,0,0,,
Midge,2013-10-02,2013,10,2,275,0.226355329,0.007073604,0.233428933,-0.226355329,39,NA,17.26384,17.008,17.58667,17.23533,0,1,,
Midge,2013-10-09,2013,10,9,282,0.028294416,0,0.028294416,-0.205134517,40,NA,15.81295,15.6006,16.1896,15.7928,0,1,,
Newbury,2013-04-24,2013,4,24,114,0,0,0,0,16,NA,NA,NA,NA,NA,0,0,,
Newbury,2013-05-02,2013,5,2,122,0,0,0,0,17,NA,NA,NA,NA,NA,0,0,,
Newbury,2013-05-14,2013,5,14,134,0,0,0,0,19,NA,11.84744,11.6922,12.0666,11.76955,0,1,,
Newbury,2013-05-23,2013,5,23,143,0,0,0,0,20,NA,12.74667,11.94,13.33,12.87,0,0,,
Newbury,2013-05-30,2013,5,30,150,0,0,0,0,21,258019.1,13.46208333,12.09,15.04,13.795,0,0,,
Newbury,2013-06-06,2013,6,6,157,0,0,0,0,22,38094,17.09708333,16.16,18.23,17.03,0,0,,
Newbury,2013-06-13,2013,6,13,164,0.007073604,0,0.007073604,0.007073604,23,103943.4,15.23541667,14.89,15.52,15.285,0,0,,
Newbury,2013-06-20,2013,6,20,171,0.014147208,0,0.014147208,0.007073604,24,981791.7,18.5925,17.43,19.86,18.475,0,0,,
Newbury,2013-06-27,2013,6,27,178,0,0,0,-0.014147208,25,206345,19.79666667,17.59,22.66,19.53,0,0,,
Newbury,2013-07-03,2013,7,3,184,0.007073604,0,0.007073604,0.007073604,26,429202.2,20.57958333,17.59,22.66,21.495,0,0,,
Newbury,2013-07-11,2013,7,11,192,0.028294416,0.007073604,0.03536802,0.028294416,27,473409.9,22.98666667,21.66,23.68,23.075,0,0,,
Newbury,2013-07-18,2013,7,18,199,0.028294416,0,0.028294416,-0.007073604,28,875443.3,27.30833333,26.64,28.07,27.26,0,0,,
Newbury,2013-07-25,2013,7,25,206,1.181291874,0.657845175,1.839137049,1.810842633,29,349602.4,23.5275,23.16,23.85,23.51,0,0,,
Newbury,2013-08-01,2013,8,1,213,0.325385786,0.07073604,0.396121826,-1.443015223,30,557100,23.49291667,22.83,24.19,23.68,0,0,,
Newbury,2013-08-08,2013,8,8,220,0.077809644,0.014147208,0.091956852,-0.304164974,31,478382.6,21.66,21.49,21.83,21.66,0,0,,
Newbury,2013-08-15,2013,8,15,227,2.397951767,0.176840101,2.574791868,2.482835016,32,730356.3,21.30666667,20.83,21.83,21.33,0,0,,
Newbury,2013-08-22,2013,8,22,234,7.922436517,0.381974618,8.304411135,5.729619267,33,NA,23.66416667,22.83,24.54,23.595,0,0,,
Newbury,2013-08-29,2013,8,29,241,0.148545685,0.063662436,0.212208121,-8.092203014,34,211963.6,22.06958333,21.66,22.99,21.99,0,0,,
Newbury,2013-09-05,2013,9,5,248,2.313068519,0.014147208,2.327215727,2.115007606,35,NA,21.83375,21.33,22.16,21.83,0,0,,
Newbury,2013-09-11,2013,9,11,254,6.097446677,0.07073604,6.168182717,3.84096699,36,NA,21.06541667,20.02,22.49,21.075,0,0,,
Newbury,2013-09-18,2013,9,18,261,11.13385275,0.007073604,11.14092635,4.972743635,37,NA,18.24,17.75,18.72,18.23,0,0,,
Newbury,2013-09-25,2013,9,25,268,0.346606598,0.007073604,0.353680202,-10.78724615,38,NA,16.05691,15.8507,16.2392,16.0754,0,1,,
Newbury,2013-10-02,2013,10,2,275,0.679065987,0,0.679065987,0.325385786,39,NA,16.53696,16.277,16.865,16.508,0,1,,
Newbury,2013-10-09,2013,10,9,282,0.028294416,0,0.028294416,-0.650771571,40,NA,15.06268,14.8469,15.4454,15.0422,0,1,,
Coffin,2014-05-29,2014,5,29,149,0,0,0,-0.028294416,21,NA,NA,NA,NA,NA,0,0,,
Coffin,2014-06-05,2014,6,5,156,0,0.014147208,0.014147208,0.014147208,22,NA,16.79083,15.04,18.06,16.94,0,0,,
Coffin,2014-06-12,2014,6,12,163,0.014147208,0.007073604,0.021220812,0.007073604,23,135217,18.70583333,18.22,19.03,18.71,0,0,,
Coffin,2014-06-19,2014,6,19,170,0,0,0,-0.021220812,24,1240115.5,18.40208333,17.9,19.03,18.38,0,0,,
Coffin,2014-06-26,2014,6,26,177,0.120251269,0.091956852,0.212208121,0.212208121,25,617442.4,19.95125,19.19,20.33,19.925,0,0,,
Coffin,2014-07-02,2014,7,2,183,0.049515228,0.014147208,0.063662436,-0.148545685,26,984719.3,22.69375,22.14,23.83,22.48,0,0,,
Coffin,2014-07-09,2014,7,9,190,0.049515228,0.049515228,0.099030457,0.03536802,27,1028969.8,21.91458333,21.48,22.48,21.81,0,0,,
Coffin,2014-07-17,2014,7,17,198,0.183913705,0.077809644,0.261723349,0.162692893,28,1231913.9,23.33916667,22.98,23.66,23.32,0,0,,
Coffin,2014-07-23,2014,7,23,204,0.275870557,0.028294416,0.304164973,0.042441624,29,1106255,23.75291667,23.14,24.18,23.83,0,0,,
Coffin,2014-07-30,2014,7,30,211,0.360753806,0.084883248,0.445637054,0.141472081,30,859469.6,22.89083333,22.31,23.66,22.895,0,0,,
Coffin,2014-08-06,2014,8,6,218,0.162692893,0.028294416,0.190987309,-0.254649745,31,1269877.9,23.34458333,22.98,23.83,23.23,0,0,,
Coffin,2014-08-12,2014,8,12,224,0.091956852,0.021220812,0.113177665,-0.077809644,32,999756.4,23.76083333,23.14,24.18,23.83,0,0,,
Coffin,2014-08-20,2014,8,20,232,3.515581204,0.028294416,3.543875621,3.430697956,33,686912.9,21.92291667,20.82,23.14,21.81,0,0,,
Coffin,2014-08-27,2014,8,27,239,0.905421316,0.134398477,1.039819793,-2.504055828,34,854884.6,21.30291667,20.98,21.81,21.31,0,0,,
Coffin,2014-09-04,2014,9,4,247,0.749802028,0.021220812,0.77102284,-0.268796953,35,1041240.7,22.34791667,21.31,23.66,22.48,0,0,,
Coffin,2014-09-10,2014,9,10,253,0.954936545,0.014147208,0.969083753,0.198060913,36,826424.5,21.67083333,21.14,22.48,21.48,0,0,,
Coffin,2014-09-17,2014,9,17,260,0.021220812,0,0.021220812,-0.94786294,37,NA,18.71167,18.22,19.36,18.54,0,0,,
Coffin,2014-09-25,2014,9,25,268,0.014147208,0,0.014147208,-0.007073604,38,NA,17.14411,17.0697,17.3766,17.1192,0,1,,
Coffin,2014-10-03,2014,10,3,276,0.049515228,0,0.049515228,0.03536802,39,NA,17.25147,17.0697,17.5944,17.2182,0,1,,
Coffin,2014-10-10,2014,10,10,283,0.007073604,0,0.007073604,-0.042441624,40,NA,15.39949,15.2877,15.5352,15.3966,0,1,,
Fichter,2014-05-29,2014,5,29,149,0,0,0,-0.056588832,21,NA,NA,NA,NA,NA,0,0,,
Fichter,2014-06-05,2014,6,5,156,0,0.007073604,0.007073604,0.007073604,22,NA,15.86167,15.53,16.16,16,0,0,,
Fichter,2014-06-12,2014,6,12,163,0.014147208,0.014147208,0.028294416,0.021220812,23,156475.5,17.85,17.27,18.39,17.91,0,0,,
Fichter,2014-06-19,2014,6,19,170,0.113177665,0.091956852,0.205134517,0.176840101,24,1288908.8,19.04666667,18.72,19.52,19.04,0,0,,
Fichter,2014-06-26,2014,6,26,177,0.03536802,0.03536802,0.07073604,-0.134398477,25,509253.3,19.68916667,19.52,19.85,19.68,0,0,,
Fichter,2014-07-02,2014,7,2,183,0.127324873,0.056588832,0.183913705,0.113177665,26,553364.2,22.62,21.15,24.36,22.48,0,0,,
Fichter,2014-07-09,2014,7,9,190,0.360753806,0.162692893,0.523446698,0.339532994,27,746319.3,22.32333333,21.82,22.65,22.48,0,0,,
Fichter,2014-07-17,2014,7,17,198,0.099030457,0.007073604,0.106104061,-0.417342638,28,1173637.7,22.99791667,22.65,23.32,23.065,0,0,,
Fichter,2014-07-23,2014,7,23,204,0.381974618,0.056588832,0.43856345,0.33245939,29,682553.8,24.54333333,24.01,25.39,24.445,0,0,,
Fichter,2014-07-30,2014,7,30,211,0.36782741,0.007073604,0.374901014,-0.063662436,30,352519.3,22.69791667,22.32,23.15,22.65,0,0,,
Fichter,2014-08-06,2014,8,6,218,0.530520303,0.028294416,0.558814719,0.183913705,31,980951.8,23.49,23.32,23.66,23.49,0,0,,
Fichter,2014-08-12,2014,8,12,224,0.445637054,0.028294416,0.47393147,-0.084883248,32,747148.2,23.39125,22.98,24.01,23.32,0,0,,
Fichter,2014-08-20,2014,8,20,232,3.119459379,0.212208121,3.3316675,2.857736029,33,1197512.5,21.335,20.66,22.15,21.32,0,0,,
Fichter,2014-08-27,2014,8,27,239,1.195439082,0.042441624,1.237880706,-2.093786794,34,890491.2,22.46958333,21.98,22.98,22.48,0,0,,
Fichter,2014-09-04,2014,9,4,247,0.884200504,0.042441624,0.926642128,-0.311238578,35,953019.6,22.40291667,21.65,23.83,22.235,0,0,,
Fichter,2014-09-10,2014,9,10,253,0.261723349,0.014147208,0.275870557,-0.650771571,36,991887.9,21.25541667,20.99,21.48,21.32,0,0,,
Fichter,2014-09-17,2014,9,17,260,0.240502537,0,0.240502537,-0.03536802,37,NA,18.42083,18.07,18.72,18.39,0,0,,
Fichter,2014-09-25,2014,9,25,268,0.028294416,0,0.028294416,-0.212208121,38,NA,16.23883,16.1539,16.5042,16.2104,0,1,,
Fichter,2014-10-03,2014,10,3,276,0.007073604,0,0.007073604,-0.021220812,39,NA,16.36138,16.1539,16.7528,16.3234,0,1,,
Fichter,2014-10-10,2014,10,10,283,0.007073604,0,0.007073604,0,40,NA,14.2475,14.1199,14.4024,14.2442,0,1,,
Midge,2014-05-29,2014,5,29,149,0,0,0,-0.028294416,21,NA,15.73167,13.89,16.42,15.78,0,0,,
Midge,2014-06-05,2014,6,5,156,0.007073604,0,0.007073604,0.007073604,22,49180.8,17.39166667,16.58,18.01,17.69,0,0,,
Midge,2014-06-12,2014,6,12,163,0,0,0,-0.007073604,23,114453.2,18.35833333,18.01,18.82,18.33,0,0,,
Midge,2014-06-19,2014,6,19,170,0.07073604,0.063662436,0.134398477,0.134398477,24,280487.1,19.96458333,19.47,20.6,19.95,0,0,,
Midge,2014-06-26,2014,6,26,177,0.091956852,0.134398477,0.226355329,0.091956853,25,398901.1,20.39083333,19.63,21.09,20.515,0,0,,
Midge,2014-07-02,2014,7,2,183,0.671992383,0.650771571,1.322763954,1.096408625,26,509458.4,24.75458333,23.44,25.52,24.82,0,0,,
Midge,2014-07-09,2014,7,9,190,3.027502526,0.700286799,3.727789325,2.405025371,27,587744.3,23.25375,22.93,23.61,23.27,0,0,,
Midge,2014-07-17,2014,7,17,198,0.742728424,0.190987309,0.933715732,-2.794073593,28,634094.1,24.26125,23.78,24.64,24.3,0,0,,
Midge,2014-07-23,2014,7,23,204,1.025672585,0.693213195,1.71888578,0.785170048,29,630692.1,25.53833333,25.17,26.22,25.52,0,0,,
Midge,2014-07-30,2014,7,30,211,1.202512686,0.099030457,1.301543142,-0.417342638,30,409514.7,23.19708333,22.76,23.78,23.09,0,0,,
Midge,2014-08-06,2014,8,6,218,1.626928928,0.077809644,1.704738572,0.40319543,31,370150.7,24.01791667,23.78,24.3,23.95,0,0,,
Midge,2014-08-12,2014,8,12,224,0.551741115,0.028294416,0.580035531,-1.124703041,32,472365.5,24.19166667,23.78,24.64,24.13,0,0,,
Midge,2014-08-20,2014,8,20,232,2.440393391,0.007073604,2.447466995,1.867431465,33,388783.4,21.08583333,20.76,21.59,21.09,0,0,,
Midge,2014-08-27,2014,8,27,239,0.282944161,0.021220812,0.304164973,-2.143302022,34,326427.9,22.92375,22.43,23.61,22.76,0,0,,
Midge,2014-09-04,2014,9,4,247,1.138850249,0.007073604,1.145923853,0.84175888,35,268431.3,22.99333333,22.43,23.61,22.93,0,0,,
Midge,2014-09-10,2014,9,10,253,0.40319543,0,0.40319543,-0.742728424,36,228163.6,21.70333333,21.59,21.93,21.76,0,0,,
Midge,2014-09-17,2014,9,17,260,1.945241109,0.021220812,1.966461921,1.563266491,37,208325.4,18.81833333,18.33,19.31,18.66,0,0,,
Midge,2014-09-25,2014,9,25,268,0.099030457,0,0.099030457,-1.867431465,38,NA,17.43,17.21,17.69,17.37,0,0,,
Midge,2014-10-03,2014,10,3,276,0.014147208,0,0.014147208,-0.084883248,39,NA,17.14497,16.943,17.526,17.108,0,1,,
Midge,2014-10-10,2014,10,10,283,0.127324873,0,0.127324873,0.113177665,40,NA,15.08721,14.963,15.238,15.084,0,1,,
Newbury,2014-05-29,2014,5,29,149,0,0,0,-0.028294416,21,NA,NA,NA,NA,NA,0,0,,
Newbury,2014-06-05,2014,6,5,156,0,0,0,0,22,NA,15.38042,14.42,16.16,15.285,0,0,,
Newbury,2014-06-12,2014,6,12,163,0,0.014147208,0.014147208,0.014147208,23,139156.8,15.99666667,14.73,16.79,16.075,0,0,,
Newbury,2014-06-19,2014,6,19,170,0.190987309,0.169766497,0.360753806,0.346606598,24,1262257.4,19.5925,19.04,20.18,19.69,0,0,,
Newbury,2014-06-26,2014,6,26,177,0.084883248,0.077809644,0.162692893,-0.198060913,25,NA,18.02041667,16.95,19.21,17.91,0,0,,
Newbury,2014-07-02,2014,7,2,183,0.021220812,0.021220812,0.042441624,-0.120251269,26,NA,21.83708333,19.53,23.33,22.91,0,0,,
Newbury,2014-07-09,2014,7,9,190,0.084883248,0.042441624,0.127324873,0.084883248,27,NA,20.8875,19.37,22.33,20.995,0,0,,
Newbury,2014-07-23,2014,7,23,204,0.099030457,0,0.099030457,-0.028294416,29,677064.1,24.17666667,23.16,25.24,24.105,0,0,,
Newbury,2014-07-30,2014,7,30,211,0.827611672,0.014147208,0.84175888,0.742728423,30,470762,22.44458333,22.16,22.83,22.49,0,0,,
Newbury,2014-08-06,2014,8,6,218,0.47393147,0,0.47393147,-0.36782741,31,785790.4,23.7225,23.51,24.02,23.68,0,0,,
Newbury,2014-08-12,2014,8,12,224,0.233428933,0,0.233428933,-0.240502537,32,791140.6,22.86125,22.49,23.33,22.83,0,0,,
Newbury,2014-08-20,2014,8,20,232,4.067322319,0.077809644,4.145131963,3.91170303,33,NA,21.09166667,20.67,21.33,21.16,0,0,,
Newbury,2014-08-27,2014,8,27,239,22.82652022,0.8771269,23.70364712,19.55851515,34,882138.6,22.55333333,21.16,23.68,22.66,0,0,,
Newbury,2014-09-04,2014,9,4,247,6.139888301,0.063662436,6.203550737,-17.50009638,35,724533.4,22.43708333,21.99,22.99,22.33,0,0,,
Newbury,2014-09-10,2014,9,10,253,0.106104061,0,0.106104061,-6.097446677,36,304770.6,20.97333333,20.67,21.33,20.99,0,0,,
Newbury,2014-09-17,2014,9,17,260,0.608329947,0.007073604,0.615403551,0.50929949,37,NA,18.51458333,18.07,19.04,18.39,0,0,,
Newbury,2014-09-25,2014,9,25,268,0.014147208,0,0.014147208,-0.601256343,38,NA,17.04333,16.79,17.27,17.11,0,0,,
Newbury,2014-10-03,2014,10,3,276,0.021220812,0,0.021220812,0.007073604,39,NA,16.95575,16.7703,17.3056,16.9218,0,1,,
Newbury,2014-10-10,2014,10,10,283,0.014147208,0,0.014147208,-0.007073604,40,NA,15.06635,14.9523,15.2048,15.0634,0,1,,
Coffin,2015-05-14,2015,5,14,134,0,0,0,-0.007073604,19,NA,12.469697,11.95221,13.05422,12.5701,0,1,,
Coffin,2015-05-21,2015,5,21,141,0,0,0,0,20,NA,13.919943,13.471228,14.607818,13.810999,0,1,,
Coffin,2015-05-28,2015,5,28,148,0,0,0,0,21,NA,16.313357,15.45662,16.866892,16.476958,0,1,,
Coffin,2015-06-05,2015,6,5,156,0,0,0,0,22,NA,16.80125,15.83,17.74,16.86,0,0,,
Coffin,2015-06-11,2015,6,11,162,0,0,0,0,23,954504.9,16.70125,15.83,17.1,16.78,0,0,,
Coffin,2015-06-19,2015,6,19,170,0,0.014147208,0.014147208,0.014147208,24,1164940.1,18.795,18.38,19.03,18.79,0,0,,
Coffin,2015-07-02,2015,7,2,183,0.007073604,0.007073604,0.014147208,0,26,1303031,19.9125,19.52,20.17,20.01,0,0,,
Coffin,2015-07-09,2015,7,9,190,0.03536802,0.014147208,0.049515228,0.03536802,27,802679.1,21.8725,21.31,22.48,21.895,0,0,,
Coffin,2015-07-16,2015,7,16,197,0.091956852,0.028294416,0.120251269,0.07073604,28,1864479.1,22.81125,22.48,23.32,22.81,0,0,,
Coffin,2015-07-23,2015,7,23,204,0.134398477,0.049515228,0.183913705,0.063662436,29,1200967.6,23.01083333,22.81,23.14,22.98,0,0,,
Coffin,2015-07-30,2015,7,30,211,0.077809644,0.028294416,0.106104061,-0.077809644,30,825660.4,24.29833333,23.49,25.22,24.265,0,0,,
Coffin,2015-08-06,2015,8,6,218,0.042441624,0.014147208,0.056588832,-0.049515228,31,1211472.7,23.48791667,23.14,24,23.49,0,0,,
Coffin,2015-08-13,2015,8,13,225,0.155619289,0.021220812,0.176840101,0.120251269,32,1420196.8,22.79666667,22.31,23.32,22.725,0,0,,
Coffin,2015-08-20,2015,8,20,232,0.459784262,0.049515228,0.50929949,0.33245939,33,1411564.1,25.19583333,24.87,25.74,25.04,0,0,,
Coffin,2015-08-25,2015,8,25,237,0.43856345,0.021220812,0.459784262,-0.049515228,34,392421.9,24.77333333,24.35,25.22,24.78,0,0,,
Coffin,2015-09-03,2015,9,3,246,3.3316675,0.381974618,3.713642117,3.253857855,35,1000187.4,23.36833333,22.81,23.83,23.49,0,0,,
Coffin,2015-09-10,2015,9,10,253,0.594182739,0.03536802,0.629550759,-3.084091359,36,204977.7,23.63166667,23.32,23.83,23.66,0,0,,
Coffin,2015-09-17,2015,9,17,260,0.700286799,0,0.700286799,0.07073604,37,872322.1,21.55916667,20.98,22.14,21.64,0,0,,
Coffin,2015-09-24,2015,9,24,267,0.169766497,0.007073604,0.176840101,-0.523446699,38,NA,20.46708,19.84,20.98,20.49,0,0,,
Coffin,2015-10-02,2015,10,2,275,0.063662436,0,0.063662436,-0.113177665,39,NA,NA,NA,NA,NA,0,0,,
