date,light_Coffin.sum,light_Coffin.max,light_Coffin.median,light_Coffin.obs,light_Fichter.sum,light_Fichter.max,light_Fichter.median,light_Fichter.obs,light_Newbury.sum,light_Newbury.max,light_Newbury.median,light_Newbury.obs,light_Midge.sum,light_Midge.max,light_Midge.median,light_Midge.obs
2016-07-26,1676669.8,110223,1894.45,144,838114.2,60622.6,559.7,144,456822.4,34444.7,419.8,144,494109.1,26178,1194.8,144
2016-07-27,1602947.7,110223,1248.6,144,767653,71644.9,554.35,144,414347.7,49600.3,339.05,144,524818.1,27555.7,1087.15,144
2016-07-28,1237726.2,60622.6,2669.5,144,488156.5,44089.2,726.55,144,319259.2,18600.1,737.35,144,558660.5,19289,2195.85,144
2016-07-29,843485.4,71644.9,1367,144,576055.1,46844.8,785.8,144,126702.9,9644.5,301.4,144,346965.8,34444.7,931.1,144
2016-07-30,1375279.1,88178.4,1679.15,144,689292.2,49600.3,855.7,144,251090.5,14466.8,409.05,144,479071.6,26178,1361.65,144
2016-07-31,294964.1,9644.5,640.45,144,146260.6,5511.1,296,144,55972.8,1636.1,102.25,144,214569.3,6200,414.4,144
2016-08-01,286450.4,28933.5,705.05,144,118898.2,6544.5,398.25,144,59266.4,4477.8,156.1,144,207852.1,28933.5,543.6,144
2016-08-02,1211451.3,85422.8,1205.6,144,532783.6,27555.7,602.75,144,148779.9,6544.5,279.85,144,397244,24800.2,791.15,144
2016-08-03,1482832.4,104711.8,1894.5,144,591824,55111.5,618.9,144,343467.5,26178,468.25,144,495110.3,23422.4,1506.95,144
2016-08-04,1547103.6,99200.7,1237.85,142,1280642.2,176356.7,586.65,142,1611827.8,170845.6,888.05,142,402141.5,21355.7,1184.05,142
2016-08-05,1410907.8,71644.9,1297.05,144,1128084.7,77156.1,904.15,144,1431951.2,132267.5,818.05,144,375285.7,26178,1130.25,144
2016-08-06,992630.6,74400.5,1550,144,902612.2,77156.1,1173.25,144,851041.8,77156.1,823.45,144,365608.3,24800.2,1006.4,144
2016-08-07,1308585.6,77156.1,1980.6,144,891018.5,57867,785.75,144,1067192.6,68889.3,850.35,144,384316.7,33066.9,1011.8,144
2016-08-08,1408141,88178.4,1216.35,144,1152055.6,132267.5,796.55,144,1177070.9,71644.9,796.55,144,397373.1,34444.7,1001.05,144
2016-08-09,1597457.4,88178.4,1980.55,144,1109527.6,49600.3,888.05,144,1325506.2,85422.8,1334.75,144,381302.2,22044.6,1270.15,144
2016-08-10,369375.8,24800.2,839.6,144,415445.6,57867,613.55,144,377556.5,35822.5,721.15,144,223040.3,10333.4,495.1,144
2016-08-11,1354967.1,121245.2,1420.85,144,1305453.2,121245.2,925.7,144,1239566.5,71644.9,925.7,144,344048.3,13777.9,1146.35,144
2016-08-12,1017979.7,46844.8,1550,144,924548.7,77156.1,715.8,144,956550.3,93689.5,839.6,144,380635.2,14466.8,1302.4,144
2016-08-13,587313.6,37200.2,242.2,144,400204.2,27555.7,215.3,144,297527,34444.7,102.25,144,287709.4,11711.2,193.75,144
2016-08-14,875109.9,42711.4,1636.1,144,704942.7,39955.8,1474.65,144,901179.9,44089.2,1291.7,144,372529.4,14466.8,1216.35,144
2016-08-15,867004.8,66133.8,1054.85,144,764391.6,52355.9,1377.8,144,890189.9,63378.2,823.4,144,498899,33066.9,1151.75,144
2016-08-16,367072.1,15155.7,742.7,144,291487.8,17222.3,715.8,144,318150.5,17222.3,500.5,144,284782.2,10333.4,505.9,144
2016-08-17,445725,22044.6,1302.45,144,338945.8,20666.8,1259.4,144,415736.3,37200.2,1027.95,144,312918.9,12400.1,1011.8,144
2016-08-18,1424534.4,126756.4,726.55,144,790569.6,68889.3,635.1,144,1018195.4,71644.9,516.65,144,309205.6,13089,543.6,144
2016-08-19,1523337.4,165334.4,866.5,144,1357582.8,93689.5,818.05,144,1347421.5,242490.5,592,144,294964.6,15844.5,785.75,144
2016-08-20,1134898.6,52355.9,1636.1,144,1042930.9,55111.5,753.45,144,971921.2,104711.8,570.5,144,301315.1,12400.1,1087.15,144
2016-08-21,862128.2,77156.1,290.6,144,743681.7,37200.2,387.5,144,711885,66133.8,285.25,144,362024.2,15844.5,172.2,144
2016-08-22,1409831.2,85422.8,731.9,141,1056073.6,46844.8,446.7,142,921427.6,60622.6,548.95,142,285244.9,30311.3,495.15,142
2016-08-23,1531797,74400.5,1038.7,144,1072984.3,79911.6,495.15,144,1094253.5,60622.6,748.1,144,202168.8,13777.9,672.75,144
2016-08-24,1597910,82667.2,1550,144,1032016.1,104711.8,592,144,1321738.9,110223,1227.1,144,267441.3,12400.1,968.75,144
2016-08-25,878156,82667.2,597.4,144,280982.1,19977.9,511.25,144,702865,42711.4,947.25,144,342433.4,12400.1,430.55,144
2016-08-26,695749.5,66133.8,586.6,144,958476.3,126756.4,263.7,144,720334.7,55111.5,392.85,144,213201.1,8611.2,365.95,144
2016-08-27,1276971.7,68889.3,1081.8,144,850579.1,99200.7,414.4,144,1354751.8,93689.5,866.5,144,222404.8,10677.8,635.05,144
2016-08-28,1300275.5,60622.6,1022.55,144,801128.7,55111.5,549,144,1039970.3,57867,931.1,144,239142.5,10333.4,699.65,144
2016-08-29,1305227.2,68889.3,958,144,864044.4,68889.3,543.55,144,1014008.6,46844.8,565.1,144,222340,10677.8,505.9,144
2016-08-30,1210127.5,82667.2,1146.35,144,866197.7,121245.2,505.9,144,1023577.8,93689.5,888.05,144,263469.4,30311.3,656.6,144
2016-08-31,635085,44089.2,958,142,95002.9,5338.9,75.35,142,606818.1,68889.3,592.05,142,304824.4,8266.7,538.2,142
2016-09-01,904538.4,63378.2,699.65,144,57834.3,5166.7,43.1,144,877703.8,110223,425.2,144,201124.2,8266.7,479,144
2016-09-02,1138116.3,148801,662,144,74379,6200,21.55,144,1182679.7,66133.8,414.4,144,151836.4,8266.7,457.5,144
2016-09-03,1052779.9,66133.8,796.55,144,82688.6,4650,26.9,144,1018529.2,88178.4,484.4,144,211855.8,8611.2,538.2,144
2016-09-04,1201419.4,60622.6,721.15,144,95422.4,10677.8,5.4,144,1080357.1,57867,409.05,144,170812.9,10677.8,495.15,144
2016-09-05,945441.4,71644.9,699.65,144,74982,4994.5,0,144,884184.2,52355.9,392.9,144,217098.7,8611.2,430.55,144
2016-09-06,663834.9,55111.5,575.9,144,36328.7,2411.1,0,144,355436.3,27555.7,258.3,144,284824.6,8266.7,306.75,144
2016-09-07,426285.5,63378.2,0,128,516680.7,39955.8,26.9,144,496196.7,49600.3,317.55,144,275191.3,8611.2,398.25,144
2016-09-08,625482.7,37200.2,387.5,144,581975.1,71644.9,344.45,144,799955.8,77156.1,349.85,144,359666.5,17911.2,301.35,144
2016-09-09,769343.2,60622.6,516.65,144,756501.4,57867,349.85,144,991177.7,55111.5,382.1,144,420634,60622.6,403.65,144
2016-09-10,458824.5,28933.5,522.05,144,268582.2,15844.5,333.65,144,373875.3,55111.5,355.2,144,314587.8,26178,349.85,144
2016-09-11,630703.3,52355.9,161.5,144,699657.7,57867,139.9,144,398255.1,41333.6,156.05,144,148843.7,10333.4,145.3,144
2016-09-12,962201.3,77156.1,392.9,144,790150.2,77156.1,274.45,144,714242.2,49600.3,312.15,144,270777.9,20666.8,285.25,144
2016-09-13,795435.3,42711.4,344.45,144,957551.5,187379,220.65,144,791377,60622.6,279.85,144,290605,27555.7,247.55,144
2016-09-14,471806,18600.1,366,144,476111.9,99200.7,204.5,144,532880.4,44089.2,301.4,144,328914.1,15844.5,285.25,144
2016-09-15,715878.5,49600.3,322.9,144,831645.5,82667.2,177.6,144,742250.1,68889.3,252.95,144,309474.7,49600.3,269.1,144
2016-09-16,707278.1,46844.8,328.3,144,618991.9,68889.3,161.5,144,797760.4,77156.1,226.05,144,265804.9,18600.1,226.05,144
2016-09-17,656730.5,30311.3,247.55,144,752303.9,77156.1,129.15,144,633114.6,49600.3,177.6,144,280616.2,20666.8,172.25,144
2016-09-18,259163.9,13777.9,91.5,144,216032.2,11711.2,16.15,144,304846.1,12400.1,64.55,144,196313.2,9644.5,43.1,144
2016-09-19,317676.4,12400.1,91.5,144,195957.7,8266.7,21.5,144,200780.2,9300.1,48.45,144,202889.6,6544.5,48.45,144
2016-09-20,606215.4,52355.9,161.45,144,695125.9,170845.6,53.8,144,581479.5,37200.2,129.15,144,160459,17911.2,139.95,144
2016-09-21,760247.5,52355.9,134.55,142,907553,82667.2,80.75,142,496498,42711.4,86.1,142,192125.6,15844.5,113,142
2016-09-22,551857.3,49600.3,123.8,144,1004514.1,74400.5,53.8,144,161664,9300.1,16.15,144,99695.4,4305.6,118.4,144
2016-09-23,212631.1,9300.1,16.15,144,30882.1,2066.7,0,144,33432.7,1808.3,0,144,174225.5,6200,21.55,144
2016-09-24,433571.9,38578,91.45,144,85089.1,5166.7,0,144,120244.2,8266.7,10.75,144,156518.9,5338.9,91.5,144
2016-09-25,432990.9,23422.4,69.95,144,92989.9,4822.3,0,144,107230.4,8266.7,5.4,144,92505.3,5166.7,64.55,144
2016-09-26,328795.8,26178,37.7,144,54261.1,2238.9,0,144,30537.6,925.7,0,144,112784.6,3961.1,32.3,144
2016-09-27,297182.1,18600.1,10.75,144,77683.6,4650,0,144,55628,3616.7,0,144,147035.9,5338.9,10.75,144
