<<<<<<< HEAD
date,WindSp_ms_mean,AveWindSp_ms_mean,MaxWindSp_ms_mean,WindSp_ms_median,AveWindSp_ms_median,MaxWindSp_ms_median,WindSp_ms_min,AveWindSp_ms_min,MaxWindSp_ms_min,WindSp_ms_max,AveWindSp_ms_max,MaxWindSp_ms_max,WindSp_ms_sd,AveWindSp_ms_sd,MaxWindSp_ms_sd
2009-03-13,4.033333333,NA,NA,3.85,NA,NA,0.5,NA,NA,8.7,NA,NA,2.045325559,NA,NA
2009-03-14,5.297222222,NA,NA,4.1,NA,NA,0.6,NA,NA,16.7,NA,NA,3.557911394,NA,NA
2009-03-15,2.897222222,NA,NA,2.4,NA,NA,0.4,NA,NA,7.8,NA,NA,1.610626618,NA,NA
2009-03-16,5.385416667,NA,NA,5.2,NA,NA,0.6,NA,NA,13.1,NA,NA,2.652139096,NA,NA
2009-03-17,3.732638889,NA,NA,3.6,NA,NA,0.4,NA,NA,10.2,NA,NA,1.988175882,NA,NA
2009-03-18,5.065972222,NA,NA,3.65,NA,NA,0.5,NA,NA,16.3,NA,NA,3.849024274,NA,NA
2009-03-19,8.533333333,NA,NA,8.2,NA,NA,2.9,NA,NA,19.6,NA,NA,3.129154581,NA,NA
2009-03-20,7.346527778,NA,NA,7.4,NA,NA,1.3,NA,NA,15.6,NA,NA,2.927131659,NA,NA
2009-03-21,3.471527778,NA,NA,3.35,NA,NA,0.5,NA,NA,10.7,NA,NA,1.935739074,NA,NA
2009-03-22,10.25069444,NA,NA,10.4,NA,NA,0.8,NA,NA,28,NA,NA,4.828021305,NA,NA
2009-03-23,15.31180556,NA,NA,15.6,NA,NA,6.3,NA,NA,27.7,NA,NA,4.667631383,NA,NA
2009-03-24,11.05138889,NA,NA,11.9,NA,NA,0.8,NA,NA,24.4,NA,NA,6.022173319,NA,NA
2009-03-25,2.361805556,NA,NA,2.25,NA,NA,0.3,NA,NA,8.1,NA,NA,1.306840343,NA,NA
2009-03-26,4.800694444,NA,NA,4.5,NA,NA,0.2,NA,NA,14,NA,NA,2.632117298,NA,NA
2009-03-27,3.678472222,NA,NA,3.1,NA,NA,0.4,NA,NA,11.2,NA,NA,2.470898118,NA,NA
2009-03-28,5.358333333,NA,NA,5.3,NA,NA,0.5,NA,NA,13.1,NA,NA,2.664490662,NA,NA
2009-03-29,10.52638889,NA,NA,10.9,NA,NA,0,NA,NA,23.8,NA,NA,4.05802298,NA,NA
2009-03-30,8.378472222,NA,NA,8.7,NA,NA,0.5,NA,NA,29.2,NA,NA,4.967857007,NA,NA
2009-03-31,7.417361111,NA,NA,6.85,NA,NA,0.2,NA,NA,18.1,NA,NA,3.7157448,NA,NA
2009-04-01,7.749305556,NA,NA,7.7,NA,NA,0.9,NA,NA,34.1,NA,NA,3.797109621,NA,NA
2009-04-02,3.3875,NA,NA,3.15,NA,NA,0.3,NA,NA,8.2,NA,NA,1.705518603,NA,NA
2009-04-03,11.71597222,NA,NA,10.6,NA,NA,1.7,NA,NA,37.6,NA,NA,7.529026936,NA,NA
2009-04-04,11.27083333,NA,NA,11.7,NA,NA,1,NA,NA,20.7,NA,NA,4.082332307,NA,NA
2009-04-05,11.23541667,NA,NA,11.75,NA,NA,0.6,NA,NA,19.3,NA,NA,3.658660933,NA,NA
2009-04-06,7.527083333,NA,NA,6.4,NA,NA,0.6,NA,NA,32.2,NA,NA,5.780473748,NA,NA
2009-04-07,9.748611111,NA,NA,10.35,NA,NA,1.3,NA,NA,22.1,NA,NA,5.49332699,NA,NA
2009-04-08,9.875,NA,NA,9.85,NA,NA,2.6,NA,NA,22,NA,NA,3.807491695,NA,NA
2009-04-09,11.64097222,NA,NA,12.3,NA,NA,0.4,NA,NA,22.8,NA,NA,5.322027233,NA,NA
2009-04-10,6.228472222,NA,NA,4.3,NA,NA,0.7,NA,NA,16.7,NA,NA,4.503684012,NA,NA
2009-04-11,6.53125,NA,NA,3.6,NA,NA,0.3,NA,NA,18.3,NA,NA,5.576216588,NA,NA
2009-04-12,16.22152778,NA,NA,16.05,NA,NA,6.5,NA,NA,25.7,NA,NA,4.095079141,NA,NA
2009-04-13,12.76388889,NA,NA,12.4,NA,NA,1.4,NA,NA,24.3,NA,NA,5.450407197,NA,NA
2009-04-14,3.564583333,NA,NA,3.3,NA,NA,0.3,NA,NA,8.4,NA,NA,1.915467726,NA,NA
2009-04-15,2.45,NA,NA,2.4,NA,NA,0.8,NA,NA,3.8,NA,NA,0.951933018,NA,NA
2009-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-07-28,3.69047619,3.631031746,NA,3.6,3.6,NA,0.6,1.175,NA,6.6,6.415,NA,1.268567173,1.152058872,NA
2009-07-29,3.358333333,3.3625,NA,2.65,2.895,NA,0.3,0.61,NA,19.6,18.41,NA,2.424770193,2.211993295,NA
2009-07-30,3.089583333,3.088854167,NA,2.9,2.93,NA,0.5,0.535,NA,7,6.82,NA,1.283881721,1.200655229,NA
2009-07-31,1.955555556,1.935486111,NA,1.9,1.7525,NA,0.1,0.575,NA,4.3,4.145,NA,0.883237669,0.83481758,NA
2009-08-01,2.346527778,2.378159722,NA,2.2,2.205,NA,0.3,0.73,NA,4.9,4.59,NA,0.946684549,0.914566416,NA
2009-08-02,3.449305556,3.425173611,NA,3.6,3.5525,NA,0.4,0.73,NA,7.1,6.5,NA,1.549779886,1.500880559,NA
2009-08-03,2.727083333,2.699652778,NA,2.8,2.9875,NA,0.2,0.395,NA,5.2,4.625,NA,1.053613081,0.905972346,NA
2009-08-04,2.636805556,2.576493056,NA,2.6,2.5525,NA,0.2,0.405,NA,7.1,6.205,NA,1.534942496,1.463281478,NA
2009-08-05,3.675,3.666076389,NA,3.65,3.825,NA,0.7,0.95,NA,8,6.895,NA,1.576155365,1.507706678,NA
2009-08-06,2.986805556,2.929270833,NA,2.7,2.6775,NA,0.4,0.94,NA,7.3,5.795,NA,1.366596841,1.077670852,NA
2009-08-07,4.475694444,4.357013889,NA,4.1,4.145,NA,1.4,1.495,NA,9.4,7.44,NA,1.586139551,1.347260146,NA
2009-08-08,2.905797101,2.814181159,NA,2.9,2.86,NA,0.4,0.635,NA,6.1,5.055,NA,1.233283441,1.062144183,NA
2009-08-09,2.755555556,2.756215278,NA,2.8,2.835,NA,0.3,0.495,NA,6.2,6.145,NA,1.402135124,1.337161204,NA
2009-08-10,3.054861111,3.083854167,NA,2.9,3.0575,NA,0.2,0.41,NA,8.2,6,NA,1.442115281,1.264689868,NA
2009-08-11,2.300719424,2.269510791,NA,2.1,2.085,NA,0.2,0.485,NA,7.5,6.755,NA,1.345173681,1.286349685,NA
2009-08-12,2.863888889,2.815006944,NA,2.75,2.74,NA,0.2,0.5,NA,5.6,5.055,NA,1.232520365,1.171598218,NA
2009-08-13,2.052083333,2.063236111,NA,2,2.25,NA,0.2,0.43,NA,4.5,4.03,NA,0.95814278,0.898144155,NA
2009-08-14,1.990277778,1.983902778,NA,1.65,1.6,NA,0.4,0.54,NA,4.3,4.295,NA,1.035341871,0.991875671,NA
2009-08-15,2.000694444,1.983541667,NA,1.75,1.7425,NA,0.2,0.42,NA,5.4,4.27,NA,1.104567537,1.016799943,NA
2009-08-16,1.718055556,1.724305556,NA,1.5,1.4275,NA,0.3,0.44,NA,4,3.88,NA,0.883702698,0.857324186,NA
2009-08-17,2.547222222,2.553854167,NA,2.8,2.78,NA,0.3,0.48,NA,5.5,4.33,NA,1.135377972,1.020536969,NA
2009-08-18,3.500694444,3.534652778,NA,3.7,3.885,NA,0.3,0.405,NA,8.3,7.84,NA,1.655991306,1.581902419,NA
2009-08-19,3.029166667,3.094270833,NA,3.05,3.0375,NA,0.3,0.57,NA,6,5.445,NA,1.180368261,1.141157088,NA
2009-08-20,2.515277778,2.5159375,NA,2.45,2.4,NA,0.2,0.47,NA,6.3,5.61,NA,1.262327711,1.143696309,NA
2009-08-21,2.960416667,3.070381944,NA,2.75,2.7475,NA,0.4,0.47,NA,7.9,9.59,NA,1.416595878,1.445971022,NA
2009-08-22,2.088194444,2.086395833,NA,2,2.0475,NA,0.3,0.295,NA,5.4,4.955,NA,1.078362948,1.022395823,NA
2009-08-23,2.650694444,2.65875,NA,2.7,2.7,NA,0.2,0.97,NA,5.2,5.06,NA,0.930673606,0.803236569,NA
2009-08-24,2.172222222,2.131527778,NA,2,1.985,NA,0.2,0.395,NA,7.1,5.825,NA,1.142959258,1.022933578,NA
2009-08-25,2.615277778,2.644131944,NA,2.6,2.595,NA,1,1.005,NA,4.9,4.405,NA,0.794061829,0.685166084,NA
2009-08-26,4.471527778,4.522076389,NA,4.15,4.3275,NA,1.8,1.88,NA,8.6,7.73,NA,1.589021038,1.334724293,NA
2009-08-27,3.272222222,3.341381944,NA,3.3,3.4,NA,0.4,0.83,NA,6.4,6.34,NA,1.371357576,1.218172815,NA
2009-08-28,2.682638889,2.637048611,NA,2.8,2.7275,NA,0.4,0.55,NA,5,4.88,NA,1.033043562,0.98190602,NA
2009-08-29,5.195833333,5.234465278,NA,5.6,5.7375,NA,0.9,0.77,NA,9.6,8.73,NA,1.959016272,1.792402844,NA
2009-08-30,2.5375,2.536,NA,2.55,2.45,NA,0.3,0.455,NA,6.1,5.81,NA,1.131177677,1.002547915,NA
2009-08-31,3.984722222,4.006138889,NA,4,4.1975,NA,0.5,0.7,NA,8.1,6.925,NA,1.719217558,1.546555318,NA
2009-09-01,2.489583333,2.501777778,NA,2.5,2.43,NA,0.2,0.49,NA,4.8,4.45,NA,1.049123427,0.934849567,NA
2009-09-02,2.272222222,2.276284722,NA,2.3,2.3875,NA,0.2,0.61,NA,4.3,3.915,NA,0.876455389,0.788696753,NA
2009-09-03,1.834722222,1.789145833,NA,1.7,1.6125,NA,0.2,0.38,NA,3.9,3.64,NA,0.8625316,0.819131401,NA
2009-09-04,2.516666667,2.475006944,NA,2.5,2.2575,NA,0.6,0.62,NA,5.1,4.615,NA,1.138579657,1.051704813,NA
2009-09-05,3.828472222,3.759104167,NA,3.6,3.6075,NA,1.2,1.6,NA,7.2,6.345,NA,1.460369873,1.298965929,NA
2009-09-06,2.694444444,2.785263889,NA,2.7,2.8225,NA,0.6,0.96,NA,5.7,5.715,NA,1.09210631,0.929568642,NA
2009-09-07,1.997916667,1.964618056,NA,1.9,1.93,NA,0.2,0.55,NA,4,3.605,NA,0.861407918,0.725042579,NA
2009-09-08,2.6,2.5664375,NA,2.4,2.3795,NA,0.5,0.565,NA,5.4,4.9,NA,1.240065417,1.181570028,NA
2009-09-09,2.480555556,2.463256944,NA,2.45,2.3575,NA,0.4,0.795,NA,4.9,4.99,NA,1.001486851,0.90878297,NA
2009-09-10,3.195138889,3.112611111,NA,3.2,3.2375,NA,0.2,0.405,NA,6.9,5.88,NA,1.672832273,1.538215927,NA
2009-09-11,3.361805556,3.326708333,NA,3.3,3.33,NA,1.5,1.835,NA,5.9,5.135,NA,0.82232797,0.680794054,NA
2009-09-12,2.909027778,2.926555556,NA,2.8,2.8275,NA,0.6,0.625,NA,6.4,5.445,NA,1.120496468,1.008651289,NA
2009-09-13,3.307638889,3.336638889,NA,3.3,3.465,NA,0.6,0.835,NA,7.7,6.795,NA,1.34601613,1.294017215,NA
2009-09-14,3.052777778,3.200868056,NA,2.9,3.1625,NA,0.5,0.985,NA,7.3,6.375,NA,1.20864858,1.101820599,NA
2009-09-15,3.447222222,3.567013889,NA,3.6,3.9375,NA,0.6,0.76,NA,7.9,6.185,NA,1.497314353,1.371443311,NA
2009-09-16,3.253472222,3.268208333,NA,3.1,3.29,NA,0.9,0.845,NA,7.1,5.85,NA,1.284327976,1.060845249,NA
2009-09-17,2.309027778,2.338951389,NA,2.2,2.3225,NA,0.2,0.525,NA,5.2,5.09,NA,1.066588129,0.945871725,NA
2009-09-18,5.423611111,5.319638889,NA,5.55,5.5375,NA,1.3,1.665,NA,9.6,8.81,NA,1.829057846,1.660437627,NA
2009-09-19,4.574305556,4.643951389,NA,4.65,4.9725,NA,0.9,1.15,NA,10.3,8.9,NA,1.826523563,1.581684343,NA
2009-09-20,3.075694444,3.0723125,NA,3.1,3.17,NA,0.7,1.015,NA,5.9,5.33,NA,1.053283015,1.000175806,NA
2009-09-21,2.197222222,2.242381944,NA,2.2,2.305,NA,0.2,0.3,NA,5.2,4.655,NA,1.130872826,1.070978547,NA
2009-09-22,2.595138889,2.555194444,NA,2.6,2.64,NA,0.1,0.155,NA,5.6,5.11,NA,1.325085028,1.20726864,NA
2009-09-23,3.611805556,3.629861111,NA,3.55,3.61,NA,0.8,0.77,NA,6.5,6.13,NA,1.36333079,1.26749863,NA
2009-09-24,3.746527778,3.784604167,NA,3.45,3.55,NA,0.9,1.23,NA,7.4,6.445,NA,1.465591992,1.31971154,NA
2009-09-25,4.506944444,4.541791667,NA,3.7,4.26,NA,0.7,0.485,NA,12.3,9.94,NA,2.489689305,2.31699858,NA
2009-09-26,3.024305556,3.038861111,NA,2.7,2.6525,NA,0.2,0.67,NA,7.6,6.255,NA,1.690708732,1.600961209,NA
2009-09-27,3.395138889,3.477006944,NA,3.5,3.5875,NA,0.6,0.74,NA,6.2,6.27,NA,1.22139035,1.096402046,NA
2009-09-28,3.602083333,3.620680556,NA,3.5,3.4925,NA,0.6,0.93,NA,7.4,7.27,NA,1.479910636,1.33963922,NA
2009-09-29,4.317361111,4.23525,NA,4.2,4.2275,NA,1.6,1.69,NA,7.1,7.09,NA,1.101132911,0.961031435,NA
2009-09-30,3.852083333,3.906708333,NA,3.9,3.872,NA,0.9,1.355,NA,7.5,6.475,NA,1.185398859,1.085831677,NA
2009-10-01,3.525,3.596895833,NA,3.4,3.69,NA,1.8,1.915,NA,6.6,5.655,NA,1.005891735,0.850186526,NA
2009-10-02,2.913194444,2.934631944,NA,2.9,2.885,NA,0.9,1.165,NA,7.2,5.19,NA,1.000786161,0.828395794,NA
2009-10-03,3.808333333,3.788041667,NA,3.9,3.8225,NA,0.3,0.7,NA,7.4,6.9,NA,1.637775226,1.578545847,NA
2009-10-04,2.003472222,1.9855,NA,2,1.87,NA,0.4,0.48,NA,5.8,4.735,NA,0.839198185,0.762814507,NA
2009-10-05,4.454166667,4.500090278,NA,4.4,4.3625,NA,1.9,2.075,NA,8.1,7.68,NA,1.32199653,1.256425961,NA
2009-10-06,3.370833333,3.4415625,NA,3.2,3.4025,NA,0.5,0.405,NA,7.8,6.605,NA,1.497778075,1.406133367,NA
2009-10-07,5.783333333,5.725805556,NA,5.6,5.7325,NA,0.7,1.18,NA,11.8,11.25,NA,2.378516903,2.195530454,NA
2009-10-08,4.463194444,4.579368056,NA,4.15,4.61,NA,0,0.8,NA,13.2,9.96,NA,2.506013649,2.239738311,NA
2009-10-09,2.073611111,2.038645833,NA,2,1.9025,NA,0.3,0.525,NA,5.9,4.795,NA,1.014922651,0.886517887,NA
2009-10-10,3.597222222,3.572805556,NA,3.3,3.1075,NA,0.4,0.705,NA,8.8,8.25,NA,1.921171861,1.812919171,NA
2009-10-11,4.272222222,4.298986111,NA,4,4.2105,NA,0.3,1.815,NA,10.5,7.88,NA,1.610648327,1.406368964,NA
2009-10-12,3.5625,3.567902778,NA,3.6,3.6475,NA,0.8,1.275,NA,6.4,6.62,NA,0.992410007,0.892195581,NA
2009-10-13,3.788194444,3.802118056,NA,3.2,3.145,NA,0.7,0.73,NA,8.2,7.29,NA,1.87894095,1.770326861,NA
2009-10-14,4.243055556,4.154951389,NA,4.2,4.15,NA,1.2,1.355,NA,8.3,7.43,NA,1.582361375,1.411936934,NA
2009-10-15,2.936111111,2.931736111,NA,3,2.9,NA,0.5,1.025,NA,5.1,4.645,NA,0.933420742,0.727425607,NA
2009-10-16,4.390277778,4.409173611,NA,4.6,4.7475,NA,0,0.75,NA,8.3,8.16,NA,1.949800759,1.848310479,NA
2009-10-17,3.215972222,3.209770833,NA,3,3.015,NA,0.4,0.81,NA,7.1,6.955,NA,1.347396515,1.269776594,NA
2009-10-18,3.845138889,3.827173611,NA,3.8,3.7325,NA,0.5,0.73,NA,7.7,7.47,NA,1.482665803,1.462162176,NA
2009-10-19,3.184027778,3.248111111,NA,3.15,3.545,NA,0.2,0.54,NA,7.3,7.04,NA,1.716870759,1.612394107,NA
2009-10-20,2.923611111,2.905777778,NA,3,2.965,NA,0.3,0.51,NA,6.8,6.085,NA,1.262087632,1.163144829,NA
2009-10-21,2.002777778,2.017166667,NA,1.9,1.8725,NA,0.2,0.395,NA,4.8,5.26,NA,0.911000713,0.847811333,NA
2009-10-22,3.794444444,3.767868056,NA,3.2,3.215,NA,0.6,0.71,NA,11.4,10.41,NA,2.419639278,2.292584556,NA
2009-10-23,4.224305556,4.245555556,NA,4.2,4.23,NA,0.2,0.46,NA,8.6,8.17,NA,1.845548283,1.602882359,NA
2009-10-24,4.423611111,4.456472222,NA,4.65,4.48,NA,0.4,0.65,NA,9.1,8.63,NA,2.034835988,1.957771017,NA
2009-10-25,4.648611111,4.666375,NA,4.7,4.85,NA,0,1.935,NA,9.4,8.21,NA,1.572979273,1.36512438,NA
2009-10-26,2.525694444,2.575277778,NA,2.4,2.475,NA,0.4,0.875,NA,6,5.71,NA,1.182195807,1.079208849,NA
