"wk_1","wk_2","wk_3","wk_4","wk_5","wk_6","wk_7","wk_8","wk_9","wk_10","wk_11","wk_12","wk_13","wk_14","wk_15","wk_16","wk_17","wk_18","wk_19","wk_20"
NA,NA,NA,NA,NA,NA,NA,NA,NA,532.224838613922,514.831675496367,486.562119811267,600.979636029201,493.747188978078,381.803976070501,363.137906745592,277.384482572097,188.926825922235,207.394272424104,46.9622891503655
270.426131278614,373.868283691041,210.902023095827,243.4879583362,396.024449792081,340.755291652371,586.901551858349,600.140738051265,535.410709460535,449.66509184235,465.881920274159,449.477636790142,412.761052916627,265.969858636455,368.309682537666,218.455536439402,82.0767088281829,39.5432630326343,26.4463174890068,0
147.019521490715,336.529018763834,382.191144069606,287.95833287791,367.611874448995,380.97058338129,509.455117023674,566.91476410027,633.599078399501,581.711181061341,582.879757643605,563.406576808668,459.665617545935,442.669751659445,358.662781013182,284.673281532739,282.12837238257,92.0302275806418,217.280500732818,9.80735466713635
243.546429788531,346.402732879537,233.450510842351,334.90357474215,479.918615359659,388.757369563482,498.612095788524,530.517906104198,605.062291919853,514.514777719663,540.216576526194,593.950528086649,576.14162021045,512.18366039452,474.875444147346,405.70583668508,285.331915366039,79.4938082409507,27.0020275573287,8.75715358664148
166.964370665431,114.966270055425,239.027588719439,176.974019493799,232.949480431561,417.719975995096,461.849108876734,591.125764536251,695.585976169486,543.110376415643,532.78211199702,432.295250537996,376.197278320206,NA,NA,NA,299.340108502065,146.873426002168,2.54440104908411,63.2101969964675
NA,NA,326.67447655716,373.720822633502,407.342150466945,NA,NA,NA,NA,462.272749825118,524.121470594634,479.023789780963,304.914375563372,320.184786278905,324.975984247414,258.560079223265,66.3284209749382,26.4181461924127,35.6101997859335,12.9454787499979
