date,MaxWindSp_ms_max_ALL_InstFilterMax,ma_2,ma_3,ma_5,ma_7,ma_10,ma_14
2008-07-22,8.2,6.449999999999999,7.266666666666667,8.3,7.457142857142857,7.63,7.464285714285714
2008-07-23,7.4,7.8,6.766666666666667,7.78,7.8428571428571425,7.39,7.421428571428572
2008-07-24,8.5,7.95,8.033333333333333,7.54,8.2,7.54,7.442857142857143
2008-07-25,6.2,7.35,7.366666666666667,7,7.6571428571428575,7.43,7.535714285714286
2008-07-26,8.7,7.449999999999999,7.8,7.8,7.514285714285714,7.83,7.65
2008-07-27,7.8,8.25,7.566666666666666,7.72,7.357142857142857,8.01,7.507142857142857
2008-07-28,8.4,8.1,8.3,7.92,7.885714285714285,7.85,7.607142857142857
2008-07-29,6.8,7.6,7.666666666666667,7.58,7.685714285714286,7.56,7.571428571428571
2008-07-30,4.5,5.65,6.566666666666666,7.24,7.271428571428571,7.12,7.557142857142857
2008-07-31,6.8,5.65,6.033333333333333,6.86,7.0285714285714285,7.33,7.614285714285714
2008-08-01,4.5,5.65,5.266666666666667,6.2,6.785714285714286,6.96,7.2214285714285715
2008-08-02,6,5.25,5.766666666666667,5.72,6.4,6.82,6.957142857142857
2008-08-03,7.6,6.8,6.033333333333333,5.88,6.371428571428571,6.7299999999999995,6.864285714285714
2008-08-04,7.4,7.5,7,6.46,6.228571428571429,6.85,7.057142857142857
2008-08-05,7,7.2,7.333333333333333,6.5,6.257142857142857,6.68,6.9714285714285715
2008-08-06,8,7.5,7.466666666666667,7.2,6.757142857142857,6.7,7.014285714285714
2008-08-07,9.2,8.6,8.066666666666666,7.84,7.1,6.78,7.064285714285714
2008-08-08,6,7.6,7.733333333333333,7.52,7.314285714285714,6.7,7.05
2008-08-09,5,5.5,6.733333333333333,7.04,7.171428571428572,6.75,6.785714285714286
2008-08-10,6.9,5.95,5.966666666666667,7.02,7.071428571428571,6.76,6.7214285714285715
2008-08-11,7.8,7.35,6.566666666666666,6.9799999999999995,7.128571428571428,7.09,6.678571428571429
2008-08-12,11.5,9.65,8.733333333333334,7.44,7.771428571428571,7.64,7.014285714285714
2008-08-13,6.6,9.05,8.633333333333333,7.56,7.571428571428571,7.54,7.164285714285715
