date,ppt_mm,sum_3,sum_5,sum_7,sum_10,sum_14
2008-05-25,0,2.7755575615628914e-17,0.15999999999999975,1.3199999999999998,2.92,2.92
2008-05-26,0,2.7755575615628914e-17,0.15999999999999975,0.16,2.67,2.92
2008-05-27,0,2.7755575615628914e-17,-2.498001805406602e-16,0.16,1.3199999999999998,2.92
2008-05-28,0,2.7755575615628914e-17,-2.498001805406602e-16,0.16,1.3199999999999998,2.92
2008-05-29,0,2.7755575615628914e-17,-2.498001805406602e-16,0,0.15999999999999984,2.92
2008-05-30,0,2.7755575615628914e-17,-2.498001805406602e-16,0,0.15999999999999984,2.67
2008-05-31,0,2.7755575615628914e-17,-2.498001805406602e-16,0,0.15999999999999984,1.3199999999999998
2008-06-01,2.74,2.74,2.7399999999999998,2.74,2.7399999999999998,4.06
2008-06-02,0,2.74,2.7399999999999998,2.74,2.7399999999999998,2.9
2008-06-03,0,2.74,2.7399999999999998,2.74,2.7399999999999998,2.9
2008-06-04,1.37,1.37,4.11,4.11,4.11,4.2700000000000005
2008-06-05,1.43,2.8000000000000003,5.54,5.54,5.54,5.54
2008-06-06,12.02,14.82,14.819999999999999,17.56,17.56,17.56
2008-06-07,5.58,19.03,20.4,23.14,23.14,23.14
2008-06-08,0,17.6,20.4,20.4,23.14,23.14
2008-06-09,0.35,5.93,19.38,20.75,23.49,23.49
2008-06-10,0.04,0.3899999999999997,17.99,20.79,23.53,23.53
2008-06-11,16.86,17.25,22.83,36.28,37.65,40.39
2008-06-12,0,16.9,17.25,34.85,37.65,40.39
2008-06-13,0,16.86,17.25,22.83,37.65,40.39
2008-06-14,0,-2.706168622523819e-16,16.9,17.25,36.28,40.39
2008-06-15,13.89,13.89,30.75,31.14,48.74,51.54
2008-06-16,0.04,13.93,13.93,30.83,36.76,51.58
2008-06-17,0.54,14.47,14.47,31.33,31.72,52.12
2008-06-18,3.47,4.050000000000001,17.94,17.94,35.19,54.22
2008-06-19,0.64,4.65,18.580000000000002,18.580000000000002,35.48,53.43
2008-06-20,0,4.11,4.69,18.580000000000002,35.44,41.410000000000004
2008-06-21,1,1.6400000000000001,5.65,19.580000000000002,19.58,36.83
2008-06-22,0.44,1.4400000000000002,5.55,6.129999999999999,20.02,37.27
2008-06-23,11.8,13.24,13.88,17.89,31.82,48.72
2008-06-24,3.48,15.72,16.72,20.830000000000002,35.3,52.160000000000004
2008-06-25,1.97,17.25,18.69,19.330000000000002,23.38,37.27
2008-06-26,0,5.45,17.69,18.69,23.34,37.27
2008-06-27,2.9,4.87,20.15,21.59,25.7,40.17
2008-06-28,8.31,11.21,16.66,28.900000000000002,30.54,48.480000000000004
2008-06-29,17.4,28.61,30.58,45.86,47.3,51.99
2008-06-30,13.21,38.92,41.82,47.269999999999996,60.51,65.16
2008-07-01,0,30.61,41.82,43.79,59.51,64.62
2008-07-02,1.81,15.020000000000001,40.73,43.629999999999995,60.88,62.96
2008-07-03,0.02,1.83,32.44,43.65,49.1,62.34
2008-07-04,0.42,2.25,15.46,41.17,46.04,62.760000000000005
2008-07-05,0,0.43999999999999995,2.2499999999999996,32.86,44.07,61.760000000000005
2008-07-06,0,0.42,2.2499999999999996,15.459999999999999,44.07,61.32
2008-07-07,0,-1.0408340855860843e-17,0.4399999999999995,2.2499999999999987,41.17,49.52
2008-07-08,0,-1.0408340855860843e-17,0.41999999999999954,2.2499999999999987,32.86,46.04
2008-07-09,0.9,0.9,0.8999999999999996,1.3399999999999985,16.36,44.97
2008-07-10,11.28,12.18,12.18,12.599999999999998,14.429999999999996,56.25
2008-07-11,0,12.18,12.18,12.179999999999998,14.429999999999996,53.35
2008-07-12,0,11.28,12.18,12.179999999999998,12.619999999999996,45.04
2008-07-13,0,-1.0408340855860843e-17,12.18,12.179999999999998,12.599999999999996,27.64
2008-07-14,2.71,2.71,13.989999999999998,14.889999999999999,14.889999999999997,17.14
2008-07-15,0.01,2.7199999999999998,2.7199999999999993,14.899999999999999,14.899999999999997,17.150000000000002
2008-07-16,0,2.7199999999999998,2.7199999999999993,13.999999999999998,14.899999999999997,15.340000000000002
2008-07-17,0,0.00999999999999999,2.7199999999999993,2.719999999999999,14.899999999999997,15.320000000000002
2008-07-18,0,-1.0408340855860843e-17,2.7199999999999993,2.719999999999999,14.899999999999997,14.900000000000002
2008-07-19,1.54,1.54,1.5499999999999994,4.259999999999999,15.539999999999996,16.44
2008-07-20,8.3,9.84,9.84,12.56,12.559999999999997,24.740000000000002
2008-07-21,13.57,23.41,23.41,23.419999999999998,26.13,38.31
2008-07-22,10,31.87,33.410000000000004,33.41,36.129999999999995,48.31
2008-07-23,0.46,24.03,33.87,33.87,36.589999999999996,47.870000000000005
2008-07-24,36.63,47.09,68.96000000000001,70.5,70.51,73.22
2008-07-25,14.9,51.99,75.56,85.4,85.4,88.12
2008-07-26,0,51.53,61.99,83.86,85.4,88.12
2008-07-27,7.94,22.840000000000003,59.93000000000001,83.5,93.34,96.06
2008-07-28,2.29,10.230000000000002,61.760000000000005,72.22,95.63,95.64
2008-07-29,0.28,10.510000000000003,25.410000000000004,62.5,94.37,95.91000000000001
2008-07-30,0,2.5700000000000025,10.510000000000002,62.04,86.07,95.91000000000001
2008-07-31,0,0.28000000000000264,10.510000000000002,25.409999999999997,72.5,95.91000000000001
2008-08-01,0.1,0.1000000000000026,2.6700000000000013,10.609999999999998,62.6,96.01
2008-08-02,0,0.1000000000000026,0.3800000000000014,10.609999999999998,62.14,94.47
2008-08-03,23.79,23.89,23.89,26.459999999999994,49.3,109.96000000000001
2008-08-04,1.8,25.590000000000003,25.689999999999998,25.969999999999995,36.199999999999996,98.19
2008-08-05,0,25.590000000000003,25.689999999999998,25.689999999999994,36.199999999999996,88.19
2008-08-06,5.37,7.1700000000000035,30.96,31.059999999999995,33.629999999999995,93.10000000000001
2008-08-07,26.94,32.31,57.9,57.99999999999999,58.28,83.41
2008-08-08,2.5,34.81,36.61,60.4,60.5,71.01
2008-08-09,7.58,37.02,42.39,67.97999999999999,68.08,78.59
2008-08-10,0,10.080000000000004,42.39,44.19,68.08,70.65
2008-08-11,1.95,9.530000000000003,38.97,44.339999999999996,69.92999999999999,70.31
2008-08-12,12.44,14.390000000000002,24.47,56.779999999999994,82.36999999999999,82.47
2008-08-13,4.1,18.490000000000002,26.07,55.51,62.68,86.57000000000001
2008-08-14,0,16.540000000000003,18.49,28.569999999999993,60.88,86.57000000000001
2008-08-15,0,4.100000000000002,18.49,26.069999999999993,60.88,86.47
2008-08-16,0.16,0.1600000000000029,16.7,18.649999999999995,55.67,86.63
2008-08-17,1.52,1.6800000000000028,5.78,20.169999999999995,30.249999999999996,64.36
2008-08-18,0,1.6800000000000028,1.6800000000000006,18.219999999999995,27.749999999999996,62.56
2008-08-19,5.39,6.910000000000003,7.07,11.169999999999995,25.56,67.95
2008-08-20,2.25,7.640000000000002,9.32,9.319999999999995,27.81,64.83
2008-08-21,0,7.640000000000002,9.16,9.319999999999995,25.859999999999996,37.89
2008-08-22,0,2.2500000000000027,7.640000000000001,9.319999999999995,13.419999999999998,35.39
2008-08-23,0,2.7373936450914016e-15,7.640000000000001,9.159999999999995,9.319999999999999,27.810000000000002
2008-08-24,0,2.7373936450914016e-15,2.2500000000000004,7.639999999999995,9.319999999999999,27.810000000000002
2008-08-25,0,2.7373936450914016e-15,5.134781488891349e-16,7.639999999999995,9.319999999999999,25.86
2008-08-26,0,2.7373936450914016e-15,5.134781488891349e-16,2.2499999999999956,9.159999999999998,13.420000000000002
2008-08-27,0,2.7373936450914016e-15,5.134781488891349e-16,-4.475586568020162e-15,7.639999999999998,9.320000000000002
2008-08-28,0,2.7373936450914016e-15,5.134781488891349e-16,-4.475586568020162e-15,7.639999999999998,9.320000000000002
2008-08-29,0,2.7373936450914016e-15,5.134781488891349e-16,-4.475586568020162e-15,2.2499999999999987,9.320000000000002
2008-08-30,0,2.7373936450914016e-15,5.134781488891349e-16,-4.475586568020162e-15,-1.4016565685892601e-15,9.160000000000002
2008-08-31,0,2.7373936450914016e-15,5.134781488891349e-16,-4.475586568020162e-15,-1.4016565685892601e-15,7.6400000000000015
2008-09-01,0,2.7373936450914016e-15,5.134781488891349e-16,-4.475586568020162e-15,-1.4016565685892601e-15,7.6400000000000015
2008-09-02,0,2.7373936450914016e-15,5.134781488891349e-16,-4.475586568020162e-15,-1.4016565685892601e-15,2.2500000000000018
2008-09-03,0,2.7373936450914016e-15,5.134781488891349e-16,-4.475586568020162e-15,-1.4016565685892601e-15,1.908195823574488e-15
2008-09-04,0,2.7373936450914016e-15,5.134781488891349e-16,-4.475586568020162e-15,-1.4016565685892601e-15,1.908195823574488e-15
2008-09-05,0,2.7373936450914016e-15,5.134781488891349e-16,-4.475586568020162e-15,-1.4016565685892601e-15,1.908195823574488e-15
2008-09-06,7.93,7.930000000000002,7.930000000000001,7.929999999999995,7.929999999999998,7.9300000000000015
2008-09-07,52.65,60.58,60.58,60.57999999999999,60.58,60.58
2008-09-08,0,60.58,60.58,60.57999999999999,60.58,60.58
2008-09-09,0,52.65,60.58,60.57999999999999,60.58,60.58
2008-09-10,14.29,14.290000000000003,74.87,74.86999999999999,74.86999999999999,74.87
2008-09-11,0,14.290000000000003,66.94,74.86999999999999,74.86999999999999,74.87
2008-09-12,0,14.290000000000003,14.29,74.86999999999999,74.86999999999999,74.87
2008-09-13,5.24,5.240000000000003,19.53,72.17999999999999,80.11,80.11
2008-09-14,12.37,17.610000000000003,31.9,31.89999999999999,92.47999999999999,92.48
2008-09-15,4.89,22.500000000000004,22.5,36.78999999999999,97.36999999999999,97.37
2008-09-16,0,17.26,22.5,36.78999999999999,89.44,97.37
2008-09-17,0,4.890000000000002,22.5,22.499999999999993,36.79,97.37
2008-09-18,0,2.7373936450914016e-15,17.26,22.499999999999993,36.79,97.37
2008-09-19,0,2.7373936450914016e-15,4.8900000000000015,22.499999999999993,36.79,97.37
2008-09-20,0,2.7373936450914016e-15,1.4016565685892601e-15,17.25999999999999,22.499999999999996,89.44
2008-09-21,0,2.7373936450914016e-15,1.4016565685892601e-15,4.8899999999999935,22.499999999999996,36.79
2008-09-22,0,2.7373936450914016e-15,1.4016565685892601e-15,-6.251943407420413e-15,22.499999999999996,36.79
2008-09-23,0,2.7373936450914016e-15,1.4016565685892601e-15,-6.251943407420413e-15,17.259999999999998,36.79
2008-09-24,0,2.7373936450914016e-15,1.4016565685892601e-15,-6.251943407420413e-15,4.889999999999998,22.5
2008-09-25,0,2.7373936450914016e-15,1.4016565685892601e-15,-6.251943407420413e-15,-1.4016565685892601e-15,22.5
2008-09-26,0,2.7373936450914016e-15,1.4016565685892601e-15,-6.251943407420413e-15,-1.4016565685892601e-15,22.5
2008-09-27,27.58,27.580000000000002,27.58,27.57999999999999,27.58,44.839999999999996
2008-09-28,9.06,36.64,36.64,36.63999999999999,36.64,41.53
2008-09-29,0.54,37.18,37.18,37.17999999999999,37.18,37.18
2008-09-30,0,9.600000000000003,37.18,37.17999999999999,37.18,37.18
2008-10-01,1.27,1.8100000000000023,38.45,38.449999999999996,38.449999999999996,38.449999999999996
2008-10-02,16.38,17.650000000000002,27.25,54.82999999999999,54.83,54.83
2008-10-03,2.74,20.390000000000004,20.93,57.56999999999999,57.56999999999999,57.57
2008-10-04,0.83,19.950000000000003,21.22,30.819999999999993,58.4,58.4
2008-10-05,0.02,3.590000000000003,21.240000000000002,21.77999999999999,58.419999999999995,58.42
2008-10-06,0.03,0.8800000000000026,20,21.269999999999992,58.449999999999996,58.449999999999996
2008-10-07,0,0.050000000000002556,3.6200000000000014,21.269999999999992,30.869999999999997,58.449999999999996
2008-10-08,0,0.03000000000000256,0.8800000000000013,19.99999999999999,21.81,58.449999999999996
2008-10-09,3.29,3.2900000000000027,3.340000000000001,6.909999999999991,24.56,61.739999999999995
2008-10-10,0,3.2900000000000027,3.320000000000001,4.169999999999991,24.56,61.739999999999995
2008-10-11,0,3.2900000000000027,3.2900000000000014,3.339999999999991,23.29,34.16
2008-10-12,0,2.7547408798511697e-15,3.2900000000000014,3.319999999999991,6.909999999999998,25.099999999999998
2008-10-13,0,2.7547408798511697e-15,3.2900000000000014,3.2899999999999907,4.169999999999998,24.56
2008-10-14,0,2.7547408798511697e-15,1.3183898417423734e-15,3.2899999999999907,3.3399999999999985,24.56
2008-10-15,0,2.7547408798511697e-15,1.3183898417423734e-15,3.2899999999999907,3.3199999999999985,23.29
2008-10-16,2.49,2.490000000000003,2.4900000000000015,2.489999999999991,5.779999999999999,9.4
2008-10-17,11.23,13.720000000000004,13.720000000000002,13.719999999999992,17.009999999999998,17.89
2008-10-18,0,13.720000000000004,13.720000000000002,13.719999999999992,17.009999999999998,17.060000000000002
2008-10-19,0,11.230000000000004,13.720000000000002,13.719999999999992,13.719999999999999,17.04
2008-10-20,0,2.7547408798511697e-15,13.720000000000002,13.719999999999992,13.719999999999999,17.01
2008-10-21,0,2.7547408798511697e-15,11.230000000000002,13.719999999999992,13.719999999999999,17.01
2008-10-22,7.38,7.380000000000003,7.380000000000001,21.09999999999999,21.099999999999998,24.39
2008-10-23,0,7.380000000000003,7.380000000000001,18.609999999999992,21.099999999999998,21.1
2008-10-24,0,7.380000000000003,7.380000000000001,7.379999999999991,21.099999999999998,21.1
2008-10-25,0,2.7547408798511697e-15,7.380000000000001,7.379999999999991,21.099999999999998,21.1
2008-10-26,47.52,47.52,54.900000000000006,54.89999999999999,66.13,68.62
2008-10-27,0,47.52,47.52,54.89999999999999,54.9,68.62
2008-10-28,0,47.52,47.52,54.89999999999999,54.9,68.62
2008-10-29,12.57,12.570000000000004,60.09,60.089999999999996,67.47,81.19
2008-10-30,0,12.570000000000004,60.09,60.089999999999996,67.47,78.7
2008-10-31,0,12.570000000000004,12.570000000000002,60.089999999999996,67.47,67.47
2009-05-01,1.92,NA,NA,NA,NA,NA
2009-05-02,1.19,NA,NA,NA,NA,NA
2009-05-03,0,3.11,NA,NA,NA,NA
2009-05-04,0,1.19,NA,NA,NA,NA
2009-05-05,0,0,3.11,NA,NA,NA
2009-05-06,2.29,2.29,3.48,NA,NA,NA
2009-05-07,15.43,17.72,17.72,20.83,NA,NA
2009-05-08,3.62,21.34,21.34,22.529999999999998,NA,NA
2009-05-09,0.81,19.86,22.15,22.15,NA,NA
2009-05-10,10.93,15.36,33.08,33.08,36.19,NA
2009-05-11,0,11.74,30.79,33.08,34.269999999999996,NA
2009-05-12,0,10.93,15.36,33.08,33.08,NA
2009-05-13,0,0,11.74,30.79,33.08,NA
2009-05-14,0,0,10.93,15.36,33.08,36.19
2009-05-15,3.15,3.15,3.150000000000001,14.889999999999999,36.23,37.419999999999995
2009-05-16,0,3.15,3.150000000000001,14.079999999999998,33.94,36.23
2009-05-17,11.87,15.02,15.02,15.019999999999998,30.379999999999995,48.099999999999994
2009-05-18,0.39,12.26,15.41,15.409999999999998,27.15,48.489999999999995
2009-05-19,0,12.26,15.41,15.409999999999998,26.339999999999996,48.489999999999995
2009-05-20,0,0.3900000000000001,12.26,15.409999999999998,15.409999999999997,46.199999999999996
2009-05-21,0,1.1102230246251565e-16,12.26,15.409999999999998,15.409999999999997,30.769999999999996
2009-05-22,0,1.1102230246251565e-16,0.3900000000000009,12.259999999999998,15.409999999999997,27.15
2009-05-23,0,1.1102230246251565e-16,8.881784197001252e-16,12.259999999999998,15.409999999999997,26.339999999999996
2009-05-24,0.03,0.03000000000000011,0.030000000000000887,0.41999999999999804,15.439999999999998,15.439999999999996
2009-05-25,0.44,0.4700000000000001,0.47000000000000086,0.46999999999999803,12.729999999999997,15.879999999999997
2009-05-26,0,0.4700000000000001,0.47000000000000086,0.46999999999999803,12.729999999999997,15.879999999999997
2009-05-27,2.79,3.2300000000000004,3.260000000000001,3.259999999999998,3.649999999999999,18.669999999999998
2009-05-28,12.59,15.38,15.850000000000001,15.849999999999998,15.849999999999998,31.259999999999998
2009-05-29,9.2,24.58,25.02,25.049999999999997,25.049999999999997,37.309999999999995
2009-05-30,2.61,24.4,27.19,27.659999999999997,27.659999999999997,39.919999999999995
2009-05-31,0,11.81,27.19,27.629999999999995,27.659999999999997,28.049999999999997
2009-06-01,0.92,3.5300000000000007,25.32,28.109999999999996,28.58,28.579999999999995
2009-06-02,0,0.9200000000000007,12.73,28.109999999999996,28.58,28.579999999999995
2009-06-03,0,0.9200000000000007,3.5300000000000016,25.319999999999997,28.549999999999997,28.579999999999995
2009-06-04,0,6.938893903907228e-16,0.9200000000000015,12.729999999999997,28.11,28.579999999999995
2009-06-05,0,6.938893903907228e-16,0.9200000000000015,3.529999999999998,28.11,28.579999999999995
2009-06-06,0,6.938893903907228e-16,1.4710455076283324e-15,0.919999999999998,25.319999999999997,28.579999999999995
2009-06-07,0,6.938893903907228e-16,1.4710455076283324e-15,0.919999999999998,12.729999999999999,28.549999999999997
2009-06-08,0,6.938893903907228e-16,1.4710455076283324e-15,-1.970645868709653e-15,3.5299999999999985,28.109999999999996
2009-06-09,5.16,5.160000000000001,5.160000000000002,5.159999999999998,6.079999999999999,33.269999999999996
2009-06-10,9.29,14.45,14.450000000000001,14.449999999999998,15.369999999999997,39.769999999999996
2009-06-11,0.07,14.52,14.520000000000001,14.519999999999998,14.519999999999998,27.249999999999996
2009-06-12,32.14,41.5,46.660000000000004,46.66,46.66,50.19
2009-06-13,1.21,33.42,47.870000000000005,47.87,47.87,48.79
2009-06-14,3.33,36.68,46.04,51.199999999999996,51.199999999999996,52.12
2009-06-15,1.92,6.4600000000000035,38.67,53.12,53.12,53.12
2009-06-16,4.08,9.330000000000004,42.68,52.04,57.199999999999996,57.199999999999996
2009-06-17,0,6.0000000000000036,10.540000000000001,42.75,57.199999999999996,57.199999999999996
2009-06-18,0,4.080000000000004,9.330000000000002,42.68,57.199999999999996,57.199999999999996
2009-06-19,19.66,19.660000000000004,25.66,30.2,71.7,76.86
2009-06-20,1.87,21.530000000000005,25.61,30.86,64.28,78.73
2009-06-21,0,21.530000000000005,21.53,27.529999999999998,64.21,78.73
2009-06-22,0.42,2.2900000000000054,21.95,26.029999999999998,32.49,79.14999999999999
2009-06-23,0.69,1.1100000000000052,22.64,22.639999999999997,31.97,74.67999999999999
2009-06-24,0.68,1.7900000000000051,3.6599999999999993,23.319999999999997,29.32,66.07
2009-06-25,1.53,2.9000000000000052,3.319999999999999,24.849999999999998,28.93,67.53
2009-06-26,0,2.2100000000000053,3.319999999999999,5.189999999999998,24.85,35.38999999999999
2009-06-27,1.9,3.430000000000005,4.799999999999999,5.219999999999998,26.75,36.08
2009-06-28,0.18,2.080000000000005,4.289999999999999,5.399999999999998,26.93,32.93
2009-06-29,11.83,13.910000000000005,15.44,16.81,19.1,42.839999999999996
2009-06-30,18.77,30.780000000000005,32.68,34.88999999999999,36,57.529999999999994
2009-07-01,2.03,32.63,34.71,36.239999999999995,38.03,59.559999999999995
2009-07-02,15.3,36.10000000000001,48.11,50.01,52.91,74.86
2009-07-03,15.54,32.870000000000005,63.47,65.55,67.76,70.74
2009-07-04,0,30.840000000000007,51.64,63.65,67.08,68.86999999999999
2009-07-05,9.19,24.730000000000004,42.059999999999995,72.66,74.74,78.06
2009-07-06,0,9.190000000000007,40.029999999999994,60.83,74.74,77.64
2009-07-07,0.02,9.210000000000006,24.749999999999996,42.08,72.86,76.97
2009-07-08,11.75,11.770000000000007,20.959999999999997,51.8,84.42999999999999,88.03999999999999
2009-07-09,0.9,12.670000000000007,21.859999999999996,37.4,73.5,87.41
2009-07-10,0,12.650000000000006,12.669999999999998,21.859999999999996,54.73,87.41
2009-07-11,0,0.9000000000000066,12.669999999999998,21.859999999999996,52.7,85.50999999999999
2009-07-12,5.79,5.790000000000006,18.439999999999998,18.459999999999997,43.19,91.11999999999999
2009-07-13,0,5.790000000000006,6.689999999999999,18.459999999999997,27.65,79.28999999999999
2009-07-14,0,5.790000000000006,5.789999999999998,18.439999999999998,27.65,60.519999999999996
2009-07-15,0,6.189493362285248e-15,5.789999999999998,6.689999999999998,18.46,58.489999999999995
2009-07-16,0,6.189493362285248e-15,5.789999999999998,5.789999999999998,18.46,43.19
2009-07-17,0.37,0.3700000000000062,0.3699999999999982,6.1599999999999975,18.81,28.019999999999996
2009-07-18,17.25,17.620000000000005,17.619999999999997,23.409999999999997,24.31,45.269999999999996
2009-07-19,0,17.620000000000005,17.619999999999997,17.619999999999997,23.41,36.08
2009-07-20,0,17.250000000000007,17.619999999999997,17.619999999999997,23.41,36.08
2009-07-21,0,6.189493362285248e-15,17.619999999999997,17.619999999999997,23.41,36.059999999999995
2009-07-22,15.15,15.150000000000006,32.4,32.769999999999996,32.769999999999996,39.459999999999994
2009-07-23,0,15.150000000000006,15.149999999999999,32.769999999999996,32.769999999999996,38.559999999999995
2009-07-24,24.44,39.59000000000001,39.59,56.839999999999996,57.21,63
2009-07-25,10.14,34.580000000000005,49.730000000000004,49.73,67.35,73.14
2009-07-26,0.35,34.93000000000001,50.08,50.08,67.7,67.7
2009-07-27,5.87,16.360000000000007,40.8,55.949999999999996,73.2,73.57
2009-07-28,1.01,7.230000000000007,41.81,56.96,56.96,74.58
2009-07-29,0,6.880000000000007,17.369999999999997,41.81,56.96,74.58
2009-07-30,27.64,28.650000000000006,34.87,69.45,84.60000000000001,102.22
2009-07-31,0.15,27.790000000000006,34.67,45.16,84.75,102
2009-08-01,35.79,63.580000000000005,64.59,70.81,105.39,120.53999999999999
2009-08-02,0,35.940000000000005,63.58,70.46,105.39,120.53999999999999
2009-08-03,3.69,39.480000000000004,67.27,68.28,84.64,124.23
2009-08-04,0,3.690000000000006,39.629999999999995,67.27,74.5,124.23
2009-08-05,0,3.690000000000006,39.48,67.27,74.15,109.08
2009-08-06,0,6.078471059822732e-15,3.6899999999999973,39.629999999999995,68.28,109.08
2009-08-07,0,6.078471059822732e-15,3.6899999999999973,39.48,67.27,84.64
2009-08-08,0,6.078471059822732e-15,-2.7478019859472624e-15,3.6899999999999955,67.27,74.5
2009-08-09,0,6.078471059822732e-15,-2.7478019859472624e-15,3.6899999999999955,39.63,74.14999999999999
2009-08-10,0,6.078471059822732e-15,-2.7478019859472624e-15,-4.538036613155327e-15,39.480000000000004,68.28
2009-08-11,15.21,15.210000000000006,15.209999999999997,15.209999999999996,18.900000000000006,82.48
2009-08-12,5.77,20.980000000000008,20.979999999999997,20.979999999999997,24.670000000000005,88.25
2009-08-13,0,20.980000000000008,20.979999999999997,20.979999999999997,20.980000000000004,60.61
2009-08-14,0,5.770000000000006,20.979999999999997,20.979999999999997,20.980000000000004,60.459999999999994
2009-08-15,0,6.078471059822732e-15,20.979999999999997,20.979999999999997,20.980000000000004,24.669999999999998
2009-08-16,0,6.078471059822732e-15,5.769999999999997,20.979999999999997,20.980000000000004,24.669999999999998
2009-08-17,0,6.078471059822732e-15,-2.7478019859472624e-15,20.979999999999997,20.980000000000004,20.979999999999997
2009-08-18,0,6.078471059822732e-15,-2.7478019859472624e-15,5.769999999999995,20.980000000000004,20.979999999999997
2009-08-19,0,6.078471059822732e-15,-2.7478019859472624e-15,-4.538036613155327e-15,20.980000000000004,20.979999999999997
2009-08-20,0,6.078471059822732e-15,-2.7478019859472624e-15,-4.538036613155327e-15,20.980000000000004,20.979999999999997
2009-08-21,0,6.078471059822732e-15,-2.7478019859472624e-15,-4.538036613155327e-15,5.770000000000003,20.979999999999997
2009-08-22,22.74,22.740000000000006,22.739999999999995,22.739999999999995,22.740000000000002,43.72
2009-08-23,8.87,31.610000000000003,31.609999999999996,31.609999999999992,31.61,52.589999999999996
2009-08-24,2.08,33.690000000000005,33.69,33.68999999999999,33.69,54.669999999999995
2009-08-25,1.04,11.990000000000004,34.73,34.72999999999999,34.730000000000004,40.49999999999999
2009-08-26,0,3.1200000000000054,34.73,34.72999999999999,34.730000000000004,34.73
2009-08-27,0,1.0400000000000051,11.989999999999997,34.72999999999999,34.730000000000004,34.73
2009-08-28,0,5.190292640122607e-15,3.1199999999999974,34.72999999999999,34.730000000000004,34.73
2009-08-29,20.57,20.570000000000004,21.61,32.559999999999995,55.300000000000004,55.3
2009-08-30,12.05,32.620000000000005,32.62,35.739999999999995,67.35000000000001,67.35
2009-08-31,0,32.620000000000005,32.62,33.66,67.35000000000001,67.35
2009-09-01,0,12.050000000000006,32.62,32.62,44.61000000000001,67.35
2009-09-02,0,5.190292640122607e-15,32.62,32.62,35.74,67.35
2009-09-03,0,5.190292640122607e-15,12.05,32.62,33.660000000000004,67.35
2009-09-04,0,5.190292640122607e-15,-8.326672684688674e-17,32.62,32.620000000000005,67.35
2009-09-05,0,5.190292640122607e-15,-8.326672684688674e-17,12.049999999999995,32.620000000000005,44.61
2009-09-06,0,5.190292640122607e-15,-8.326672684688674e-17,-4.538036613155327e-15,32.620000000000005,35.739999999999995
2009-09-07,0,5.190292640122607e-15,-8.326672684688674e-17,-4.538036613155327e-15,32.620000000000005,33.66
2009-09-08,0,5.190292640122607e-15,-8.326672684688674e-17,-4.538036613155327e-15,12.050000000000004,32.62
2009-09-09,0,5.190292640122607e-15,-8.326672684688674e-17,-4.538036613155327e-15,3.164135620181696e-15,32.62
2009-09-10,0,5.190292640122607e-15,-8.326672684688674e-17,-4.538036613155327e-15,3.164135620181696e-15,32.62
2009-09-11,0,5.190292640122607e-15,-8.326672684688674e-17,-4.538036613155327e-15,3.164135620181696e-15,32.62
2009-09-12,2.2,2.2000000000000055,2.2,2.1999999999999957,2.2000000000000033,14.249999999999996
2009-09-13,6.38,8.580000000000005,8.58,8.579999999999995,8.580000000000004,8.579999999999995
2009-09-14,0,8.580000000000005,8.58,8.579999999999995,8.580000000000004,8.579999999999995
2009-09-15,2,8.380000000000004,10.58,10.579999999999995,10.580000000000004,10.579999999999995
2009-09-16,0,2.0000000000000053,10.58,10.579999999999995,10.580000000000004,10.579999999999995
2009-09-17,0,2.0000000000000053,8.379999999999999,10.579999999999995,10.580000000000004,10.579999999999995
2009-09-18,0,5.190292640122607e-15,2,10.579999999999995,10.580000000000004,10.579999999999995
2009-09-19,1.4,1.400000000000005,3.4,9.779999999999996,11.980000000000004,11.979999999999995
2009-09-20,0,1.400000000000005,1.4,3.3999999999999955,11.980000000000004,11.979999999999995
2009-09-21,0,1.400000000000005,1.4,3.3999999999999955,11.980000000000004,11.979999999999995
2009-09-22,0,5.190292640122607e-15,1.4,1.3999999999999955,9.780000000000003,11.979999999999995
2009-09-23,0,5.190292640122607e-15,1.4,1.3999999999999955,3.400000000000003,11.979999999999995
2009-09-24,0.42,0.42000000000000515,0.4199999999999998,1.8199999999999954,3.820000000000003,12.399999999999995
2009-09-25,0,0.42000000000000515,0.4199999999999998,1.8199999999999954,1.820000000000003,12.399999999999995
2009-09-26,0,0.42000000000000515,0.4199999999999998,0.41999999999999543,1.820000000000003,10.199999999999994
2009-09-27,6.65,6.650000000000006,7.07,7.069999999999996,8.470000000000004,10.469999999999995
2009-09-28,9.46,16.110000000000007,16.53,16.529999999999998,17.930000000000003,19.929999999999996
2009-09-29,2.92,19.030000000000005,19.03,19.449999999999996,19.450000000000003,20.849999999999994
2009-09-30,0.84,13.220000000000006,19.87,20.289999999999996,20.290000000000003,21.689999999999994
2009-10-01,0.08,3.840000000000005,19.95,19.949999999999996,20.370000000000005,21.769999999999996
2009-10-02,0,0.9200000000000051,13.3,19.949999999999996,20.370000000000005,21.769999999999996
2009-10-03,6.28,6.360000000000006,10.12,26.229999999999997,26.650000000000006,26.649999999999995
2009-10-04,17.57,23.85000000000001,24.77,37.15,43.800000000000004,44.22
2009-10-05,0,23.85000000000001,23.93,27.689999999999994,43.800000000000004,44.22
2009-10-06,0.34,17.910000000000007,24.19,25.109999999999996,44.14,44.559999999999995
2009-10-07,11.42,11.760000000000007,35.61,35.69,48.910000000000004,55.98
