year,week,site,max,mean,median,min,obs,sd,watertemp_weekly_range,watertemp_weekly_cv
2010,23,coffin,21.63,18.753035714285716,18.37,13.78,168,1.3266439395819158,7.85,0.07074288983363387
2010,24,coffin,18.69,17.62559523809524,17.57,16.77,168,0.3737505370287575,1.9200000000000017,0.021204988085789488
2010,25,coffin,21.8,19.513571428571428,19.67,17.24,168,1.2277262396064952,4.560000000000002,0.06291653191731371
2010,26,coffin,22.3,21.266190476190477,21.13,19.83,168,0.5447515607162278,2.4700000000000024,0.025615850724469386
2010,27,coffin,27.32,22.323571428571427,21.63,19.99,168,2.120896964726757,7.330000000000002,0.09500706334167791
2010,28,coffin,26.96,25.399940476190476,25.38,23.83,168,0.6359344080060453,3.1300000000000026,0.025036846389548065
2010,29,coffin,26.43,25.2,25.125,24.34,168,0.4659366974042972,2.09,0.018489551484297508
2010,30,coffin,24.87,23.74732142857143,23.83,22.63,168,0.5299208767221493,2.240000000000002,0.022314974693717606
2010,31,coffin,24.52,23.387083333333333,23.31,22.3,168,0.4347266388191575,2.219999999999999,0.018588322135900837
2010,32,coffin,24.87,23.552857142857142,23.31,22.3,168,0.6777332268488997,2.5700000000000003,0.028774989918980396
2010,33,coffin,25.04,23.681011904761906,23.66,22.81,168,0.5970643150152368,2.2300000000000004,0.025212787249820852
2010,34,coffin,23.48,22.03029761904762,21.97,20.81,168,0.8123061173337119,2.6700000000000017,0.03687222621229519
2010,35,coffin,22.97,21.338630952380953,21.13,19.99,168,0.7055926507106008,2.9800000000000004,0.03306644424776797
2010,36,coffin,24.17,21.381964285714286,21.049999999999997,19.99,168,1.0289074834479992,4.180000000000003,0.0481203443097804
2010,37,coffin,20.48,19.250059523809526,19.34,17.57,168,0.6065387192855752,2.91,0.03150840746935743
2010,38,coffin,18.86,17.998,17.97,17.09,130,0.45860658521220604,1.7699999999999996,0.02548097484232726
2011,22,coffin,15.35,13.89,14.09,11,41,0.9914433922317503,4.35,0.07137821398356733
2011,23,coffin,20.32,17.340714285714284,17.09,14.72,168,1.3078334103607285,5.6,0.07541981194155044
2011,24,coffin,20,18.330119047619046,18.22,17.09,168,0.5856251975200051,2.91,0.031948794003936035
2011,25,coffin,21.64,19.39315476190476,19.19,17.73,168,0.931979504208442,3.91,0.04805713746167747
2011,26,coffin,21.97,19.46184523809524,19.19,18.05,168,0.9846265226363675,3.919999999999998,0.0505926601815242
2011,27,coffin,23.32,21.91077380952381,21.8,19.84,168,0.6683799315977748,3.4800000000000004,0.03050462468410196
2011,28,coffin,23.66,22.85309523809524,22.98,20.98,168,0.43156580583684756,2.6799999999999997,0.01888434810867299
2011,29,coffin,25.39,24.01440476190476,24,22.81,168,0.5432412178908299,2.580000000000002,0.02262147337303985
2011,30,coffin,25.56,24.47125,24.35,23.32,168,0.5629692320965909,2.2399999999999984,0.02300533205686636
2011,31,coffin,25.39,24.120773809523808,24,22.98,168,0.5285716795173535,2.41,0.02191354571339055
2011,32,coffin,25.56,24.19238095238095,24.18,22.81,168,0.5982381698775906,2.75,0.02472837093029959
2011,33,coffin,24.35,22.436130952380953,22.31,20.65,168,0.7585117208408713,3.700000000000003,0.0338075991110391
2011,34,coffin,23.66,22.34642857142857,22.31,21.31,168,0.5358962337155597,2.3500000000000014,0.02398129222316713
2011,35,coffin,23.32,21.469940476190477,21.31,20,168,0.8038518773673897,3.3200000000000003,0.037440806054345493
2011,36,coffin,22.98,21.12,21.14,19.03,168,0.756468314853468,3.9499999999999993,0.035817628544198295
2011,37,coffin,21.64,20.426369047619048,20.48,18.54,168,0.6021681639864797,3.1000000000000014,0.029479941470883685
2011,38,coffin,20,18.82368,18.7,17.73,125,0.49903218591654547,2.2699999999999996,0.02651087278983416
2012,21,coffin,19.67,18.22915254237288,18.86,16.13,59,1.0773327346540709,3.5400000000000027,0.05909944152092959
2012,22,coffin,21.3,19.053571428571427,19.02,17.24,168,0.8776685812879382,4.060000000000002,0.04606320576581494
2012,23,coffin,18.69,17.12952380952381,17.08,15.98,168,0.6043820118072506,2.710000000000001,0.035283059735217004
2012,24,coffin,22.81,19.52845238095238,19.34,16.93,168,1.2134100945678206,5.879999999999999,0.0621354970121111
2012,25,coffin,23.14,21.287857142857142,21.13,19.83,168,0.8917070642602694,3.3100000000000023,0.04188806126780449
2012,26,coffin,22.81,20.900238095238095,20.48,19.18,168,1.170632641478339,3.629999999999999,0.056010493093141156
2012,27,coffin,23.14,21.92982142857143,21.97,20.48,168,0.6765051731941345,2.66,0.030848640304601146
2012,28,coffin,25.04,22.980595238095237,22.81,21.63,168,0.6580989700253649,3.41,0.0286371594472203
2012,29,coffin,25.56,24.46309523809524,24.52,22.97,168,0.48745453020677204,2.59,0.019926118320779042
2012,30,coffin,25.21,23.691369047619048,23.66,22.63,168,0.5582950152617825,2.580000000000002,0.023565333609029675
2012,31,coffin,25.73,23.732321428571428,23.66,22.81,168,0.6147468913108795,2.9200000000000017,0.025903361083369766
2012,32,coffin,25.91,24.731964285714287,24.69,23.48,168,0.5328763424300637,2.4299999999999997,0.021546058221419334
2012,33,coffin,25.73,24.575059523809525,24.52,23.66,168,0.394604322437045,2.0700000000000003,0.016057105459082732
2012,34,coffin,25.38,23.911488095238095,23.83,22.97,168,0.484144581613109,2.41,0.020247363095294978
2012,35,coffin,25.04,23.234642857142855,23.225,21.97,168,0.7517149198911766,3.0700000000000003,0.03235319451704343
2012,36,coffin,23.31,22.344345238095237,22.3,21.63,168,0.3806449614585424,1.6799999999999997,0.017035404591295635
2012,37,coffin,22.3,20.920535714285712,20.81,19.83,168,0.603373012927184,2.4700000000000024,0.028841183666017078
2012,38,coffin,20.32,19.256964285714286,19.34,18.21,168,0.5141888081759254,2.1099999999999994,0.026701446840059553
2012,39,coffin,19.02,18.052190476190475,17.89,17.41,105,0.43867146667826,1.6099999999999994,0.024300179374732153
2013,21,coffin,NA,NaN,NA,NA,0,NA,NA,NA
2013,22,coffin,18.06,15.241666666666667,15.04,12.4,108,1.5724636899066273,5.659999999999998,0.10316874947446433
2013,23,coffin,18.38,16.75839285714286,16.62,14.41,168,0.7397291382881347,3.969999999999999,0.04414081616262165
2013,24,coffin,17.26,16.489464285714288,16.46,15.67,168,0.35032450128685294,1.5900000000000016,0.02124535371293766
2013,25,coffin,20.01,18.009761904761906,17.9,16.62,168,1.0077983072029544,3.3900000000000006,0.05595844700959014
2013,26,coffin,22.98,21.372440476190476,21.48,19.03,168,0.8536918746216231,3.9499999999999993,0.039943584148598325
2013,27,coffin,25.39,23.407559523809525,23.14,21.81,168,0.9965548421045013,3.580000000000002,0.042574059935245843
2013,28,coffin,25.92,24.829047619047618,24.69,24.18,168,0.37540435380609577,1.740000000000002,0.015119563165125355
2013,29,coffin,26.09,25.51892857142857,25.57,23.66,168,0.37937394964573334,2.4299999999999997,0.014866374526024847
2013,30,coffin,25.22,23.824940476190477,23.66,22.64,168,0.6064572660933143,2.5799999999999983,0.025454723242619604
2013,31,coffin,24.18,23.107916666666668,23.14,21.98,168,0.4782714061327015,2.1999999999999993,0.02069729664650433
2013,32,coffin,22.98,22.122083333333332,22.14,21.31,168,0.33103874651860127,1.6700000000000017,0.014964175911036165
2013,33,coffin,21.98,21.269345238095237,21.14,20.49,168,0.40545552098614523,1.490000000000002,0.01906290562531936
2013,34,coffin,22.81,21.751666666666665,21.81,20.98,168,0.3565245860233509,1.8299999999999983,0.016390678998851473
2013,35,coffin,24.52,22.73047619047619,22.64,21.64,168,0.5262564770805515,2.879999999999999,0.023152021658967573
2013,36,coffin,23.14,21.393333333333334,21.395,19.36,168,1.0357887252877072,3.780000000000001,0.04841642530170024
2013,37,coffin,20.66,19.653988095238095,19.68,18.54,168,0.4447890435595301,2.120000000000001,0.02263098163101547
2013,38,coffin,18.87,18.383030303030303,18.38,17.58,33,0.3454298485988594,1.2900000000000027,0.018790691355272254
2013,39,coffin,NA,NaN,NA,NA,0,NA,NA,NA
2014,22,coffin,NA,NaN,NA,NA,0,NA,NA,NA
2014,23,coffin,20.66,17.964496124031008,17.9,15.04,129,1.1057336091654193,5.620000000000001,0.061551050557231354
2014,24,coffin,20.01,18.184345238095236,18.06,16.78,168,0.6999919930089127,3.2300000000000004,0.038494209378650966
2014,25,coffin,21.48,18.834940476190475,18.71,15.99,168,1.0036484325083255,5.49,0.05328652000663619
2014,26,coffin,23.66,20.981488095238095,20.98,18.87,168,1.0985214013930296,4.789999999999999,0.052356696360462016
2014,27,coffin,25.39,21.937916666666666,21.725,19.19,168,1.2987482938346917,6.199999999999999,0.05920107700144841
2014,28,coffin,24.35,22.795119047619046,22.81,21.48,168,0.7844575440630365,2.870000000000001,0.03441339974686262
2014,29,coffin,24.87,23.540357142857143,23.49,22.48,168,0.5476021686938932,2.3900000000000006,0.023262271059470832
2014,30,coffin,24.18,23.343630952380952,23.32,21.31,168,0.44778286225672354,2.870000000000001,0.01918222847037648
2014,31,coffin,24.18,23.014821428571427,22.98,22.14,168,0.4574584477243305,2.039999999999999,0.019876688991226545
2014,32,coffin,25.04,23.148809523809522,23.14,22.14,168,0.622948186082506,2.8999999999999986,0.02691059276468527
2014,33,coffin,23.32,21.480238095238096,21.31,20.33,168,0.6400925759962007,2.990000000000002,0.029799137847457163
2014,34,coffin,23.14,21.4425,21.48,18.71,168,0.6616326657830142,4.43,0.030856134582395438
2014,35,coffin,22.64,21.63154761904762,21.64,20.49,168,0.499816718617801,2.150000000000002,0.02310591583274829
2014,36,coffin,23.66,22.281666666666666,22.31,21.31,168,0.5532837916402542,2.3500000000000014,0.024831346771198484
2014,37,coffin,22.48,20.06642857142857,19.84,18.22,168,1.1407127122432694,4.260000000000002,0.056846822950221663
2014,38,coffin,18.54,18.204,18.22,17.9,10,0.19155503995805853,0.6400000000000006,0.01052268951648311
2014,39,coffin,NA,NaN,NA,NA,0,NA,NA,NA
2015,23,coffin,18.06,16.923939393939396,16.78,15.83,132,0.562279653297722,2.2299999999999986,0.03322392264646605
2015,24,coffin,20.33,18.53595238095238,18.71,15.83,168,1.0727809505107406,4.499999999999998,0.057875685503655835
2015,25,coffin,21.14,19.595357142857143,19.68,18.38,168,0.6029169542491978,2.7600000000000016,0.030768357517228093
2015,26,coffin,22.48,20.411607142857143,20.33,19.36,168,0.6386665847026443,3.120000000000001,0.03128938256712137
2015,27,coffin,22.31,20.65595238095238,20.49,19.52,168,0.7168905227933646,2.789999999999999,0.034706243971323054
2015,28,coffin,24.52,22.663452380952382,22.48,21.31,168,0.8552185616191976,3.210000000000001,0.03773558181885698
2015,29,coffin,24.35,22.977619047619047,22.98,22.31,168,0.44216159033813085,2.0400000000000027,0.019243142182042046
2015,30,coffin,24.87,23.387083333333333,23.14,22.31,168,0.6566101972234399,2.5600000000000023,0.028075762499532433
2015,31,coffin,25.22,23.91845238095238,23.83,23.32,168,0.42025225970921865,1.8999999999999986,0.01757021119158568
2015,32,coffin,24.35,23.321428571428573,23.32,22.64,168,0.4070579203946666,1.7100000000000009,0.017454244672359363
2015,33,coffin,25.92,23.615952380952383,23.49,22.31,168,0.8906172508654924,3.610000000000003,0.03771252738398245
2015,34,coffin,25.74,24.796607142857145,24.69,23.83,168,0.4517495336425692,1.9100000000000001,0.0182181994109101
2015,35,coffin,24.35,23.299761904761905,23.32,22.48,168,0.3983528246558822,1.870000000000001,0.017096862460833497
2015,36,coffin,24.69,23.64672619047619,23.66,22.81,168,0.45897111832190945,1.8800000000000026,0.01940949942181687
2015,37,coffin,24,22.563928571428573,22.64,21.14,168,0.8216589292796692,2.8599999999999994,0.03641471061560129
2015,38,coffin,22.48,21.29827380952381,21.31,19.84,168,0.6307822318206262,2.6400000000000006,0.02961658946926316
2015,39,coffin,20.01,19.916666666666668,20.01,19.68,9,0.12103718436910291,0.33000000000000185,0.006077180805143242
2016,22,coffin,NA,NaN,NA,NA,0,NA,NA,NA
2016,23,coffin,21.48,19.01214285714286,19.6,11.47,154,2.1175796901567443,10.01,0.11138037969040245
2016,24,coffin,17.9,15.380297619047619,15.36,13.18,168,0.8772824298882911,4.719999999999999,0.05703936631251055
2016,25,coffin,20.33,18.576071428571428,18.71,16.78,168,0.7185047978740344,3.549999999999997,0.038679050122994184
2016,26,coffin,23.32,21.58375,21.81,19.03,168,0.9203713696567445,4.289999999999999,0.04264186573958392
2016,27,coffin,23.83,21.973928571428573,21.98,18.71,168,0.9167581751768757,5.1199999999999974,0.04172026737034557
2016,28,coffin,23.66,22.103869047619046,21.98,20.98,168,0.6905017923682444,2.6799999999999997,0.031238955989138152
2016,29,coffin,24.18,23.15220238095238,23.14,22.31,168,0.4706059612592473,1.870000000000001,0.020326617464540692
2016,30,coffin,24.35,23.399285714285714,23.32,22.48,168,0.48025014867637283,1.870000000000001,0.020524137127107725
2016,31,coffin,25.22,24.11559523809524,24,22.98,168,0.5372370013930643,2.2399999999999984,0.02227757582132556
2016,32,coffin,24.87,23.87,23.83,23.14,168,0.3567199206610242,1.7300000000000004,0.01494427820113214
2016,33,coffin,24.87,24.065595238095238,24.18,22.98,168,0.43225311721543225,1.8900000000000006,0.01796145546947396
2016,34,coffin,25.04,23.516488095238095,23.49,22.14,168,0.706792654280485,2.8999999999999986,0.0300551958021149
2016,35,coffin,24.87,23.097619047619048,22.98,22.31,168,0.5678104158762242,2.5600000000000023,0.024583071298630466
2016,36,coffin,23.83,22.63345238095238,22.64,21.81,168,0.44183475396878463,2.0199999999999996,0.01952131502221107
2016,37,coffin,23.14,22.046904761904763,22.14,20.66,168,0.6142908402250306,2.4800000000000004,0.02786290623827044
2016,38,coffin,22.14,21.084642857142857,21.14,20.33,168,0.3721597314288277,1.8100000000000023,0.01765074864916438
2016,39,coffin,21.48,19.869097744360904,19.68,18.71,133,0.765662179885486,2.7699999999999996,0.03853532705594498
2006,28,fichter,NA,NaN,NA,NA,0,NA,NA,NA
2006,29,fichter,NA,NaN,NA,NA,0,NA,NA,NA
2006,30,fichter,NA,NaN,NA,NA,0,NA,NA,NA
2006,31,fichter,NA,NaN,NA,NA,0,NA,NA,NA
2006,32,fichter,NA,NaN,NA,NA,0,NA,NA,NA
2006,33,fichter,NA,NaN,NA,NA,0,NA,NA,NA
2006,34,fichter,NA,NaN,NA,NA,0,NA,NA,NA
2006,35,fichter,NA,NaN,NA,NA,0,NA,NA,NA
2006,36,fichter,NA,NaN,NA,NA,0,NA,NA,NA
2006,37,fichter,NA,NaN,NA,NA,0,NA,NA,NA
2006,38,fichter,NA,NaN,NA,NA,0,NA,NA,NA
2007,26,fichter,21.63,21.00625,20.96,20.31,48,0.29930149177497173,1.3200000000000003,0.014248211450162295
2007,27,fichter,21.29,20.377857142857142,20.31,19.5,168,0.4351930438985163,1.7899999999999991,0.02135617306803333
2007,28,fichter,22.63,21.268392857142857,21.13,20.31,168,0.5491237771062228,2.3200000000000003,0.025818771582536527
2007,29,fichter,22.96,21.848154761904762,21.79,20.96,168,0.49277369656373976,2,0.02255447665644322
2007,30,fichter,24.86,22.674583333333334,22.79,21.29,168,0.8386793540336114,3.5700000000000003,0.036987641259131315
2007,31,fichter,26.95,24.962916666666665,24.86,23.3,168,0.8771827209584695,3.6499999999999986,0.03513943232962773
2007,32,fichter,25.55,23.94125,23.98,22.79,168,0.6214260088145152,2.7600000000000016,0.025956289200209478
2007,33,fichter,24.51,23.022559523809523,23.13,21.46,168,0.760069329507024,3.0500000000000007,0.033014110734341844
2007,34,fichter,23.3,21.392916666666665,21.29,20.31,168,0.6819647155487543,2.990000000000002,0.03187806161145649
2007,35,fichter,23.81,22.544166666666666,22.46,21.29,168,0.5861632241528818,2.5199999999999996,0.02600066051763051
2007,36,fichter,22.29,21.405,21.46,20.47,168,0.4767316371840823,1.8200000000000003,0.0222719755750564
2007,37,fichter,20.63,19.430119047619048,19.34,18.04,168,0.643901829925279,2.59,0.03313936617409363
2007,38,fichter,19.5,18.426172839506172,18.37,17.88,81,0.4629675147924384,1.620000000000001,0.02512553848403205
2008,25,fichter,20.79,19.886308724832215,19.98,18.69,149,0.5544517001766411,2.099999999999998,0.027881076767368708
2008,26,fichter,21.79,20.22815476190476,20.14,19.34,168,0.4933954698594091,2.4499999999999993,0.024391521405037395
2008,27,fichter,24.86,22.24238095238095,22.29,20.47,168,0.8931685091531162,4.390000000000001,0.04015615554221979
2008,28,fichter,25.2,23.413630952380952,23.3,22.29,168,0.7349189743886417,2.91,0.031388509363769024
2008,29,fichter,25.37,23.79845238095238,23.98,22.13,168,0.7235400233459921,3.240000000000002,0.030402818291037
2008,30,fichter,24.33,22.662857142857142,22.79,20.96,168,0.8267664035605575,3.3699999999999974,0.03648111967299485
2008,31,fichter,24.68,23.353928571428572,23.47,22.46,168,0.4981198611428908,2.219999999999999,0.021329167793734522
2008,32,fichter,23.64,21.898154761904763,21.63,21.13,168,0.6227153595496939,2.5100000000000016,0.028436887323173177
2008,33,fichter,22.96,21.708214285714284,21.63,20.63,168,0.533443588011988,2.330000000000002,0.024573351865382863
2008,34,fichter,23.3,21.640416666666667,21.79,20.47,168,0.6850502443801837,2.830000000000002,0.03165605611630323
2008,35,fichter,22.46,21.14125,21.13,20.31,168,0.43473880588385194,2.150000000000002,0.020563533655003935
2008,36,fichter,23.13,21.52077380952381,21.46,20.47,168,0.5740965274089416,2.66,0.026676388706565964
2008,37,fichter,21.13,20.149761904761906,20.14,19.5,168,0.42191174884035115,1.629999999999999,0.020938795745305685
2008,38,fichter,20.31,19.742083333333333,19.5,19.34,24,0.35652890811102583,0.9699999999999989,0.0180593355873971
2009,21,fichter,16.61,14.704313725490197,14.55,13.47,153,0.5112172839948862,3.139999999999999,0.03476648373658416
2009,22,fichter,15.66,14.03577380952381,13.93,13.01,168,0.6055892335477848,2.6500000000000004,0.043146123738248714
2009,23,fichter,18.21,16.62440476190476,16.61,15.02,168,0.6662970353966658,3.1900000000000013,0.04007945216321382
2009,24,fichter,19.5,16.881845238095238,16.77,15.34,168,0.9267686699074902,4.16,0.054897356114612536
2009,25,fichter,18.69,17.664761904761903,17.88,16.29,168,0.6737694059782465,2.400000000000002,0.03814200324979291
2009,26,fichter,21.29,20.03529761904762,20.225,18.53,168,0.7582298370169822,2.759999999999998,0.037844700459858945
2009,27,fichter,20.14,19.198452380952382,19.34,18.04,168,0.5110854810854374,2.1000000000000014,0.02662118127774234
2009,28,fichter,20.79,19.83809523809524,19.82,19.02,168,0.4283332861791675,1.7699999999999996,0.02159145225579097
2009,29,fichter,22.46,21.034642857142856,20.96,19.98,168,0.5319469300182678,2.4800000000000004,0.025289087798209584
2009,30,fichter,23.64,21.407261904761903,21.13,20.31,168,0.8296797610195469,3.330000000000002,0.03875693046176028
2009,31,fichter,23.98,22.39422619047619,22.29,21.46,168,0.5751089425812277,2.5199999999999996,0.025681125915652754
2009,32,fichter,23.81,22.47547619047619,22.29,21.79,168,0.4849999191602001,2.0199999999999996,0.02157907200941598
2009,33,fichter,26.42,24.128273809523808,24.16,22.29,168,1.0827620464027687,4.130000000000003,0.044875238690941316
2009,34,fichter,25.37,24.351666666666667,24.33,23.64,168,0.4273741950502048,1.7300000000000004,0.01755010040586701
2009,35,fichter,23.64,21.65904761904762,21.29,20.31,168,0.9456564669093482,3.330000000000002,0.04366103641961198
2009,36,fichter,21.96,21.096785714285716,21.13,20.31,168,0.38942045289893784,1.6500000000000021,0.018458757564913848
2009,37,fichter,20.96,19.744464285714287,19.66,19.18,168,0.4357095650363408,1.7800000000000011,0.02206742906423598
2009,38,fichter,19.34,18.284716981132075,18.21,17.41,106,0.62583005078919,1.9299999999999997,0.034226947643487264
2010,21,fichter,19.98,19.724,19.82,19.18,10,0.24088724886690613,0.8000000000000007,0.012212900469828945
2010,22,fichter,21.79,19.961666666666666,19.98,18.86,168,0.49723506973146825,2.9299999999999997,0.02490949668855982
2010,23,fichter,21.63,18.856488095238095,18.21,16.93,168,1.4349629717858057,4.699999999999999,0.07609916356313362
2010,24,fichter,18.04,17.34708333333333,17.24,16.77,168,0.34414061004339197,1.2699999999999996,0.01983852866966447
2010,25,fichter,22.29,20.039464285714285,20.31,17.24,168,1.2822992349908695,5.050000000000001,0.06398869833586289
2010,26,fichter,22.46,21.68797619047619,21.71,20.63,168,0.42322621677707617,1.8300000000000018,0.019514325037064864
2010,27,fichter,25.89,22.393333333333334,21.63,20.14,168,1.664731251499941,5.75,0.07434048458618372
2010,28,fichter,25.89,24.199940476190477,24.16,22.63,168,0.6632829771771214,3.2600000000000016,0.02740845490218059
2010,29,fichter,25.89,24.99845238095238,24.945,24.33,168,0.39541532488760955,1.5600000000000023,0.01581759217978218
2010,30,fichter,25.2,24.015595238095237,23.98,22.96,168,0.5094445753038596,2.2399999999999984,0.021213073015810265
2010,31,fichter,24.68,23.53065476190476,23.47,22.79,168,0.4019177677995796,1.8900000000000006,0.0170806028079707
2010,32,fichter,24.68,23.70357142857143,23.64,22.63,168,0.5356402914396151,2.0500000000000007,0.022597450896955286
2010,33,fichter,24.51,23.450416666666666,23.3,22.79,168,0.5117345800697092,1.7200000000000024,0.021821982412666835
2010,34,fichter,23.64,21.985297619047618,21.63,20.79,168,0.9166346450844783,2.8500000000000014,0.041693074206569966
2010,35,fichter,24.16,21.649464285714284,21.46,20.31,168,0.976997268874131,3.8500000000000014,0.045128011297666006
2010,36,fichter,24.33,21.899226190476192,21.63,20.31,168,1.0284643496939447,4.02,0.04696350184926699
2010,37,fichter,20.31,19.151011904761905,19.18,17.88,168,0.5752142427019071,2.4299999999999997,0.03003571015267762
2010,38,fichter,18.37,17.78853846153846,17.88,17.08,130,0.2908424319363825,1.2900000000000027,0.016349990335924915
2011,22,fichter,16.46,15.405121951219511,15.35,14.87,41,0.4538288331035149,1.5900000000000016,0.029459606651642805
2011,23,fichter,21.63,17.89952380952381,18.05,14.87,168,1.91805471862023,6.76,0.10715674556658816
2011,24,fichter,20.47,17.56845238095238,17.09,16.14,168,1.1779155384334312,4.329999999999998,0.06704719988372572
2011,25,fichter,21.13,19.062380952380952,18.939999999999998,17.09,168,0.988011514209154,4.039999999999999,0.05183043590815177
2011,26,fichter,21.3,19.396428571428572,19.99,16.93,168,1.2866357215223534,4.370000000000001,0.06633364058667997
2011,27,fichter,24.16,22.20363095238095,22.63,20.15,168,0.9726692858495202,4.010000000000002,0.04380676691733693
2011,28,fichter,24.34,23.33029761904762,23.65,21.63,168,0.7138454734704824,2.710000000000001,0.030597358213196372
2011,29,fichter,26.25,24.767619047619046,24.51,23.47,168,0.6617480372352579,2.780000000000001,0.02671827420968318
2011,30,fichter,26.25,24.776011904761905,24.51,23.65,168,0.7255797928453988,2.6000000000000014,0.02928557653404839
2011,31,fichter,25.21,24.047142857142855,23.99,23.3,168,0.34634644463189374,1.9100000000000001,0.014402810624506959
2011,32,fichter,24.68,23.591011904761903,23.82,22.47,168,0.5658427447917629,2.210000000000001,0.023985522413201198
2011,33,fichter,24.16,22.543095238095237,22.63,21.3,168,0.7267876596727806,2.8599999999999994,0.0322399232224594
2011,34,fichter,23.99,22.325357142857143,22.13,21.46,168,0.6245879052030382,2.5299999999999976,0.02797661426898477
2011,35,fichter,22.8,21.385535714285712,21.3,20.31,168,0.6098510262071828,2.490000000000002,0.028516986170227073
2011,36,fichter,23.3,21.16279761904762,21.13,19.99,168,0.8904603704666161,3.3100000000000023,0.04207668506290281
2011,37,fichter,21.8,20.240535714285713,20.31,18.7,168,0.6522694227958694,3.1000000000000014,0.032225897179959495
2011,38,fichter,19.51,18.643779527559055,18.53,17.89,127,0.37671076255553354,1.620000000000001,0.020205707860827433
2012,21,fichter,16.77,15.52135593220339,15.66,14.24,59,0.5309895044976085,2.5299999999999994,0.03421025243006782
2012,22,fichter,19.66,17.596488095238094,17.96,15.82,168,1.1000022536073557,3.84,0.06251260181314446
2012,23,fichter,17.72,16.55684523809524,16.45,15.18,168,0.6065235578316254,2.539999999999999,0.0366327974387349
2012,24,fichter,21.13,18.702857142857145,18.450000000000003,17.41,168,0.9118239553649689,3.719999999999999,0.04875319040295433
2012,25,fichter,23.64,20.593988095238096,20.225,17.88,168,1.8659004793021043,5.760000000000002,0.09060413508413907
2012,26,fichter,23.47,21.758690476190477,21.63,20.14,168,1.0157918120450353,3.3299999999999983,0.04668441849276587
2012,27,fichter,24.16,22.733988095238097,22.63,21.63,168,0.6116661645566283,2.530000000000001,0.026905361346817497
2012,28,fichter,26.25,23.864345238095236,23.725,22.63,168,0.8193619833368324,3.620000000000001,0.03433414892225348
2012,29,fichter,25.89,24.87047619047619,24.86,23.98,168,0.42287695797406694,1.9100000000000001,0.01700317093791722
2012,30,fichter,25.72,23.673928571428572,23.3,22.63,168,0.8377993955612153,3.09,0.03538911562706719
2012,31,fichter,25.37,23.65452380952381,23.47,22.46,168,0.7452048784106003,2.91,0.03150369394079982
2012,32,fichter,25.55,24.33779761904762,24.42,23.13,168,0.5132395941004367,2.4200000000000017,0.021088169198134728
2012,33,fichter,25.55,24.460833333333333,24.33,23.81,168,0.38350013727431864,1.740000000000002,0.015678130505542273
2012,34,fichter,25.03,23.986488095238094,23.98,23.3,168,0.3714111943742808,1.7300000000000004,0.015484183966389602
2012,35,fichter,24.86,23.15458333333333,23.13,22.13,168,0.7381550509489976,2.7300000000000004,0.03187943571786713
2012,36,fichter,23.13,22.02267857142857,21.96,21.29,168,0.4033964680513084,1.8399999999999999,0.018317320790154037
2012,37,fichter,22.13,20.666071428571428,20.549999999999997,19.5,168,0.64353164405749,2.629999999999999,0.031139524813980333
2012,38,fichter,20.79,19.048333333333332,19.02,17.88,168,0.6652689939651005,2.91,0.03492531248394963
2012,39,fichter,18.69,17.854761904761904,17.88,17.24,105,0.33269614006135084,1.4500000000000028,0.018633468305876432
2013,21,fichter,13.79,12.552788461538462,12.41,11.79,104,0.5606938432736612,2,0.044666875809436124
2013,22,fichter,19.36,14.837738095238095,13.95,11.94,168,2.1675151208835026,7.42,0.14608123603281067
2013,23,fichter,17.91,16.353571428571428,16.32,14.89,168,0.6987304875762939,3.0199999999999996,0.042726476637117775
2013,24,fichter,17.43,15.945357142857143,15.68,15.05,168,0.6719146766986452,2.379999999999999,0.04213857806249483
2013,25,fichter,22.15,18.754285714285714,18.56,16.63,168,1.6470247431975258,5.52,0.08782124620949634
2013,26,fichter,22.65,20.95940476190476,21.32,18.23,168,1.144935059414546,4.419999999999998,0.05462631560489487
2013,27,fichter,25.92,23.58452380952381,24.095,19.52,168,1.5891400941863718,6.400000000000002,0.06738063091800274
2013,28,fichter,25.39,23.864642857142858,23.66,21.65,168,0.7414703735139885,3.740000000000002,0.03106982903337525
2013,29,fichter,27.33,25.987142857142857,26.09,24.7,168,0.5911382938565596,2.629999999999999,0.022747336908338835
2013,30,fichter,25.22,23.720059523809525,23.66,22.82,168,0.5825398621952652,2.3999999999999986,0.024558954483673543
2013,31,fichter,24.18,23.051488095238096,23.15,21.65,168,0.4951291368248056,2.530000000000001,0.021479270005440032
2013,32,fichter,22.82,22.003809523809522,21.98,21.32,168,0.368032167176211,1.5,0.01672583862253383
2013,33,fichter,22.15,21.454940476190476,21.48,20.66,168,0.42715182203805546,1.4899999999999984,0.019909252254140964
2013,34,fichter,23.66,22.341964285714287,22.32,21.32,168,0.4772303564193182,2.34,0.021360268520546552
2013,35,fichter,24.36,22.731547619047618,22.65,21.82,168,0.4192236738744748,2.539999999999999,0.01844237272798758
2013,36,fichter,22.82,21.188869047619047,21.15,19.36,168,0.9337968502833404,3.460000000000001,0.044070160053599906
2013,37,fichter,21.65,19.819166666666668,19.68,18.23,168,0.7708432404822694,3.419999999999998,0.038893827043632985
2013,38,fichter,18.56,18.060606060606062,18.07,17.75,33,0.2231862926170002,0.8099999999999987,0.012357630295907729
2013,39,fichter,NA,NaN,NA,NA,0,NA,NA,NA
2014,22,fichter,NA,NaN,NA,NA,0,NA,NA,NA
