"site","date","year","month","dayofmonth","dayofyr","coloniesperL","filbundperL","totalperL","totalperL_diff","week","light_sum","watertemp_mean","watertemp_min","watertemp_max","watertemp_median","ysi_readings","buoy_interp","daylength","TMAX","TMIN","TOBS","season_week"
"newbury",2012-07-26,2012,7,26,208,0.898347712,0.183913705,1.082261417,-2.949692882,30,124785.9,23.18125,22.99,23.33,23.16,0,0,14.7755032008992,25.5555555555556,15,16.1111111111111,9
"coffin",2012-08-02,2012,8,2,215,0.134398477,0.021220812,0.155619289,0.007073604,31,1121722.8,23.80041667,23.48,24.17,23.83,0,0,14.5225596307717,30,16.6666666666667,18.8888888888889,10
"fichter",2012-08-02,2012,8,2,215,0.431489846,0.148545685,0.580035531,0.014147208,31,976194.6,23.81541667,23.13,24.86,23.725,0,0,14.5225596307717,30,16.6666666666667,18.8888888888889,10
"midge",2012-08-02,2012,8,2,215,0.587109135,0.091956852,0.679065987,0.183913705,31,476821.2,24.86166667,24.21,25.93,24.465,0,0,14.5225596307717,30,16.6666666666667,18.8888888888889,10
"newbury",2012-08-02,2012,8,2,215,0.162692893,0,0.162692893,-0.919568524,31,971103,24.06125,23.16,25.07,24.02,0,0,14.5225596307717,30,16.6666666666667,18.8888888888889,10
"coffin",2012-08-09,2012,8,9,222,0.077809644,0,0.077809644,-0.077809644,32,878952.4,24.88625,24,25.91,24.87,0,0,14.2433625819525,32.2222222222222,13.3333333333333,16.6666666666667,11
"fichter",2012-08-09,2012,8,9,222,0.587109135,0.247576141,0.834685276,0.254649745,32,626989.7,24.88541667,24.51,25.55,24.86,0,0,14.2433625819525,32.2222222222222,13.3333333333333,16.6666666666667,11
"midge",2012-08-09,2012,8,9,222,0.834685276,0.339532994,1.17421827,0.495152282,32,413540.5,25.45875,25.07,25.93,25.42,0,0,14.2433625819525,32.2222222222222,13.3333333333333,16.6666666666667,11
"newbury",2012-08-09,2012,8,9,222,0.410269034,0.056588832,0.466857866,0.304164973,32,245773.4,25.03833333,24.54,25.76,24.98,0,0,14.2433625819525,32.2222222222222,13.3333333333333,16.6666666666667,11
"coffin",2012-08-16,2012,8,16,229,0.056588832,0.007073604,0.063662436,-0.014147208,33,947906.6,24.48125,24.17,24.87,24.52,0,0,13.9437219614149,27.7777777777778,17.7777777777778,18.3333333333333,12
"fichter",2012-08-16,2012,8,16,229,0.155619289,0.021220812,0.176840101,-0.657845175,33,770968.6,24.4275,24.16,24.68,24.51,0,0,13.9437219614149,27.7777777777778,17.7777777777778,18.3333333333333,12
"midge",2012-08-16,2012,8,16,229,0.120251269,0.03536802,0.155619289,-1.018598981,33,300056.2,25.1775,24.89,25.76,25.07,0,0,13.9437219614149,27.7777777777778,17.7777777777778,18.3333333333333,12
"newbury",2012-08-16,2012,8,16,229,0.155619289,0.042441624,0.198060913,-0.268796953,33,242221.6,24.615,24.19,25.07,24.54,0,0,13.9437219614149,27.7777777777778,17.7777777777778,18.3333333333333,12
"coffin",2012-08-23,2012,8,23,236,0.042441624,0.007073604,0.049515228,-0.014147208,34,1297293.8,23.59958333,23.14,24,23.66,0,0,13.6285954040639,28.3333333333333,8.33333333333333,11.1111111111111,13
"fichter",2012-08-23,2012,8,23,236,0.254649745,0.091956852,0.346606598,0.169766497,34,896551.4,23.87791667,23.47,24.51,23.725,0,0,13.6285954040639,28.3333333333333,8.33333333333333,11.1111111111111,13
"midge",2012-08-23,2012,8,23,236,0.275870557,0,0.275870557,0.120251269,34,216506,24.39875,23.86,24.89,24.38,0,0,13.6285954040639,28.3333333333333,8.33333333333333,11.1111111111111,13
"newbury",2012-08-23,2012,8,23,236,0.615403551,0.063662436,0.679065987,0.481005074,34,186646.4,24.30541667,23.68,24.72,24.37,0,0,13.6285954040639,28.3333333333333,8.33333333333333,11.1111111111111,13
"coffin",2012-08-30,2012,8,30,243,0.03536802,0,0.03536802,-0.014147208,35,1412543.4,22.64208333,22.13,23.14,22.63,0,0,13.3020608852897,23.3333333333333,7.77777777777778,8.33333333333333,14
"fichter",2012-08-30,2012,8,30,243,0.268796953,0.007073604,0.275870557,-0.07073604,35,715824.6,22.70375,22.29,23.47,22.63,0,0,13.3020608852897,23.3333333333333,7.77777777777778,8.33333333333333,14
"midge",2012-08-30,2012,8,30,243,0.679065987,0,0.679065987,0.40319543,35,225504.4,23.50625,23.17,23.86,23.52,0,0,13.3020608852897,23.3333333333333,7.77777777777778,8.33333333333333,14
"newbury",2012-08-30,2012,8,30,243,0.318312182,0,0.318312182,-0.360753806,35,623481,22.9175,22.49,23.33,22.83,0,0,13.3020608852897,23.3333333333333,7.77777777777778,8.33333333333333,14
"coffin",2012-09-06,2012,9,6,250,0.084883248,0,0.084883248,0.049515228,36,706740.2,22.13291667,21.63,22.63,22.215,0,0,12.9673991122771,24.4444444444444,15.5555555555556,16.1111111111111,15
"fichter",2012-09-06,2012,9,6,250,0.898347712,0,0.898347712,0.622477155,36,750194.3,21.84833333,21.29,22.79,21.795,0,0,12.9673991122771,24.4444444444444,15.5555555555556,16.1111111111111,15
"midge",2012-09-06,2012,9,6,250,0.565888323,0,0.565888323,-0.113177665,36,233889.9,22.50583333,22.17,23.34,22.34,0,0,12.9673991122771,24.4444444444444,15.5555555555556,16.1111111111111,15
"newbury",2012-09-06,2012,9,6,250,0.155619289,0,0.155619289,-0.162692893,36,195494.7,21.72166667,21.49,22.33,21.745,0,0,12.9673991122771,24.4444444444444,15.5555555555556,16.1111111111111,15
"coffin",2012-09-13,2012,9,13,257,0.028294416,0,0.028294416,-0.056588832,37,917164.3,20.75333333,20.16,21.47,20.81,0,0,12.627243438708,27.7777777777778,4.44444444444444,7.22222222222222,16
"fichter",2012-09-13,2012,9,13,257,0.148545685,0,0.148545685,-0.749802028,37,1160904,20.82166667,19.98,22.13,20.63,0,0,12.627243438708,27.7777777777778,4.44444444444444,7.22222222222222,16
"midge",2012-09-13,2012,9,13,257,0.643697967,0,0.643697967,0.077809644,37,99200.6,21.37583333,20.68,22.34,21.09,0,0,12.627243438708,27.7777777777778,4.44444444444444,7.22222222222222,16
"newbury",2012-09-13,2012,9,13,257,0.424416242,0,0.424416242,0.268796953,37,NA,20.63833333,19.69,21.66,20.665,0,0,12.627243438708,27.7777777777778,4.44444444444444,7.22222222222222,16
"coffin",2012-09-20,2012,9,20,264,0.03536802,0,0.03536802,0.007073604,38,NA,18.89666667,18.37,19.51,18.94,0,0,12.2837673445562,18.8888888888889,2.77777777777778,3.33333333333333,17
"fichter",2012-09-20,2012,9,20,264,0.099030457,0,0.099030457,-0.049515228,38,1405945,18.69333333,18.37,19.18,18.53,0,0,12.2837673445562,18.8888888888889,2.77777777777778,3.33333333333333,17
"midge",2012-09-20,2012,9,20,264,0.325385786,0,0.325385786,-0.318312182,38,95023.9,19.2,18.9,19.38,19.22,0,0,12.2837673445562,18.8888888888889,2.77777777777778,3.33333333333333,17
"newbury",2012-09-20,2012,9,20,264,0.056588832,0,0.056588832,-0.36782741,38,NA,18.58291667,18.07,19.21,18.56,0,0,12.2837673445562,18.8888888888889,2.77777777777778,3.33333333333333,17
"coffin",2012-09-27,2012,9,27,271,0,0,0,-0.03536802,39,NA,17.80333,17.41,18.05,17.89,0,0,11.9388919591213,19.4444444444444,10.5555555555556,11.1111111111111,18
"fichter",2012-09-27,2012,9,27,271,0.063662436,0,0.063662436,-0.03536802,39,NA,17.68917,17.41,18.04,17.64,0,0,11.9388919591213,19.4444444444444,10.5555555555556,11.1111111111111,18
"midge",2012-09-27,2012,9,27,271,0.021220812,0,0.021220812,-0.304164973,39,NA,18.27667,18.09,18.41,18.25,0,0,11.9388919591213,19.4444444444444,10.5555555555556,11.1111111111111,18
"newbury",2012-09-27,2012,9,27,271,0.014147208,0,0.014147208,-0.042441624,39,NA,17.56333,17.27,18.23,17.59,0,0,11.9388919591213,19.4444444444444,10.5555555555556,11.1111111111111,18
"coffin",2012-10-05,2012,10,5,279,0.014147208,0,0.014147208,0.014147208,40,NA,16.324513,16.1502,16.5107,16.35105,0,1,11.5454647298166,17.2222222222222,12.2222222222222,12.2222222222222,19
"fichter",2012-10-05,2012,10,5,279,0.007073604,0,0.007073604,-0.056588832,40,NA,16.164328,15.9934,16.3469,16.19035,0,1,11.5454647298166,17.2222222222222,12.2222222222222,12.2222222222222,19
"midge",2012-10-05,2012,10,5,279,0.028294416,0,0.028294416,0.007073604,40,NA,16.899236,16.73,17.08,16.925,0,1,11.5454647298166,17.2222222222222,12.2222222222222,12.2222222222222,19
"newbury",2012-10-05,2012,10,5,279,0,0,0,-0.014147208,40,NA,15.844883,15.6638,16.0383,15.87245,0,1,11.5454647298166,17.2222222222222,12.2222222222222,12.2222222222222,19
"coffin",2013-05-23,2013,5,23,143,0,0,0,0,21,NA,13.67211,13.3018,13.8166,13.7275,0,1,14.9332189720827,21.1111111111111,11.6666666666667,12.2222222222222,0
"fichter",2013-05-23,2013,5,23,143,0,0,0,0,21,NA,13.165,12.56,13.79,13.255,0,0,14.9332189720827,21.1111111111111,11.6666666666667,12.2222222222222,0
"midge",2013-05-23,2013,5,23,143,0,0,0,0,21,NA,14.97667,14.67,15.31,14.99,0,0,14.9332189720827,21.1111111111111,11.6666666666667,12.2222222222222,0
"newbury",2013-05-23,2013,5,23,143,0,0,0,0,21,NA,12.74667,11.94,13.33,12.87,0,0,14.9332189720827,21.1111111111111,11.6666666666667,12.2222222222222,0
"coffin",2013-05-30,2013,5,30,150,0,0.007073604,0.007073604,0.007073604,22,NA,13.97792,13.48,14.41,13.94,0,0,15.1276370643759,18.3333333333333,9.44444444444444,13.8888888888889,1
"fichter",2013-05-30,2013,5,30,150,0,0,0,0,22,NA,13.12208333,12.56,13.64,13.18,0,0,15.1276370643759,18.3333333333333,9.44444444444444,13.8888888888889,1
"midge",2013-05-30,2013,5,30,150,0,0,0,0,22,473237.5,14.35416667,13.43,15.31,14.285,0,0,15.1276370643759,18.3333333333333,9.44444444444444,13.8888888888889,1
"newbury",2013-05-30,2013,5,30,150,0,0,0,0,22,258019.1,13.46208333,12.09,15.04,13.795,0,0,15.1276370643759,18.3333333333333,9.44444444444444,13.8888888888889,1
"coffin",2013-06-06,2013,6,6,157,0,0,0,-0.007073604,23,94050,17.7325,17.09,18.38,17.74,0,0,15.2771711961011,23.3333333333333,8.33333333333333,10.5555555555556,2
"fichter",2013-06-06,2013,6,6,157,0,0,0,0,23,NA,17.44333333,17.11,17.91,17.43,0,0,15.2771711961011,23.3333333333333,8.33333333333333,10.5555555555556,2
"midge",2013-06-06,2013,6,6,157,0,0,0,0,23,655051.4,17.49666667,17.05,17.85,17.53,0,0,15.2771711961011,23.3333333333333,8.33333333333333,10.5555555555556,2
"newbury",2013-06-06,2013,6,6,157,0,0,0,0,23,38094,17.09708333,16.16,18.23,17.03,0,0,15.2771711961011,23.3333333333333,8.33333333333333,10.5555555555556,2
"coffin",2013-06-13,2013,6,13,164,0,0,0,0,24,NA,16.26375,15.83,16.62,16.225,0,0,15.3761348753234,18.8888888888889,8.33333333333333,9.44444444444444,3
"fichter",2013-06-13,2013,6,13,164,0,0,0,0,24,NA,15.29666667,15.05,15.53,15.37,0,0,15.3761348753234,18.8888888888889,8.33333333333333,9.44444444444444,3
"midge",2013-06-13,2013,6,13,164,0.014147208,0.007073604,0.021220812,0.021220812,24,282694.4,16.22666667,16.1,16.42,16.26,0,0,15.3761348753234,18.8888888888889,8.33333333333333,9.44444444444444,3
"newbury",2013-06-13,2013,6,13,164,0.007073604,0,0.007073604,0.007073604,24,103943.4,15.23541667,14.89,15.52,15.285,0,0,15.3761348753234,18.8888888888889,8.33333333333333,9.44444444444444,3
"coffin",2013-06-20,2013,6,20,171,0,0,0,0,25,1031994.1,17.43833333,16.78,18.06,17.5,0,0,15.4204708317832,22.2222222222222,6.11111111111111,6.66666666666667,4
"fichter",2013-06-20,2013,6,20,171,0.007073604,0.007073604,0.014147208,0.014147208,25,524151.1,17.63833333,16.95,19.2,17.59,0,0,15.4204708317832,22.2222222222222,6.11111111111111,6.66666666666667,4
"midge",2013-06-20,2013,6,20,171,0.021220812,0,0.021220812,0,25,386684.8,18.32333333,17.37,19.47,18.01,0,0,15.4204708317832,22.2222222222222,6.11111111111111,6.66666666666667,4
"newbury",2013-06-20,2013,6,20,171,0.014147208,0,0.014147208,0.007073604,25,981791.7,18.5925,17.43,19.86,18.475,0,0,15.4204708317832,22.2222222222222,6.11111111111111,6.66666666666667,4
"coffin",2013-06-27,2013,6,27,178,0,0,0,0,26,746404.9,21.76833333,21.31,22.31,21.725,0,0,15.4083499872704,24.4444444444444,16.6666666666667,17.2222222222222,5
"fichter",2013-06-27,2013,6,27,178,0,0,0,-0.014147208,26,210639.8,21.7825,20.66,22.32,21.82,0,0,15.4083499872704,24.4444444444444,16.6666666666667,17.2222222222222,5
"midge",2013-06-27,2013,6,27,178,0.021220812,0,0.021220812,0,26,311659.7,22.16333333,21.59,22.43,22.175,0,0,15.4083499872704,24.4444444444444,16.6666666666667,17.2222222222222,5
"newbury",2013-06-27,2013,6,27,178,0,0,0,-0.014147208,26,206345,19.79666667,17.59,22.66,19.53,0,0,15.4083499872704,24.4444444444444,16.6666666666667,17.2222222222222,5
"coffin",2013-07-03,2013,7,3,184,0.007073604,0,0.007073604,0.007073604,27,965419.6,22.36708333,21.98,22.98,22.31,0,0,15.3534795919349,29.4444444444444,17.2222222222222,18.3333333333333,6
"fichter",2013-07-03,2013,7,3,184,0.021220812,0,0.021220812,0.021220812,27,269949.3,21.52333333,19.52,23.15,21.48,0,0,15.3534795919349,29.4444444444444,17.2222222222222,18.3333333333333,6
"midge",2013-07-03,2013,7,3,184,0.063662436,0,0.063662436,0.042441624,27,319786.5,22.93625,22.09,24.13,22.43,0,0,15.3534795919349,29.4444444444444,17.2222222222222,18.3333333333333,6
"newbury",2013-07-03,2013,7,3,184,0.007073604,0,0.007073604,0.007073604,27,429202.2,20.57958333,17.59,22.66,21.495,0,0,15.3534795919349,29.4444444444444,17.2222222222222,18.3333333333333,6
"coffin",2013-07-11,2013,7,11,192,0,0,0,-0.007073604,28,679560.8,24.47041667,24.18,24.69,24.52,0,0,15.2198942040957,28.3333333333333,17.2222222222222,20.5555555555556,7
"fichter",2013-07-11,2013,7,11,192,0,0,0,-0.021220812,28,443420.7,23.05541667,22.32,23.66,23.15,0,0,15.2198942040957,28.3333333333333,17.2222222222222,20.5555555555556,7
"midge",2013-07-11,2013,7,11,192,0.07073604,0,0.07073604,0.007073604,28,291627.6,25.04333333,24.82,25.52,24.99,0,0,15.2198942040957,28.3333333333333,17.2222222222222,20.5555555555556,7
"newbury",2013-07-11,2013,7,11,192,0.028294416,0.007073604,0.03536802,0.028294416,28,473409.9,22.98666667,21.66,23.68,23.075,0,0,15.2198942040957,28.3333333333333,17.2222222222222,20.5555555555556,7
"coffin",2013-07-18,2013,7,18,199,0.007073604,0,0.007073604,0.007073604,29,1222236.7,25.73666667,25.22,25.92,25.92,0,0,15.0516749722145,35,19.4444444444444,22.7777777777778,8
"fichter",2013-07-18,2013,7,18,199,0.03536802,0,0.03536802,0.03536802,29,584063.4,26.45083333,26.09,27.33,26.355,0,0,15.0516749722145,35,19.4444444444444,22.7777777777778,8
"midge",2013-07-18,2013,7,18,199,0.077809644,0,0.077809644,0.007073604,29,302219.6,27.07333333,26.22,27.63,27.005,0,0,15.0516749722145,35,19.4444444444444,22.7777777777778,8
"newbury",2013-07-18,2013,7,18,199,0.028294416,0,0.028294416,-0.007073604,29,875443.3,27.30833333,26.64,28.07,27.26,0,0,15.0516749722145,35,19.4444444444444,22.7777777777778,8
"coffin",2013-07-25,2013,7,25,206,0.226355329,0.042441624,0.268796953,0.261723349,30,800193.3,23.99,23.49,24.69,24,0,0,14.8420557269521,25.5555555555556,8.33333333333333,10,9
"fichter",2013-07-25,2013,7,25,206,0.353680202,0.134398477,0.488078678,0.452710658,30,343682.2,23.63416667,23.32,24.18,23.66,0,0,14.8420557269521,25.5555555555556,8.33333333333333,10,9
"midge",2013-07-25,2013,7,25,206,0.304164973,0.056588832,0.360753806,0.282944161,30,286342.5,23.54625,23.27,23.78,23.61,0,0,14.8420557269521,25.5555555555556,8.33333333333333,10,9
"newbury",2013-07-25,2013,7,25,206,1.181291874,0.657845175,1.839137049,1.810842633,30,349602.4,23.5275,23.16,23.85,23.51,0,0,14.8420557269521,25.5555555555556,8.33333333333333,10,9
"coffin",2013-08-01,2013,8,1,213,0.077809644,0,0.077809644,-0.190987309,31,431882.8,23.675,22.98,24.18,23.66,0,0,14.5977813540427,27.7777777777778,12.7777777777778,13.3333333333333,10
"fichter",2013-08-01,2013,8,1,213,0.346606598,0.099030457,0.445637054,-0.042441624,31,96488.3,23.5625,23.15,24.01,23.575,0,0,14.5977813540427,27.7777777777778,12.7777777777778,13.3333333333333,10
"midge",2013-08-01,2013,8,1,213,0.141472081,0.396121826,0.537593907,0.176840101,31,283845.5,23.96625,23.78,24.3,23.95,0,0,14.5977813540427,27.7777777777778,12.7777777777778,13.3333333333333,10
"newbury",2013-08-01,2013,8,1,213,0.325385786,0.07073604,0.396121826,-1.443015223,31,557100,23.49291667,22.83,24.19,23.68,0,0,14.5977813540427,27.7777777777778,12.7777777777778,13.3333333333333,10
"coffin",2013-08-08,2013,8,8,220,0.03536802,0,0.03536802,-0.042441624,32,432323.8,22.32375,21.98,22.81,22.31,0,0,14.3254582393278,27.2222222222222,12.7777777777778,19.4444444444444,11
"fichter",2013-08-08,2013,8,8,220,0.410269034,0.141472081,0.551741115,0.106104061,32,515540.1,22.28166667,21.82,22.82,22.235,0,0,14.3254582393278,27.2222222222222,12.7777777777778,19.4444444444444,11
"midge",2013-08-08,2013,8,8,220,0.346606598,0.084883248,0.431489846,-0.106104061,32,217044.4,22.61375,22.09,23.09,22.51,0,0,14.3254582393278,27.2222222222222,12.7777777777778,19.4444444444444,11
"newbury",2013-08-08,2013,8,8,220,0.077809644,0.014147208,0.091956852,-0.304164974,32,478382.6,21.66,21.49,21.83,21.66,0,0,14.3254582393278,27.2222222222222,12.7777777777778,19.4444444444444,11
"coffin",2013-08-15,2013,8,15,227,0.042441624,0,0.042441624,0.007073604,33,947486.5,20.95333333,20.49,21.31,20.98,0,0,14.0311138065254,21.6666666666667,7.22222222222222,8.33333333333333,12
"fichter",2013-08-15,2013,8,15,227,0.940789336,0.056588832,0.997378169,0.445637054,33,625666.5,21.0775,20.66,21.48,21.07,0,0,14.0311138065254,21.6666666666667,7.22222222222222,8.33333333333333,12
"midge",2013-08-15,2013,8,15,227,0.466857866,0.077809644,0.544667511,0.113177665,33,192577.8,21.55166667,21.26,21.76,21.59,0,0,14.0311138065254,21.6666666666667,7.22222222222222,8.33333333333333,12
"newbury",2013-08-15,2013,8,15,227,2.397951767,0.176840101,2.574791868,2.482835016,33,730356.3,21.30666667,20.83,21.83,21.33,0,0,14.0311138065254,21.6666666666667,7.22222222222222,8.33333333333333,12
"coffin",2013-08-22,2013,8,22,234,0.028294416,0,0.028294416,-0.014147208,34,896541.4,21.82375,21.64,22.14,21.81,0,0,13.719958000401,29.4444444444444,13.3333333333333,13.8888888888889,13
"fichter",2013-08-22,2013,8,22,234,2.355510143,0.176840101,2.532350244,1.534972075,34,619950.2,22.99166667,22.48,23.66,22.98,0,0,13.719958000401,29.4444444444444,13.3333333333333,13.8888888888889,13
"midge",2013-08-22,2013,8,22,234,2.397951767,0.50929949,2.907251258,2.362583747,34,200274.6,23.375,22.76,24.13,23.27,0,0,13.719958000401,29.4444444444444,13.3333333333333,13.8888888888889,13
"newbury",2013-08-22,2013,8,22,234,7.922436517,0.381974618,8.304411135,5.729619267,34,NA,23.66416667,22.83,24.54,23.595,0,0,13.719958000401,29.4444444444444,13.3333333333333,13.8888888888889,13
"coffin",2013-08-29,2013,8,29,241,1.294469538,0.056588832,1.35105837,1.322763954,35,375522.1,22.84541667,22.31,23.49,22.81,0,0,13.3963156387955,28.8888888888889,16.6666666666667,17.7777777777778,14
"fichter",2013-08-29,2013,8,29,241,0.997378169,0.190987309,1.188365478,-1.343984766,35,170888.4,22.65041667,22.15,23.32,22.65,0,0,13.3963156387955,28.8888888888889,16.6666666666667,17.7777777777778,14
"midge",2013-08-29,2013,8,29,241,1.343984766,0.240502537,1.584487303,-1.322763954,35,198121.3,22.35125,22.09,22.76,22.345,0,0,13.3963156387955,28.8888888888889,16.6666666666667,17.7777777777778,14
"newbury",2013-08-29,2013,8,29,241,0.148545685,0.063662436,0.212208121,-8.092203014,35,211963.6,22.06958333,21.66,22.99,21.99,0,0,13.3963156387955,28.8888888888889,16.6666666666667,17.7777777777778,14
"coffin",2013-09-05,2013,9,5,248,0.297091369,0.014147208,0.311238578,-1.039819793,36,1169321.7,22.02458333,21.64,22.31,22.06,0,0,13.0636821996845,24.4444444444444,13.8888888888889,14.4444444444444,15
"fichter",2013-09-05,2013,9,5,248,1.358131974,0.07073604,1.428868015,0.240502537,36,695029.5,21.72041667,21.32,21.98,21.82,0,0,13.0636821996845,24.4444444444444,13.8888888888889,14.4444444444444,15
"midge",2013-09-05,2013,9,5,248,4.166352776,0.042441624,4.2087944,2.624307096,36,122493.9,22.39291667,21.93,22.59,22.43,0,0,13.0636821996845,24.4444444444444,13.8888888888889,14.4444444444444,15
"newbury",2013-09-05,2013,9,5,248,2.313068519,0.014147208,2.327215727,2.115007606,36,NA,21.83375,21.33,22.16,21.83,0,0,13.0636821996845,24.4444444444444,13.8888888888889,14.4444444444444,15
"coffin",2013-09-11,2013,9,11,254,0.014147208,0,0.014147208,-0.297091369,37,902687.2,19.91833333,19.68,20.17,19.925,0,0,12.7735495995141,22.2222222222222,10.5555555555556,16.6666666666667,16
"fichter",2013-09-11,2013,9,11,254,6.47234769,0.169766497,6.642114187,5.213246172,37,714134.9,20.3475,19.52,21.48,20.25,0,0,12.7735495995141,22.2222222222222,10.5555555555556,16.6666666666667,16
"midge",2013-09-11,2013,9,11,254,9.252274075,0.190987309,9.443261384,5.234466985,37,105659.2,20.75625,19.95,21.93,20.35,0,0,12.7735495995141,22.2222222222222,10.5555555555556,16.6666666666667,16
"newbury",2013-09-11,2013,9,11,254,6.097446677,0.07073604,6.168182717,3.84096699,37,NA,21.06541667,20.02,22.49,21.075,0,0,12.7735495995141,22.2222222222222,10.5555555555556,16.6666666666667,16
"coffin",2013-09-18,2013,9,18,261,0.077809644,0,0.077809644,0.063662436,38,NA,18.52417,18.06,18.87,18.54,0,0,12.4312515040551,16.6666666666667,0,2.22222222222222,17
"fichter",2013-09-18,2013,9,18,261,0.91249492,0,0.91249492,-5.729619267,38,NA,18.15042,17.91,18.56,18.15,0,0,12.4312515040551,16.6666666666667,0,2.22222222222222,17
"midge",2013-09-18,2013,9,18,261,81.36766719,0.268796953,81.63646415,72.19320276,38,60881.3,18.64208333,18.17,19.31,18.49,0,0,12.4312515040551,16.6666666666667,0,2.22222222222222,17
"newbury",2013-09-18,2013,9,18,261,11.13385275,0.007073604,11.14092635,4.972743635,38,NA,18.24,17.75,18.72,18.23,0,0,12.4312515040551,16.6666666666667,0,2.22222222222222,17
"coffin",2013-09-25,2013,9,25,268,0.063662436,0,0.063662436,-0.014147208,39,NA,16.93678,16.79603,17.0612,16.9494,0,1,12.0867478240245,16.6666666666667,5.55555555555556,6.66666666666667,18
"fichter",2013-09-25,2013,9,25,268,0.431489846,0,0.431489846,-0.481005074,39,NA,15.810172,15.59905,15.9968,15.8291,0,1,12.0867478240245,16.6666666666667,5.55555555555556,6.66666666666667,18
"midge",2013-09-25,2013,9,25,268,0.459784262,0,0.459784262,-81.17667988,39,NA,17.07667,16.89,17.37,17.05,0,0,12.0867478240245,16.6666666666667,5.55555555555556,6.66666666666667,18
"newbury",2013-09-25,2013,9,25,268,0.346606598,0.007073604,0.353680202,-10.78724615,39,NA,16.05691,15.8507,16.2392,16.0754,0,1,12.0867478240245,16.6666666666667,5.55555555555556,6.66666666666667,18
"coffin",2013-10-02,2013,10,2,275,0.03536802,0.014147208,0.049515228,-0.014147208,40,NA,17.26443,17.087,17.48833,17.24467,0,1,11.741913430484,23.3333333333333,5,7.22222222222222,19
"fichter",2013-10-02,2013,10,2,275,0.247576141,0,0.247576141,-0.183913705,40,NA,16.301652,16.0355,16.6375,16.272,0,1,11.741913430484,23.3333333333333,5,7.22222222222222,19
"midge",2013-10-02,2013,10,2,275,0.226355329,0.007073604,0.233428933,-0.226355329,40,NA,17.26384,17.008,17.58667,17.23533,0,1,11.741913430484,23.3333333333333,5,7.22222222222222,19
"newbury",2013-10-02,2013,10,2,275,0.679065987,0,0.679065987,0.325385786,40,NA,16.53696,16.277,16.865,16.508,0,1,11.741913430484,23.3333333333333,5,7.22222222222222,19
"coffin",2014-05-29,2014,5,29,149,0,0,0,-0.028294416,22,NA,NA,NA,NA,NA,0,0,15.1024637991715,11.6666666666667,4.44444444444444,5,1
"fichter",2014-05-29,2014,5,29,149,0,0,0,-0.056588832,22,NA,NA,NA,NA,NA,0,0,15.1024637991715,11.6666666666667,4.44444444444444,5,1
"midge",2014-05-29,2014,5,29,149,0,0,0,-0.028294416,22,NA,15.73167,13.89,16.42,15.78,0,0,15.1024637991715,11.6666666666667,4.44444444444444,5,1
"newbury",2014-05-29,2014,5,29,149,0,0,0,-0.028294416,22,NA,NA,NA,NA,NA,0,0,15.1024637991715,11.6666666666667,4.44444444444444,5,1
"coffin",2014-06-05,2014,6,5,156,0,0.014147208,0.014147208,0.014147208,23,NA,16.79083,15.04,18.06,16.94,0,0,15.2587870311804,29.4444444444444,10,13.3333333333333,2
"fichter",2014-06-05,2014,6,5,156,0,0.007073604,0.007073604,0.007073604,23,NA,15.86167,15.53,16.16,16,0,0,15.2587870311804,29.4444444444444,10,13.3333333333333,2
"midge",2014-06-05,2014,6,5,156,0.007073604,0,0.007073604,0.007073604,23,49180.8,17.39166667,16.58,18.01,17.69,0,0,15.2587870311804,29.4444444444444,10,13.3333333333333,2
"newbury",2014-06-05,2014,6,5,156,0,0,0,0,23,NA,15.38042,14.42,16.16,15.285,0,0,15.2587870311804,29.4444444444444,10,13.3333333333333,2
"coffin",2014-06-12,2014,6,12,163,0.014147208,0.007073604,0.021220812,0.007073604,24,135217,18.70583333,18.22,19.03,18.71,0,0,15.3652690199832,20,11.1111111111111,12.2222222222222,3
"fichter",2014-06-12,2014,6,12,163,0.014147208,0.014147208,0.028294416,0.021220812,24,156475.5,17.85,17.27,18.39,17.91,0,0,15.3652690199832,20,11.1111111111111,12.2222222222222,3
"midge",2014-06-12,2014,6,12,163,0,0,0,-0.007073604,24,114453.2,18.35833333,18.01,18.82,18.33,0,0,15.3652690199832,20,11.1111111111111,12.2222222222222,3
"newbury",2014-06-12,2014,6,12,163,0,0.014147208,0.014147208,0.014147208,24,139156.8,15.99666667,14.73,16.79,16.075,0,0,15.3652690199832,20,11.1111111111111,12.2222222222222,3
"coffin",2014-06-19,2014,6,19,170,0,0,0,-0.021220812,25,1240115.5,18.40208333,17.9,19.03,18.38,0,0,15.4175777673269,25.5555555555556,15,16.1111111111111,4
"fichter",2014-06-19,2014,6,19,170,0.113177665,0.091956852,0.205134517,0.176840101,25,1288908.8,19.04666667,18.72,19.52,19.04,0,0,15.4175777673269,25.5555555555556,15,16.1111111111111,4
"midge",2014-06-19,2014,6,19,170,0.07073604,0.063662436,0.134398477,0.134398477,25,280487.1,19.96458333,19.47,20.6,19.95,0,0,15.4175777673269,25.5555555555556,15,16.1111111111111,4
"newbury",2014-06-19,2014,6,19,170,0.190987309,0.169766497,0.360753806,0.346606598,25,1262257.4,19.5925,19.04,20.18,19.69,0,0,15.4175777673269,25.5555555555556,15,16.1111111111111,4
