date,site,watertemp_daily_mean,watertemp_daily_median,watertemp_daily_max,watertemp_daily_min,watertemp_daily_sd,watertemp_daily_range,watertemp_daily_cv,watertemp_daily_obs
2013-07-15,coffin,24.82333333,24.87,25.22,24.52,0.180739223,0.7,0.007281021,24
2013-07-16,coffin,25.25458333,25.22,25.57,24.87,0.207196172,0.7,0.0082043,24
2013-07-17,coffin,25.6475,25.655,25.92,25.39,0.19393522,0.53,0.007561564,24
2013-07-18,coffin,25.73666667,25.92,25.92,25.22,0.250940261,0.7,0.009750302,24
2013-07-19,coffin,25.35833333,25.74,26.09,23.66,0.723017028,2.43,0.028512009,24
2013-07-20,coffin,25.55208333,25.57,25.92,25.39,0.179152089,0.53,0.007011252,24
2013-07-21,coffin,25.62625,25.57,26.09,25.22,0.369639219,0.87,0.014424242,24
2013-07-22,coffin,25.45708333,25.39,25.74,25.04,0.1622258,0.7,0.006372521,24
2013-07-23,coffin,24.63666667,24.69,25.22,24,0.321986587,1.22,0.013069406,24
2013-07-24,coffin,24.47,24.435,24.69,24,0.216433542,0.69,0.008844853,24
2013-07-25,coffin,23.99,24,24.69,23.49,0.355013778,1.2,0.014798407,24
2013-07-26,coffin,23.53916667,23.575,24,23.14,0.210401617,0.86,0.008938363,24
2013-07-27,coffin,23.24083333,23.14,24,22.64,0.391784287,1.36,0.016857583,24
2013-07-28,coffin,23.40333333,23.405,23.83,22.98,0.298090542,0.85,0.012737098,24
2013-07-29,coffin,23.49458333,23.23,24.35,22.98,0.465337457,1.37,0.019806159,24
2013-07-30,coffin,22.98958333,23.14,23.32,22.48,0.253831152,0.84,0.011041138,24
2013-07-31,coffin,23.31166667,23.32,23.83,22.81,0.3567811,1.02,0.01530483,24
2013-08-01,coffin,23.675,23.66,24.18,22.98,0.347225024,1.2,0.014666316,24
2013-08-02,coffin,23.46833333,23.49,23.66,23.14,0.153896257,0.52,0.006557613,24
2013-08-03,coffin,23.15458333,23.14,23.49,22.98,0.162453449,0.51,0.007016039,24
2013-08-04,coffin,22.83125,22.81,22.98,22.64,0.152979467,0.34,0.006700442,24
2013-08-05,coffin,22.325,22.31,22.48,21.98,0.155926404,0.5,0.006984385,24
2013-08-06,coffin,22.14958333,22.14,22.81,21.64,0.404222057,1.17,0.018249646,24
2013-08-07,coffin,22.33041667,22.31,22.98,21.64,0.400309436,1.34,0.017926644,24
2013-08-08,coffin,22.32375,22.31,22.81,21.98,0.264127975,0.83,0.011831703,24
2013-08-09,coffin,22.26125,22.31,22.48,21.98,0.152723464,0.5,0.006860507,24
2013-08-10,coffin,22.05875,22.14,22.31,21.81,0.154112113,0.5,0.006986439,24
2013-08-11,coffin,21.83208333,21.895,22.31,21.31,0.237706051,1,0.010887923,24
2013-08-12,coffin,21.89875,21.98,22.14,21.64,0.214462169,0.5,0.009793352,24
2013-08-13,coffin,21.81,21.81,21.98,21.64,0.12279357,0.34,0.00563015,24
2013-08-14,coffin,21.59958333,21.64,21.81,21.14,0.178945684,0.67,0.008284682,24
2013-08-15,coffin,20.95333333,20.98,21.31,20.49,0.221215352,0.82,0.010557526,24
2013-08-16,coffin,20.91333333,20.98,21.14,20.66,0.140887456,0.48,0.006736729,24
2013-08-17,coffin,21.045,21.14,21.64,20.49,0.401269724,1.15,0.019067224,24
2013-08-18,coffin,21.455,21.64,21.98,20.98,0.333987763,1,0.015566896,24
2013-08-19,coffin,21.10916667,21.14,21.48,20.66,0.186172353,0.82,0.008819503,24
2013-08-20,coffin,21.3175,21.395,21.64,20.98,0.194986064,0.66,0.00914676,24
2013-08-21,coffin,21.73416667,21.895,22.31,21.14,0.381449372,1.17,0.017550679,24
2013-08-22,coffin,21.82375,21.81,22.14,21.64,0.148757535,0.5,0.006816314,24
2013-08-23,coffin,21.6925,21.81,21.98,21.31,0.199504822,0.67,0.009196949,24
2013-08-24,coffin,21.98958333,21.975,22.81,21.31,0.528216681,1.5,0.024021223,24
2013-08-25,coffin,21.86583333,21.98,22.31,21.31,0.296910419,1,0.013578738,24
2013-08-26,coffin,21.83833333,21.81,22.14,21.48,0.153980989,0.66,0.00705095,24
2013-08-27,coffin,22.38041667,22.395,23.49,21.64,0.650514707,1.85,0.029066246,24
2013-08-28,coffin,23.10583333,22.725,24.52,22.14,0.809615672,2.38,0.035039449,24
2013-08-29,coffin,22.84541667,22.81,23.49,22.31,0.262678166,1.18,0.011498069,24
2013-08-30,coffin,22.5875,22.64,22.81,22.31,0.143261694,0.5,0.006342521,24
2013-08-31,coffin,22.41291667,22.31,22.81,21.98,0.254464129,0.83,0.011353459,24
2013-09-01,coffin,22.69916667,22.56,23.32,22.14,0.453919325,1.18,0.01999718,24
2013-09-02,coffin,23.08208333,23.14,23.32,22.64,0.163227746,0.68,0.007071621,24
2013-09-03,coffin,22.89375,22.98,23.14,22.48,0.177293971,0.66,0.007744208,24
2013-09-04,coffin,22.3525,22.31,22.48,22.14,0.13497987,0.34,0.006038692,24
2013-09-05,coffin,22.02458333,22.06,22.31,21.64,0.211227863,0.67,0.00959055,24
2013-09-06,coffin,21.35958333,21.395,21.81,20.66,0.246355684,1.15,0.011533731,24
2013-09-07,coffin,20.8325,20.82,20.98,20.49,0.150542497,0.49,0.007226329,24
2013-09-08,coffin,20.41875,20.49,20.98,19.68,0.28312407,1.3,0.013865887,24
2013-09-09,coffin,19.87166667,19.925,20.17,19.36,0.265553837,0.81,0.013363441,24
2013-09-10,coffin,19.71375,19.68,20.01,19.36,0.149893078,0.65,0.007603479,24
2013-09-11,coffin,19.91833333,19.925,20.17,19.68,0.119915429,0.49,0.006020355,24
2013-09-12,coffin,20.00583333,20.01,20.49,19.68,0.229988973,0.81,0.011496096,24
2013-09-13,coffin,20.19,20.17,20.66,19.68,0.284604989,0.98,0.014096334,24
2013-09-14,coffin,19.38291667,19.36,19.68,19.03,0.238646166,0.65,0.012312191,24
2013-09-15,coffin,19.32208333,19.36,19.68,18.87,0.240162611,0.81,0.012429437,24
2013-09-16,coffin,19.045,19.03,19.36,18.54,0.258574689,0.82,0.013577038,24
2013-09-17,coffin,18.52416667,18.54,18.87,18.06,0.268310603,0.81,0.014484355,24
2013-09-18,coffin,18.00666667,18.06,18.22,17.58,0.22627417,0.64,0.012566133,9
2013-09-19,coffin,NA,NA,NA,NA,NA,NA,NA,0
2013-09-20,coffin,NA,NA,NA,NA,NA,NA,NA,0
2013-09-21,coffin,NA,NA,NA,NA,NA,NA,NA,0
2013-09-22,coffin,NA,NA,NA,NA,NA,NA,NA,0
2013-09-23,coffin,NA,NA,NA,NA,NA,NA,NA,0
2013-09-24,coffin,NA,NA,NA,NA,NA,NA,NA,0
2013-09-25,coffin,NA,NA,NA,NA,NA,NA,NA,0
2014-05-29,coffin,NA,NA,NA,NA,NA,NA,NA,0
2014-05-30,coffin,NA,NA,NA,NA,NA,NA,NA,0
2014-05-31,coffin,NA,NA,NA,NA,NA,NA,NA,0
2014-06-01,coffin,NA,NA,NA,NA,NA,NA,NA,0
2014-06-02,coffin,NA,NA,NA,NA,NA,NA,NA,0
2014-06-03,coffin,NA,NA,NA,NA,NA,NA,NA,0
2014-06-04,coffin,NA,NA,NA,NA,NA,NA,NA,0
2014-06-05,coffin,18.32666667,18.38,18.54,18.22,0.113137085,0.32,0.006173359,9
2014-06-06,coffin,16.79083333,16.94,18.06,15.04,0.919559992,3.02,0.054765596,24
2014-06-07,coffin,17.21416667,17.26,17.74,15.2,0.512300155,2.54,0.029760381,24
2014-06-08,coffin,18.23791667,18.38,19.36,17.1,0.81002941,2.26,0.04441458,24
2014-06-09,coffin,18.36208333,18.38,18.87,17.9,0.271485113,0.97,0.014785093,24
2014-06-10,coffin,19.08166667,19.19,20.66,17.58,1.157792753,3.08,0.060675662,24
2014-06-11,coffin,19.50458333,19.52,20.01,19.03,0.262280619,0.98,0.013447128,24
2014-06-12,coffin,18.70583333,18.71,19.03,18.22,0.220412985,0.81,0.011783115,24
2014-06-13,coffin,17.87333333,18.06,18.22,17.26,0.355168872,0.96,0.01987144,24
2014-06-14,coffin,17.89333333,17.9,18.22,17.58,0.179532404,0.64,0.01003348,24
2014-06-15,coffin,17.47333333,17.42,17.9,16.78,0.21448962,1.12,0.012275255,24
2014-06-16,coffin,17.78,17.9,18.38,17.1,0.392627714,1.28,0.022082549,24
2014-06-17,coffin,18.06,18.06,18.54,17.58,0.275112625,0.96,0.015233257,24
2014-06-18,coffin,17.72208333,17.66,19.03,15.99,0.71929905,3.04,0.040587725,24
2014-06-19,coffin,18.40208333,18.38,19.03,17.9,0.338281837,1.13,0.018382801,24
2014-06-20,coffin,18.37583333,18.38,19.03,17.58,0.338602199,1.45,0.018426495,24
2014-06-21,coffin,18.50291667,18.38,19.03,18.22,0.226552214,0.81,0.012244135,24
2014-06-22,coffin,18.775,18.95,19.52,18.06,0.508672612,1.46,0.027093082,24
2014-06-23,coffin,20.06833333,20.41,21.48,18.71,1.057884134,2.77,0.0527141,24
2014-06-24,coffin,19.99833333,20.25,20.49,18.87,0.558582575,1.62,0.027931456,24
2014-06-25,coffin,19.43041667,19.44,20.17,18.87,0.300296653,1.3,0.015454978,24
2014-06-26,coffin,19.95125,19.925,20.33,19.19,0.3061303,1.14,0.015343916,24
2014-06-27,coffin,20.8225,20.82,21.81,20.01,0.603311514,1.8,0.028974019,24
2014-06-28,coffin,21.50708333,21.39,22.81,20.49,0.736917665,2.32,0.034263952,24
2014-06-29,coffin,21.61083333,21.81,22.31,20.49,0.635458867,1.82,0.029404644,24
2014-06-30,coffin,21.28291667,21.225,21.81,20.82,0.310798119,0.99,0.014603173,24
2014-07-01,coffin,22.26541667,22.06,23.66,20.98,1.004922576,2.68,0.045133787,24
2014-07-02,coffin,22.69375,22.48,23.83,22.14,0.455343277,1.69,0.0200647,24
2014-07-03,coffin,23.67458333,23.32,25.39,22.48,1.008735667,2.91,0.042608381,24
2014-07-04,coffin,23.0675,23.32,24,21.48,0.710059704,2.52,0.030781823,24
2014-07-05,coffin,20.50833333,20.66,21.31,19.19,0.5574294,2.12,0.027180629,24
2014-07-06,coffin,20.74541667,20.66,21.64,20.17,0.409272729,1.47,0.019728345,24
2014-07-07,coffin,21.13541667,21.225,21.98,20.49,0.4831687,1.49,0.022860619,24
2014-07-08,coffin,21.74041667,21.56,22.64,20.98,0.634538375,1.66,0.029187038,24
2014-07-09,coffin,21.91458333,21.81,22.48,21.48,0.269540336,1,0.012299588,24
2014-07-10,coffin,21.95583333,22.14,22.31,21.48,0.350898433,0.83,0.015982014,24
2014-07-11,coffin,22.81791667,23.06,24.18,21.81,0.876896599,2.37,0.038430178,24
2014-07-12,coffin,23.10125,23.06,24,22.14,0.555966159,1.86,0.024066497,24
2014-07-13,coffin,22.92375,22.895,23.66,22.48,0.330951363,1.18,0.014437052,24
2014-07-14,coffin,23.2275,23.14,24.35,22.64,0.537071366,1.71,0.02312222,24
2014-07-15,coffin,23.625,23.66,24.35,22.98,0.472164304,1.37,0.019985791,24
2014-07-16,coffin,23.41958333,23.575,24,22.48,0.435175918,1.52,0.018581711,24
2014-07-17,coffin,23.33916667,23.32,23.66,22.98,0.227804582,0.68,0.009760613,24
2014-07-18,coffin,23.15583333,23.14,23.49,22.81,0.281315492,0.68,0.012148796,24
2014-07-19,coffin,23.28458333,23.405,24,22.64,0.501250429,1.36,0.021527138,24
2014-07-20,coffin,23.5325,23.32,24.35,22.98,0.52147158,1.37,0.022159634,24
2014-07-21,coffin,23.97625,24.175,24.87,22.98,0.732410033,1.89,0.030547314,24
2014-07-22,coffin,24.07458333,24,24.35,23.83,0.145392398,0.52,0.006039249,24
2014-07-23,coffin,23.75291667,23.83,24.18,23.14,0.290703482,1.04,0.012238644,24
2014-07-24,coffin,23.57333333,23.745,24,22.48,0.40837607,1.52,0.017323646,24
2014-07-25,coffin,23.40083333,23.405,23.83,23.14,0.255085947,0.69,0.010900721,24
2014-07-26,coffin,23.4175,23.49,24,22.98,0.326020138,1.02,0.013922073,24
2014-07-27,coffin,23.33916667,23.32,24,22.31,0.395869068,1.69,0.016961577,24
2014-07-28,coffin,23.00083333,23.14,23.66,21.31,0.505697251,2.35,0.02198604,24
2014-07-29,coffin,22.92083333,22.81,23.32,22.31,0.269555458,1.01,0.011760282,24
2014-07-30,coffin,22.89083333,22.895,23.66,22.31,0.467704075,1.35,0.020431937,24
2014-07-31,coffin,22.67166667,22.64,22.98,22.14,0.268905457,0.84,0.01186086,24
2014-08-01,coffin,22.77583333,22.98,23.49,22.14,0.484013265,1.35,0.021251177,24
2014-08-02,coffin,23.00708333,22.98,23.66,22.48,0.372762649,1.18,0.016202082,24
2014-08-03,coffin,23.17041667,23.14,23.83,22.48,0.477861897,1.35,0.020623794,24
2014-08-04,coffin,23.21083333,23.14,23.49,22.98,0.180576773,0.51,0.007779849,24
2014-08-05,coffin,23.37708333,23.49,24.18,22.81,0.439727971,1.37,0.018810215,24
2014-08-06,coffin,23.34458333,23.23,23.83,22.98,0.280434123,0.85,0.012012813,24
2014-08-07,coffin,22.9875,22.98,23.66,22.48,0.317329208,1.18,0.013804424,24
2014-08-08,coffin,22.6575,22.64,23.14,22.14,0.322641947,1,0.014239962,24
2014-08-09,coffin,22.72,22.895,23.14,22.14,0.351270984,1,0.015460871,24
2014-08-10,coffin,22.93291667,23.14,23.49,22.31,0.487723007,1.18,0.021267378,24
2014-08-11,coffin,23.63833333,23.49,25.04,22.48,0.920470894,2.56,0.038939754,24
2014-08-12,coffin,23.76083333,23.83,24.18,23.14,0.353933384,1.04,0.014895664,24
2014-08-13,coffin,22.12666667,22.64,23.32,20.49,0.987731994,2.83,0.044639891,24
2014-08-14,coffin,22.08083333,22.14,22.64,21.31,0.336347603,1.33,0.015232559,24
2014-08-15,coffin,21.63083333,21.56,21.98,21.31,0.240649785,0.67,0.011125313,24
2014-08-16,coffin,21.435,21.395,21.81,20.98,0.252104188,0.83,0.011761334,24
2014-08-17,coffin,21.16583333,21.06,21.64,20.98,0.226214916,0.66,0.01068774,24
2014-08-18,coffin,21.0375,20.98,21.48,20.66,0.275021738,0.82,0.013072929,24
2014-08-19,coffin,20.885,20.98,21.31,20.33,0.349645783,0.98,0.016741479,24
2014-08-20,coffin,21.92291667,21.81,23.14,20.82,0.930121447,2.32,0.042426902,24
2014-08-21,coffin,21.83833333,21.81,22.31,21.31,0.248747588,1,0.011390411,24
2014-08-22,coffin,20.555,20.66,21.14,18.71,0.605733476,2.43,0.029468911,24
2014-08-23,coffin,21.21833333,21.395,21.81,20.66,0.434967932,1.15,0.020499628,24
2014-08-24,coffin,21.40916667,21.64,22.14,20.66,0.493170018,1.48,0.023035461,24
2014-08-25,coffin,21.44791667,21.395,21.81,21.14,0.20633403,0.67,0.009620236,24
2014-08-26,coffin,21.70583333,21.64,22.14,21.31,0.239545161,0.83,0.011035981,24
2014-08-27,coffin,21.30291667,21.31,21.81,20.98,0.167681872,0.83,0.007871311,24
2014-08-28,coffin,21.29916667,21.31,22.14,20.49,0.431689468,1.65,0.020267904,24
2014-08-29,coffin,21.5025,21.81,22.31,20.49,0.711338298,1.82,0.033081656,24
2014-08-30,coffin,21.99041667,21.98,22.64,21.31,0.425180056,1.33,0.019334789,24
2014-08-31,coffin,21.505,21.48,21.81,21.14,0.187894512,0.67,0.008737248,24
2014-09-01,coffin,21.72708333,21.81,22.31,21.31,0.360862242,1,0.016608867,24
2014-09-02,coffin,22.09375,22.14,22.64,21.64,0.343825189,1,0.015562102,24
2014-09-03,coffin,21.80291667,21.81,22.31,21.48,0.212080361,0.83,0.009727156,24
2014-09-04,coffin,22.34791667,22.48,23.66,21.31,0.776676191,2.35,0.034753852,24
2014-09-05,coffin,22.70875,22.64,23.49,21.98,0.51908207,1.51,0.022858241,24
2014-09-06,coffin,22.50375,22.395,23.14,22.14,0.325213141,1,0.014451509,24
2014-09-07,coffin,22.28791667,22.225,22.81,21.81,0.300130105,1,0.013466046,24
2014-09-08,coffin,22.34333333,22.395,23.32,21.64,0.624664548,1.68,0.027957536,24
2014-09-09,coffin,21.97708333,21.98,22.64,21.48,0.364232119,1.16,0.016573269,24
2014-09-10,coffin,21.67083333,21.48,22.48,21.14,0.457981551,1.34,0.021133546,24
2014-09-11,coffin,21.34541667,21.31,21.48,21.14,0.141605059,0.34,0.00663398,24
2014-09-12,coffin,20.6625,20.66,21.14,19.84,0.347791167,1.3,0.016831998,24
2014-09-13,coffin,19.6675,19.68,20.01,19.36,0.183830025,0.65,0.009346893,24
2014-09-14,coffin,19.35583333,19.275,20.17,18.87,0.371564456,1.3,0.01919651,24
2014-09-15,coffin,19.05125,19.11,20.01,18.38,0.580294622,1.63,0.030459661,24
2014-09-16,coffin,18.71166667,18.54,19.36,18.22,0.376062745,1.14,0.020097769,24
2014-09-17,coffin,18.204,18.22,18.54,17.9,0.19155504,0.64,0.01052269,10
2014-09-18,coffin,NA,NA,NA,NA,NA,NA,NA,0
2014-09-19,coffin,NA,NA,NA,NA,NA,NA,NA,0
2014-09-20,coffin,NA,NA,NA,NA,NA,NA,NA,0
2014-09-21,coffin,NA,NA,NA,NA,NA,NA,NA,0
2014-09-22,coffin,NA,NA,NA,NA,NA,NA,NA,0
2014-09-23,coffin,NA,NA,NA,NA,NA,NA,NA,0
2014-09-24,coffin,NA,NA,NA,NA,NA,NA,NA,0
2014-09-25,coffin,NA,NA,NA,NA,NA,NA,NA,0
2015-06-05,coffin,17.75333333,17.66,18.06,17.58,0.209819547,0.48,0.0118186,12
2015-06-06,coffin,16.80125,16.86,17.74,15.83,0.522030421,1.91,0.031070928,24
2015-06-07,coffin,17.02791667,17.1,17.9,15.99,0.723289461,1.91,0.042476686,24
2015-06-08,coffin,17.18,17.18,17.74,16.62,0.271036657,1.12,0.01577629,24
2015-06-09,coffin,16.72125,16.62,17.58,16.14,0.378409859,1.44,0.022630477,24
2015-06-10,coffin,16.47458333,16.54,16.78,16.14,0.243881282,0.64,0.014803487,24
2015-06-11,coffin,16.70125,16.78,17.1,15.83,0.330813392,1.27,0.019807703,24
2015-06-12,coffin,17.89833333,17.66,19.36,16.78,1.026639375,2.58,0.057359496,24
2015-06-13,coffin,18.43,18.38,19.03,17.42,0.413763217,1.61,0.022450527,24
2015-06-14,coffin,19.19333333,19.19,20.33,18.38,0.734270811,1.95,0.038256555,24
2015-06-15,coffin,19.465,19.44,20.17,18.87,0.400293371,1.3,0.020564776,24
2015-06-16,coffin,18.95791667,18.87,19.36,18.71,0.247174981,0.65,0.013038088,24
2015-06-17,coffin,19.10583333,18.79,20.33,18.38,0.660618397,1.95,0.034576791,24
2015-06-18,coffin,19.21375,19.03,20.01,18.87,0.356234077,1.14,0.01854058,24
2015-06-19,coffin,18.795,18.79,19.03,18.38,0.202913561,0.65,0.010796146,24
2015-06-20,coffin,19.42541667,19.6,20.17,18.71,0.579947368,1.46,0.02985508,24
2015-06-21,coffin,19.82333333,19.68,20.33,19.36,0.268241725,0.97,0.013531616,24
2015-06-22,coffin,19.75458333,19.68,20.01,19.52,0.135710022,0.49,0.006869799,24
2015-06-23,coffin,20.43416667,20.17,21.14,20.01,0.431608888,1.13,0.021121923,24
2015-06-24,coffin,19.72125,19.84,20.17,18.54,0.419982531,1.63,0.021295939,24
2015-06-25,coffin,20.33125,20.49,20.66,20.01,0.242331295,0.65,0.011919154,24
2015-06-26,coffin,20.96625,20.98,22.48,20.17,0.729143706,2.31,0.03477702,24
2015-06-27,coffin,21.20166667,21.225,21.81,20.49,0.396327342,1.32,0.018693216,24
2015-06-28,coffin,20.12791667,20.01,20.82,19.52,0.402102941,1.3,0.019977375,24
2015-06-29,coffin,19.795,19.84,20.01,19.68,0.123111826,0.33,0.00621934,24
2015-06-30,coffin,20.12166667,20.09,21.14,19.36,0.627594903,1.78,0.031190006,24
2015-07-01,coffin,20.3375,20.49,20.82,19.68,0.300438086,1.14,0.014772616,24
2015-07-02,coffin,19.9125,20.01,20.17,19.52,0.220360377,0.65,0.011066434,24
2015-07-03,coffin,20.11333333,20.33,20.49,19.68,0.319818789,0.81,0.015900835,24
2015-07-04,coffin,20.325,20.33,20.66,20.01,0.235888699,0.65,0.01160584,24
2015-07-05,coffin,20.24875,20.25,20.66,19.84,0.244207903,0.82,0.012060394,24
2015-07-06,coffin,20.88583333,20.98,21.64,20.33,0.428088945,1.31,0.020496618,24
2015-07-07,coffin,21.69791667,21.81,22.31,20.98,0.489986505,1.33,0.022582191,24
2015-07-08,coffin,21.40833333,21.395,21.98,20.98,0.303467879,1,0.014175222,24
2015-07-09,coffin,21.8725,21.895,22.48,21.31,0.385534637,1.17,0.017626455,24
2015-07-10,coffin,21.9075,21.98,22.14,21.64,0.155234745,0.5,0.007085918,24
2015-07-11,coffin,21.96791667,22.06,22.48,21.64,0.289722193,0.84,0.013188424,24
2015-07-12,coffin,22.29541667,22.48,22.81,21.81,0.379266789,1,0.017010976,24
2015-07-13,coffin,23.56458333,23.575,24.52,22.64,0.744247383,1.88,0.031583303,24
2015-07-14,coffin,23.64583333,23.66,24,23.32,0.187011199,0.68,0.007908844,24
2015-07-15,coffin,23.39041667,23.405,23.66,22.98,0.141804494,0.68,0.006062504,24
2015-07-16,coffin,22.81125,22.81,23.32,22.48,0.256537352,0.84,0.011246089,24
2015-07-17,coffin,22.9475,23.06,23.49,22.31,0.484249756,1.18,0.021102506,24
2015-07-18,coffin,22.70333333,22.64,23.14,22.31,0.195039944,0.83,0.008590807,24
2015-07-19,coffin,22.86916667,22.725,23.66,22.48,0.420578449,1.18,0.018390633,24
2015-07-20,coffin,22.80333333,22.81,23.14,22.48,0.216607573,0.66,0.009498943,24
2015-07-21,coffin,23.58375,23.66,24.35,22.81,0.520357841,1.54,0.022064254,24
2015-07-22,coffin,23.125,23.14,23.32,22.64,0.168187266,0.68,0.007272963,24
2015-07-23,coffin,23.01083333,22.98,23.14,22.81,0.137078735,0.33,0.005957139,24
2015-07-24,coffin,22.82416667,22.81,23.14,22.48,0.229667371,0.66,0.010062465,24
2015-07-25,coffin,23.08208333,23.06,24,22.31,0.607882849,1.69,0.026335701,24
2015-07-26,coffin,23.04375,22.81,23.66,22.48,0.386948064,1.18,0.016791888,24
2015-07-27,coffin,23.74041667,23.49,24.87,22.98,0.6742563,1.89,0.028401199,24
2015-07-28,coffin,23.6525,23.66,24.18,23.14,0.342665384,1.04,0.014487491,24
2015-07-29,coffin,24.35583333,24.35,24.87,23.83,0.293419371,1.04,0.012047191,24
2015-07-30,coffin,24.29833333,24.265,25.22,23.49,0.454959785,1.73,0.018723909,24
2015-07-31,coffin,23.75291667,23.745,24.35,23.32,0.252302082,1.03,0.010621941,24
2015-08-01,coffin,23.675,23.745,24.18,23.32,0.293435424,0.86,0.012394316,24
2015-08-02,coffin,23.79,23.83,24.35,23.32,0.358596297,1.03,0.015073405,24
2015-08-03,coffin,24.05583333,24,25.04,23.32,0.548229694,1.72,0.022789886,24
2015-08-04,coffin,24.06166667,24.09,24.69,23.66,0.350597833,1.03,0.014570804,24
2015-08-05,coffin,23.79541667,23.83,24.18,23.49,0.241678535,0.69,0.010156516,24
2015-08-06,coffin,23.48791667,23.49,24,23.14,0.243506614,0.86,0.010367314,24
2015-08-07,coffin,23.22666667,23.23,23.66,22.81,0.279404128,0.85,0.012029454,24
2015-08-08,coffin,23.20666667,23.32,23.66,22.64,0.39366358,1.02,0.016963383,24
2015-08-09,coffin,23.49041667,23.66,24.18,22.81,0.491045727,1.37,0.020904088,24
2015-08-10,coffin,23.70958333,23.83,24.35,23.14,0.416480901,1.21,0.017565931,24
2015-08-11,coffin,23.20875,23.14,23.66,22.81,0.188156098,0.85,0.008107119,24
2015-08-12,coffin,22.92,22.98,23.14,22.64,0.200824388,0.5,0.008761972,24
2015-08-13,coffin,22.79666667,22.725,23.32,22.31,0.34046856,1.01,0.014935015,24
2015-08-14,coffin,22.96916667,23.06,23.66,22.31,0.494094839,1.35,0.021511222,24
2015-08-15,coffin,23.02791667,23.14,23.49,22.48,0.331976678,1.01,0.014416271,24
2015-08-16,coffin,23.24208333,23.405,23.83,22.64,0.42530786,1.19,0.018299042,24
2015-08-17,coffin,23.8325,24,24.35,23.32,0.361112412,1.03,0.0151521,24
2015-08-18,coffin,24.43625,24.52,25.22,23.66,0.592935311,1.56,0.024264579,24
2015-08-19,coffin,25.00708333,24.955,25.92,24.35,0.460571282,1.57,0.018417633,24
2015-08-20,coffin,25.19583333,25.04,25.74,24.87,0.306124679,0.87,0.012149814,24
2015-08-21,coffin,24.65625,24.69,24.87,24.52,0.12551849,0.35,0.005090737,24
2015-08-22,coffin,24.70458333,24.78,25.74,23.83,0.680753925,1.91,0.027555774,24
2015-08-23,coffin,24.86833333,24.78,25.39,24.18,0.376825028,1.21,0.015152806,24
2015-08-24,coffin,25.02875,25.045,25.74,24.35,0.451695477,1.39,0.018047065,24
2015-08-25,coffin,24.77333333,24.78,25.22,24.35,0.223503072,0.87,0.009021922,24
2015-08-26,coffin,24.34916667,24.35,24.69,23.83,0.214778281,0.86,0.008820765,24
2015-08-27,coffin,23.81083333,23.745,24.35,23.32,0.269974502,1.03,0.011338305,24
2015-08-28,coffin,23.31833333,23.32,23.83,22.98,0.271079431,0.85,0.011625163,24
2015-08-29,coffin,23.19208333,23.32,23.83,22.64,0.395573103,1.19,0.017056385,24
2015-08-30,coffin,23.13291667,23.14,23.49,22.81,0.199836437,0.68,0.008638618,24
2015-08-31,coffin,22.99791667,23.14,23.49,22.48,0.273097835,1.01,0.011874895,24
2015-09-01,coffin,23.1575,23.32,23.83,22.48,0.475607163,1.35,0.020537932,24
2015-09-02,coffin,23.48875,23.49,23.83,23.14,0.202748774,0.69,0.00863174,24
2015-09-03,coffin,23.36833333,23.49,23.83,22.81,0.346267887,1.02,0.014817826,24
2015-09-04,coffin,23.69791667,23.49,24.35,22.98,0.41668442,1.37,0.017583167,24
2015-09-05,coffin,23.76125,23.915,24.35,22.98,0.50144411,1.37,0.02110344,24
2015-09-06,coffin,23.73375,23.745,24.35,22.81,0.485716078,1.54,0.020465206,24
2015-09-07,coffin,23.36791667,23.32,24,22.81,0.291398117,1.19,0.012470008,24
2015-09-08,coffin,23.55125,23.66,24.18,23.14,0.35805407,1.04,0.015203188,24
2015-09-09,coffin,24.04666667,24,24.69,23.49,0.415688707,1.2,0.01728675,24
2015-09-10,coffin,23.63166667,23.66,23.83,23.32,0.171227453,0.51,0.007245678,24
2015-09-11,coffin,23.16958333,23.14,23.66,22.81,0.27616125,0.85,0.011919129,24
2015-09-12,coffin,23.22791667,23.32,24,22.48,0.495624149,1.52,0.021337434,24
2015-09-13,coffin,22.64958333,22.64,23.14,21.98,0.257386179,1.16,0.011363837,24
2015-09-14,coffin,22.09541667,22.06,22.31,21.64,0.186313881,0.67,0.008432241,24
2015-09-15,coffin,21.6225,21.64,21.98,21.14,0.237820722,0.84,0.010998762,24
2015-09-16,coffin,21.55083333,21.64,22.14,21.14,0.358158535,1,0.016619243,24
2015-09-17,coffin,21.55916667,21.64,22.14,20.98,0.340088437,1.16,0.015774656,24
2015-09-18,coffin,21.74791667,21.895,22.48,21.14,0.442865954,1.34,0.020363604,24
2015-09-19,coffin,21.94208333,21.895,22.48,21.31,0.371530081,1.17,0.016932307,24
2015-09-20,coffin,21.6575,21.64,22.31,20.82,0.349735925,1.49,0.01614849,24
2015-09-21,coffin,20.9975,20.82,21.64,20.49,0.379922761,1.15,0.018093714,24
2015-09-22,coffin,20.71666667,20.66,21.14,20.33,0.238594921,0.81,0.011517052,24
2015-09-23,coffin,20.46708333,20.49,20.98,19.84,0.313278306,1.14,0.015306446,24
2015-09-24,coffin,19.91666667,20.01,20.01,19.68,0.121037184,0.33,0.006077181,9
2016-05-31,coffin,NA,NA,NA,NA,NA,NA,NA,0
