date,site,watertemp_daily_mean,watertemp_daily_median,watertemp_daily_max,watertemp_daily_min,watertemp_daily_sd,watertemp_daily_range,watertemp_daily_cv,watertemp_daily_obs
2006-07-13,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-07-14,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-07-15,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-07-16,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-07-17,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-07-18,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-07-19,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-07-20,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-07-21,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-07-22,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-07-23,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-07-24,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-07-25,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-07-26,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-07-27,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-07-28,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-07-29,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-07-30,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-07-31,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-08-01,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-08-02,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-08-03,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-08-04,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-08-05,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-08-06,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-08-07,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-08-08,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-08-09,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-08-10,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-08-11,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-08-12,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-08-13,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-08-14,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-08-15,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-08-16,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-08-17,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-08-18,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-08-19,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-08-20,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-08-21,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-08-22,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-08-23,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-08-24,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-08-25,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-08-26,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-08-27,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-08-28,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-08-29,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-08-30,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-08-31,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-09-01,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-09-02,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-09-03,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-09-04,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-09-05,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-09-06,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-09-07,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-09-08,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-09-09,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-09-10,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-09-11,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-09-12,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-09-13,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-09-14,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-09-15,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-09-16,coffin,NA,NA,NA,NA,NA,NA,NA,0
2006-09-17,coffin,NA,NA,NA,NA,NA,NA,NA,0
2007-06-30,coffin,20.76666667,20.97,20.97,19.83,0.315452286,1.14,0.015190319,24
2007-07-01,coffin,20.45291667,20.48,20.81,19.99,0.195458862,0.82,0.009556528,24
2007-07-02,coffin,19.89666667,19.99,20.16,19.34,0.171633246,0.82,0.008626231,24
2007-07-03,coffin,19.66708333,19.75,20.16,19.18,0.321348777,0.98,0.016339422,24
2007-07-04,coffin,20.01333333,19.83,20.64,19.67,0.33903529,0.97,0.016940471,24
2007-07-05,coffin,19.74333333,19.67,19.99,19.51,0.141380359,0.48,0.007160916,24
2007-07-06,coffin,19.9525,19.99,20.32,19.67,0.187854014,0.65,0.009415061,24
2007-07-07,coffin,19.76375,19.75,20.16,19.51,0.176974882,0.65,0.008954519,24
2007-07-08,coffin,20.22958333,20.32,20.64,19.83,0.317373448,0.81,0.015688581,24
2007-07-09,coffin,20.42666667,20.48,20.64,20.16,0.112314259,0.48,0.005498413,24
2007-07-10,coffin,21.31833333,20.885,23.14,20.16,1.142859369,2.98,0.053609227,24
2007-07-11,coffin,22.28291667,22.215,23.48,20.64,0.727159328,2.84,0.032633041,24
2007-07-12,coffin,21.00416667,20.97,21.47,20.64,0.204809915,0.83,0.009750918,24
2007-07-13,coffin,21.18875,21.13,21.63,20.97,0.217461891,0.66,0.010263083,24
2007-07-14,coffin,21.41791667,21.3,22.13,20.97,0.390951784,1.16,0.018253493,24
2007-07-15,coffin,21.47458333,21.47,21.63,21.3,0.113749502,0.33,0.005296936,24
2007-07-16,coffin,21.45208333,21.47,21.63,21.13,0.176191081,0.5,0.008213239,24
2007-07-17,coffin,21.82625,22.13,22.3,21.3,0.405771541,1,0.018590988,24
2007-07-18,coffin,21.94666667,21.97,22.13,21.8,0.122675488,0.33,0.005589709,24
2007-07-19,coffin,21.71708333,21.8,21.97,21.13,0.203309128,0.84,0.009361714,24
2007-07-20,coffin,21.59208333,21.63,21.97,20.81,0.281856873,1.16,0.013053714,24
2007-07-21,coffin,21.3625,21.47,21.63,20.97,0.228820226,0.66,0.010711304,24
2007-07-22,coffin,21.83375,21.715,22.63,21.13,0.626299085,1.5,0.028684907,24
2007-07-23,coffin,22.11958333,22.13,22.47,21.8,0.175981204,0.67,0.0079559,24
2007-07-24,coffin,21.9675,21.8,23.14,21.47,0.478741557,1.67,0.021793174,24
2007-07-25,coffin,21.70416667,21.8,21.97,21.3,0.24084844,0.67,0.011096876,24
2007-07-26,coffin,22.3425,22.215,23.31,21.63,0.603988554,1.68,0.027033168,24
2007-07-27,coffin,23.54208333,22.975,25.21,22.47,1.061151873,2.74,0.04507468,24
2007-07-28,coffin,23.74833333,23.66,24.34,22.97,0.47443941,1.37,0.019977798,24
2007-07-29,coffin,23.95041667,23.915,24.34,23.66,0.20958508,0.68,0.008750791,24
2007-07-30,coffin,24.64,24.34,25.56,24,0.615495559,1.56,0.024979528,24
2007-07-31,coffin,24.8525,24.87,25.21,24.52,0.191112305,0.69,0.007689862,24
2007-08-01,coffin,24.83791667,24.87,25.21,24.52,0.189529834,0.69,0.007630666,24
2007-08-02,coffin,25.08916667,25.04,25.56,24.69,0.255188194,0.87,0.01017125,24
2007-08-03,coffin,25.31833333,25.38,25.73,24.52,0.248834967,1.21,0.009828252,24
2007-08-04,coffin,24.56875,24.52,25.04,24,0.314273662,1.04,0.012791602,24
2007-08-05,coffin,24.5325,24.52,25.04,24.17,0.312927968,0.87,0.012755649,24
2007-08-06,coffin,24.17125,24.17,24.52,24,0.168943327,0.52,0.006989433,24
2007-08-07,coffin,24.15,24.17,24.69,23.83,0.27343229,0.86,0.011322248,24
2007-08-08,coffin,24.09916667,24.17,24.34,23.66,0.173052308,0.68,0.007180842,24
2007-08-09,coffin,23.79791667,23.915,24.52,23.14,0.402157001,1.38,0.016898832,24
2007-08-10,coffin,23.8925,23.915,24.34,23.48,0.2616212,0.86,0.01094993,24
2007-08-11,coffin,23.41958333,23.395,23.83,22.97,0.227127223,0.86,0.009698175,24
2007-08-12,coffin,23.40583333,23.395,24,22.97,0.336709353,1.03,0.014385702,24
2007-08-13,coffin,23.28916667,23.31,23.66,22.97,0.169549702,0.69,0.007280196,24
2007-08-14,coffin,22.97333333,22.97,23.31,22.63,0.227188232,0.68,0.009889215,24
2007-08-15,coffin,22.86541667,22.97,23.14,22.47,0.210382244,0.67,0.009200893,24
2007-08-16,coffin,23.095,22.97,23.83,22.63,0.370487341,1.2,0.016041885,24
2007-08-17,coffin,22.9925,22.97,23.31,22.63,0.224852609,0.68,0.009779389,24
2007-08-18,coffin,22.07833333,22.13,22.63,21.47,0.34660674,1.16,0.015698954,24
2007-08-19,coffin,21.4725,21.47,21.63,21.13,0.186693192,0.5,0.008694525,24
2007-08-20,coffin,21.3425,21.385,21.97,20.64,0.361244828,1.33,0.016926078,24
2007-08-21,coffin,21.17791667,21.05,21.8,20.48,0.442089694,1.32,0.020875032,24
2007-08-22,coffin,20.94958333,20.97,21.3,20.48,0.252198665,0.82,0.012038362,24
2007-08-23,coffin,20.59625,20.64,20.81,20.32,0.170467707,0.49,0.008276638,24
2007-08-24,coffin,20.87458333,20.81,21.47,20.64,0.270602856,0.83,0.01296327,24
2007-08-25,coffin,21.15791667,20.97,22.13,20.64,0.461283457,1.49,0.021801932,24
2007-08-26,coffin,21.16125,21.13,21.3,20.97,0.143506173,0.33,0.006781555,24
2007-08-27,coffin,21.94125,21.8,22.81,21.13,0.521497113,1.68,0.023767885,24
2007-08-28,coffin,22.49541667,22.55,22.81,21.97,0.246099647,0.84,0.010939991,24
2007-08-29,coffin,22.59958333,22.63,22.97,22.3,0.148073988,0.67,0.006552067,24
2007-08-30,coffin,22.82708333,22.72,24.52,22.3,0.546287702,2.22,0.023931559,24
2007-08-31,coffin,23.05583333,23.14,23.48,22.3,0.282025541,1.18,0.012232286,24
2007-09-01,coffin,21.93708333,22.05,22.3,21.3,0.285329393,1,0.013006715,24
2007-09-02,coffin,21.52291667,21.63,21.97,20.97,0.3865396,1,0.017959443,24
2007-09-03,coffin,21.07916667,21.13,21.63,20.81,0.196975317,0.82,0.00934455,24
2007-09-04,coffin,20.92875,20.97,21.3,20.48,0.217001553,0.82,0.010368586,24
2007-09-05,coffin,20.61666667,20.56,20.97,20.32,0.252477578,0.65,0.012246285,24
2007-09-06,coffin,20.76125,20.725,21.47,20.16,0.455290758,1.31,0.021929834,24
2007-09-07,coffin,20.69916667,20.725,21.3,20.32,0.271371984,0.98,0.013110285,24
2007-09-08,coffin,20.77958333,20.81,20.97,20.48,0.172285889,0.49,0.008291114,24
2007-09-09,coffin,21.19,21.13,21.47,20.81,0.205595635,0.66,0.009702484,24
2007-09-10,coffin,20.73291667,20.81,20.81,20.48,0.109840959,0.33,0.005297902,24
2007-09-11,coffin,20.31291667,20.32,20.48,19.99,0.153636476,0.49,0.007563487,24
2007-09-12,coffin,19.93166667,19.99,20.16,19.51,0.157636529,0.65,0.007908848,24
2007-09-13,coffin,19.62791667,19.67,20.32,19.18,0.312075509,1.14,0.015899574,24
2007-09-14,coffin,19.72291667,19.91,20.32,19.18,0.437149653,1.14,0.022164554,24
2007-09-15,coffin,19.5275,19.51,19.99,18.86,0.258931752,1.13,0.013259852,24
2007-09-16,coffin,18.72083333,18.69,19.02,18.21,0.274145576,0.81,0.014643877,24
2007-09-17,coffin,18.90541667,18.94,19.83,18.05,0.671830589,1.78,0.035536407,24
2007-09-18,coffin,19.06625,19.02,19.99,18.37,0.551297383,1.62,0.02891483,24
2007-09-19,coffin,19.10708333,19.02,20.32,18.37,0.512483121,1.95,0.02682163,24
2007-09-20,coffin,18.76555556,18.69,19.34,18.37,0.335302517,0.97,0.017867977,9
2008-06-17,coffin,19.91125,19.83,20.64,19.34,0.416016397,1.3,0.020893535,8
2008-06-18,coffin,19.91916667,19.91,20.32,19.18,0.339973358,1.14,0.01706765,24
2008-06-19,coffin,19.70916667,19.67,20.16,19.34,0.239889769,0.82,0.012171482,24
2008-06-20,coffin,19.94666667,19.91,20.48,19.51,0.322418398,0.97,0.016164024,24
2008-06-21,coffin,19.91958333,19.99,20.48,19.51,0.270273278,0.97,0.013568219,24
2008-06-22,coffin,20.48875,20.48,20.97,19.99,0.300641524,0.98,0.014673493,24
2008-06-23,coffin,20.39333333,20.4,20.64,20.16,0.17640533,0.48,0.008650147,24
2008-06-24,coffin,20.29916667,20.32,20.64,19.99,0.186055547,0.65,0.009165674,24
2008-06-25,coffin,20.08166667,20.075,20.48,19.67,0.258518634,0.81,0.012873365,24
2008-06-26,coffin,20.15625,20.24,20.48,19.83,0.220726321,0.65,0.010950763,24
2008-06-27,coffin,20.2375,20.32,20.81,19.67,0.365528206,1.14,0.018061925,24
2008-06-28,coffin,20.51375,20.64,20.97,19.83,0.243038957,1.14,0.011847612,24
2008-06-29,coffin,20.20416667,20.155,21.3,19.02,0.731359167,2.28,0.036198433,24
2008-06-30,coffin,20.80041667,20.81,20.97,20.48,0.170739547,0.49,0.008208468,24
2008-07-01,coffin,20.91583333,21.13,21.3,20.32,0.37532498,0.98,0.017944539,24
2008-07-02,coffin,21.1225,21.3,21.47,20.48,0.307475697,0.99,0.014556785,24
2008-07-03,coffin,21.2875,21.215,22.13,20.16,0.453836305,1.97,0.02131938,24
2008-07-04,coffin,21.96625,22.215,22.97,20.97,0.659056061,2,0.030003121,24
2008-07-05,coffin,22.75083333,22.89,23.66,21.8,0.636402366,1.86,0.027972706,24
2008-07-06,coffin,23.25958333,23.31,24,22.47,0.554840198,1.53,0.023854262,24
2008-07-07,coffin,23.10083333,23.14,23.83,22.47,0.48012604,1.36,0.020783927,24
2008-07-08,coffin,23.40083333,23.31,24.52,22.81,0.503836729,1.71,0.021530717,24
2008-07-09,coffin,23.73625,23.83,24.52,22.81,0.506546813,1.71,0.021340642,24
2008-07-10,coffin,23.74333333,23.66,24.17,23.14,0.243197302,1.03,0.010242762,24
2008-07-11,coffin,23.52791667,23.66,23.83,23.14,0.212745596,0.69,0.009042262,24
2008-07-12,coffin,23.73375,23.745,24.34,23.14,0.399269033,1.2,0.016822838,24
2008-07-13,coffin,23.65,23.66,24,23.14,0.207406343,0.86,0.008769824,24
2008-07-14,coffin,23.36083333,23.31,23.66,23.14,0.156813838,0.52,0.006712682,24
2008-07-15,coffin,23.17083333,23.14,23.66,22.63,0.287067886,1.03,0.012389191,24
2008-07-16,coffin,23.32083333,23.48,23.83,22.63,0.396209394,1.2,0.016989504,24
2008-07-17,coffin,23.52875,23.66,24,22.81,0.362447148,1.19,0.015404437,24
2008-07-18,coffin,24.10833333,24,24.69,23.83,0.299502002,0.86,0.012423173,24
2008-07-19,coffin,24.05666667,24,24.34,23.66,0.155861328,0.68,0.006478925,24
2008-07-20,coffin,23.90791667,23.83,24.34,23.66,0.218392928,0.68,0.009134754,24
2008-07-21,coffin,23.66541667,23.66,23.83,23.31,0.13061657,0.52,0.005519302,24
2008-07-22,coffin,23.87083333,23.915,24.52,23.14,0.498884989,1.38,0.020899354,24
2008-07-23,coffin,23.255,23.31,24,22.63,0.352333834,1.37,0.015150885,24
2008-07-24,coffin,22.22583333,22.47,22.63,20.64,0.513935512,1.99,0.02312334,24
2008-07-25,coffin,22.5575,22.63,22.97,22.13,0.216056555,0.84,0.009578036,24
2008-07-26,coffin,22.8625,23.055,23.66,21.97,0.58561933,1.69,0.025614842,24
2008-07-27,coffin,22.68625,22.81,23.14,22.13,0.274207356,1.01,0.012086941,24
2008-07-28,coffin,22.49583333,22.63,22.81,21.97,0.283210118,0.84,0.012589448,24
2008-07-29,coffin,22.58041667,22.63,22.97,22.13,0.25709885,0.84,0.011385921,24
2008-07-30,coffin,22.86041667,23.055,23.31,22.3,0.428571735,1.01,0.018747328,24
2008-07-31,coffin,23.34958333,23.31,24.17,22.81,0.390155812,1.36,0.016709327,24
2008-08-01,coffin,23.46375,23.57,24,22.97,0.349431993,1.03,0.014892419,24
2008-08-02,coffin,23.73375,23.745,24.34,23.14,0.463838545,1.2,0.019543416,24
2008-08-03,coffin,23.56958333,23.48,23.83,23.31,0.178142082,0.52,0.007558135,24
2008-08-04,coffin,23.14125,23.14,23.48,22.81,0.191885666,0.67,0.008291932,24
2008-08-05,coffin,23.2225,23.225,24,22.63,0.465012856,1.37,0.020024238,24
2008-08-06,coffin,22.34958333,22.3,23.31,21.3,0.561500158,2.01,0.025123518,24
2008-08-07,coffin,22.53916667,22.55,23.14,21.97,0.493090667,1.17,0.021877058,24
2008-08-08,coffin,22.43208333,22.3,22.97,22.13,0.317873083,0.84,0.014170466,24
2008-08-09,coffin,22.13375,22.13,22.47,21.63,0.231062056,0.84,0.010439354,24
2008-08-10,coffin,22.34333333,22.47,23.14,21.47,0.611361038,1.67,0.027362123,24
2008-08-11,coffin,21.86375,21.97,22.3,21.47,0.235128318,0.83,0.010754254,24
2008-08-12,coffin,21.57833333,21.55,21.97,21.3,0.212166191,0.67,0.009832372,24
2008-08-13,coffin,21.47375,21.63,21.97,20.97,0.361696636,1,0.016843664,24
2008-08-14,coffin,21.47458333,21.63,21.97,20.81,0.373967903,1.16,0.017414443,24
2008-08-15,coffin,21.7725,21.97,22.47,20.97,0.528913982,1.5,0.024292754,24
2008-08-16,coffin,21.64,21.8,21.97,21.13,0.248875733,0.84,0.011500727,24
2008-08-17,coffin,21.4725,21.63,21.8,20.97,0.316107439,0.83,0.014721501,24
2008-08-18,coffin,21.79333333,21.8,22.63,21.3,0.375078736,1.33,0.01721071,24
2008-08-19,coffin,21.47958333,21.55,21.8,20.97,0.218422788,0.83,0.010168856,24
2008-08-20,coffin,20.74583333,20.81,21.3,20.32,0.310398295,0.98,0.014961958,24
2008-08-21,coffin,20.63791667,20.81,21.13,19.99,0.410545545,1.14,0.01989278,24
2008-08-22,coffin,21.5025,21.385,23.48,20.16,1.140706303,3.32,0.053049939,24
2008-08-23,coffin,22.17708333,22.13,22.97,21.47,0.61101113,1.5,0.027551465,24
2008-08-24,coffin,22.56791667,22.385,23.48,21.97,0.513360448,1.51,0.022747357,24
2008-08-25,coffin,21.8225,21.97,22.81,20.32,0.697300696,2.49,0.031953291,24
2008-08-26,coffin,20.80791667,20.81,21.47,20.32,0.34903568,1.15,0.016774177,24
2008-08-27,coffin,21.43875,21.55,22.97,20.16,0.998935575,2.81,0.046594861,24
2008-08-28,coffin,21.62041667,21.63,22.3,20.64,0.518203243,1.66,0.023968236,24
2008-08-29,coffin,21.41125,21.3,21.97,20.97,0.313525708,1,0.014643036,24
2008-08-30,coffin,21.14083333,21.13,21.47,20.97,0.158029075,0.5,0.007475064,24
2008-08-31,coffin,20.855,20.81,21.3,20.48,0.213317481,0.82,0.010228601,24
2008-09-01,coffin,20.62375,20.64,21.13,19.99,0.36914487,1.14,0.017899018,24
2008-09-02,coffin,20.82791667,20.97,21.47,19.99,0.458266859,1.48,0.02200253,24
2008-09-03,coffin,22.06875,22.22,23.48,20.81,0.996948878,2.67,0.045174687,24
2008-09-04,coffin,21.61958333,21.63,22.3,21.3,0.286075076,1,0.01323222,24
2008-09-05,coffin,22.21333333,22.215,23.66,21.47,0.697988829,2.19,0.031422066,24
2008-09-06,coffin,22.0925,22.05,22.63,21.47,0.287345422,1.16,0.013006469,24
2008-09-07,coffin,21.45375,21.63,21.97,20.48,0.435389006,1.49,0.020294308,24
2008-09-08,coffin,21.22625,21.05,21.97,20.81,0.3749413,1.16,0.017664039,24
2008-09-09,coffin,20.7925,20.81,21.13,20.32,0.209684027,0.81,0.010084599,24
2008-09-10,coffin,20.38625,20.32,20.97,19.99,0.325039295,0.98,0.015944045,24
2008-09-11,coffin,20.03416667,20.16,20.81,19.34,0.487191746,1.47,0.024318044,24
2008-09-12,coffin,19.73,19.67,19.99,19.51,0.140062098,0.48,0.007098941,24
2008-09-13,coffin,20.02166667,20.075,20.81,19.34,0.534998307,1.47,0.026720968,24
2008-09-14,coffin,20.19666667,20.32,20.64,19.34,0.325865625,1.3,0.016134624,24
2008-09-15,coffin,19.79,19.75,20.48,19.02,0.39214017,1.46,0.019815067,24
2008-09-16,coffin,19.50708333,19.59,20.48,18.86,0.521315053,1.62,0.026724398,24
2009-05-21,coffin,12.19777778,12.23,12.39,12.08,0.102320303,0.31,0.008388438,9
2009-05-22,coffin,12.73875,12.7,13.63,12.39,0.33435613,1.24,0.026247169,24
2009-05-23,coffin,14.49833333,14.56,14.87,13.78,0.356232297,1.09,0.024570569,24
2009-05-24,coffin,14.32166667,14.4,14.56,13.93,0.166854966,0.63,0.011650527,24
2009-05-25,coffin,13.90333333,14.165,14.71,12.23,0.693144484,2.48,0.049854554,24
2009-05-26,coffin,14.94666667,14.79,16.93,13.93,0.95903333,3,0.064163693,24
2009-05-27,coffin,14.62958333,14.56,15.19,14.24,0.282588642,0.95,0.019316247,24
2009-05-28,coffin,14.07583333,14.09,14.24,13.93,0.078735477,0.31,0.005593664,24
2009-05-29,coffin,14.015,13.78,14.56,13.47,0.424673788,1.09,0.030301376,24
2009-05-30,coffin,14.13416667,14.09,14.56,13.78,0.269458663,0.78,0.019064347,24
2009-05-31,coffin,13.55458333,14.09,14.71,10.38,1.327331351,4.33,0.09792491,24
2009-06-01,coffin,12.89375,13.17,13.47,10.69,0.657603108,2.78,0.051001695,24
2009-06-02,coffin,13.845,13.78,14.4,13.47,0.304930498,0.93,0.022024594,24
2009-06-03,coffin,14.76041667,14.71,15.19,14.4,0.224799025,0.79,0.015229856,24
2009-06-04,coffin,15.20708333,15.03,15.82,14.87,0.350111525,0.95,0.023022924,24
2009-06-05,coffin,16.30833333,16.21,17.24,15.34,0.655370235,1.9,0.040186218,24
2009-06-06,coffin,16.53791667,16.61,17.41,15.98,0.334689722,1.43,0.02023772,24
2009-06-07,coffin,16.03458333,16.13,16.29,15.66,0.183136423,0.63,0.01142134,24
2009-06-08,coffin,16.52375,16.61,16.93,15.98,0.332837766,0.95,0.020142992,24
2009-06-09,coffin,16.995,17.09,17.24,16.45,0.213765414,0.79,0.012578136,24
2009-06-10,coffin,16.69666667,16.69,17.09,16.29,0.253988474,0.8,0.015211927,24
2009-06-11,coffin,16.8025,16.77,17.24,16.29,0.277664953,0.95,0.016525217,24
2009-06-12,coffin,16.45166667,16.61,16.93,15.82,0.320239946,1.11,0.019465502,24
2009-06-13,coffin,16.98083333,17.165,17.57,16.29,0.414150956,1.28,0.024389319,24
2009-06-14,coffin,17.95,17.73,19.02,17.24,0.635445752,1.78,0.035400878,24
2009-06-15,coffin,17.96333333,17.89,18.53,17.57,0.262606776,0.96,0.014619045,24
2009-06-16,coffin,18.11916667,17.89,19.02,17.41,0.598119638,1.61,0.033010328,24
2009-06-17,coffin,17.62916667,17.73,18.37,17.09,0.397873878,1.28,0.022569069,24
2009-06-18,coffin,17.33416667,17.41,17.57,17.09,0.150619494,0.48,0.008689168,24
2009-06-19,coffin,17.60208333,17.325,18.53,16.93,0.572818957,1.6,0.03254268,24
2009-06-20,coffin,18.12458333,17.97,19.34,17.57,0.488529107,1.77,0.02695395,24
2009-06-21,coffin,19.12708333,19.18,19.51,18.69,0.200899697,0.82,0.010503415,24
2009-06-22,coffin,18.82875,18.94,19.34,18.05,0.389786034,1.29,0.020701642,24
2009-06-23,coffin,18.01,18.05,18.53,17.57,0.284069802,0.96,0.015772893,24
2009-06-24,coffin,18.54541667,18.61,19.18,18.05,0.329716336,1.13,0.017778858,24
2009-06-25,coffin,18.75375,18.69,19.18,18.53,0.191942303,0.65,0.010234876,24
2009-06-26,coffin,18.43708333,18.37,18.86,18.05,0.189196911,0.81,0.010261759,24
2009-06-27,coffin,19.43208333,19.1,20.64,18.21,0.68742101,2.43,0.035375569,24
2009-06-28,coffin,21.01208333,20.97,21.47,20.64,0.229061966,0.83,0.01090144,24
2009-06-29,coffin,20.36083333,20.4,21.13,19.34,0.555650161,1.79,0.027290148,24
2009-06-30,coffin,20.72333333,20.64,20.97,20.64,0.129301356,0.33,0.006239409,24
2009-07-01,coffin,20.15625,20.16,20.64,19.83,0.214978513,0.81,0.010665601,24
2009-07-02,coffin,19.49958333,19.51,19.99,18.86,0.284917672,1.13,0.014611475,24
2009-07-03,coffin,19.41833333,19.425,19.51,19.18,0.098936372,0.33,0.005094998,24
2009-07-04,coffin,19.01916667,19.18,19.51,18.05,0.399161258,1.46,0.020987316,24
2009-07-05,coffin,18.51583333,18.86,19.02,16.13,0.797730022,2.89,0.043083668,24
2009-07-06,coffin,19.43166667,19.425,20.32,18.69,0.554347769,1.63,0.028528061,24
2009-07-07,coffin,19.79625,19.83,19.99,18.86,0.237520022,1.13,0.011998233,24
2009-07-08,coffin,19.69,19.67,20.16,18.86,0.325215648,1.3,0.016516793,24
2009-07-09,coffin,19.83125,19.83,20.64,19.18,0.377512597,1.46,0.019036248,24
2009-07-10,coffin,20.19166667,19.67,21.3,19.51,0.727333825,1.79,0.036021485,24
2009-07-11,coffin,20.47583333,20.81,21.3,19.51,0.612748027,1.79,0.029925426,24
2009-07-12,coffin,19.95875,19.91,20.64,19.67,0.1976671,0.97,0.009903782,24
2009-07-13,coffin,19.91875,19.83,20.32,19.67,0.192044209,0.65,0.009641379,24
2009-07-14,coffin,19.76333333,19.67,19.99,19.51,0.169568933,0.48,0.008579976,24
2009-07-15,coffin,19.6625,19.67,19.83,19.34,0.154532957,0.49,0.007859273,24
2009-07-16,coffin,20.38625,20.32,21.13,19.67,0.586535981,1.46,0.028771156,24
2009-07-17,coffin,20.59666667,20.64,20.97,20.32,0.206727434,0.65,0.010036936,24
2009-07-18,coffin,20.76583333,20.81,20.97,20.64,0.122400507,0.33,0.005894322,24
2009-07-19,coffin,20.51416667,20.56,20.81,19.99,0.218888828,0.82,0.01067013,24
2009-07-20,coffin,21.0825,20.97,22.3,20.48,0.553481079,1.82,0.026253105,24
2009-07-21,coffin,21.87,21.97,22.13,21.3,0.20797157,0.83,0.009509445,24
2009-07-22,coffin,21.30708333,21.3,21.47,21.13,0.117343019,0.34,0.00550723,24
2009-07-23,coffin,21.25916667,21.3,21.63,20.97,0.241191186,0.66,0.011345279,24
2009-07-24,coffin,20.875,20.97,21.3,20.16,0.328924466,1.14,0.015756861,24
2009-07-25,coffin,21.06583333,21.05,21.63,20.81,0.210153498,0.82,0.009976035,24
2009-07-26,coffin,21.57125,21.55,21.97,21.13,0.282662996,0.84,0.013103691,24
2009-07-27,coffin,21.64041667,21.63,22.13,21.3,0.232929905,0.83,0.010763652,24
2009-07-28,coffin,21.69,21.63,22.13,21.3,0.228397061,0.83,0.010530063,24
2009-07-29,coffin,22.435,22.13,23.48,21.8,0.627008078,1.68,0.027947764,24
2009-07-30,coffin,22.72583333,22.63,23.14,22.3,0.217133833,0.84,0.009554494,24
2009-07-31,coffin,22.24541667,22.47,22.81,21.13,0.507714223,1.68,0.022823318,24
2009-08-01,coffin,22.45208333,22.47,22.81,22.13,0.196424101,0.68,0.008748591,24
2009-08-02,coffin,22.59083333,22.63,22.81,22.47,0.087173823,0.34,0.003858814,24
2009-08-03,coffin,22.46791667,22.47,22.63,22.3,0.108826913,0.33,0.004843658,24
