"X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40"
0.00084494792138068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.712473596854449,0.740364034646162,0.658174415778333,0.648104960737951,0.658993675169633,0.643545139664912,0.633569037640876,0.687647490446568,0.685339501208686,0.744370527361969,0.711342360991763,0.627730377014151,0.636095432471728,0.718031980431698,0.656506808793648,0.714107900257356,0.654732425132006,0.683105437806399
0.957841165821429,0.920826560898087,0.856493437700332,0.931693951003051,0.905634972287037,0.880567984567879,0.830181718120381,0.886473771507505,0.950209635266984,0.954055258850079,0.953728342905661,0.854975169378137,0.968703484379179,0.926004739544918,0.905985527769151,0.912418201551823,0.872073954163989,0.912521535240142
0.973672009468577,0.944860593829011,0.962808503495716,0.973848198935259,0.98039596044455,0.972645497201871,0.867389469965975,0.936386894348646,0.965134468561907,0.962659499793945,0.965711847374335,0.970607128555652,0.983756544048773,0.951755415276826,0.973486869603221,0.996292009339537,0.946842603663094,0.913983858444457
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
