"X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40"
0.000976409779239717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.580417802348542,0.698101245120418,0.692898222739678,0.639282396676827,0.603446829220429,0.67752009754825,0.685025639902797,0.623726163266773,0.647279797185303,0.58324449233925,0.69316577850931,0.613151585863122,0.676513189099459,0.670234660757871,0.613915368479328,0.595784195189652,0.665125063715644,0.640417782610629
0.879633653563928,0.910337669220906,0.862821461869391,0.853125843035749,0.793536257857405,0.887968982971276,0.900863717424881,0.874502596295256,0.929509875948729,0.830647825265072,0.894574770300156,0.826974809287,0.901109156883976,0.959852801577729,0.899527589134774,0.920952502203184,0.906251562293305,0.838453342109935
0.939618002534608,0.919656178792524,0.947617103020429,0.915782075877383,0.897855993125143,0.932430028306815,0.987677485167837,0.880711462104538,0.949564967858351,0.842043575876297,0.916948151076206,0.958120618717839,0.928494081238757,0.965339576278239,0.907272610219228,0.927246500752396,0.930300571741189,0.978409428050647
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
