"X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20"
0.00195195768616728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.673426398421638,0.66783418047792,0.631004812798953,0.583245471491928,0.683923307720304,0.635634823346209,0.663993460725416,0.665571678987875,0.641029874689404,0.635611558587387,0.6159028588825,0.594664784025907,0.629450392514133,0.639755533162742,0.687103430622156,0.599633143789116,0.656584692891816,0.597380708143408
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
