"X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40"
0.00199398941929753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.609585030446598,0.599179759886575,0.649691359283465,0.56238647370853,0.594359634760504,0.674785808513589,0.684588708842209,0.674475138580981,0.599025896115615,0.621189942354012,0.615764489458014,0.629997192431097,0.612024974248317,0.590850960891463,0.729194809128361,0.57894949195535,0.650236258343685,0.60189756642886
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
