"X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20"
0.000802274210224529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.673096691709924,0.696977313173993,0.660946162978634,0.649653390929844,0.668135862436264,0.615593069194339,0.695300814309475,0.608948311961583,0.71412227132349,0.660495861702498,0.639463903571378,0.624394570863983,0.649638954356081,0.622638152255343,0.576888204399976,0.700439427111632,0.542858307804439,0.618489914818065
0.814964112923695,0.96508896554301,0.954901365099161,0.880032772427671,0.963302283506151,0.800861065869198,0.933590781202359,0.921655587199008,0.925267411020833,0.97874744081311,0.962212534395145,0.852445538589806,0.8476804520045,0.876847921478178,0.874417162226278,0.958999840180218,0.849443226326692,0.902811034003237
0.90860786946466,0.972047561204426,0.995573699692962,0.939481674049378,0.99163906387763,0.926563941744934,0.999346581381323,0.991112163781931,0.94616869108088,0.998226375958525,0.973455207973068,0.897958458588029,0.954976029911664,0.943376920339209,0.90693201514808,0.965992659442402,0.897530930761175,0.936482081011596
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
