"X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20"
0.00189987825136227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.709914255647956,0.805547626859708,0.736522943002557,0.670807325063402,0.688780773589333,0.616781166661803,0.744930451858968,0.70683449290131,0.735134213124564,0.779543498407075,0.681660935492022,0.76832101547883,0.733103790884231,0.737979540490125,0.755704742418603,0.718461300048598,0.748487966593665,0.63523727437708
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
