"X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20"
0.000849203752021754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.687705353219431,0.663334405907503,0.703707718164399,0.697283637031037,0.618225427930963,0.730037404055376,0.749585015937429,0.694496610547051,0.727906284544317,0.734276962766343,0.715215690128163,0.758819957799927,0.697172723677083,0.738316421350791,0.686480933339408,0.723071373678569,0.666194451378697,0.747022705151649
0.981677514303671,0.895416204053785,0.991335975054876,0.978553588925439,0.969362207514578,0.951778715681048,0.988929565347978,0.950276657330173,0.939442412465317,0.971589897937049,0.966245367267025,0.96319654643532,0.964400982550504,0.988021052548372,0.951895517200975,0.938606107748615,0.881316891714203,0.83448169013854
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
