site,date,year,month,week,dayofmonth,dayofyr,coloniesperL,filbundperL,totalperL
Newbury,2012-06-21,2012,6,25,21,173,0.014147208,0,0.014147208
Newbury,2012-06-28,2012,6,26,28,180,0.099030457,0,0.099030457
Newbury,2012-07-05,2012,7,27,5,187,0.162692893,7.07E-03,0.169766497
Newbury,2012-07-12,2012,7,28,12,194,0.530520303,0.120251269,0.650771571
Newbury,2012-07-19,2012,7,29,19,201,4.024880695,7.07E-03,4.031954299
Newbury,2012-07-26,2012,7,30,26,208,0.898347712,0.183913705,1.082261417
Newbury,2012-08-02,2012,8,31,2,215,0.162692893,0,0.162692893
Newbury,2012-08-09,2012,8,32,9,222,0.410269034,5.66E-02,0.466857866
Newbury,2012-08-16,2012,8,33,16,229,0.155619289,4.24E-02,0.198060913
Newbury,2012-08-23,2012,8,34,23,236,0.615403551,6.37E-02,0.679065987
Newbury,2012-08-30,2012,8,35,30,243,0.318312182,0,0.318312182
Newbury,2012-09-06,2012,9,36,6,250,0.155619289,0,0.155619289
Newbury,2012-09-13,2012,9,37,13,257,0.424416242,0,0.424416242
Newbury,2012-09-20,2012,9,38,20,264,0.056588832,0,0.056588832
Newbury,2012-09-27,2012,9,39,27,271,0.014147208,0,0.014147208
Newbury,2012-10-05,2012,10,40,5,279,0,0,0
Newbury,2013-04-24,2013,4,16,24,114,0,0,0
Newbury,2013-05-02,2013,5,17,2,122,0,0,0
Newbury,2013-05-14,2013,5,19,14,134,0,0,0
Newbury,2013-05-23,2013,5,20,23,143,0,0,0
Newbury,2013-05-30,2013,5,21,30,150,0,0,0
Newbury,2013-06-06,2013,6,22,6,157,0,0,0
Newbury,2013-06-13,2013,6,23,13,164,0.007073604,0,0.007073604
Newbury,2013-06-20,2013,6,24,20,171,0.014147208,0,0.014147208
Newbury,2013-06-27,2013,6,25,27,178,0,0,0
Newbury,2013-07-03,2013,7,26,3,184,0.007073604,0,0.007073604
Newbury,2013-07-11,2013,7,27,11,192,0.028294416,7.07E-03,0.03536802
Newbury,2013-07-18,2013,7,28,18,199,0.028294416,0,0.028294416
Newbury,2013-07-25,2013,7,29,25,206,1.181291874,0.657845175,1.839137049
Newbury,2013-08-01,2013,8,30,1,213,0.325385786,7.07E-02,0.396121826
Newbury,2013-08-08,2013,8,31,8,220,0.077809644,1.41E-02,0.091956852
Newbury,2013-08-15,2013,8,32,15,227,2.397951767,0.176840101,2.574791868
Newbury,2013-08-22,2013,8,33,22,234,7.922436517,0.381974618,8.304411135
Newbury,2013-08-29,2013,8,34,29,241,0.148545685,6.37E-02,0.212208121
Newbury,2013-09-05,2013,9,35,5,248,2.313068519,1.41E-02,2.327215727
Newbury,2013-09-11,2013,9,36,11,254,6.097446677,7.07E-02,6.168182717
Newbury,2013-09-18,2013,9,37,18,261,11.13385275,7.07E-03,11.14092635
Newbury,2013-09-25,2013,9,38,25,268,0.346606598,7.07E-03,0.353680202
Newbury,2013-10-02,2013,10,39,2,275,0.679065987,0,0.679065987
Newbury,2013-10-09,2013,10,40,9,282,0.028294416,0,0.028294416
Newbury,2014-05-29,2014,5,21,29,149,0,0,0
Newbury,2014-06-05,2014,6,22,5,156,0,0,0
Newbury,2014-06-12,2014,6,23,12,163,0,1.41E-02,0.014147208
Newbury,2014-06-19,2014,6,24,19,170,0.190987309,0.169766497,0.360753806
Newbury,2014-06-26,2014,6,25,26,177,0.084883248,7.78E-02,0.162692893
Newbury,2014-07-02,2014,7,26,2,183,0.021220812,2.12E-02,0.042441624
Newbury,2014-07-09,2014,7,27,9,190,0.084883248,4.24E-02,0.127324873
Newbury,2014-07-23,2014,7,29,23,204,0.099030457,0,0.099030457
Newbury,2014-07-30,2014,7,30,30,211,0.827611672,1.41E-02,0.84175888
Newbury,2014-08-06,2014,8,31,6,218,0.47393147,0,0.47393147
Newbury,2014-08-12,2014,8,32,12,224,0.233428933,0,0.233428933
Newbury,2014-08-20,2014,8,33,20,232,4.067322319,7.78E-02,4.145131963
Newbury,2014-08-27,2014,8,34,27,239,22.82652022,0.8771269,23.70364712
Newbury,2014-09-04,2014,9,35,4,247,6.139888301,6.37E-02,6.203550737
Newbury,2014-09-10,2014,9,36,10,253,0.106104061,0,0.106104061
Newbury,2014-09-17,2014,9,37,17,260,0.608329947,7.07E-03,0.615403551
Newbury,2014-09-25,2014,9,38,25,268,0.014147208,0,0.014147208
Newbury,2014-10-03,2014,10,39,3,276,0.021220812,0,0.021220812
Newbury,2014-10-10,2014,10,40,10,283,0.014147208,0,0.014147208
Newbury,2015-05-14,2015,5,19,14,134,0,0,0
Newbury,2015-05-21,2015,5,20,21,141,0,0,0
Newbury,2015-05-28,2015,5,21,28,148,0,0,0
Newbury,2015-06-05,2015,6,22,5,156,0,0,0
Newbury,2015-06-11,2015,6,23,11,162,0,0,0
Newbury,2015-06-19,2015,6,24,19,170,0.007073604,7.07E-03,0.014147208
Newbury,2015-07-02,2015,7,26,2,183,0.028294416,2.83E-02,0.056588832
Newbury,2015-07-09,2015,7,27,9,190,0.077809644,3.54E-02,0.113177665
Newbury,2015-07-16,2015,7,28,16,197,0.077809644,2.12E-02,0.099030457
Newbury,2015-07-23,2015,7,29,23,204,0.304164973,4.24E-02,0.346606598
Newbury,2015-07-30,2015,7,30,30,211,0.629550759,9.20E-02,0.721507611
Newbury,2015-08-06,2015,8,31,6,218,0.162692893,4.95E-02,0.212208121
Newbury,2015-08-13,2015,8,32,13,225,0.516373094,0.134398477,0.650771571
Newbury,2015-08-20,2015,8,33,20,232,0.353680202,0.106104061,0.459784262
Newbury,2015-08-25,2015,8,34,25,237,0.459784262,4.24E-02,0.502225886
Newbury,2015-09-03,2015,9,35,3,246,12.85981213,0.594182739,13.45399487
Newbury,2015-09-10,2015,9,36,10,253,1.598634512,0.134398477,1.733032988
Newbury,2015-09-17,2015,9,37,17,260,25.7762131,0.120251269,25.89646437
Newbury,2015-09-24,2015,9,38,24,267,2.206964458,7.07E-03,2.214038062
Newbury,2015-10-02,2015,10,39,2,275,0.113177665,0,0.113177665
Newbury,2015-10-12,2015,10,41,12,285,0.148545685,0,0.148545685
Newbury,2016-05-26,2016,5,21,26,147,0.077809644,3.54E-02,0.113177665
Newbury,2016-06-03,2016,6,22,3,155,0.014147208,7.07E-03,0.021220812
Newbury,2016-06-16,2016,6,24,16,168,0.311238578,0.169766497,0.481005074
Newbury,2016-06-23,2016,6,25,23,175,2.92847207,0.891274108,3.819746178
Newbury,2016-06-30,2016,6,26,30,182,0.099030457,4.24E-02,0.141472081
Newbury,2016-07-07,2016,7,27,7,189,0.014147208,2.12E-02,0.03536802
Newbury,2016-07-14,2016,7,28,14,196,0.198060913,0.36782741,0.565888323
Newbury,2016-07-21,2016,7,29,21,203,0.176840101,0.176840101,0.353680202
Newbury,2016-07-27,2016,7,30,27,209,3.550949225,1.216659894,4.767609118
Newbury,2016-08-04,2016,8,31,4,217,0.834685276,0.481005074,1.31569035
Newbury,2016-08-15,2016,8,33,15,228,1.421794411,0.82407487,2.245869281
Newbury,2016-08-22,2016,8,34,22,235,0.643697967,3.54E-02,0.679065987
Newbury,2016-08-31,2016,8,35,31,244,3.939997446,0.219281725,4.159279172
Newbury,2016-09-07,2016,9,36,7,251,0.594182739,0.155619289,0.749802028
Newbury,2016-09-14,2016,9,37,14,258,0.679065987,2.83E-02,0.707360403
Newbury,2016-09-21,2016,9,38,21,265,0.799317256,7.78E-02,0.8771269
Newbury,2016-09-28,2016,9,39,28,272,0.148545685,0,0.148545685
Newbury,2016-10-05,2016,10,40,5,279,0.063662436,1.41E-02,0.077809644
