"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20"
1,0.00241262307055813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.71126408497251,0.691532979562434,0.755201647808678,0.684895641816394,0.671069314671578,0.689385286044968,0.713962081996603,0.764810644073247,0.666831313405221,0.628273160525017,0.739014573875653,0.740301545871374,0.679543992684695,0.658594793771766,0.671913346590367,0.703966349842993,0.708136512466476,0.703214972156585,0.651362861538629
1,0.923189221012631,0.811945542614995,0.955635154249556,0.879807280678094,0.904710256709067,0.915716919363483,0.900580117062705,0.939491237345335,0.97080085004734,0.897682042652808,0.967889600379601,0.956322783558463,0.955389754580831,0.923510691316417,0.886784696260963,0.854132516529183,0.875017715489555,0.923500816302296,0.972093432304224
1,0.966059779246317,0.872189655801911,0.989856931383052,0.968189252606652,0.961268641712969,0.977853295507429,0.989439985041849,0.995583428524763,0.991631116881079,0.92715348936119,0.987604495666609,0.989806899197302,0.996873404320075,0.93272522501443,0.987397903033139,0.961591476070826,0.876105887691836,0.927554693144708,0.977165779299648
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
