"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
1,0.0023327283183216,0.000900924189154906,0.000432396765363254,0.000242756020947777,0.000137517667809493,7.9471274232453e-05,4.39830782915908e-05,2.66121612301175e-05,1.51552321288806e-05,8.43996262529562e-06,5.21465247143362e-06,3.19864051042557e-06,1.86375578565191e-06,1.0658571669015e-06,6.69710057627093e-07,4.04339249759355e-07,2.39133469994262e-07,1.45669220405321e-07,9.15279814305847e-08
1,0.745932096663396,0.673881027336867,0.642620435931494,0.728256137404877,0.76025444860386,0.700792166777875,0.682621162787375,0.6977969885355,0.65100935767387,0.626763212414405,0.655172164043745,0.722384487400844,0.665607971914436,0.608880595275501,0.659454657157615,0.639965683017463,0.643572915881416,0.644141227120375,0.667326843112748
1,0.984647907755594,0.969076490055939,0.889968776801003,0.98797073968292,0.95845379971743,0.948828568928552,0.926164175095077,0.911004008095544,0.884042507496394,0.831319685010685,0.87658163483719,0.924679947049772,0.866913574877787,0.905367888485568,0.947102899833943,0.922447613680238,0.897994459983181,0.873576268748562,0.926387099393421
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
