"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20"
0.00242975785233382,0.00270756643952521,0.105331353260089,0.113996314559582,0.108109666859165,0.108192666823657,0.336791337774108,0.119429860862948,0.112478131151773,0.111489152716994,0.337611334606935,0.122943057825419,0.110828506212496,0.109398114481252,0.115126640567442,0.113248410346904,0.111728942066339,0.123262493253884,0.114799120665358,0.109174408669013
0.643694372284887,0.692300420675307,0.716062319498311,0.730035999713928,0.686010722403856,0.732376039755658,0.767680657717032,0.717477133714162,0.710593068844411,0.707974343458718,0.792876509585735,0.73338683560452,0.727704684366682,0.691581194811787,0.695012172319018,0.703093358274385,0.704040049562674,0.680751769676269,0.702463375550381,0.695558514961784
0.886017852785827,0.948161505005943,0.963416854010791,0.956204864375058,0.92952133682564,0.983575271409341,0.97730233435006,1,0.975411029809856,0.955988042213901,0.965221628631082,0.992541266188773,0.948277482742361,0.94687529723457,0.923834917839794,0.91486036443117,0.947314477636157,0.940036522541421,0.953716329384467,0.932942387987892
0.926525846617387,1,1,0.932065805337247,0.963950653307313,0.980794926314503,0.992448286254901,0.963788121964914,1,0.991250978582719,1,0.990495764660668,1,0.985999661042116,0.948687742743845,0.949111167505991,0.933079253190531,0.952591714813841,0.994899549350429,0.979485298717234
1,0.994872128292824,0.98703623164625,1,1,1,1,0.968529110554616,0.995251102832618,1,0.99690946444723,1,0.981602885801474,1,1,1,1,1,1,1
