"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16"
0.00413664971058126,0.00374736126675262,0.123317523195818,0.31431224095882,0.135665732738446,0.135650375615387,0.120753862741821,0.122323842661581,0.13035425748594,0.12361371027971,0.12567235414413,0.128901562175502,0.315015839504572,0.142223200056575,0.136229498812124,0.126760350366317
0.700684352287411,0.63605155727794,0.673792216269177,0.735619858935638,0.69605427432969,0.720832979687336,0.656229758012392,0.657172371036745,0.668156902191651,0.697013732224253,0.650744171862023,0.687371996460223,0.735603978673066,0.653258337141152,0.654025784462367,0.644835733465005
0.978044459749883,0.96807984276685,0.956561975103909,0.940842628407975,1,0.946024852147399,0.962146743932658,0.943738012158158,0.996188230889812,0.953944487160712,0.977016479790876,0.922973265675928,0.944758485819329,0.939165624504781,0.928577169858632,0.994086345671518
0.994663274394399,0.968791439981687,1,1,0.981196719927005,1,1,0.979862589947677,0.992553338647446,0.992625861038169,0.973563761500538,1,0.960379938052589,1,0.985358278055932,0.961386917326614
1,1,0.998228299724204,0.963856133967662,0.989163304139412,0.990693776956845,0.991467328193637,1,1,1,1,0.987384124266305,1,0.967808704475826,1,1
