year,week,measure,site,max,mean,median
2012,35,light,Midge,30311.3,1701.3770833333333,538.2
2012,35,temp,Midge,25.708,24.20832142857143,24.158
2012,36,light,Midge,8266.7,1179.8697420634921,166.85
2012,36,temp,Midge,24.062,22.891133928571428,22.908
2012,37,light,Midge,7233.4,1006.7176587301587,285.25
2012,37,temp,Midge,23.196,21.76385515873016,21.855
2012,38,light,Midge,15844.5,NA,NA
2012,38,temp,Midge,21.569,NA,NA
2012,39,light,Midge,37200.2,NA,NA
2012,39,temp,Midge,19.853,NA,NA
2012,21,light,OldNewbury,-Inf,NA,NA
2012,21,temp,OldNewbury,-Inf,NA,NA
2012,22,light,OldNewbury,-Inf,NA,NA
2012,22,temp,OldNewbury,-Inf,NA,NA
2012,23,light,OldNewbury,-Inf,NA,NA
2012,23,temp,OldNewbury,-Inf,NA,NA
2012,24,light,OldNewbury,99200.7,NA,NA
2012,24,temp,OldNewbury,22.333,NA,NA
2012,25,light,OldNewbury,82667.2,3910.2757936507937,602.75
2012,25,temp,OldNewbury,25.222,20.862125992063493,21.664
2012,26,light,OldNewbury,159823.3,5686.938789682539,1049.5
2012,26,temp,OldNewbury,24.835,22.640737103174605,22.621
2012,27,light,OldNewbury,77156.1,6565.332539682539,1184
2012,27,temp,OldNewbury,25.222,23.850012896825397,23.869
2012,28,light,OldNewbury,104711.8,NA,NA
2012,28,temp,OldNewbury,26.585,NA,NA
2012,29,light,OldNewbury,93689.5,5334.40634920635,1054.85
2012,29,temp,OldNewbury,27.075,25.5473878968254,25.61
2012,30,light,OldNewbury,34444.7,2246.505357142857,419.8
2012,30,temp,OldNewbury,26.195,23.914394841269843,23.677
2012,31,light,OldNewbury,104711.8,3701.9261904761906,694.25
2012,31,temp,OldNewbury,26.39,23.949434523809526,23.677
2012,32,light,OldNewbury,104711.8,4253.8892857142855,258.3
2012,32,temp,OldNewbury,26.879,24.561339285714286,24.448
2012,33,light,OldNewbury,71644.9,1397.6911706349206,161.5
2012,33,temp,OldNewbury,26.097,24.82043650793651,24.738
2012,34,light,OldNewbury,39955.8,1734.0339285714285,269.1
2012,34,temp,OldNewbury,26,24.565112103174602,24.448
2012,35,light,OldNewbury,49600.3,2800.7122023809525,279.9
2012,35,temp,OldNewbury,25.222,23.62699404761905,23.581
2012,36,light,OldNewbury,42711.4,1860.9040674603175,188.4
2012,36,temp,OldNewbury,23.966,22.326719246031747,22.189999999999998
2012,37,light,OldNewbury,42711.4,NA,NA
2012,37,temp,OldNewbury,22.812,20.878910714285713,20.71
2012,38,light,OldNewbury,34444.7,NA,NA
2012,38,temp,OldNewbury,21.282,NA,NA
2012,39,light,OldNewbury,-Inf,NA,NA
2012,39,temp,OldNewbury,-Inf,NA,NA
2013,21,light,Coffin,-Inf,NA,NA
2013,21,temp,Coffin,-Inf,NA,NA
2013,22,light,Coffin,10752,NA,NA
2013,22,temp,Coffin,19.472,NA,NA
2013,23,light,Coffin,8192,NA,NA
2013,23,temp,Coffin,19.187,NA,NA
2013,24,light,Coffin,115734.1,NA,NA
2013,24,temp,Coffin,18.236,NA,NA
2013,25,light,Coffin,99200.7,4947.886904761905,1044.1
2013,25,temp,Coffin,20.901,18.567520833333333,18.426
2013,26,light,Coffin,71644.9,NA,NA
2013,26,temp,Coffin,23.773,NA,NA
2013,27,light,Coffin,82667.2,5235.352777777778,963.4
2013,27,temp,Coffin,26.488,23.971746031746033,23.725
2013,28,light,Coffin,88178.4,NA,NA
2013,28,temp,Coffin,26.683,NA,NA
2013,29,light,Coffin,132267.5,4869.869543650793,1022.55
2013,29,temp,Coffin,27.272,26.11162599206349,26.097
2013,30,light,Coffin,88178.4,NA,NA
2013,30,temp,Coffin,26.097,NA,NA
2013,31,light,Coffin,99200.7,6763.035615079365,640.45
2013,31,temp,Coffin,25.222,23.75274007936508,23.773
2013,32,light,Coffin,104711.8,NA,NA
2013,32,temp,Coffin,24.158,NA,NA
2013,33,light,Coffin,121245.2,5467.205555555555,737.3
2013,33,temp,Coffin,23.196,21.906237103174604,22.046
2013,34,light,Coffin,115734.1,NA,NA
2013,34,temp,Coffin,23.773,NA,NA
2013,35,light,Coffin,148801,4005.6457341269843,441.35
2013,35,temp,Coffin,24.738,23.32720734126984,23.388
2013,36,light,Coffin,104711.8,NA,NA
2013,36,temp,Coffin,24.351,NA,NA
2013,37,light,Coffin,82667.2,3085.6790674603176,48.45
2013,37,temp,Coffin,21.473,20.200153769841272,20.234
2013,38,light,Coffin,77156.1,NA,NA
2013,38,temp,Coffin,19.948,NA,NA
2013,39,light,Coffin,-Inf,NA,NA
2013,39,temp,Coffin,-Inf,NA,NA
2013,21,light,Fichter,74400.5,2739.7125200642054,505.9
2013,21,temp,Fichter,14.325,12.893775280898875,12.787
2013,22,light,Fichter,66133.8,NA,NA
2013,22,temp,Fichter,21.664,NA,NA
2013,23,light,Fichter,-Inf,NA,NA
2013,23,temp,Fichter,19.758,16.87839484126984,16.903
2013,24,light,Fichter,85422.8,NA,NA
2013,24,temp,Fichter,18.806,NA,NA
2013,25,light,Fichter,49600.3,2456.979861111111,430.6
2013,25,temp,Fichter,23.292,19.448444444444444,19.662
2013,26,light,Fichter,30311.3,NA,NA
2013,26,temp,Fichter,23.677,NA,NA
2013,27,light,Fichter,55111.5,2027.4897817460317,312.2
2013,27,temp,Fichter,26.585,24.13410218253968,24.545
2013,28,light,Fichter,79911.6,NA,NA
2013,28,temp,Fichter,26,NA,NA
2013,29,light,Fichter,154312.1,4087.9661706349207,543.6
2013,29,temp,Fichter,28.357,26.478076388888887,26.488
2013,30,light,Fichter,46844.8,NA,NA
2013,30,temp,Fichter,25.61,NA,NA
2013,31,light,Fichter,39955.8,1630.3122023809524,258.3
2013,31,temp,Fichter,24.835,23.50883035714286,23.484
2013,32,light,Fichter,46844.8,NA,NA
2013,32,temp,Fichter,23.966,NA,NA
2013,33,light,Fichter,88178.4,3218.904265873016,570.5
2013,33,temp,Fichter,23.004,21.937260912698413,21.951
2013,34,light,Fichter,77156.1,NA,NA
2013,34,temp,Fichter,24.931,NA,NA
2013,35,light,Fichter,60622.6,2458.8811507936507,317.54999999999995
2013,35,temp,Fichter,25.222,23.276585317460317,23.292
2013,36,light,Fichter,187379,NA,NA
2013,36,temp,Fichter,23.677,NA,NA
2013,37,light,Fichter,63378.2,2513.6618055555555,64.6
2013,37,temp,Fichter,22.525,20.28483134920635,20.043
2013,38,light,Fichter,99200.7,NA,NA
2013,38,temp,Fichter,19.948,NA,NA
2013,39,light,Fichter,-Inf,NA,NA
2013,39,temp,Fichter,-Inf,NA,NA
2013,21,light,Midge,22044.6,1733.9123595505619,559.7
2013,21,temp,Midge,15.855,13.491038523274478,13.173
2013,22,light,Midge,41333.6,NA,NA
2013,22,temp,Midge,21.664,NA,NA
2013,23,light,Midge,44089.2,NA,NA
2013,23,temp,Midge,20.901,NA,NA
2013,24,light,Midge,52355.9,NA,NA
2013,24,temp,Midge,18.806,NA,NA
2013,25,light,Midge,37200.2,2104.5999007936507,834.2
2013,25,temp,Midge,23.1,19.81911408730159,19.662
2013,26,light,Midge,27555.7,NA,NA
2013,26,temp,Midge,24.255,NA,NA
2013,27,light,Midge,22044.6,1601.8318452380952,592
2013,27,temp,Midge,27.468,25.31234027777778,25.902
2013,28,light,Midge,44089.2,NA,NA
2013,28,temp,Midge,26.683,NA,NA
2013,29,light,Midge,26178,1904.4725198412698,613.5
2013,29,temp,Midge,28.258,26.85205753968254,26.977
2013,30,light,Midge,33066.9,NA,NA
2013,30,temp,Midge,25.61,NA,NA
2013,31,light,Midge,55111.5,1894.990476190476,269.1
2013,31,temp,Midge,25.222,24.184198412698414,24.255
2013,32,light,Midge,27555.7,NA,NA
2013,32,temp,Midge,23.773,NA,NA
2013,33,light,Midge,14466.8,1451.4791666666667,538.2
2013,33,temp,Midge,23.292,22.22920734126984,22.238
2013,34,light,Midge,12400.1,NA,NA
2013,34,temp,Midge,24.545,NA,NA
2013,35,light,Midge,8266.7,1493.668253968254,344.4
2013,35,temp,Midge,24.545,23.36869246031746,23.581
2013,36,light,Midge,7233.4,NA,NA
2013,36,temp,Midge,23.773,NA,NA
2013,37,light,Midge,8266.7,1095.039880952381,86.1
2013,37,temp,Midge,22.429,20.882962301587302,20.519
2013,38,light,Midge,17222.3,953.2954274353876,64.6
2013,38,temp,Midge,20.138,19.062786282306163,19.092
2013,39,light,Midge,6544.5,610.8046296296296,0
2013,39,temp,Midge,17.855,17.34712962962963,17.379
2013,21,light,OldNewbury,42711.4,3257.0898876404494,624.3
2013,21,temp,OldNewbury,13.365,11.804460674157303,11.819
2013,22,light,OldNewbury,35822.5,NA,NA
2013,22,temp,OldNewbury,19.662,NA,NA
2013,23,light,OldNewbury,3712,252.86111111111111,65
2013,23,temp,OldNewbury,19.282,16.25577876984127,16.523
2013,24,light,OldNewbury,88178.4,NA,NA
2013,24,temp,OldNewbury,18.521,NA,NA
2013,25,light,OldNewbury,66133.8,5479.261011904762,823.45
2013,25,temp,OldNewbury,23.484,19.504505952380953,19.472
2013,26,light,OldNewbury,60622.6,NA,NA
2013,26,temp,OldNewbury,24.158,NA,NA
2013,27,light,OldNewbury,52355.9,3666.304265873016,570.5
2013,27,temp,OldNewbury,26.488,22.99828968253968,24.545
2013,28,light,OldNewbury,57867,NA,NA
2013,28,temp,OldNewbury,25.902,NA,NA
2013,29,light,OldNewbury,60622.6,4296.292460317461,495.1
2013,29,temp,OldNewbury,29.053,26.971737103174604,27.124
2013,30,light,OldNewbury,79911.6,NA,NA
2013,30,temp,OldNewbury,24.448,NA,NA
2013,31,light,OldNewbury,63378.2,4786.011805555556,559.75
2013,31,temp,OldNewbury,25.028,23.60449603174603,23.581
2013,32,light,OldNewbury,49600.3,NA,NA
2013,32,temp,OldNewbury,24.062,NA,NA
2013,33,light,OldNewbury,55111.5,4397.120337301587,742.7
2013,33,temp,OldNewbury,23.196,22.192739087301586,22.238
2013,34,light,OldNewbury,68889.3,NA,NA
2013,34,temp,OldNewbury,25.125,NA,NA
2013,35,light,OldNewbury,77156.1,3099.143253968254,479
2013,35,temp,OldNewbury,24.545,22.92152976190476,23.004
2013,36,light,OldNewbury,49600.3,NA,NA
2013,36,temp,OldNewbury,23.388,NA,NA
2013,37,light,OldNewbury,-Inf,NA,NA
2013,37,temp,OldNewbury,-Inf,NA,NA
2013,38,light,OldNewbury,-Inf,NA,NA
2013,38,temp,OldNewbury,-Inf,NA,NA
2013,39,light,OldNewbury,-Inf,NA,NA
2013,39,temp,OldNewbury,-Inf,NA,NA
2014,22,light,Coffin,-Inf,NA,NA
2014,22,temp,Coffin,-Inf,NA,NA
2014,23,light,Coffin,71644.9,NA,NA
2014,23,temp,Coffin,21.282,NA,NA
2014,24,light,Coffin,99200.7,NA,NA
2014,24,temp,Coffin,20.901,NA,NA
2014,25,light,Coffin,99200.7,6818.125,1367.05
2014,25,temp,Coffin,22.429,19.277603174603176,19.187
2014,26,light,Coffin,57867,NA,NA
2014,26,temp,Coffin,24.448,NA,NA
2014,27,light,Coffin,99200.7,5900.124007936508,871.9
2014,27,temp,Coffin,25.902,22.404900793650793,22.333
2014,28,light,Coffin,85422.8,NA,NA
2014,28,temp,Coffin,25.319,NA,NA
2014,29,light,Coffin,93689.5,6564.500099206349,1108.7
2014,29,temp,Coffin,25.902,24.037483134920635,24.062
2014,30,light,Coffin,49600.3,NA,NA
2014,30,temp,Coffin,25.222,NA,NA
2014,31,light,Coffin,49600.3,5328.0525793650795,1463.9
2014,31,temp,Coffin,24.738,23.465021825396825,23.484
2014,32,light,Coffin,115734.1,NA,NA
2014,32,temp,Coffin,25.805,NA,NA
2014,33,light,Coffin,66133.8,4783.75873015873,414.4
2014,33,temp,Coffin,23.677,21.928916666666666,21.855
2014,34,light,Coffin,115734.1,NA,NA
2014,34,temp,Coffin,23.581,NA,NA
2014,35,light,Coffin,66133.8,5416.58869047619,457.5
2014,35,temp,Coffin,23.484,22.04151587301587,21.951
2014,36,light,Coffin,85422.8,NA,NA
2014,36,temp,Coffin,24.545,NA,NA
2014,37,light,Coffin,88178.4,4381.391369047619,172.2
2014,37,temp,Coffin,23.484,20.50961408730159,20.234
2014,38,light,Coffin,10677.8,NA,NA
2014,38,temp,Coffin,19.377,NA,NA
2014,39,light,Coffin,-Inf,NA,NA
2014,39,temp,Coffin,-Inf,NA,NA
2014,22,light,Fichter,-Inf,NA,NA
2014,22,temp,Fichter,-Inf,NA,NA
2014,23,light,Fichter,79911.6,NA,NA
2014,23,temp,Fichter,21.951,NA,NA
2014,24,light,Fichter,99200.7,NA,NA
2014,24,temp,Fichter,21.091,NA,NA
2014,25,light,Fichter,132267.5,6515.51746031746,974.15
2014,25,temp,Fichter,22.142,19.768834325396824,19.662
2014,26,light,Fichter,104711.8,NA,NA
2014,26,temp,Fichter,24.931,NA,NA
2014,27,light,Fichter,88178.4,4879.062996031746,500.5
2014,27,temp,Fichter,25.319,22.86148908730159,22.908
2014,28,light,Fichter,154312.1,NA,NA
2014,28,temp,Fichter,25.416,NA,NA
2014,29,light,Fichter,110223,6404.386607142857,1033.3
2014,29,temp,Fichter,25.805,23.837068452380954,23.677
2014,30,light,Fichter,79911.6,NA,NA
2014,30,temp,Fichter,26.195,NA,NA
2014,31,light,Fichter,99200.7,3240.4,834.2
2014,31,temp,Fichter,25.028,23.37506547619048,23.292
2014,32,light,Fichter,93689.5,NA,NA
2014,32,temp,Fichter,25.513,NA,NA
2014,33,light,Fichter,60622.6,3859.6375,333.7
2014,33,temp,Fichter,23.388,21.573206349206348,21.473
2014,34,light,Fichter,115734.1,NA,NA
2014,34,temp,Fichter,24.738,NA,NA
2014,35,light,Fichter,159823.3,5540.256646825397,548.95
2014,35,temp,Fichter,24.738,22.48319642857143,22.429
2014,36,light,Fichter,126756.4,NA,NA
2014,36,temp,Fichter,25.513,NA,NA
2014,37,light,Fichter,93689.5,4839.957936507936,183
2014,37,temp,Fichter,23.1,20.114165674603175,19.9005
2014,38,light,Fichter,1119.5,NA,NA
2014,38,temp,Fichter,18.616,NA,NA
2014,39,light,Fichter,-Inf,NA,NA
2014,39,temp,Fichter,-Inf,NA,NA
2014,22,light,Midge,18600.1,1945.951358344114,958
2014,22,temp,Midge,18.806,16.053314359637774,15.951
2014,23,light,Midge,9644.5,528.4933333333333,64.6
2014,23,temp,Midge,21.569,18.74637213930348,18.331
2014,24,light,Midge,44089.2,NA,NA
2014,24,temp,Midge,22.046,NA,NA
2014,25,light,Midge,35822.5,2178.697619047619,1049.5
2014,25,temp,Midge,21.569,19.942208333333333,19.853
2014,26,light,Midge,77156.1,NA,NA
2014,26,temp,Midge,25.708,NA,NA
2014,27,light,Midge,66133.8,2411.05128968254,430.6
2014,27,temp,Midge,25.805,23.2976001984127,23.004
2014,28,light,Midge,66133.8,NA,NA
2014,28,temp,Midge,26.097,NA,NA
2014,29,light,Midge,41333.6,3363.24623015873,941.85
2014,29,temp,Midge,26,24.504756944444445,24.545
2014,30,light,Midge,46844.8,NA,NA
2014,30,temp,Midge,26.488,NA,NA
2014,31,light,Midge,44089.2,2880.650496031746,974.15
2014,31,temp,Midge,24.931,23.77590376984127,23.773
2014,32,light,Midge,42711.4,NA,NA
2014,32,temp,Midge,25.028,NA,NA
2014,33,light,Midge,20666.8,1582.9745039682539,301.4
2014,33,temp,Midge,23.966,22.123292658730158,22.046
2014,34,light,Midge,74400.5,NA,NA
2014,34,temp,Midge,23.196,NA,NA
2014,35,light,Midge,34444.7,1903.4044642857143,414.4
2014,35,temp,Midge,23.966,22.563795634920634,22.429
2014,36,light,Midge,44089.2,NA,NA
2014,36,temp,Midge,24.835,NA,NA
2014,37,light,Midge,11711.2,1129.3608134920635,177.6
2014,37,temp,Midge,22.238,20.36082738095238,19.9955
2014,38,light,Midge,26178,NA,NA
2014,38,temp,Midge,19.662,NA,NA
2014,39,light,Midge,10333.4,1236.777619047619,0
2014,39,temp,Midge,18.045,17.65578095238095,17.665
2014,22,light,OldNewbury,-Inf,NA,NA
2014,22,temp,OldNewbury,-Inf,NA,NA
2014,23,light,OldNewbury,88178.4,NA,NA
2014,23,temp,OldNewbury,21.664,NA,NA
2014,24,light,OldNewbury,74400.5,NA,NA
2014,24,temp,OldNewbury,21.664,NA,NA
2014,25,light,OldNewbury,88178.4,7130.257837301588,1205.6
2014,25,temp,OldNewbury,21.091,19.276035714285715,19.187
2014,26,light,OldNewbury,16533.4,NA,NA
2014,26,temp,OldNewbury,20.71,NA,NA
2014,27,light,OldNewbury,-Inf,NA,NA
2014,27,temp,OldNewbury,-Inf,NA,NA
2014,28,light,OldNewbury,66133.8,NA,NA
2014,28,temp,OldNewbury,23.677,NA,NA
2014,29,light,OldNewbury,88178.4,5425.773511904762,1135.6
2014,29,temp,OldNewbury,25.416,22.420548611111112,22.333
2014,30,light,OldNewbury,34444.7,NA,NA
2014,30,temp,OldNewbury,25.61,NA,NA
2014,31,light,OldNewbury,46844.8,4139.031150793651,1205.55
2014,31,temp,OldNewbury,24.545,21.386882936507938,21.187
2014,32,light,OldNewbury,60622.6,NA,NA
2014,32,temp,OldNewbury,25.805,NA,NA
2014,33,light,OldNewbury,1550,NA,NA
2014,33,temp,OldNewbury,22.717,19.71720734126984,19.567
2014,34,light,OldNewbury,99200.7,NA,NA
2014,34,temp,OldNewbury,23.966,NA,NA
2014,35,light,OldNewbury,77156.1,5378.359523809524,495.1
2014,35,temp,OldNewbury,24.255,22.36926091269841,22.333
2014,36,light,OldNewbury,55111.5,NA,NA
2014,36,temp,OldNewbury,24.158,NA,NA
2014,37,light,OldNewbury,22044.6,1020.9954365079365,10.8
2014,37,temp,OldNewbury,22.046,19.773498015873017,19.377
2014,38,light,OldNewbury,19977.9,NA,NA
2014,38,temp,OldNewbury,18.996,NA,NA
2014,39,light,OldNewbury,-Inf,NA,NA
2014,39,temp,OldNewbury,-Inf,NA,NA
2015,23,light,Coffin,60622.6,5113.997345132743,1334.7
2015,23,temp,Coffin,18.521,17.445222503160558,17.475
2015,24,light,Coffin,71644.9,NA,NA
2015,24,temp,Coffin,20.901,NA,NA
2015,25,light,Coffin,115734.1,NA,NA
2015,25,temp,Coffin,22.812,NA,NA
2015,26,light,Coffin,93689.5,5499.635615079365,855.75
2015,26,temp,Coffin,23.196,20.934081349206348,20.805
2015,27,light,Coffin,88178.4,NA,NA
2015,27,temp,Coffin,23.292,NA,NA
2015,28,light,Coffin,126756.4,8478.007837301588,1808.3
2015,28,temp,Coffin,25.61,23.275190476190478,23.196
2015,29,light,Coffin,159823.3,NA,NA
2015,29,temp,Coffin,26,NA,NA
2015,30,light,Coffin,115734.1,8152.984722222222,1463.9
2015,30,temp,Coffin,26.292,24.013537698412698,23.966
2015,31,light,Coffin,176356.7,NA,NA
2015,31,temp,Coffin,26.292,NA,NA
2015,32,light,Coffin,132267.5,NA,NA
2015,32,temp,Coffin,26,NA,NA
2015,33,light,Coffin,148801,9953.67251984127,1130.25
2015,33,temp,Coffin,26.879,24.27207043650794,24.158
2015,34,light,Coffin,99200.7,NA,NA
2015,34,temp,Coffin,27.173,NA,NA
2015,35,light,Coffin,93689.5,8379.603571428572,850.35
2015,35,temp,Coffin,25.805,23.89163392857143,23.869
2015,36,light,Coffin,170845.6,8465.481646825398,618.9
2015,36,temp,Coffin,26,24.24970138888889,24.158
2015,37,light,Coffin,85422.8,NA,NA
2015,37,temp,Coffin,25.028,NA,NA
2015,38,light,Coffin,68889.3,4921.851686507936,204.55
2015,38,temp,Coffin,23.196,21.77629265873016,21.76
2015,39,light,Coffin,34444.7,NA,NA
2015,39,temp,Coffin,21.473,NA,NA
2015,23,light,Fichter,104711.8,4670.619342604298,979.5
2015,23,temp,Fichter,18.616,16.48615549936789,16.332
2015,24,light,Fichter,132267.5,4863.515178571429,882.65
2015,24,temp,Fichter,20.71,18.72742757936508,18.616
2015,25,light,Fichter,126756.4,NA,NA
2015,25,temp,Fichter,22.429,NA,NA
2015,26,light,Fichter,71644.9,3256.9196428571427,538.2
2015,26,temp,Fichter,23.004,20.758900793650792,20.71
2015,27,light,Fichter,79911.6,NA,NA
2015,27,temp,Fichter,23.484,NA,NA
2015,28,light,Fichter,99200.7,5775.814484126984,1108.7
2015,28,temp,Fichter,25.416,22.75954761904762,22.812
2015,29,light,Fichter,143289.8,NA,NA
2015,29,temp,Fichter,26.488,NA,NA
2015,30,light,Fichter,132267.5,6548.759623015873,769.6
2015,30,temp,Fichter,26.195,23.762145833333335,23.484
2015,31,light,Fichter,126756.4,NA,NA
2015,31,temp,Fichter,27.37,NA,NA
2015,32,light,Fichter,104711.8,NA,NA
2015,32,temp,Fichter,26.195,NA,NA
2015,33,light,Fichter,231468.2,6767.9047619047615,753.5
2015,33,temp,Fichter,27.862,24.602585317460317,24.448
2015,34,light,Fichter,126756.4,NA,NA
2015,34,temp,Fichter,27.075,NA,NA
2015,35,light,Fichter,93689.5,5472.278571428571,575.9
2015,35,temp,Fichter,25.513,23.738155753968254,23.581
2015,36,light,Fichter,74400.5,4971.763988095238,382.1
2015,36,temp,Fichter,26.683,24.628164682539683,24.448
2015,37,light,Fichter,176356.7,NA,NA
2015,37,temp,Fichter,25.708,NA,NA
2015,38,light,Fichter,99200.7,5625.310813492063,145.3
2015,38,temp,Fichter,24.738,22.043234126984128,22.046
2015,39,light,Fichter,41333.6,NA,NA
2015,39,temp,Fichter,22.333,NA,NA
2015,23,light,Midge,42711.4,2800.275600505689,914.9
2015,23,temp,Midge,19.092,17.379930467762325,17.284
2015,24,light,Midge,57867,3381.443849206349,1044.1
2015,24,temp,Midge,20.519,19.125729166666666,18.996
2015,25,light,Midge,79911.6,NA,NA
2015,25,temp,Midge,22.142,NA,NA
2015,26,light,Midge,55111.5,3197.685615079365,731.9
2015,26,temp,Midge,22.333,20.931046626984127,20.901
2015,27,light,Midge,77156.1,NA,NA
2015,27,temp,Midge,23.484,NA,NA
2015,28,light,Midge,52355.9,3708.7063492063494,1060.25
2015,28,temp,Midge,24.835,23.55396130952381,23.581
2015,29,light,Midge,41333.6,NA,NA
2015,29,temp,Midge,25.416,NA,NA
2015,30,light,Midge,52355.9,2980.912599206349,984.9
2015,30,temp,Midge,26.292,23.962664682539682,23.9175
2015,31,light,Midge,93689.5,NA,NA
2015,31,temp,Midge,26.781,NA,NA
2015,32,light,Midge,44089.2,NA,NA
2015,32,temp,Midge,25.125,NA,NA
2015,33,light,Midge,38578,1936.7873015873015,549
2015,33,temp,Midge,26.683,24.752801587301587,24.545
2015,34,light,Midge,41333.6,NA,NA
2015,34,temp,Midge,26.488,NA,NA
2015,35,light,Midge,63378.2,2932.1,613.5
2015,35,temp,Midge,24.931,24.159233134920637,24.158
2015,36,light,Midge,17222.3,1773.0521825396825,403.65
2015,36,temp,Midge,25.708,24.368695436507938,24.448
2015,37,light,Midge,34444.7,NA,NA
2015,37,temp,Midge,25.416,NA,NA
2015,38,light,Midge,18600.1,1302.3116071428572,107.6
2015,38,temp,Midge,23.677,22.24375496031746,22.429
2015,39,light,Midge,15844.5,1452.86,48.449999999999996
2015,39,temp,Midge,21.473,20.912625,20.901
2015,23,light,OldNewbury,71644.9,5351.633628318584,1184
2015,23,temp,OldNewbury,18.331,15.205116308470291,14.9
2015,24,light,OldNewbury,110223,5799.424107142857,1054.9
2015,24,temp,OldNewbury,21.378,18.05025396825397,18.045
2015,25,light,OldNewbury,74400.5,NA,NA
2015,25,temp,OldNewbury,21.951,NA,NA
2015,26,light,OldNewbury,35822.5,2587.4714285714285,371.35
2015,26,temp,OldNewbury,22.429,18.73727281746032,18.521
2015,27,light,OldNewbury,104711.8,NA,NA
2015,27,temp,OldNewbury,23.004,NA,NA
2015,28,light,OldNewbury,49600.3,4120.342857142857,1022.55
2015,28,temp,OldNewbury,24.545,22.29599900793651,22.142
2015,29,light,OldNewbury,20666.8,NA,NA
2015,29,temp,OldNewbury,25.416,NA,NA
2015,30,light,OldNewbury,99200.7,5826.708432539683,1329.35
2015,30,temp,OldNewbury,26.879,24.024623015873015,23.869
2015,31,light,OldNewbury,85422.8,NA,NA
2015,31,temp,OldNewbury,26.977,NA,NA
2015,32,light,OldNewbury,85422.8,NA,NA
2015,32,temp,OldNewbury,25.805,NA,NA
2015,33,light,OldNewbury,110223,7837.081448412699,850.35
2015,33,temp,OldNewbury,27.665,24.947738095238094,24.931
2015,34,light,OldNewbury,46844.8,NA,NA
2015,34,temp,OldNewbury,25.319,NA,NA
2015,35,light,OldNewbury,60622.6,2205.394047619048,387.5
2015,35,temp,OldNewbury,25.416,24.096612103174603,24.062
2015,36,light,OldNewbury,88178.4,3413.13621031746,387.5
2015,36,temp,OldNewbury,26.097,24.72059623015873,24.738
2015,37,light,OldNewbury,16533.4,NA,NA
2015,37,temp,OldNewbury,24.738,NA,NA
2015,38,light,OldNewbury,15155.7,1835.371130952381,123.75
2015,38,temp,OldNewbury,24.158,21.790748015873017,21.664
2015,39,light,OldNewbury,7233.4,NA,NA
2015,39,temp,OldNewbury,21.664,NA,NA
2016,22,light,Coffin,-Inf,NA,NA
2016,22,temp,Coffin,-Inf,NA,NA
2016,23,light,Coffin,-Inf,NA,NA
2016,23,temp,Coffin,-Inf,NA,NA
2016,24,light,Coffin,79911.6,NA,NA
2016,24,temp,Coffin,18.331,NA,NA
2016,25,light,Coffin,165334.4,10103.406746031746,1679.15
2016,25,temp,Coffin,21.378,19.22987400793651,19.282
2016,26,light,Coffin,187379,NA,NA
2016,26,temp,Coffin,24.545,NA,NA
2016,27,light,Coffin,170845.6,8395.83621031746,1006.4
2016,27,temp,Coffin,24.738,22.52572023809524,22.429
2016,28,light,Coffin,24800.2,2836.494246031746,1097.9
2016,28,temp,Coffin,24.545,22.63694146825397,22.621
2016,29,light,Coffin,132267.5,NA,NA
2016,29,temp,Coffin,25.513,NA,NA
2016,30,light,Coffin,148801,9929.690178571429,1765.25
2016,30,temp,Coffin,25.902,24.06971626984127,23.966
2016,31,light,Coffin,104711.8,NA,NA
2016,31,temp,Coffin,26.683,NA,NA
2016,32,light,Coffin,121245.2,8375.064781746032,1302.4
2016,32,temp,Coffin,26,24.515909722222222,24.448
2016,33,light,Coffin,126756.4,5540.4161706349205,920.3
2016,33,temp,Coffin,26.292,24.63566765873016,24.545
2016,34,light,Coffin,165334.4,NA,NA
2016,34,temp,Coffin,26.195,NA,NA
2016,35,light,Coffin,82667.2,NA,NA
2016,35,temp,Coffin,25.708,NA,NA
2016,36,light,Coffin,148801,NA,NA
2016,36,temp,Coffin,24.641,NA,NA
2016,37,light,Coffin,77156.1,4766.063591269842,360.6
2016,37,temp,Coffin,24.351,22.605444444444444,22.717
2016,38,light,Coffin,52355.9,NA,NA
2016,38,temp,Coffin,23.004,NA,NA
2016,39,light,Coffin,38578,NA,NA
2016,39,temp,Coffin,21.855,NA,NA
2016,22,light,Fichter,71644.9,5891.184210526316,850.4
2016,22,temp,Fichter,20.234,17.97487616099071,17.665
2016,23,light,Fichter,46844.8,1521.4123015873015,188.4
2016,23,temp,Fichter,21.187,18.619823412698413,18.806
2016,24,light,Fichter,79911.6,NA,NA
2016,24,temp,Fichter,18.331,NA,NA
2016,25,light,Fichter,85422.8,6137.774404761904,721.2
2016,25,temp,Fichter,22.238,19.615757936507936,19.662
2016,26,light,Fichter,82667.2,NA,NA
2016,26,temp,Fichter,23.1,NA,NA
2016,27,light,Fichter,66133.8,3366.9416666666666,263.70000000000005
2016,27,temp,Fichter,24.931,22.54069642857143,22.333
2016,28,light,Fichter,66133.8,4670.417261904762,1044.1
2016,28,temp,Fichter,25.319,22.220768849206348,22.429
2016,29,light,Fichter,79911.6,NA,NA
2016,29,temp,Fichter,25.513,NA,NA
2016,30,light,Fichter,82667.2,4932.44632936508,645.8
