datetime,year,date,time,dayofyr,coffin,fichter,newbury,midge,coffin_flag,fichter_flag,newbury_flag,midge_flag
2006-07-13 18:00,2006,2006-07-13,18:00:00,194,NA,NA,NA,23.72,,,,
2006-07-13 19:00,2006,2006-07-13,19:00:00,194,NA,NA,NA,23.89,,,,
2006-07-13 20:00,2006,2006-07-13,20:00:00,194,NA,NA,NA,23.89,,,,
2006-07-13 21:00,2006,2006-07-13,21:00:00,194,NA,NA,NA,24.06,,,,
2006-07-13 22:00,2006,2006-07-13,22:00:00,194,NA,NA,NA,24.24,,,,
2006-07-13 23:00,2006,2006-07-13,23:00:00,194,NA,NA,NA,24.06,,,,
2006-07-14 00:00,2006,2006-07-14,0:00:00,195,NA,NA,NA,24.06,,,,
2006-07-14 01:00,2006,2006-07-14,1:00:00,195,NA,NA,NA,23.89,,,,
2006-07-14 02:00,2006,2006-07-14,2:00:00,195,NA,NA,NA,23.89,,,,
2006-07-14 03:00,2006,2006-07-14,3:00:00,195,NA,NA,NA,23.72,,,,
2006-07-14 04:00,2006,2006-07-14,4:00:00,195,NA,NA,NA,23.72,,,,
2006-07-14 05:00,2006,2006-07-14,5:00:00,195,NA,NA,NA,23.72,,,,
2006-07-14 06:00,2006,2006-07-14,6:00:00,195,NA,NA,NA,23.55,,,,
2006-07-14 07:00,2006,2006-07-14,7:00:00,195,NA,NA,NA,23.55,,,,
2006-07-14 08:00,2006,2006-07-14,8:00:00,195,NA,NA,NA,23.72,,,,
2006-07-14 09:00,2006,2006-07-14,9:00:00,195,NA,NA,NA,23.72,,,,
2006-07-14 10:00,2006,2006-07-14,10:00:00,195,NA,NA,NA,23.72,,,,
2006-07-14 11:00,2006,2006-07-14,11:00:00,195,NA,NA,NA,23.72,,,,
2006-07-14 12:00,2006,2006-07-14,12:00:00,195,NA,NA,NA,23.89,,,,
2006-07-14 13:00,2006,2006-07-14,13:00:00,195,NA,NA,NA,24.24,,,,
2006-07-14 14:00,2006,2006-07-14,14:00:00,195,NA,NA,NA,24.41,,,,
2006-07-14 15:00,2006,2006-07-14,15:00:00,195,NA,NA,NA,24.76,,,,
2006-07-14 16:00,2006,2006-07-14,16:00:00,195,NA,NA,NA,24.93,,,,
2006-07-14 17:00,2006,2006-07-14,17:00:00,195,NA,NA,NA,25.11,,,,
2006-07-14 18:00,2006,2006-07-14,18:00:00,195,NA,NA,NA,25.45,,,,
2006-07-14 19:00,2006,2006-07-14,19:00:00,195,NA,NA,NA,25.45,,,,
2006-07-14 20:00,2006,2006-07-14,20:00:00,195,NA,NA,NA,25.45,,,,
2006-07-14 21:00,2006,2006-07-14,21:00:00,195,NA,NA,NA,25.11,,,,
2006-07-14 22:00,2006,2006-07-14,22:00:00,195,NA,NA,NA,25.11,,,,
2006-07-14 23:00,2006,2006-07-14,23:00:00,195,NA,NA,NA,24.24,,,,
2006-07-15 00:00,2006,2006-07-15,0:00:00,196,NA,NA,NA,24.24,,,,
2006-07-15 01:00,2006,2006-07-15,1:00:00,196,NA,NA,NA,24.06,,,,
2006-07-15 02:00,2006,2006-07-15,2:00:00,196,NA,NA,NA,23.89,,,,
2006-07-15 03:00,2006,2006-07-15,3:00:00,196,NA,NA,NA,24.06,,,,
2006-07-15 04:00,2006,2006-07-15,4:00:00,196,NA,NA,NA,24.06,,,,
2006-07-15 05:00,2006,2006-07-15,5:00:00,196,NA,NA,NA,24.06,,,,
2006-07-15 06:00,2006,2006-07-15,6:00:00,196,NA,NA,NA,24.06,,,,
2006-07-15 07:00,2006,2006-07-15,7:00:00,196,NA,NA,NA,24.24,,,,
2006-07-15 08:00,2006,2006-07-15,8:00:00,196,NA,NA,NA,24.06,,,,
2006-07-15 09:00,2006,2006-07-15,9:00:00,196,NA,NA,NA,24.06,,,,
2006-07-15 10:00,2006,2006-07-15,10:00:00,196,NA,NA,NA,24.24,,,,
2006-07-15 11:00,2006,2006-07-15,11:00:00,196,NA,NA,NA,24.24,,,,
2006-07-15 12:00,2006,2006-07-15,12:00:00,196,NA,NA,NA,24.24,,,,
2006-07-15 13:00,2006,2006-07-15,13:00:00,196,NA,NA,NA,24.24,,,,
2006-07-15 14:00,2006,2006-07-15,14:00:00,196,NA,NA,NA,24.41,,,,
2006-07-15 15:00,2006,2006-07-15,15:00:00,196,NA,NA,NA,24.58,,,,
2006-07-15 16:00,2006,2006-07-15,16:00:00,196,NA,NA,NA,24.76,,,,
2006-07-15 17:00,2006,2006-07-15,17:00:00,196,NA,NA,NA,25.11,,,,
2006-07-15 18:00,2006,2006-07-15,18:00:00,196,NA,NA,NA,25.45,,,,
2006-07-15 19:00,2006,2006-07-15,19:00:00,196,NA,NA,NA,25.45,,,,
2006-07-15 20:00,2006,2006-07-15,20:00:00,196,NA,NA,NA,25.45,,,,
2006-07-15 21:00,2006,2006-07-15,21:00:00,196,NA,NA,NA,25.45,,,,
2006-07-15 22:00,2006,2006-07-15,22:00:00,196,NA,NA,NA,25.28,,,,
2006-07-15 23:00,2006,2006-07-15,23:00:00,196,NA,NA,NA,25.28,,,,
2006-07-16 00:00,2006,2006-07-16,0:00:00,197,NA,NA,NA,25.28,,,,
2006-07-16 01:00,2006,2006-07-16,1:00:00,197,NA,NA,NA,25.28,,,,
2006-07-16 02:00,2006,2006-07-16,2:00:00,197,NA,NA,NA,25.11,,,,
2006-07-16 03:00,2006,2006-07-16,3:00:00,197,NA,NA,NA,25.11,,,,
2006-07-16 04:00,2006,2006-07-16,4:00:00,197,NA,NA,NA,25.11,,,,
2006-07-16 05:00,2006,2006-07-16,5:00:00,197,NA,NA,NA,25.11,,,,
2006-07-16 06:00,2006,2006-07-16,6:00:00,197,NA,NA,NA,25.11,,,,
2006-07-16 07:00,2006,2006-07-16,7:00:00,197,NA,NA,NA,24.93,,,,
2006-07-16 08:00,2006,2006-07-16,8:00:00,197,NA,NA,NA,25.11,,,,
2006-07-16 09:00,2006,2006-07-16,9:00:00,197,NA,NA,NA,25.11,,,,
2006-07-16 10:00,2006,2006-07-16,10:00:00,197,NA,NA,NA,25.28,,,,
2006-07-16 11:00,2006,2006-07-16,11:00:00,197,NA,NA,NA,25.28,,,,
2006-07-16 12:00,2006,2006-07-16,12:00:00,197,NA,NA,NA,25.45,,,,
2006-07-16 13:00,2006,2006-07-16,13:00:00,197,NA,NA,NA,25.62,,,,
2006-07-16 14:00,2006,2006-07-16,14:00:00,197,NA,NA,NA,25.79,,,,
2006-07-16 15:00,2006,2006-07-16,15:00:00,197,NA,NA,NA,25.97,,,,
2006-07-16 16:00,2006,2006-07-16,16:00:00,197,NA,NA,NA,26.14,,,,
2006-07-16 17:00,2006,2006-07-16,17:00:00,197,NA,NA,NA,26.32,,,,
2006-07-16 18:00,2006,2006-07-16,18:00:00,197,NA,NA,NA,25.79,,,,
2006-07-16 19:00,2006,2006-07-16,19:00:00,197,NA,NA,NA,25.97,,,,
2006-07-16 20:00,2006,2006-07-16,20:00:00,197,NA,NA,NA,24.93,,,,
2006-07-16 21:00,2006,2006-07-16,21:00:00,197,NA,NA,NA,24.06,,,,
2006-07-16 22:00,2006,2006-07-16,22:00:00,197,NA,NA,NA,24.24,,,,
2006-07-16 23:00,2006,2006-07-16,23:00:00,197,NA,NA,NA,24.24,,,,
2006-07-17 00:00,2006,2006-07-17,0:00:00,198,NA,NA,NA,24.58,,,,
2006-07-17 01:00,2006,2006-07-17,1:00:00,198,NA,NA,NA,24.93,,,,
2006-07-17 02:00,2006,2006-07-17,2:00:00,198,NA,NA,NA,24.58,,,,
2006-07-17 03:00,2006,2006-07-17,3:00:00,198,NA,NA,NA,25.11,,,,
2006-07-17 04:00,2006,2006-07-17,4:00:00,198,NA,NA,NA,24.93,,,,
2006-07-17 05:00,2006,2006-07-17,5:00:00,198,NA,NA,NA,24.41,,,,
2006-07-17 06:00,2006,2006-07-17,6:00:00,198,NA,NA,NA,24.06,,,,
2006-07-17 07:00,2006,2006-07-17,7:00:00,198,NA,NA,NA,24.24,,,,
2006-07-17 08:00,2006,2006-07-17,8:00:00,198,NA,NA,NA,23.72,,,,
2006-07-17 09:00,2006,2006-07-17,9:00:00,198,NA,NA,NA,24.06,,,,
2006-07-17 10:00,2006,2006-07-17,10:00:00,198,NA,NA,NA,24.06,,,,
2006-07-17 11:00,2006,2006-07-17,11:00:00,198,NA,NA,NA,24.24,,,,
2006-07-17 12:00,2006,2006-07-17,12:00:00,198,NA,NA,NA,24.93,,,,
2006-07-17 13:00,2006,2006-07-17,13:00:00,198,NA,NA,NA,25.79,,,,
2006-07-17 14:00,2006,2006-07-17,14:00:00,198,NA,NA,NA,26.14,,,,
2006-07-17 15:00,2006,2006-07-17,15:00:00,198,NA,NA,NA,26.67,,,,
2006-07-17 16:00,2006,2006-07-17,16:00:00,198,NA,NA,NA,26.14,,,,
2006-07-17 17:00,2006,2006-07-17,17:00:00,198,NA,NA,NA,26.32,,,,
2006-07-17 18:00,2006,2006-07-17,18:00:00,198,NA,NA,NA,26.67,,,,
2006-07-17 19:00,2006,2006-07-17,19:00:00,198,NA,NA,NA,27.92,,,,
2006-07-17 20:00,2006,2006-07-17,20:00:00,198,NA,NA,NA,27.92,,,,
2006-07-17 21:00,2006,2006-07-17,21:00:00,198,NA,NA,NA,27.38,,,,
2006-07-17 22:00,2006,2006-07-17,22:00:00,198,NA,NA,NA,27.38,,,,
2006-07-17 23:00,2006,2006-07-17,23:00:00,198,NA,NA,NA,27.38,,,,
2006-07-18 00:00,2006,2006-07-18,0:00:00,199,NA,NA,NA,26.32,,,,
2006-07-18 01:00,2006,2006-07-18,1:00:00,199,NA,NA,NA,27.02,,,,
2006-07-18 02:00,2006,2006-07-18,2:00:00,199,NA,NA,NA,27.02,,,,
2006-07-18 03:00,2006,2006-07-18,3:00:00,199,NA,NA,NA,27.38,,,,
2006-07-18 04:00,2006,2006-07-18,4:00:00,199,NA,NA,NA,27.38,,,,
2006-07-18 05:00,2006,2006-07-18,5:00:00,199,NA,NA,NA,27.02,,,,
2006-07-18 06:00,2006,2006-07-18,6:00:00,199,NA,NA,NA,27.2,,,,
2006-07-18 07:00,2006,2006-07-18,7:00:00,199,NA,NA,NA,27.2,,,,
2006-07-18 08:00,2006,2006-07-18,8:00:00,199,NA,NA,NA,27.2,,,,
2006-07-18 09:00,2006,2006-07-18,9:00:00,199,NA,NA,NA,27.38,,,,
2006-07-18 10:00,2006,2006-07-18,10:00:00,199,NA,NA,NA,27.38,,,,
2006-07-18 11:00,2006,2006-07-18,11:00:00,199,NA,NA,NA,27.38,,,,
2006-07-18 12:00,2006,2006-07-18,12:00:00,199,NA,NA,NA,27.56,,,,
2006-07-18 13:00,2006,2006-07-18,13:00:00,199,NA,NA,NA,27.56,,,,
2006-07-18 14:00,2006,2006-07-18,14:00:00,199,NA,NA,NA,27.74,,,,
2006-07-18 15:00,2006,2006-07-18,15:00:00,199,NA,NA,NA,27.92,,,,
2006-07-18 16:00,2006,2006-07-18,16:00:00,199,NA,NA,NA,28.09,,,,
2006-07-18 17:00,2006,2006-07-18,17:00:00,199,NA,NA,NA,27.92,,,,
2006-07-18 18:00,2006,2006-07-18,18:00:00,199,NA,NA,NA,27.92,,,,
2006-07-18 19:00,2006,2006-07-18,19:00:00,199,NA,NA,NA,27.92,,,,
2006-07-18 20:00,2006,2006-07-18,20:00:00,199,NA,NA,NA,27.74,,,,
2006-07-18 21:00,2006,2006-07-18,21:00:00,199,NA,NA,NA,27.74,,,,
2006-07-18 22:00,2006,2006-07-18,22:00:00,199,NA,NA,NA,27.74,,,,
2006-07-18 23:00,2006,2006-07-18,23:00:00,199,NA,NA,NA,27.74,,,,
2006-07-19 00:00,2006,2006-07-19,0:00:00,200,NA,NA,NA,27.56,,,,
2006-07-19 01:00,2006,2006-07-19,1:00:00,200,NA,NA,NA,27.56,,,,
2006-07-19 02:00,2006,2006-07-19,2:00:00,200,NA,NA,NA,27.38,,,,
2006-07-19 03:00,2006,2006-07-19,3:00:00,200,NA,NA,NA,27.2,,,,
2006-07-19 04:00,2006,2006-07-19,4:00:00,200,NA,NA,NA,27.02,,,,
2006-07-19 05:00,2006,2006-07-19,5:00:00,200,NA,NA,NA,26.67,,,,
2006-07-19 06:00,2006,2006-07-19,6:00:00,200,NA,NA,NA,26.49,,,,
2006-07-19 07:00,2006,2006-07-19,7:00:00,200,NA,NA,NA,25.45,,,,
2006-07-19 08:00,2006,2006-07-19,8:00:00,200,NA,NA,NA,25.97,,,,
2006-07-19 09:00,2006,2006-07-19,9:00:00,200,NA,NA,NA,26.49,,,,
2006-07-19 10:00,2006,2006-07-19,10:00:00,200,NA,NA,NA,26.84,,,,
2006-07-19 11:00,2006,2006-07-19,11:00:00,200,NA,NA,NA,26.49,,,,
2006-07-19 12:00,2006,2006-07-19,12:00:00,200,NA,NA,NA,25.97,,,,
2006-07-19 13:00,2006,2006-07-19,13:00:00,200,NA,NA,NA,26.14,,,,
2006-07-19 14:00,2006,2006-07-19,14:00:00,200,NA,NA,NA,25.62,,,,
2006-07-19 15:00,2006,2006-07-19,15:00:00,200,NA,NA,NA,25.28,,,,
2006-07-19 16:00,2006,2006-07-19,16:00:00,200,NA,NA,NA,25.45,,,,
2006-07-19 17:00,2006,2006-07-19,17:00:00,200,NA,NA,NA,26.49,,,,
2006-07-19 18:00,2006,2006-07-19,18:00:00,200,NA,NA,NA,27.02,,,,
2006-07-19 19:00,2006,2006-07-19,19:00:00,200,NA,NA,NA,27.02,,,,
2006-07-19 20:00,2006,2006-07-19,20:00:00,200,NA,NA,NA,27.02,,,,
2006-07-19 21:00,2006,2006-07-19,21:00:00,200,NA,NA,NA,27.02,,,,
2006-07-19 22:00,2006,2006-07-19,22:00:00,200,NA,NA,NA,26.84,,,,
2006-07-19 23:00,2006,2006-07-19,23:00:00,200,NA,NA,NA,26.84,,,,
2006-07-20 00:00,2006,2006-07-20,0:00:00,201,NA,NA,NA,26.84,,,,
2006-07-20 01:00,2006,2006-07-20,1:00:00,201,NA,NA,NA,26.67,,,,
2006-07-20 02:00,2006,2006-07-20,2:00:00,201,NA,NA,NA,26.49,,,,
2006-07-20 03:00,2006,2006-07-20,3:00:00,201,NA,NA,NA,26.49,,,,
2006-07-20 04:00,2006,2006-07-20,4:00:00,201,NA,NA,NA,26.32,,,,
2006-07-20 05:00,2006,2006-07-20,5:00:00,201,NA,NA,NA,26.32,,,,
2006-07-20 06:00,2006,2006-07-20,6:00:00,201,NA,NA,NA,26.14,,,,
2006-07-20 07:00,2006,2006-07-20,7:00:00,201,NA,NA,NA,25.97,,,,
2006-07-20 08:00,2006,2006-07-20,8:00:00,201,NA,NA,NA,26.14,,,,
2006-07-20 09:00,2006,2006-07-20,9:00:00,201,NA,NA,NA,26.14,,,,
2006-07-20 10:00,2006,2006-07-20,10:00:00,201,NA,NA,NA,26.14,,,,
2006-07-20 11:00,2006,2006-07-20,11:00:00,201,NA,NA,NA,26.14,,,,
2006-07-20 12:00,2006,2006-07-20,12:00:00,201,NA,NA,NA,26.14,,,,
2006-07-20 13:00,2006,2006-07-20,13:00:00,201,NA,NA,NA,26.32,,,,
2006-07-20 14:00,2006,2006-07-20,14:00:00,201,NA,NA,NA,26.49,,,,
2006-07-20 15:00,2006,2006-07-20,15:00:00,201,NA,NA,NA,26.67,,,,
2006-07-20 16:00,2006,2006-07-20,16:00:00,201,NA,NA,NA,26.67,,,,
2006-07-20 17:00,2006,2006-07-20,17:00:00,201,NA,NA,NA,26.67,,,,
2006-07-20 18:00,2006,2006-07-20,18:00:00,201,NA,NA,NA,26.67,,,,
2006-07-20 19:00,2006,2006-07-20,19:00:00,201,NA,NA,NA,26.67,,,,
2006-07-20 20:00,2006,2006-07-20,20:00:00,201,NA,NA,NA,26.49,,,,
2006-07-20 21:00,2006,2006-07-20,21:00:00,201,NA,NA,NA,26.49,,,,
2006-07-20 22:00,2006,2006-07-20,22:00:00,201,NA,NA,NA,26.32,,,,
2006-07-20 23:00,2006,2006-07-20,23:00:00,201,NA,NA,NA,26.32,,,,
2006-07-21 00:00,2006,2006-07-21,0:00:00,202,NA,NA,NA,26.32,,,,
2006-07-21 01:00,2006,2006-07-21,1:00:00,202,NA,NA,NA,26.32,,,,
2006-07-21 02:00,2006,2006-07-21,2:00:00,202,NA,NA,NA,26.32,,,,
2006-07-21 03:00,2006,2006-07-21,3:00:00,202,NA,NA,NA,26.14,,,,
2006-07-21 04:00,2006,2006-07-21,4:00:00,202,NA,NA,NA,26.14,,,,
2006-07-21 05:00,2006,2006-07-21,5:00:00,202,NA,NA,NA,26.14,,,,
2006-07-21 06:00,2006,2006-07-21,6:00:00,202,NA,NA,NA,26.14,,,,
2006-07-21 07:00,2006,2006-07-21,7:00:00,202,NA,NA,NA,26.14,,,,
2006-07-21 08:00,2006,2006-07-21,8:00:00,202,NA,NA,NA,26.14,,,,
2006-07-21 09:00,2006,2006-07-21,9:00:00,202,NA,NA,NA,26.14,,,,
2006-07-21 10:00,2006,2006-07-21,10:00:00,202,NA,NA,NA,26.14,,,,
2006-07-21 11:00,2006,2006-07-21,11:00:00,202,NA,NA,NA,26.14,,,,
2006-07-21 12:00,2006,2006-07-21,12:00:00,202,NA,NA,NA,26.32,,,,
2006-07-21 13:00,2006,2006-07-21,13:00:00,202,NA,NA,NA,26.32,,,,
2006-07-21 14:00,2006,2006-07-21,14:00:00,202,NA,NA,NA,26.32,,,,
2006-07-21 15:00,2006,2006-07-21,15:00:00,202,NA,NA,NA,26.49,,,,
2006-07-21 16:00,2006,2006-07-21,16:00:00,202,NA,NA,NA,26.67,,,,
2006-07-21 17:00,2006,2006-07-21,17:00:00,202,NA,NA,NA,26.84,,,,
2006-07-21 18:00,2006,2006-07-21,18:00:00,202,NA,NA,NA,26.84,,,,
2006-07-21 19:00,2006,2006-07-21,19:00:00,202,NA,NA,NA,26.84,,,,
2006-07-21 20:00,2006,2006-07-21,20:00:00,202,NA,NA,NA,26.67,,,,
2006-07-21 21:00,2006,2006-07-21,21:00:00,202,NA,NA,NA,26.67,,,,
2006-07-21 22:00,2006,2006-07-21,22:00:00,202,NA,NA,NA,26.49,,,,
2006-07-21 23:00,2006,2006-07-21,23:00:00,202,NA,NA,NA,26.49,,,,
2006-07-22 00:00,2006,2006-07-22,0:00:00,203,NA,NA,NA,26.49,,,,
2006-07-22 01:00,2006,2006-07-22,1:00:00,203,NA,NA,NA,26.32,,,,
2006-07-22 02:00,2006,2006-07-22,2:00:00,203,NA,NA,NA,26.32,,,,
2006-07-22 03:00,2006,2006-07-22,3:00:00,203,NA,NA,NA,26.14,,,,
2006-07-22 04:00,2006,2006-07-22,4:00:00,203,NA,NA,NA,26.14,,,,
2006-07-22 05:00,2006,2006-07-22,5:00:00,203,NA,NA,NA,25.97,,,,
2006-07-22 06:00,2006,2006-07-22,6:00:00,203,NA,NA,NA,25.97,,,,
2006-07-22 07:00,2006,2006-07-22,7:00:00,203,NA,NA,NA,25.97,,,,
2006-07-22 08:00,2006,2006-07-22,8:00:00,203,NA,NA,NA,25.97,,,,
2006-07-22 09:00,2006,2006-07-22,9:00:00,203,NA,NA,NA,25.97,,,,
2006-07-22 10:00,2006,2006-07-22,10:00:00,203,NA,NA,NA,25.97,,,,
2006-07-22 11:00,2006,2006-07-22,11:00:00,203,NA,NA,NA,25.79,,,,
2006-07-22 12:00,2006,2006-07-22,12:00:00,203,NA,NA,NA,25.79,,,,
2006-07-22 13:00,2006,2006-07-22,13:00:00,203,NA,NA,NA,25.62,,,,
2006-07-22 14:00,2006,2006-07-22,14:00:00,203,NA,NA,NA,25.45,,,,
2006-07-22 15:00,2006,2006-07-22,15:00:00,203,NA,NA,NA,25.45,,,,
2006-07-22 16:00,2006,2006-07-22,16:00:00,203,NA,NA,NA,25.28,,,,
2006-07-22 17:00,2006,2006-07-22,17:00:00,203,NA,NA,NA,25.11,,,,
2006-07-22 18:00,2006,2006-07-22,18:00:00,203,NA,NA,NA,24.93,,,,
2006-07-22 19:00,2006,2006-07-22,19:00:00,203,NA,NA,NA,24.76,,,,
2006-07-22 20:00,2006,2006-07-22,20:00:00,203,NA,NA,NA,24.76,,,,
2006-07-22 21:00,2006,2006-07-22,21:00:00,203,NA,NA,NA,24.58,,,,
2006-07-22 22:00,2006,2006-07-22,22:00:00,203,NA,NA,NA,23.72,,,,
2006-07-22 23:00,2006,2006-07-22,23:00:00,203,NA,NA,NA,24.24,,,,
2006-07-23 00:00,2006,2006-07-23,0:00:00,204,NA,NA,NA,24.24,,,,
2006-07-23 01:00,2006,2006-07-23,1:00:00,204,NA,NA,NA,24.24,,,,
2006-07-23 02:00,2006,2006-07-23,2:00:00,204,NA,NA,NA,24.24,,,,
2006-07-23 03:00,2006,2006-07-23,3:00:00,204,NA,NA,NA,24.24,,,,
2006-07-23 04:00,2006,2006-07-23,4:00:00,204,NA,NA,NA,24.06,,,,
2006-07-23 05:00,2006,2006-07-23,5:00:00,204,NA,NA,NA,24.06,,,,
2006-07-23 06:00,2006,2006-07-23,6:00:00,204,NA,NA,NA,23.89,,,,
2006-07-23 07:00,2006,2006-07-23,7:00:00,204,NA,NA,NA,23.89,,,,
2006-07-23 08:00,2006,2006-07-23,8:00:00,204,NA,NA,NA,23.89,,,,
2006-07-23 09:00,2006,2006-07-23,9:00:00,204,NA,NA,NA,23.72,,,,
2006-07-23 10:00,2006,2006-07-23,10:00:00,204,NA,NA,NA,23.72,,,,
2006-07-23 11:00,2006,2006-07-23,11:00:00,204,NA,NA,NA,23.72,,,,
2006-07-23 12:00,2006,2006-07-23,12:00:00,204,NA,NA,NA,23.72,,,,
2006-07-23 13:00,2006,2006-07-23,13:00:00,204,NA,NA,NA,23.72,,,,
2006-07-23 14:00,2006,2006-07-23,14:00:00,204,NA,NA,NA,23.72,,,,
2006-07-23 15:00,2006,2006-07-23,15:00:00,204,NA,NA,NA,23.72,,,,
2006-07-23 16:00,2006,2006-07-23,16:00:00,204,NA,NA,NA,23.72,,,,
2006-07-23 17:00,2006,2006-07-23,17:00:00,204,NA,NA,NA,23.55,,,,
2006-07-23 18:00,2006,2006-07-23,18:00:00,204,NA,NA,NA,23.72,,,,
2006-07-23 19:00,2006,2006-07-23,19:00:00,204,NA,NA,NA,23.72,,,,
2006-07-23 20:00,2006,2006-07-23,20:00:00,204,NA,NA,NA,23.72,,,,
2006-07-23 21:00,2006,2006-07-23,21:00:00,204,NA,NA,NA,23.55,,,,
2006-07-23 22:00,2006,2006-07-23,22:00:00,204,NA,NA,NA,23.55,,,,
2006-07-23 23:00,2006,2006-07-23,23:00:00,204,NA,NA,NA,23.38,,,,
2006-07-24 00:00,2006,2006-07-24,0:00:00,205,NA,NA,NA,23.38,,,,
2006-07-24 01:00,2006,2006-07-24,1:00:00,205,NA,NA,NA,23.38,,,,
2006-07-24 02:00,2006,2006-07-24,2:00:00,205,NA,NA,NA,23.21,,,,
2006-07-24 03:00,2006,2006-07-24,3:00:00,205,NA,NA,NA,23.21,,,,
2006-07-24 04:00,2006,2006-07-24,4:00:00,205,NA,NA,NA,23.21,,,,
2006-07-24 05:00,2006,2006-07-24,5:00:00,205,NA,NA,NA,23.21,,,,
2006-07-24 06:00,2006,2006-07-24,6:00:00,205,NA,NA,NA,23.04,,,,
2006-07-24 07:00,2006,2006-07-24,7:00:00,205,NA,NA,NA,23.21,,,,
2006-07-24 08:00,2006,2006-07-24,8:00:00,205,NA,NA,NA,23.21,,,,
2006-07-24 09:00,2006,2006-07-24,9:00:00,205,NA,NA,NA,23.21,,,,
2006-07-24 10:00,2006,2006-07-24,10:00:00,205,NA,NA,NA,23.21,,,,
2006-07-24 11:00,2006,2006-07-24,11:00:00,205,NA,NA,NA,23.21,,,,
2006-07-24 12:00,2006,2006-07-24,12:00:00,205,NA,NA,NA,23.72,,,,
2006-07-24 13:00,2006,2006-07-24,13:00:00,205,NA,NA,NA,23.89,,,,
2006-07-24 14:00,2006,2006-07-24,14:00:00,205,NA,NA,NA,23.89,,,,
2006-07-24 15:00,2006,2006-07-24,15:00:00,205,NA,NA,NA,24.24,,,,
2006-07-24 16:00,2006,2006-07-24,16:00:00,205,NA,NA,NA,24.24,,,,
2006-07-24 17:00,2006,2006-07-24,17:00:00,205,NA,NA,NA,24.41,,,,
2006-07-24 18:00,2006,2006-07-24,18:00:00,205,NA,NA,NA,24.41,,,,
2006-07-24 19:00,2006,2006-07-24,19:00:00,205,NA,NA,NA,24.41,,,,
2006-07-24 20:00,2006,2006-07-24,20:00:00,205,NA,NA,NA,24.41,,,,
2006-07-24 21:00,2006,2006-07-24,21:00:00,205,NA,NA,NA,24.41,,,,
2006-07-24 22:00,2006,2006-07-24,22:00:00,205,NA,NA,NA,24.24,,,,
2006-07-24 23:00,2006,2006-07-24,23:00:00,205,NA,NA,NA,24.24,,,,
2006-07-25 00:00,2006,2006-07-25,0:00:00,206,NA,NA,NA,24.24,,,,
2006-07-25 01:00,2006,2006-07-25,1:00:00,206,NA,NA,NA,24.06,,,,
2006-07-25 02:00,2006,2006-07-25,2:00:00,206,NA,NA,NA,24.06,,,,
2006-07-25 03:00,2006,2006-07-25,3:00:00,206,NA,NA,NA,23.89,,,,
2006-07-25 04:00,2006,2006-07-25,4:00:00,206,NA,NA,NA,23.89,,,,
2006-07-25 05:00,2006,2006-07-25,5:00:00,206,NA,NA,NA,23.89,,,,
2006-07-25 06:00,2006,2006-07-25,6:00:00,206,NA,NA,NA,23.72,,,,
2006-07-25 07:00,2006,2006-07-25,7:00:00,206,NA,NA,NA,23.72,,,,
2006-07-25 08:00,2006,2006-07-25,8:00:00,206,NA,NA,NA,23.89,,,,
2006-07-25 09:00,2006,2006-07-25,9:00:00,206,NA,NA,NA,23.89,,,,
2006-07-25 10:00,2006,2006-07-25,10:00:00,206,NA,NA,NA,24.06,,,,
2006-07-25 11:00,2006,2006-07-25,11:00:00,206,NA,NA,NA,24.06,,,,
2006-07-25 12:00,2006,2006-07-25,12:00:00,206,NA,NA,NA,24.06,,,,
2006-07-25 13:00,2006,2006-07-25,13:00:00,206,NA,NA,NA,24.41,,,,
2006-07-25 14:00,2006,2006-07-25,14:00:00,206,NA,NA,NA,24.58,,,,
2006-07-25 15:00,2006,2006-07-25,15:00:00,206,NA,NA,NA,24.76,,,,
2006-07-25 16:00,2006,2006-07-25,16:00:00,206,NA,NA,NA,24.58,,,,
2006-07-25 17:00,2006,2006-07-25,17:00:00,206,NA,NA,NA,24.58,,,,
2006-07-25 18:00,2006,2006-07-25,18:00:00,206,NA,NA,NA,24.76,,,,
2006-07-25 19:00,2006,2006-07-25,19:00:00,206,NA,NA,NA,24.76,,,,
2006-07-25 20:00,2006,2006-07-25,20:00:00,206,NA,NA,NA,24.76,,,,
2006-07-25 21:00,2006,2006-07-25,21:00:00,206,NA,NA,NA,24.93,,,,
2006-07-25 22:00,2006,2006-07-25,22:00:00,206,NA,NA,NA,24.93,,,,
2006-07-25 23:00,2006,2006-07-25,23:00:00,206,NA,NA,NA,24.93,,,,
2006-07-26 00:00,2006,2006-07-26,0:00:00,207,NA,NA,NA,24.93,,,,
2006-07-26 01:00,2006,2006-07-26,1:00:00,207,NA,NA,NA,24.58,,,,
2006-07-26 02:00,2006,2006-07-26,2:00:00,207,NA,NA,NA,24.58,,,,
2006-07-26 03:00,2006,2006-07-26,3:00:00,207,NA,NA,NA,24.76,,,,
2006-07-26 04:00,2006,2006-07-26,4:00:00,207,NA,NA,NA,24.58,,,,
2006-07-26 05:00,2006,2006-07-26,5:00:00,207,NA,NA,NA,24.58,,,,
2006-07-26 06:00,2006,2006-07-26,6:00:00,207,NA,NA,NA,24.58,,,,
2006-07-26 07:00,2006,2006-07-26,7:00:00,207,NA,NA,NA,24.41,,,,
2006-07-26 08:00,2006,2006-07-26,8:00:00,207,NA,NA,NA,24.58,,,,
