week,year,site,max,mean,median,min
23,2015,newbury,19.37,16.40035714,15.84,13.49
24,2015,newbury,20.67,18.66178571,18.88,16.16
25,2015,newbury,21.99,20.52107143,20.67,17.75
26,2015,newbury,20.99,18.60958333,19.04,14.89
27,2015,newbury,22.83,21.32470238,21.33,19.69
28,2015,newbury,23.68,22.25,22.16,21.49
29,2015,newbury,24.54,23.59392857,23.68,21.99
30,2015,newbury,25.93,24.05845238,24.37,22.33
31,2015,newbury,25.07,24.10107143,24.02,23.33
32,2015,newbury,24.37,23.4914881,23.51,22.66
33,2015,newbury,26.11,24.35011905,24.19,22.66
34,2015,newbury,24.19,23.50988095,23.51,22.83
35,2015,newbury,25.07,24.01904762,24.02,23.16
36,2015,newbury,25.24,23.91666667,24.02,22.83
37,2015,newbury,23.33,21.8202381,21.99,19.21
23,2016,coffin,20.82,17.87464286,18.06,11.47
24,2016,coffin,20.33,15.96952381,15.595,13.18
25,2016,coffin,22.48,19.3035119,19.03,16.78
26,2016,coffin,23.49,21.92654762,21.98,18.71
27,2016,coffin,23.83,22.20333333,22.14,20.82
28,2016,coffin,23.49,22.14684524,21.98,20.98
29,2016,coffin,24.18,23.20589286,23.14,22.48
30,2016,coffin,25.22,23.85178571,23.83,22.64
31,2016,coffin,24.87,23.92220238,24,22.98
32,2016,coffin,24.87,23.97267857,24,23.14
33,2016,coffin,25.04,23.94482143,23.915,22.98
34,2016,coffin,24.69,23.2847619,23.14,22.14
35,2016,coffin,24.87,22.92630952,22.81,21.81
36,2016,coffin,23.83,22.68422619,22.64,21.81
37,2016,coffin,22.98,21.59821429,21.64,20.33
38,2016,coffin,22.14,20.97779762,20.98,19.84
23,2016,fichter,20.17,18.14297619,18.07,16.47
24,2016,fichter,20.17,16.93565476,16.55,15.37
25,2016,fichter,21.82,19.73065476,19.68,17.43
26,2016,fichter,22.82,21.27422619,21.32,19.68
27,2016,fichter,23.66,22.17458333,22.15,20.66
28,2016,fichter,24.53,21.80309524,22.15,19.85
29,2016,fichter,24.36,23.32315476,23.32,22.32
30,2016,fichter,25.39,24.22970238,24.36,23.15
31,2016,fichter,25.57,24.18125,24.18,23.32
32,2016,fichter,25.74,24.25178571,24.18,23.32
33,2016,fichter,24.88,23.85029762,23.83,22.98
34,2016,fichter,24.36,23.20267857,23.15,22.32
35,2016,fichter,24.18,22.94738095,22.82,21.98
36,2016,fichter,23.32,22.43136905,22.48,21.82
37,2016,fichter,22.65,21.63333333,21.65,20.66
38,2016,fichter,22.65,21.10452381,20.99,19.85
23,2016,midge,20.97,18.80892857,19.02,15.82
24,2016,midge,19.51,16.27357143,16.13,15.03
25,2016,midge,22.63,20.95505952,20.97,18.53
26,2016,midge,24,22.9360119,22.97,21.13
27,2016,midge,24.87,23.02452381,22.81,21.8
28,2016,midge,24.69,23.2010119,23.225,21.47
29,2016,midge,25.21,24.26279762,24.34,23.14
30,2016,midge,25.56,24.56261905,24.52,23.66
31,2016,midge,26.08,24.50172619,24.34,23.14
32,2016,midge,26.43,25.1247619,24.87,24.17
33,2016,midge,25.73,24.54511905,24.43,23.48
34,2016,midge,24.34,23.75130952,23.83,22.81
35,2016,midge,24.52,23.53791667,23.48,22.47
36,2016,midge,24,22.66202381,22.47,21.8
37,2016,midge,22.63,22.01791667,22.05,21.13
38,2016,midge,22.47,21.5710119,21.47,20.48
23,2016,newbury,19.53,17.60375,17.83,12.87
24,2016,newbury,20.34,17.49595238,17.11,15.68
25,2016,newbury,21.83,19.88202381,20.18,16.63
26,2016,newbury,22.83,20.9097619,21.33,17.43
27,2016,newbury,25.24,22.19988095,22.16,19.37
28,2016,newbury,24.37,21.70565476,21.66,19.21
29,2016,newbury,25.42,23.76494048,23.68,22.83
30,2016,newbury,26.29,24.79559524,24.89,23.68
31,2016,newbury,25.42,24.14553571,24.02,23.16
32,2016,newbury,26.46,24.63059524,24.54,23.33
33,2016,newbury,25.76,24.2052381,24.19,22.99
34,2016,newbury,24.89,23.19511905,23.16,21.99
35,2016,newbury,24.02,23.02541667,22.99,22.16
36,2016,newbury,23.68,22.39577381,22.33,21.66
37,2016,newbury,22.83,21.68964286,21.66,20.83
38,2016,newbury,22.83,21.12392857,20.99,19.69
