"X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36"
0.000243517611708232,0.000261013403227484,0.0136307132067091,0.0437067394530163,0.0155770023562704,0.0138444048179333,0.0129929567074739,0.0132607159022716,0.0141291252729863,0.0137578364740445,0.0139896641380321,0.013836094154292,0.0419814200915542,0.0163078957051125,0.0141802895858383,0.0148063718658956
0.657715643257424,0.612676021182976,0.667775053591984,0.66902589072486,0.651763600176951,0.630003040117134,0.635238376254172,0.654271851588167,0.641223231471333,0.624253225089593,0.629439976821743,0.638433660352873,0.61655523347376,0.60324665300177,0.606887592573718,0.643935671409792
0.885153892131258,0.956904786769412,0.945726080898972,0.989261128674173,0.967665062585108,0.96848739817301,0.987253108650085,0.949697419891645,0.987853459922479,0.956097389610799,0.946832192625412,0.950528342022794,0.944389549580127,0.959223825178119,0.949365552744001,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.992026607878628
