"X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36"
0.000244633678040629,0.000264082720535335,0.0123392193777084,0.0447023922812825,0.0144621785196799,0.0135465267267493,0.0136711064361367,0.0131311460666423,0.012994021758316,0.0145677561703926,0.0142119175535058,0.0131330162920344,0.0435621277293953,0.0157817902725393,0.0136141224919324,0.0137711393906799
0.635648921960273,0.564579766747823,0.561384249452103,0.582549635432109,0.571092942618309,0.608838120378889,0.596645504698736,0.607326391173223,0.582342199115386,0.600558377616297,0.574599375633014,0.581734279601817,0.597133232092137,0.562802013007797,0.58716539834169,0.569176673821005
0.908059921537267,0.889505658538143,0.926935126239222,0.902452266553631,0.909734242973135,0.912309166979513,0.930436347491928,0.93233133295298,0.918368212962277,0.912915017363591,0.897488985162883,0.885425445534503,0.895830726058705,0.892879497274547,0.941844318339798,0.934310676077
0.942298960337252,0.99612764829903,0.929309481756875,1,0.945848971264145,0.971430088769063,1,0.980495239594641,0.970036440031296,0.975764583842061,1,0.927236929130169,0.968514712136764,0.952986812614772,0.966566085660391,0.95405593496705
1,1,1,0.980623472607359,1,1,0.982375263250933,1,1,1,0.998402873536069,1,1,1,1,1
