"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16"
0.00102864491395185,0.00102761180662771,0.0611342871830315,0.0592472012550689,0.061862566468092,0.0592434601947921,0.180050453228302,0.0700081135753609,0.0615951638946953,0.0629948760870554,0.171094365355278,0.0700524531206558,0.0624299536889155,0.0603575768301716,0.0633586776831515,0.0598428645736159
0.618613629965921,0.635855333688002,0.708500378972213,0.659264501016145,0.683423281951664,0.667228803707169,0.695483715409592,0.658995018547314,0.667893088719952,0.681448698899316,0.666333777619835,0.655780519350849,0.675264984118283,0.645768847283011,0.667654972870598,0.634618340744125
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
